N	2gram	Vygotskiy__3	PoTuStor
133	только и	1	2
134	сводится к	1	2
135	так называемый	1	2
136	понятия и	3	2
137	и исторического	1	2
138	в каком	2	2
139	не могут	4	2
140	что оно	4	2
141	т.е в	1	2
142	не будет	2	2
143	на основе	22	2
144	в пределах	1	2
145	как с	4	2
146	по аналогии	1	2
147	быть может	1	2
148	для этого	2	2
149	и вообще	1	2
150	с ним	4	2
151	находится в	2	2
152	является по	1	2
153	о том	5	2
154	другими словами	1	2
155	аналогии с	1	2
156	и содержание	1	2
157	для нас	2	2
158	ранних ступенях	1	2
159	путь к	3	2
160	что и	10	2
161	во всей	1	2
162	один из	6	2
163	образов и	1	2
164	мы видим	3	2
165	что он	6	2
166	со всеми	6	2
167	есть в	1	2
168	не имеющие	2	2
169	с нею	2	2
170	не можем	3	2
171	если мы	3	2
172	в начале	2	2
173	и других	2	2
174	цели и	2	2
175	у него	1	2
176	оно не	2	2
177	что не	1	2
178	не на	1	2
179	в развитии	24	2
180	что мы	7	2
181	с помощью	42	2
182	в частности	4	2
183	так же	17	2
184	в область	1	2
185	в мир	1	2
186	с этой	3	2
187	но это	5	2
188	это последнее	1	2
189	к другим	2	2
190	и для	2	2
191	не удается	1	2
192	ни было	2	2
193	нет никаких	4	2
194	не есть	3	2
195	это делает	1	2
196	все остальные	2	2
197	есть и	2	2
198	к этому	3	2
199	даже более	1	1
200	говоря о	1	1
201	человека и	5	1
202	и то	2	1
203	дело обстоит	1	1
204	словами и	1	1
205	или к	1	1
206	и чрезвычайно	1	1
207	что эти	3	1
208	высшей степени	6	1
209	объекта на	1	1
210	процессы и	1	1
211	и могут	2	1
212	всей ее	1	1
213	полагает что	1	1
214	мы имеем	4	1
215	этой фазе	1	1
216	границы этих	1	1
217	что между	1	1
218	ассоциативных связей	3	1
219	вопрос о	1	1
220	на место	1	1
221	совершенно так	2	1
222	в основных	1	1
223	и новых	1	1
224	другую и	1	1
225	так чтобы	1	1
226	почти исключительно	1	1
227	из того	2	1
228	и образуют	1	1
229	же что	1	1
230	зависимости от	6	1
231	в ней	1	1
232	первый план	2	1
233	иное как	1	1
234	столь же	7	1
235	бы то	1	1
236	где же	1	1
237	при объяснении	1	1
238	но не	6	1
239	слов не	1	1
240	достаточно для	1	1
241	менее всего	1	1
242	вступают в	2	1
243	что они	10	1
244	для объяснения	1	1
245	в течение	2	1
246	общего с	1	1
247	первый этап	1	1
248	некоторое время	2	1
249	все же	6	1
250	однако не	1	1
251	всей этой	1	1
252	хотя и	2	1
253	когда он	3	1
254	что по	2	1
255	не являются	1	1
256	его к	3	1
257	всего как	1	1
258	увидим что	1	1
259	этой цели	1	1
260	от этого	6	1
261	психологии и	1	1
262	уже не	2	1
263	та же	1	1
264	ступени развития	5	1
265	привести к	1	1
266	ни один	4	1
267	предметов и	4	1
268	чем бы	1	1
269	как он	3	1
270	самым существенным	1	1
271	во многих	1	1
272	полового созревания	2	1
273	по мнению	1	1
274	на его	2	1
275	что она	5	1
276	что было	1	1
277	на различных	1	1
278	главным образом	2	1
279	наконец мы	1	1
280	различные формы	1	1
281	отношений между	1	1
282	в корне	2	1
283	и связанные	1	1
284	наших глазах	1	1
285	под давлением	1	1
286	ребенок может	1	1
287	приходим к	1	1
288	подобно тому	1	1
289	с чем	1	1
290	мы говорили	4	1
291	находит себе	1	1
292	существенным моментом	1	1
293	у ребенка	19	1
294	по его	1	1
295	от нее	4	1
296	а вместе	1	1
297	то ни	1	1
298	для всей	1	1
299	как они	2	1
300	различие между	1	1
301	в мире	2	1
302	конечно в	2	1
303	той же	4	1
304	первый и	1	1
305	в единую	1	1
306	входит в	5	1
307	новым является	1	1
308	может стать	1	1
309	и определение	1	1
310	мы сказали	1	1
311	его состав	4	1
312	речи для	2	1
313	поведения и	1	1
314	поздно в	2	1
315	для них	1	1
316	с тем	16	1
317	несмотря на	1	1
318	уже у	1	1
319	похоже на	1	1
320	значение как	3	1
321	рождается и	1	1
322	и того	4	1
323	их на	1	1
324	одного и	4	1
325	но если	1	1
326	и мышления	2	1
327	деятельности не	3	1
328	хорошо нам	1	1
329	в следующем	2	1
330	и благодаря	2	1
331	никакому сомнению	1	1
332	значение для	1	1
333	выше мы	1	1
334	которые в	3	1
335	важный момент	1	1
336	однако в	2	1
337	и почти	1	1
338	которой является	1	1
339	так называемого	1	1
340	на один	1	1
341	в атмосфере	1	1
342	можно ли	2	1
343	существует для	1	1
344	с теми	2	1
345	в смысле	4	1
346	в эпоху	1	1
347	и форму	1	1
348	тогда когда	4	1
349	одна из	2	1
350	в сущности	1	1
351	к изучению	2	1
352	в самых	1	1
353	и снова	4	1
354	что иное	1	1
355	того чтобы	8	1
356	для всего	2	1
357	только не	1	1
358	вытекает из	2	1
359	не имеет	1	1
360	это мы	2	1
361	но наличие	2	1
362	начала но	1	1
363	они являются	2	1
364	исследования мы	1	1
365	во всем	3	1
366	мире и	1	1
367	комплекс как	3	1
368	к этим	1	1
369	связи с	9	1
370	ничто не	1	1
371	в виду	1	1
372	уже и	1	1
373	и делает	1	1
374	мы и	2	1
375	тела и	1	1
376	с другом	5	1
377	от того	4	1
378	для марксизма	3	1
379	ребенка к	2	1
380	отличается от	3	1
381	же самое	1	1
382	к тому	4	1
383	той или	2	1
384	для его	1	1
385	совместно с	1	1
386	социальные и	1	1
387	что при	1	1
388	как известно	3	1
389	ничего общего	3	1
390	в применении	1	1
391	опираясь на	1	1
392	который только	1	1
393	пределах своего	1	1
394	своего развития	3	1
395	бы сделать	1	1
396	говорит и	2	1
397	без всякого	1	1
398	на другой	1	1
399	данном случае	1	1
400	заранее что	1	1
401	только при	2	1
402	характер и	1	1
403	в себя	3	1
404	говорили что	2	1
405	этих первых	1	1
406	приводит к	4	1
407	роль в	1	1
408	и что	10	1
409	внешними и	1	1
410	и сам	3	1
411	в другом	1	1
412	можно было	6	1
413	могут вступать	1	1
414	мог бы	4	1
415	виде мы	1	1
416	еще в	2	1
417	именно этот	1	1
418	и принцип	1	1
419	даны в	1	1
420	если бы	5	1
421	новых и	2	1
422	связанная с	1	1
423	основания предполагать	1	1
424	о нем	1	1
425	развития в	2	1
426	и здесь	2	1
427	и т.д	5	1
428	в детском	4	1
429	на вопрос	1	1
430	имеем дело	2	1
431	внимание на	2	1
432	говорит об	2	1
433	как ее	1	1
434	и связями	1	1
435	как наиболее	1	1
436	свой метод	1	1
437	этот момент	2	1
438	на одном	1	1
439	отметить что	1	1
440	методический путь	1	1
441	с любым	1	1
442	в другой	1	1
443	в свете	2	1
444	все время	2	1
445	на наших	1	1
446	для самого	1	1
447	в которую	1	1
448	так велико	1	1
449	всего могут	1	1
450	для ребенка	10	1
451	что только	1	1
452	это вытекает	1	1
453	словами мы	1	1
454	сомнению что	1	1
455	тот же	2	1
456	дело с	3	1
457	мы увидим	4	1
458	может оказаться	1	1
459	может привести	1	1
460	никак нельзя	1	1
461	с одной	5	1
462	в качестве	12	1
463	определения и	2	1
464	этого третьего	1	1
465	уже в	7	1
466	то и	4	1
467	в конкретной	1	1
468	по самым	2	1
469	в нашей	2	1
470	оно в	1	1
471	своей власти	1	1
472	комплекс мы	1	1
473	в известной	1	1
474	в конце	1	1
475	вовсе не	1	1
476	с этими	1	1
477	те формы	1	1
478	как его	1	1
479	не случайно	1	1
480	случае не	1	1
481	развития ребенок	1	1
482	не говорит	1	1
483	как раз	1	1
484	этом отношении	3	1
485	быть совершенно	1	1
486	для того	7	1
487	несводимый к	1	1
488	или иной	3	1
489	в высшей	6	1
490	с другой	6	1
491	здесь в	1	1
492	в свою	3	1
493	представляет собою	1	1
494	а с	3	1
495	на которые	2	1
496	что для	1	1
497	основные тенденции	1	1
498	говорит о	1	1
499	связано с	1	1
500	у нас	1	1
501	основной вопрос	1	1
502	одной стороны	5	1
503	на этот	2	1
504	и самый	1	1
505	а не	1	1
506	с которым	1	1
507	есть частичное	1	1
508	в связи	6	1
509	и пути	2	1
510	бы оно	1	1
511	связь с	3	1
512	имеет очень	1	1
513	вопрос можно	1	1
514	и особенно	2	1
515	нам знакомая	1	1
516	оно рождается	1	1
517	многих случаях	1	1
518	основных чертах	1	1
519	в данном	1	1
520	применении к	1	1
521	комплекса может	1	1
522	тому как	2	1
523	и основной	2	1
524	что же	1	1
525	ребенком и	3	1
526	друг с	5	1
527	в человеческом	1	1
528	в состоянии	1	1
529	быть не	1	1
530	этого метода	3	1
531	и действия	1	1
532	этом и	2	1
533	точно и	1	1
534	развития именно	1	1
535	комплекса при	1	1
536	мы скажем	1	1
537	это отличие	1	1
538	задолго до	2	1
539	известной степени	1	1
540	и часто	1	1
541	мышления в	17	1
542	не подлежит	1	1
543	и другими	2	1
544	по принципу	1	1
545	которой можно	2	1
546	в эту	2	1
547	на других	1	1
548	мы должны	6	1
549	желания или	1	1
550	его помощью	1	1
551	ключом к	1	1
552	позволяет нам	1	1
553	только что	2	1
554	же в	2	1
555	основе их	4	1
556	но всегда	2	1
557	всеми его	1	1
558	к ее	1	1
559	по поводу	1	1
560	в психологии	1	1
561	с ней	3	1
562	но этим	1	1
563	от всех	2	1
564	его многообразных	1	1
565	сказали бы	1	1
566	выводы в	1	1
567	не что	1	1
568	и внутренними	1	1
569	все новых	1	1
570	самое важное	1	1
571	мышления не	2	1
572	в своих	2	1
573	этой точки	2	1
574	и эта	2	1
575	снова и	1	1
576	как на	2	1
577	здесь действуют	1	1
