N	2gram	Kanaev_Sov_1	Problema
106	он не	1	3
107	то ни	2	3
108	в мире	1	3
109	может стать	1	3
110	несмотря на	1	3
111	том что	1	3
112	почти совершенно	1	3
113	тем не	2	3
114	как его	1	3
115	же время	1	3
116	или как	1	3
117	и это	1	3
118	хотя и	1	3
119	и от	1	3
120	приводит к	2	3
121	в дальнейшем	4	3
122	ясно что	3	3
123	мы в	1	3
124	совершенно невозможно	1	3
125	если бы	1	3
126	и должно	1	3
127	на ее	1	3
128	природы и	1	3
129	этом смысле	1	3
130	одной из	1	3
131	с одной	2	3
132	со всеми	2	3
133	и даже	2	3
134	одной стороны	1	3
135	в область	1	3
136	от общей	1	3
137	но это	1	3
138	все это	3	3
139	не является	1	3
140	она может	2	3
141	и все	3	3
142	ни было	1	3
143	не знает	1	3
144	в таком	2	3
145	все что	1	3
146	они не	1	3
147	можно говорить	1	2
148	лишь там	1	2
149	он может	3	2
150	для науки	1	2
151	и есть	2	2
152	значение но	1	2
153	их и	1	2
154	есть не	1	2
155	мы имеем	1	2
156	может осуществить	1	2
157	имеют место	1	2
158	оно может	1	2
159	с его	1	2
160	но как	1	2
161	с совершенно	2	2
162	дело идет	1	2
163	дает нам	2	2
164	к чему	2	2
165	и у	1	2
166	что это	2	2
167	ни одна	2	2
168	нами в	1	2
169	и те	1	2
170	не имеют	1	2
171	быть поняты	1	2
172	он должен	2	2
173	в корне	1	2
174	на этом	2	2
175	человека в	1	2
176	в каждом	8	2
177	форму и	1	2
178	совершенно независимо	1	2
179	и при	1	2
180	и более	1	2
181	и вообще	1	2
182	можем сказать	1	2
183	и вся	1	2
184	раз и	1	2
185	этой области	1	2
186	что эта	1	2
187	она не	1	2
188	дело в	1	2
189	одна из	3	2
190	и именно	2	2
191	связи с	1	2
192	так называемый	1	2
193	у нас	3	2
194	не могут	2	2
195	отличается от	3	2
196	же самое	2	2
197	должен быть	1	2
198	что все	2	2
199	здесь нет	1	2
200	том как	1	2
201	поэтому в	1	2
202	в другом	1	2
203	и что	2	2
204	и во	2	2
205	человека как	1	2
206	например при	1	2
207	в какой	1	2
208	не можем	7	2
209	в виде	2	2
210	в начале	1	2
211	не дает	2	2
212	центр тяжести	1	2
213	вовсе не	1	2
214	в некоторых	2	2
215	случае не	1	2
216	чем в	1	2
217	или иной	2	2
218	здесь в	1	2
219	и пр	2	2
220	не было	1	2
221	но можно	1	2
222	в связи	1	2
223	из которых	2	2
224	по существу	1	2
225	или в	1	2
226	той или	1	2
227	не более	1	2
228	мы должны	4	2
229	в свою	2	2
230	в своих	1	2
231	и эта	1	2
232	к этому	1	2
233	бы все	1	1
234	какой-нибудь момент	1	1
235	человека и	1	1
236	приходится сказать	1	1
237	а из	1	1
238	это и	1	1
239	мере в	1	1
240	в первом	3	1
241	к другому	1	1
242	все те	2	1
243	иметь место	1	1
244	и могут	1	1
245	этом направлении	1	1
246	из всех	1	1
247	готовом виде	1	1
248	нуждаются в	1	1
249	и ничего	1	1
250	что уже	1	1
251	вопрос о	4	1
252	мы называем	3	1
253	во внутреннем	1	1
254	существенно отличается	1	1
255	что иное	1	1
256	осуществляется только	1	1
257	с ее	1	1
258	жизни как	1	1
259	хотя конечно	1	1
260	такое же	1	1
261	подчеркнуть что	1	1
262	которую можно	1	1
263	это направление	1	1
264	иное как	1	1
265	различия между	1	1
266	то он	1	1
267	более как	1	1
268	можно например	1	1
269	конечно совершенно	1	1
270	идет о	1	1
271	то чем	1	1
272	стороны и	1	1
273	более и	1	1
274	именно эта	1	1
275	не приходится	1	1
276	которые в	1	1
277	в этой	3	1
278	только один	2	1
279	но ведь	1	1
280	как он	3	1
281	в наших	3	1
282	и если	1	1
283	в первых	1	1
284	необходимо для	1	1
285	свое время	1	1
286	поняты с	1	1
287	реальный момент	2	1
288	в совершенно	1	1
289	значение в	2	1
290	мы уже	1	1
291	и некоторой	1	1
292	и мы	3	1
293	исходным пунктом	1	1
294	ведь в	1	1
295	но приходится	1	1
296	для них	1	1
297	в один	2	1
298	и органов	1	1
299	нет в	1	1
300	она и	1	1
301	все равно	1	1
302	ней ни	1	1
303	этого не	1	1
304	задача эта	2	1
305	и всюду	1	1
306	обратимся к	1	1
307	то своеобразное	1	1
308	что вся	1	1
309	к одному	1	1
310	должны мы	1	1
311	является только	1	1
312	силу и	1	1
313	так называемое	1	1
314	по себе	1	1
315	же мы	2	1
316	что с	1	1
317	но для	1	1
318	при втором	1	1
319	от соответствующих	1	1
320	и снова	1	1
321	все свои	1	1
322	и всегда	1	1
323	эта сторона	1	1
324	этих двух	2	1
325	очень мало	1	1
326	во всей	1	1
327	к концу	1	1
328	ничто не	1	1
329	в процессе	1	1
330	ли это	1	1
331	и несколько	1	1
332	очень часто	1	1
333	сравнительно с	1	1
334	философии на	1	1
335	этого и	1	1
336	его с	1	1
337	для его	2	1
338	мы ее	1	1
339	опыта и	1	1
340	но каким	1	1
341	можем назвать	3	1
342	свою очередь	2	1
343	мы конечно	1	1
344	если в	1	1
345	каждый раз	6	1
346	по аналогии	1	1
347	осуществляется в	1	1
348	в одном	3	1
349	быть активным	1	1
350	в субъективном	1	1
351	это только	1	1
352	что дело	1	1
353	два направления	1	1
354	это как	1	1
355	никакому сомнению	1	1
356	в отдельном	1	1
357	с человеком	1	1
358	мы это	1	1
359	настоящее время	2	1
360	для нас	3	1
361	в которую	2	1
362	вся эта	1	1
363	уже чисто	1	1
364	возможного и	1	1
365	говорить об	2	1
366	во втором	1	1
367	дальнейшем и	1	1
368	его осуществления	1	1
369	вообще и	1	1
370	и следовательно	1	1
371	в самый	1	1
372	быть и	2	1
373	на которой	1	1
374	сомнению что	1	1
375	этот вопрос	1	1
376	о другом	1	1
377	и действительно	1	1
378	или же	2	1
379	практическое назначение	1	1
380	уже не	2	1
381	только на	1	1
382	и чисто	1	1
383	не принимает	1	1
384	метафизическое построение	1	1
385	из них	4	1
386	его и	1	1
387	который как	2	1
388	и навсегда	1	1
389	сами по	1	1
390	но что	1	1
391	природой и	1	1
392	на их	2	1
393	зрения с	1	1
394	до сих	1	1
395	ли он	1	1
396	понимают все	1	1
397	именно в	1	1
398	а о	1	1
399	сказать несколько	1	1
400	это своеобразное	1	1
401	виде и	1	1
402	нужно сказать	1	1
403	а на	2	1
404	на этот	2	1
405	поскольку она	1	1
406	основной вопрос	3	1
407	все время	1	1
408	науки где	1	1
409	на эту	1	1
410	мы разрушаем	1	1
411	его между	1	1
412	вместе с	4	1
413	так же	1	1
414	и особенно	1	1
415	мы говорим	1	1
416	но никогда	1	1
417	направление в	1	1
418	без труда	1	1
419	место только	1	1
420	и первое	1	1
421	форма в	2	1
422	как например	1	1
423	благодаря этому	1	1
424	аналогии с	1	1
425	есть то	1	1
426	сих пор	1	1
427	это уже	1	1
428	формы с	1	1
429	и может	1	1
430	не подлежит	3	1
431	в результате	6	1
432	может но	1	1
433	в настоящее	2	1
434	еще более	2	1
435	наконец все	1	1
436	с понятием	1	1
437	в одинаковой	1	1
438	могли быть	1	1
439	всеми его	1	1
440	жизни в	1	1
441	но эта	1	1
442	но если	1	1
443	связей и	1	1
444	равно как	1	1
445	мы разберем	1	1
446	не что	1	1
447	в свое	1	1
448	в которой	2	1
449	в действительности	1	1
450	жизни и	4	1
451	является исключением	1	1
452	только таким	1	1
453	которая не	1	1
