N	2gram	Losev_Dial_3	Hudozhes
104	со стороны	2	3
105	в нем	3	3
106	что все	14	3
107	мы уже	3	3
108	было бы	5	3
109	в это	1	3
110	в них	5	3
111	несмотря на	2	3
112	в этих	1	3
113	что было	1	3
114	как о	4	3
115	на него	1	3
116	личности в	2	3
117	ни о	3	3
118	как только	1	3
119	же самое	1	3
120	и это	4	3
121	не могу	1	3
122	что у	2	3
123	внимание на	1	3
124	к нему	3	3
125	одной из	1	3
126	и ее	3	3
127	с одной	3	3
128	для нас	2	3
129	конечном счете	1	3
130	в одном	1	3
131	что на	1	3
132	с другой	4	3
133	все время	3	3
134	прежде всего	8	3
135	у всех	1	3
136	так же	4	3
137	одной стороны	3	3
138	все это	6	3
139	или в	2	3
140	о себе	2	3
141	есть и	12	3
142	самом деле	6	3
143	все что	3	3
144	же как	2	2
145	и то	4	2
146	но тем	1	2
147	в первом	2	2
148	той же	3	2
149	а как	1	2
150	говорить о	4	2
151	а для	2	2
152	личности с	1	2
153	внутри себя	1	2
154	все же	3	2
155	и к	5	2
156	но в	2	2
157	личностного в	1	2
158	со своей	1	2
159	та же	1	2
160	из этих	2	2
161	не более	1	2
162	и становится	1	2
163	тому же	2	2
164	чего не	4	2
165	т д	23	2
166	не как	1	2
167	на этом	2	2
168	оно не	6	2
169	не будет	3	2
170	не с	1	2
171	его в	1	2
172	это было	3	2
173	личности не	1	2
174	и тогда	5	2
175	место в	1	2
176	от своего	2	2
177	с точки	14	2
178	она в	1	2
179	как видим	2	2
180	дело не	1	2
181	того как	1	2
182	одна из	3	2
183	только не	10	2
184	к ней	1	2
185	тогда в	1	2
186	в основе	3	2
187	как мы	2	2
188	данном случае	1	2
189	ему быть	1	2
190	с самим	1	2
191	до сих	1	2
192	о нем	4	2
193	жизни не	1	2
194	того или	3	2
195	жизни он	1	2
196	и только	6	2
197	в личностной	1	2
198	здесь не	1	2
199	с какой	1	2
200	же и	2	2
201	в т	1	2
202	и у	2	2
203	ни одного	1	2
204	в виде	8	2
205	нет я	1	2
206	из них	3	2
207	вовсе не	13	2
208	сих пор	1	2
209	другого и	1	2
210	или иной	4	2
211	в соответствующих	1	2
212	именно в	2	2
213	как же	5	2
214	еще и	2	2
215	себя и	2	2
216	что не	5	2
217	жизни ведь	2	2
218	мы знаем	3	2
219	нет ничего	9	2
220	вместе с	1	2
221	в данном	2	2
222	не зная	1	2
223	он будет	3	2
224	с такой	1	2
225	или иного	2	2
226	я с	1	2
227	что же	11	2
228	и от	3	2
229	и для	2	2
230	отнюдь не	10	2
231	и видит	1	2
232	потому что	7	2
233	хотя бы	4	2
234	точки зрения	25	2
235	личности и	5	2
236	между ними	1	2
237	и эта	1	2
238	сказать что	4	2
239	т е	48	2
240	самое что	1	2
241	и думает	1	2
242	как на	5	2
243	но еще	2	2
244	тем самым	3	2
245	говорит это	1	1
246	отношения к	1	1
247	например в	2	1
248	в сфере	1	1
249	таком случае	10	1
250	свою личность	2	1
251	мир где	1	1
252	это и	7	1
253	есть подлинное	2	1
254	и так	1	1
255	к другому	1	1
256	личности я	1	1
257	высшей степени	1	1
258	также и	2	1
259	еще остается	1	1
260	мы имеем	1	1
261	мы не	5	1
262	что если	2	1
263	ответить на	1	1
264	и совсем	1	1
265	в сущности	10	1
266	время как	4	1
267	вас не	1	1
268	но то	2	1
269	этого термина	1	1
270	что можно	2	1
271	правда ли?	1	1
272	из ее	1	1
273	в каждой	1	1
274	и самого	1	1
275	двух или	2	1
276	он был	1	1
277	на них	2	1
278	и личность	1	1
279	души есть	1	1
280	бы то	2	1
281	во всех	1	1
282	природы и	2	1
283	и стало	1	1
284	одна за	1	1
285	то он	1	1
286	нею в	1	1
287	точка зрения	5	1
288	в сторону	1	1
289	в общем	1	1
290	иногда и	1	1
291	себе и	1	1
292	не просто	18	1
293	нет и	4	1
294	в свои	1	1
295	за пределы	3	1
296	во что	4	1
297	в течение	1	1
298	не видно	2	1
299	в одной	3	1
300	на других	1	1
301	как к	1	1
302	и нет	7	1
303	хотя и	5	1
304	сознания в	2	1
305	я должен	4	1
306	но для	2	1
307	нового и	1	1
308	себе не	1	1
309	от этого	1	1
310	котором она	1	1
311	и говорит	1	1
312	человеческая жизнь	1	1
313	в которой	1	1
314	из жизни	1	1
315	ни один	2	1
316	так или	2	1
317	все эти	3	1
318	ничего и	2	1
319	личности но	1	1
320	но ведь	1	1
321	в жертву	2	1
322	или предмет	1	1
323	претендует на	1	1
324	личностного бытия	1	1
325	при виде	1	1
326	именно то	1	1
327	же это	1	1
328	и когда	2	1
329	них нет	1	1
330	в силу	3	1
331	в корне	1	1
332	у читателя	1	1
333	содержит в	1	1
334	наших глазах	1	1
335	их в	2	1
336	постольку поскольку	1	1
337	людей и	2	1
338	но все	1	1
339	это начало	1	1
340	то ни	1	1
341	он просто	4	1
342	а когда	2	1
343	им как	1	1
344	то есть	1	1
345	всю свою	1	1
346	эти два	1	1
347	и тем	2	1
348	даже в	1	1
349	только одно	2	1
350	на свои	3	1
351	быть только	2	1
352	она и	2	1
353	этого не	2	1
354	в слове	3	1
355	не всегда	1	1
356	которой он	1	1
357	он и	3	1
358	легче всего	1	1
359	было ни	2	1
360	жизни но	1	1
361	выйти за	3	1
362	может идти	1	1
363	не мог	1	1
364	во время	1	1
365	и при	1	1
366	никак не	2	1
367	человек и	1	1
368	взгляд на	1	1
369	и смерть	2	1
370	то для	1	1
371	на свою	1	1
372	от себя	4	1
373	пор нам	1	1
374	от его	2	1
375	признать что	1	1
376	свое существование	1	1
377	и другого	1	1
378	и уж	2	1
379	стало быть	9	1
380	одном из	1	1
381	но он	1	1
382	видно что	1	1
383	и более	1	1
384	абсолютная истина	1	1
385	в словах	1	1
386	же мы	2	1
387	же такое	2	1
388	нас к	2	1
389	то с	1	1
390	раз и	3	1
391	и притом	5	1
392	а иногда	1	1
393	что с	1	1
394	виду что	1	1
395	что ему	1	1
396	в самой	1	1
397	имеем дело	1	1
398	о ней	2	1
399	учения о	2	1
400	этих двух	1	1
401	нее нет	1	1
402	личности так	1	1
403	тогда она	1	1
404	это именно	1	1
405	такая же	1	1
406	хочет быть	2	1
407	не столь	1	1
408	факта что	1	1
409	бытия не	1	1
410	именно оно	1	1
411	его внутренней	2	1
412	когда мы	2	1
413	есть только	12	1
414	истории не	2	1
415	отличается от	8	1
416	всего в	1	1
417	в своего	1	1
418	его с	1	1
419	от нее	1	1
420	той или	2	1
421	что остается	1	1
422	все еще	2	1
423	тот и	1	1
424	на наших	1	1
425	на нечто	1	1
426	потому не	1	1
427	кому и	1	1
428	не существует	10	1
429	бытия то	1	1
430	себе самом	1	1
431	нет никакой	4	1
432	в себя	1	1
433	и необходимости	2	1
434	то как	2	1
435	только через	1	1
436	и этого	1	1
437	же мне	1	1
438	жизнь и	4	1
439	и всякого	2	1
440	с этого	1	1
441	на что	2	1
442	сама она	2	1
443	по себе	20	1
444	трактуется как	1	1
445	и духовное	1	1
446	с головой	1	1
447	и здесь	2	1
448	и что	15	1
449	у рака	1	1
450	веры не	1	1
451	и который	1	1
452	нас в	2	1
453	все в	1	1
454	или иначе	2	1
455	и хорошо	1	1
456	на одном	1	1
457	из своего	1	1
458	в другой	1	1
459	тотчас же	1	1
460	она на	1	1
461	того что	12	1
462	как например	2	1
463	быть и	3	1
464	по своей	1	1
465	но с	1	1
466	оно и	1	1
467	а если	3	1
468	меня и	2	1
469	отцу и	2	1
470	и потому	2	1
471	бы его	2	1
472	не являясь	1	1
473	к отцу	2	1
474	но как	2	1
475	на мир	1	1
476	не мешает	2	1
477	это же	3	1
478	нами лишь	1	1
479	тот или	2	1
480	со всеми	2	1
481	так что	8	1
482	мы получим	1	1
483	на свое	1	1
484	глубину и	1	1
485	сущность и	4	1
486	и неспособность	1	1
487	представить себе	1	1
488	ведь это	2	1
489	вообще ничего	3	1
490	так как	6	1
491	то время	4	1
492	не правда	1	1
493	при всей	1	1
494	не о	2	1
495	независимо от	1	1
496	и никогда	1	1
497	этом отношении	1	1
498	от того	4	1
499	были бы	1	1
500	тоже была	1	1
501	и даже	13	1
502	живой и	1	1
503	и точно	1	1
504	а именно	2	1
505	это все	1	1
506	бытия в	2	1
507	наконец в	1	1
508	такое же	1	1
509	перед ним	1	1
510	церкви и	1	1
511	у меня	2	1
512	своей любви	1	1
513	а так	1	1
514	не то	1	1
515	превращает их	1	1
516	настоящее и	2	1
517	не видит	1	1
518	уже давно	1	1
519	и она	2	1
520	какая же	1	1
521	ни на	3	1
522	из форм	1	1
523	другого я	1	1
524	чем в	1	1
525	его собственные	1	1
526	по существу	2	1
527	на свете	3	1
528	и смерти	1	1
529	с этой	5	1
530	на другое	3	1
531	нее самой	1	1
532	слова и	1	1
533	я сам	1	1
534	в условиях	2	1
535	но это	5	1
536	и таким	1	1
537	все не	1	1
538	его собственная	1	1
539	к которому	1	1
540	которых он	1	1
541	самое главное	1	1
542	только тогда	3	1
543	мира и	3	1
544	что нет	4	1
545	то не	1	1
546	это часто	1	1
547	души в	1	1
548	из себя	2	1
549	бы в	2	1
550	я хотел	1	1
551	но зато	1	1
552	же в	2	1
553	чем же	1	1
554	от ее	1	1
555	нам не	1	1
556	не знает	3	1
557	природы не	1	1
558	только как	5	1
559	другой стороны	2	1
560	что угодно	2	1
561	совершенно не	2	1
562	но когда	1	1
563	того на	1	1
564	точно так	2	1
565	из этого	2	1
566	перед нею	1	1
567	природы или	2	1
568	только о	3	1
569	среди прочих	1	1
570	в такое	1	1
571	на лице	1	1
572	об отношении	1	1
573	это так	1	1
574	к этой	2	1
575	а я	2	1
576	бы даже	1	1
577	в своих	2	1
578	который не	2	1
579	которая не	1	1
580	в таком	14	1
581	смысле что	1	1
