N	2gram	Propp_Isto_7	VerxiiNi
125	что эти	2	3
126	а после	2	3
127	к ним	2	3
128	и даже	3	3
129	с ней	3	3
130	в связи	2	3
131	а так	1	3
132	с этой	6	3
133	отношению к	1	3
134	и другие	9	3
135	к этому	2	3
136	в таком	1	3
137	точно так	2	3
138	не должны	1	2
139	одним из	1	2
140	в русских	2	2
141	связана с	1	2
142	и это	2	2
143	и больше	1	2
144	его не	2	2
145	мы имеем	12	2
146	такое положение	2	2
147	еще не	8	2
148	и на	2	2
149	бы то	1	2
150	с его	3	2
151	во всех	7	2
152	друг на	1	2
153	силы и	1	2
154	в китае	2	2
155	на небе	2	2
156	отличаются от	1	2
157	что именно	1	2
158	и наконец	3	2
159	ни один	1	2
160	он в	2	2
161	с тех	2	2
162	на то	3	2
163	не могла	1	2
164	из него	1	2
165	его от	1	2
166	состоит в	1	2
167	связан с	1	2
168	то ни	1	2
169	те же	1	2
170	к другу	1	2
171	них не	1	2
172	на все	1	2
173	с целью	2	2
174	в них	3	2
175	на друга	1	2
176	не всегда	4	2
177	мы видели	7	2
178	но если	1	2
179	взгляд на	1	2
180	которые в	1	2
181	не в	9	2
182	того момента	1	2
183	вплоть до	2	2
184	тогда когда	3	2
185	ее с	1	2
186	тех пор	1	2
187	в разных	1	2
188	больше чем	1	2
189	в самой	1	2
190	и после	2	2
191	так например	2	2
192	ему в	1	2
193	ли это	1	2
194	и здесь	12	2
195	начиная с	1	2
196	не могут	2	2
197	отличается от	2	2
198	утверждать что	1	2
199	но при	2	2
200	в образе	3	2
201	не с	1	2
202	можно только	1	2
203	по тому	1	2
204	должны признать	1	2
205	для этого	1	2
206	мысль о	1	2
207	с того	4	2
208	а также	1	2
209	в пользу	1	2
210	должно было	2	2
211	вслед за	1	2
212	у всех	1	2
213	один из	7	2
214	тот же	2	2
215	и действительно	1	2
216	очень много	2	2
217	от них	1	2
218	богом и	1	2
219	конечно не	2	2
220	уже в	3	2
221	больше не	1	2
222	в начале	1	2
223	мы можем	4	2
224	этой задачи	3	2
225	и из	1	2
226	именно в	1	2
227	по своим	3	2
228	прежде всего	2	2
229	связано с	3	2
230	превращается в	3	2
231	и все	6	2
232	всех других	2	2
233	если не	4	2
234	связь с	2	2
235	требует от	1	2
236	по своему	1	2
237	по существу	4	2
238	что мы	3	2
239	же самое	1	2
240	или по	1	2
241	сознании и	1	2
242	тем и	1	2
243	и перед	1	2
244	в другое	2	2
245	в эту	1	2
246	только что	1	2
247	ни было	1	2
248	сказать что	2	2
249	из этого	1	2
250	жизни и	1	2
251	можно назвать	1	2
252	все что	1	2
253	этой точки	3	2
254	только он	1	1
255	как известно	1	1
256	от этой	1	1
257	представляют себе	1	1
258	женщины и	2	1
259	к их	1	1
260	в этот	1	1
261	начинается с	4	1
262	самом деле	1	1
263	он может	4	1
264	сила и	1	1
265	но тем	2	1
266	и есть	1	1
267	этого мира	1	1
268	магическая сила	1	1
269	не всякому	1	1
270	и требует	1	1
271	мы уже	4	1
272	а как	1	1
273	не встречает	1	1
274	это совершенно	1	1
275	мы не	4	1
276	странах где	1	1
277	что уже	1	1
278	совершенно так	1	1
279	задачи мы	2	1
280	время как	2	1
281	существовавшее в	1	1
282	оно есть	1	1
283	мы и	1	1
284	не совсем	2	1
285	же что	2	1
286	необходимо было	1	1
287	в ней	1	1
288	связи со	2	1
289	участвовать в	1	1
290	что его	2	1
291	в чем	5	1
292	землю и	1	1
293	видели что	1	1
294	и всякий	1	1
295	же она	1	1
296	по отношению	1	1
297	что они	3	1
298	что два	1	1
299	один и	1	1
300	в одной	2	1
301	эта связь	3	1
302	как в	12	1
303	некоторое время	1	1
304	вспомним что	1	1
305	сильна и	1	1
306	это тоже	1	1
307	есть ли	1	1
308	от этого	1	1
309	не приходится	1	1
310	та же	2	1
311	но дает	1	1
312	угодно о	1	1
313	бы с	1	1
314	то время	2	1
315	тоже не	3	1
316	думать что	2	1
317	что к	1	1
318	и тот	2	1
319	имеем в	5	1
320	если он	3	1
321	на его	2	1
322	но именно	1	1
323	всех этих	6	1
324	в первую	7	1
325	станет ясным	1	1
326	и более	1	1
327	как обычай	2	1
328	на земле	2	1
329	что она	5	1
330	жить в	2	1
331	сделать из	1	1
332	в одну	2	1
333	магической силой	2	1
334	а по	1	1
335	себя не	1	1
336	что надо	1	1
337	его в	3	1
338	входит в	1	1
339	всех народов	1	1
340	есть не	1	1
341	это не	10	1
342	было бы	2	1
343	чаще всего	3	1
344	в жизни	1	1
345	части тела	1	1
346	и смерти	1	1
347	к области	1	1
348	ни в	2	1
349	о которых	1	1
350	друга что	1	1
351	она и	1	1
352	уже был	1	1
353	как видно	1	1
354	как и	6	1
355	у их	1	1
356	ни с	2	1
357	рассмотрении оказывается	1	1
358	даже там	2	1
359	должно быть	1	1
360	с луной	1	1
361	или вообще	1	1
362	в ад	2	1
363	от своего	1	1
364	в своей	1	1
365	что такое	2	1
366	никто не	1	1
367	в преисподнюю	2	1
368	в их	4	1
369	знает и	1	1
370	должны были	3	1
371	природы но	1	1
372	физическая сила	2	1
373	но эта	2	1
374	русской сказки	1	1
375	только те	1	1
376	не могли	1	1
377	не должно	1	1
378	а жрец	1	1
379	по себе	1	1
380	сам он	2	1
381	и одной	1	1
382	состязания в	4	1
383	вообще невозможно	1	1
384	случае в	1	1
385	тесную связь	1	1
386	чистом виде	1	1
387	на три	1	1
388	но они	3	1
389	а иногда	1	1
390	дело не	5	1
391	простой человек	1	1
392	того как	3	1
393	уже очень	1	1
394	не по	2	1
395	они к	1	1
396	и религиозное	1	1
397	ничего не	5	1
398	имеются и	1	1
399	под этим	1	1
400	и весь	1	1
401	с религией	1	1
402	из чистого	1	1
403	которые и	1	1
404	они являются	1	1
405	видим что	3	1
406	и остается	1	1
407	другой стороны	8	1
408	в сознании	1	1
409	она обладает	1	1
410	и делает	1	1
411	однако это	1	1
412	лежит в	2	1
413	как только	2	1
414	должны быть	3	1
415	и другим	1	1
416	всего что	1	1
417	смерти и	1	1
418	своего отца	4	1
419	для себя	1	1
420	как не	1	1
421	здесь не	2	1
422	но далеко	1	1
423	без всякого	2	1
424	в ее	2	1
425	у народов	1	1
426	данном случае	3	1
427	совершенно ясно	4	1
428	она живет	1	1
429	на поверхность	1	1
430	если они	1	1
431	ясным что	1	1
432	с собой	7	1
433	живет в	1	1
434	когда его	1	1
435	том как	1	1
436	превратившись в	1	1
437	между собой	1	1
438	с этого	1	1
439	собой и	1	1
440	из одного	3	1
441	по мере	1	1
442	ли эти	2	1
443	с ним	5	1
444	на крайнем	1	1
445	в состав	1	1
446	другими словами	2	1
447	не стоит	2	1
448	после того	4	1
449	и во	1	1
450	все в	2	1
451	связь между	1	1
452	теперь уже	1	1
453	в ряд	2	1
454	во всей	1	1
455	встречается еще	1	1
456	в ту	1	1
457	происхождение и	1	1
458	как она	1	1
459	через небо	1	1
460	и другую	2	1
461	происходит в	3	1
462	что здесь	7	1
463	известно что	2	1
464	совсем не	1	1
465	мы видим	10	1
466	с ними	1	1
467	этот вопрос	2	1
468	дело с	1	1
469	но этим	1	1
470	друг друга	2	1
471	характер не	1	1
472	и так	2	1
473	и ее	2	1
474	похожи друг	1	1
475	их не	2	1
476	и его	3	1
477	по всей	1	1
478	прямо не	1	1
479	не можем	2	1
480	только на	2	1
481	или через	1	1
482	только тогда	1	1
483	при помощи	3	1
484	в ином	12	1
485	дает ему	2	1
486	первобытного человека	1	1
487	участие в	2	1
488	ибо он	1	1
489	мы знаем	2	1
490	не так	2	1
491	себе в	1	1
492	и их	1	1
493	и старый	1	1
494	не для	1	1
495	сама в	1	1
496	у него	10	1
497	стать богом	1	1
498	жизни на	1	1
499	тем что	6	1
500	тогда как	3	1
501	кроме этих	1	1
502	смысла и	1	1
503	представляют собой	5	1
504	из двух	1	1
505	ближайшем рассмотрении	1	1
506	возможно что	3	1
507	при рассмотрении	1	1
508	положение и	1	1
509	характер состязания	4	1
510	а именно	6	1
511	что тот	2	1
512	бытия в	1	1
513	такое же	2	1
514	состязание в	1	1
515	и пр	1	1
516	весьма вероятно	1	1
517	и самый	1	1
518	о чем	1	1
519	магическую силу	1	1
520	на колеснице	1	1
521	когда она	2	1
522	силы или	1	1
523	та часть	1	1
524	позволяет нам	2	1
525	все более	1	1
526	является его	1	1
527	старости и	1	1
528	эти слова	1	1
529	при которых	2	1
530	солнца или	1	1
531	с этим	2	1
532	в данном	4	1
533	и за	1	1
534	но надо	1	1
535	таких условиях	1	1
536	отношения к	1	1
537	там где	5	1
538	два раза	1	1
539	при ближайшем	1	1
540	многих других	1	1
541	стороны с	2	1
542	здесь идет	1	1
543	основана на	1	1
544	такой же	1	1
545	происходит с	1	1
546	на которой	1	1
547	но это	3	1
548	не замечая	1	1
549	но для	2	1
550	кроме того	3	1
551	о мире	1	1
552	много но	2	1
553	причем в	2	1
554	его с	1	1
555	мира и	1	1
556	это как	2	1
557	не представляет	1	1
558	то не	4	1
559	это позволяет	1	1
560	тем более	2	1
561	но зато	1	1
562	превратился в	2	1
563	все они	1	1
564	указывает на	1	1
565	же в	1	1
566	в связь	1	1
567	соединяется с	1	1
568	может и	1	1
569	только как	1	1
570	относящиеся к	1	1
571	впервые в	1	1
572	связь со	1	1
573	совсем так	1	1
574	в свое	1	1
575	к этой	1	1
576	и вновь	1	1
577	они не	2	1
