N	2gram	Bakhtin_fo_1	Problemy
193	им и	1	3
194	и т.д	1	3
195	с ее	6	3
196	всего этого	2	3
197	в ее	6	3
198	с человеком	1	3
199	время не	2	3
200	и во	7	3
201	что и	3	3
202	это не	6	3
203	в форме	3	3
204	в него	1	3
205	друг к	2	3
206	того что	2	3
207	со всеми	3	3
208	человека с	1	3
209	уже не	2	3
210	уже в	2	3
211	из них	1	3
212	его и	2	3
213	о своей	2	3
214	и своего	1	3
215	он только	2	3
216	мы остановимся	1	3
217	в последующем	4	3
218	должно быть	1	3
219	в начале	3	3
220	которой он	1	3
221	и от	1	3
222	мы должны	2	3
223	том что	4	3
224	сказать что	3	3
225	бы его	1	3
226	я и	1	2
227	например в	6	2
228	в движение	3	2
229	его же	1	2
230	а как	3	2
231	принадлежит самому	1	2
232	мы говорили	3	2
233	время как	5	2
234	в ней	4	2
235	и происходит	1	2
236	и определяется	2	2
237	в которых	2	2
238	мы наблюдали	1	2
239	бы не	1	2
240	но конечно	2	2
241	друг на	2	2
242	эта особенность	1	2
243	отличие от	2	2
244	определяется не	2	2
245	к третьему	1	2
246	в своем	4	2
247	мы можем	1	2
248	хотя и	3	2
249	и как	10	2
250	увидим что	1	2
251	в этот	2	2
252	в которой	2	2
253	бы и	1	2
254	его целом	2	2
255	всего романа	1	2
256	момент его	2	2
257	раз в	4	2
258	как он	2	2
259	так сказать	7	2
260	вообще не	3	2
261	теми же	1	2
262	при этом	3	2
263	всех этих	5	2
264	этот процесс	5	2
265	оно должно	1	2
266	их в	3	2
267	и по	2	2
268	без исключения	1	2
269	ни был	1	2
270	такого же	1	2
271	что все	2	2
272	той же	2	2
273	это было	1	2
274	было в	1	2
275	с другими	3	2
276	ни в	8	2
277	но уже	1	2
278	после стольких	1	2
279	и того	6	2
280	в этих	3	2
281	места в	2	2
282	с точки	2	2
283	он дает	1	2
284	в отличие	2	2
285	своего рода	1	2
286	и другого	1	2
287	но эта	3	2
288	речи в	2	2
289	на всю	1	2
290	между двумя	6	2
291	и овладевает	1	2
292	вопрос о	2	2
293	этими двумя	3	2
294	ничего что	1	2
295	к другим	1	2
296	к ней	2	2
297	по своей	1	2
298	мире и	2	2
299	теперь когда	1	2
300	есть только	2	2
301	строится как	1	2
302	про себя	1	2
303	этого и	1	2
304	бы он	1	2
305	для его	1	2
306	и он	1	2
307	здесь еще	2	2
308	и самое	1	2
309	всем этим	3	2
310	характер и	7	2
311	уже с	1	2
312	так в	1	2
313	приводит к	1	2
314	в дальнейшем	6	2
315	с собой	1	2
316	конечно в	1	2
317	те же	2	2
318	времени и	10	2
319	особенно в	1	2
320	поэтому нет	1	2
321	жизнь и	4	2
322	понятно что	4	2
323	и вообще	2	2
324	в построении	1	2
325	абстрактный характер	1	2
326	о том	1	2
327	переходит в	1	2
328	и мир	1	2
329	быть и	2	2
330	одной из	3	2
331	мы увидим	1	2
332	что даже	1	2
333	иной степени	1	2
334	иной характер	2	2
335	в эти	1	2
336	себя в	1	2
337	конечно не	4	2
338	в большинстве	1	2
339	в жизни	6	2
340	него нет	1	2
341	в роман	4	2
342	друг друга	3	2
343	связан с	1	2
344	здесь в	2	2
345	говорит о	1	2
346	на друга	2	2
347	человека как	1	2
348	вступает в	2	2
349	вместе с	3	2
350	не знал	1	2
351	смысле этого	1	2
352	очень важно	1	2
353	но для	2	2
354	это уже	1	2
355	или в	3	2
356	что оно	1	2
357	и события	2	2
358	и ни	1	2
359	хотя бы	2	2
360	на одно	1	2
361	слово в	1	2
362	и внутренне	1	2
363	в последнем	1	2
364	но эти	1	2
365	вполне понятно	4	2
366	сохраняется и	2	2
367	путь к	1	1
368	прямо сказать	2	1
369	именно как	4	1
370	ту же	2	1
371	нем нет	2	1
372	встрече в	1	1
373	одним из	1	1
374	начинается с	1	1
375	функции в	1	1
376	и через	1	1
377	собою на	1	1
378	он может	1	1
379	принципы построения	1	1
380	в стороне	2	1
381	ему что	1	1
382	здесь и	2	1
383	пусть же	1	1
384	женщины и	1	1
385	по преимуществу	3	1
386	и до	5	1
387	характер это	3	1
388	уже указывали	4	1
389	в доме	1	1
390	собою в	1	1
391	отношения к	3	1
392	в их	6	1
393	по его	1	1
394	которыми он	2	1
395	есть не	3	1
396	со всех	1	1
397	мы не	3	1
398	и ничего	1	1
399	ни единого	1	1
400	почти все	1	1
401	развернуть в	1	1
402	оно вообще	1	1
403	как я	1	1
404	они были	2	1
405	событий и	3	1
406	за всеми	1	1
407	начала в	1	1
408	зависимости от	1	1
409	того же	8	1
410	всех сторон	1	1
411	свою очередь	1	1
412	собой в	1	1
413	он был	1	1
414	служит для	1	1
415	здесь тот	1	1
416	их так	1	1
417	то он	1	1
418	тех же	2	1
419	в противоречии	1	1
420	в качестве	3	1
421	с совершенно	1	1
422	менее всего	1	1
423	вступают в	1	1
424	тут же	1	1
425	и место	1	1
426	можно прямо	2	1
427	сама по	1	1
428	отнюдь не	5	1
429	к истинному	1	1
430	в центре	2	1
431	независимо от	1	1
432	тем более	1	1
433	того не	2	1
434	встречи с	2	1
435	что касается	1	1
436	перед нами	1	1
437	кроме того	4	1
438	в единый	1	1
439	по ошибке	1	1
440	могли бы	1	1
441	а каждый	1	1
442	его жизненного	1	1
443	мы это	1	1
444	никаких существенных	4	1
445	ни один	1	1
446	последующей жизни	1	1
447	и основной	1	1
448	или во	1	1
449	на виду	1	1
450	тоже не	1	1
451	в этой	1	1
452	романа но	4	1
453	вообще а	1	1
454	нами в	1	1
455	роль в	9	1
456	ведет себя	1	1
457	и резко	1	1
458	не могла	1	1
459	его но	3	1
460	человек не	1	1
461	вследствие этого	3	1
462	именно этим	1	1
463	не следует	1	1
464	в первых	1	1
465	он ни	1	1
466	говорили в	1	1
467	литературных произведений	1	1
468	чтобы они	4	1
469	а вовсе	1	1
470	он должен	2	1
471	на третий	1	1
472	что еще	1	1
473	можно раскрыть	1	1
474	характер в	2	1
475	образ его	1	1
476	его можно	1	1
477	не бывает	1	1
478	человека в	17	1
479	здесь мы	1	1
480	что этот	1	1
481	и характер	2	1
482	есть все	1	1
483	действует на	1	1
484	об этом	2	1
485	них не	1	1
486	здесь то	1	1
487	глубокий и	1	1
488	входит в	3	1
489	непосредственным продолжением	1	1
490	и соответствующие	1	1
491	вначале он	1	1
492	здесь это	3	1
493	по всему	1	1
494	она и	1	1
495	далеко не	2	1
496	его все	1	1
497	и само	1	1
498	этим и	1	1
499	нигде не	1	1
500	i во	1	1
501	строгом смысле	2	1
502	движется в	1	1
503	этого произведения	2	1
504	в один	1	1
505	уже готового	1	1
506	одного и	5	1
507	поэтому здесь	3	1
508	его образ	1	1
509	ибо не	1	1
510	дошли до	1	1
511	почти нет	1	1
512	таким же	1	1
513	внутренние и	1	1
514	и ее	3	1
515	сколько-нибудь существенной	1	1
516	случае в	1	1
517	они уже	1	1
518	образом весь	1	1
519	оказывается здесь	1	1
520	что имеет	2	1
521	которые в	1	1
522	наконец как	1	1
523	другом и	1	1
524	с такою	1	1
525	есть именно	2	1
526	и более	1	1
527	есть еще	1	1
528	с такими	1	1
529	том же	2	1
530	для нее	1	1
531	так начинается	1	1
532	и очень	1	1
533	своего образа	1	1
534	выступает здесь	1	1
535	начиная от	2	1
536	власть в	1	1
537	громадное значение	1	1
538	но они	3	1
539	третий день	1	1
540	в таких	1	1
541	она не	1	1
542	иной раз	1	1
543	правда в	1	1
544	дело в	2	1
545	одна из	2	1
546	что их	1	1
547	самом содержании	1	1
548	на себе	1	1
549	в процессе	4	1
550	велик и	1	1
551	в основе	5	1
552	героев и	3	1
553	во всякой	2	1
554	того чтобы	5	1
555	чем не	3	1
556	все без	1	1
557	всю судьбу	1	1
558	в самой	2	1
559	то новое	1	1
560	того в	1	1
561	это именно	1	1
562	как она	2	1
563	исповедь мы	1	1
564	и после	1	1
565	связи с	6	1
566	здесь же	1	1
567	эти три	1	1
568	и при	1	1
569	входят в	1	1
570	этом отношении	3	1
571	от их	1	1
572	вернемся к	1	1
573	не могут	3	1
574	когда мы	1	1
575	случаях когда	1	1
576	их правда	1	1
577	эти проявления	1	1
578	отличается от	1	1
579	всего в	1	1
580	значительной степени	1	1
581	они и	1	1
582	для того	5	1
583	оно не	2	1
584	время он	1	1
585	особый тип	1	1
586	него как	1	1
587	из нее	2	1
588	мы привели	1	1
589	приходит к	1	1
590	не совсем	1	1
591	но по	2	1
592	элементы этого	1	1
593	до них	1	1
594	в некоторых	2	1
595	здесь не	4	1
596	данном случае	1	1
597	миром и	1	1
598	сочетается с	2	1
599	в особенности	9	1
600	в себя	1	1
601	ее но	1	1
602	через три	1	1
603	то время	4	1
604	и может	2	1
605	и совершенно	1	1
606	форме сохраняется	1	1
607	становится лишь	1	1
608	здесь как	2	1
609	моментом которого	1	1
610	во многом	2	1
611	жизнь это	1	1
612	что дело	1	1
613	по сравнению	2	1
614	нет становления	2	1
615	и пересекаются	1	1
616	если бы	5	1
617	и принуждены	1	1
618	смысле и	1	1
619	но здесь	1	1
620	находится в	1	1
621	или прямо	1	1
622	можно бы	1	1
623	только наблюдает	1	1
624	жизнь героя	1	1
625	тех кто	1	1
626	но к	1	1
627	характер этого	1	1
628	и поэтому	1	1
629	зрения на	1	1
630	не перед	1	1
631	или на	1	1
632	образом в	1	1
633	романа мы	3	1
634	в значительной	2	1
635	нас в	3	1
636	все в	1	1
637	новое что	1	1
638	связь между	2	1
639	от них	1	1
640	лишь путем	1	1
641	во втором	2	1
642	какие мы	1	1
643	но очень	2	1
644	на одном	1	1
645	что человек	1	1
646	во всей	3	1
647	и только	1	1
648	почти как	1	1
649	по разным	1	1
650	из одних	1	1
651	каков бы	1	1
652	в ту	1	1
653	но она	2	1
654	еще придется	1	1
655	в последующих	1	1
656	у которого	1	1
657	происходит в	2	1
658	эти последние	1	1
659	этом моменте	1	1
660	один из	3	1
661	же все	1	1
662	значение в	5	1
663	поэтому для	1	1
664	и дело	1	1
665	этот вопрос	1	1
666	нем не	3	1
667	еще и	2	1
668	очень много	1	1
669	это очень	1	1
670	и кончая	2	1
671	приходят в	1	1
672	всех его	1	1
673	одних и	2	1
674	образа в	1	1
675	между этими	4	1
676	не происходит	1	1
677	это с	1	1
678	на мир	1	1
679	с одной	3	1
680	для всех	2	1
681	есть в	2	1
682	не входит	2	1
683	и строится	1	1
684	то и	1	1
685	или не	2	1
686	ним не	1	1
687	этот момент	1	1
688	и получает	1	1
689	или даже	1	1
690	и обратно	1	1
691	в ином	1	1
692	и других	3	1
693	раскрывается и	1	1
694	и чужой	1	1
695	характерно что	4	1
696	других так	2	1
697	ведь это	1	1
698	исторический роман	1	1
699	не для	2	1
700	всех событий	1	1
701	противоречии с	1	1
702	человек как	1	1
703	знает отсюда	1	1
704	v в	1	1
705	ее на	1	1
706	деле и	1	1
707	в других	9	1
708	героя его	1	1
709	лишь один	2	1
710	момент в	2	1
711	не были	2	1
712	реальных человеческих	1	1
713	на второй	1	1
714	мы нашли	1	1
715	до сих	3	1
716	мир все	1	1
717	и тех	2	1
718	и нельзя	1	1
719	форме и	1	1
720	а наоборот	1	1
721	при всей	1	1
722	действующих лиц	1	1
723	на которые	1	1
724	мы еще	3	1
725	резко отличается	1	1
726	начале романа	2	1
727	и их	8	1
728	ей не	1	1
729	возможно лишь	1	1
730	не на	1	1
731	раскрыт в	1	1
732	других для	2	1
733	изображения в	1	1
734	своей любви	1	1
735	о чем	1	1
736	своей структуре	1	1
737	их же	1	1
738	процесс остался	1	1
739	что из	1	1
740	романах есть	1	1
741	жизнь в	2	1
742	если не	1	1
743	себя на	1	1
744	обращения о	1	1
745	все более	1	1
746	но оно	2	1
747	нет ничего	4	1
748	человек в	3	1
749	о своих	1	1
750	но кроме	1	1
751	и потому	3	1
752	в строгом	2	1
753	внутреннего человека	1	1
754	две особенности	1	1
755	из которых	1	1
756	как если	2	1
757	в данном	2	1
758	это произведение	1	1
759	слова он	1	1
760	находятся в	1	1
761	самого себя	1	1
762	вне этой	1	1
763	и всей	2	1
764	образ и	1	1
765	есть такого	1	1
766	ко мне	1	1
767	плачут и	1	1
768	оставляем в	1	1
769	конечно и	4	1
770	мы сказали	1	1
771	или хотя	1	1
772	нам еще	1	1
773	черты и	1	1
774	более и	1	1
775	этом случае	1	1
776	внутренняя жизнь	2	1
777	и некоторые	1	1
778	сих пор	3	1
779	в основном	5	1
780	имел в	1	1
781	поступков и	1	1
782	при всем	1	1
783	также очень	2	1
784	и позволяет	1	1
785	не является	2	1
786	его лежит	1	1
787	в самые	1	1
788	и человек	1	1
789	и выражений	1	1
790	в результате	6	1
791	между ними	3	1
792	своей собственной	3	1
793	в те	1	1
794	в отдельных	1	1
795	развертывается в	1	1
796	лишь как	2	1
797	проявляется уже	1	1
798	в романе	32	1
799	еще более	3	1
800	главным образом	1	1
801	образ героя	1	1
802	целом в	1	1
803	романе как	3	1
804	уже давно	1	1
805	же в	3	1
806	все только	2	1
807	на фоне	3	1
808	здесь только	2	1
809	в свою	2	1
810	с ней	1	1
811	своего мира	1	1
812	является и	1	1
813	остается неизменным	1	1
814	себе не	1	1
815	и внешние	1	1
816	каков его	1	1
817	и другие	5	1
818	в своих	1	1
819	все основные	1	1
820	и эта	2	1
821	к этому	3	1
