N	2gram	Bakhtin_Pr_4	Poddanst
225	не как	3	1
226	к ним	4	1
227	друг друга	6	1
228	это значение	1	1
229	мы можем	4	1
230	и только	3	1
231	и по	2	1
232	каждого слова	2	1
233	с собой	3	1
234	одно и	1	1
235	и петербург	1	1
236	от нее	1	1
237	в каждом	6	1
238	а затем	1	1
239	они составляют	1	1
240	из двух	1	1
241	или иной	2	1
242	из всех	1	1
243	на этой	1	1
244	большинстве случаев	8	1
245	его в	1	1
246	живет в	2	1
247	и иных	1	1
248	та совокупность	1	1
249	а имеют	1	1
250	к народу	1	1
251	было и	1	1
252	а с	1	1
253	что не	1	1
254	в это	1	1
255	в живом	1	1
256	но есть	1	1
257	различных формах	1	1
258	далеко не	3	1
259	не исключает	1	1
260	в этой	3	1
261	отношения в	1	1
262	как и	12	1
263	и уже	1	1
264	как ни	1	1
265	нисколько не	1	1
266	в одно	2	1
267	прямо на	2	1
268	и еще	1	1
269	или менее	3	1
270	бы оно	1	1
271	речь но	1	1
272	что если	1	1
273	и при	3	1
274	следовательно к	1	1
275	творчестве достоевского	2	1
276	в которые	2	1
277	люди и	1	1
278	это ощущение	1	1
279	так же	3	1
280	и особенно	1	1
281	всяком случае	1	1
282	ли они	1	1
283	место в	1	1
284	не произведения	1	1
285	в отличие	3	1
286	вдали от	1	1
287	мысли и	2	1
288	в данном	2	1
289	вопрос о	2	1
290	сравнению с	1	1
291	на каждого	1	1
292	не решают	1	1
293	он живет	1	1
294	что было	1	1
295	как к	1	1
296	там где	2	1
297	или что	1	1
298	друг с	5	1
299	словах в	1	1
300	и судьбы	1	1
301	существенно и	1	1
302	ни были	1	1
303	и вся	1	1
304	и очень	1	1
305	и другим	1	1
306	в формах	3	1
307	стремление к	1	1
308	она не	3	1
309	есть прежде	1	1
310	но для	3	1
311	к другим	2	1
312	тогда когда	1	1
313	этом смысле	2	1
314	исключает всякую	1	1
315	того чтобы	1	1
316	нем в	1	1
317	вообще можно	1	1
318	вполне и	1	1
319	никогда не	6	1
320	и всегда	1	1
321	в результате	2	1
322	пространство в	1	1
323	о котором	2	1
324	с двух	1	1
325	этих двух	4	1
326	русского капитализма	1	1
327	это сделать	1	1
328	и притом	1	1
329	другой стороны	3	1
330	в этих	4	1
331	на фоне	6	1
332	нет ничего	1	1
333	конечно и	3	1
334	есть у	1	1
335	отношением к	1	1
336	и внутренне	1	1
337	они как	1	1
338	по одному	1	1
339	быть различной	1	1
340	одновременно и	1	1
341	что все	1	1
342	этом не	1	1
343	и жизнь	2	1
344	есть и	2	1
345	в других	2	1
346	не верить	1	1
347	начала в	1	1
348	числе и	3	1
349	к сожалению	1	1
350	к этой	1	1
351	ни на	1	1
352	и другие	3	1
353	не есть	1	1
354	вместе с	2	1
355	все еще	1	1
356	это в	1	1
357	что при	1	1
358	который не	1	1
359	во всяком	2	1
360	они не	2	1
