N	2gram	Medvedev_U_1	Myshleni
241	представляется чрезвычайно	1	1
242	или даже	1	1
243	одно из	1	1
244	содержания и	1	1
245	в конце	2	1
246	слово как	1	1
247	о которой	1	1
248	не о	3	1
249	но что	1	1
250	у него	1	1
251	не случайно	2	1
252	и делает	1	1
253	не обладает	1	1
254	в исторической	1	1
255	и даже	1	1
256	за пределы	1	1
257	перестают быть	1	1
258	что для	1	1
259	превращается в	2	1
260	а не	10	1
261	нам думается	1	1
262	он становится	1	1
263	ссылка на	1	1
264	на эту	2	1
265	исходить из	1	1
266	понятий с	1	1
267	где же	1	1
268	в данном	1	1
269	так или	1	1
270	в той	1	1
271	чем к	1	1
272	что же	1	1
273	быть не	1	1
274	и формы	3	1
275	этом случае	1	1
276	точно и	1	1
277	но для	1	1
278	или по	1	1
279	как раз	2	1
280	остается в	1	1
281	этого сложного	1	1
282	вообще в	1	1
283	конце концов	2	1
284	хотя бы	5	1
285	взятого в	1	1
286	все элементы	1	1
287	но если	1	1
288	материал и	1	1
289	находящихся в	1	1
290	часто встречается	1	1
291	но в	3	1
292	они относятся	1	1
293	основной проблемой	1	1
