N	2gram	Bakhtin_Pr_3	formyVre
256	не для	2	2
257	каждый из	2	2
258	протяжении всего	4	2
259	рядом с	4	2
260	не были	1	2
261	или иной	2	2
262	до сих	1	2
263	с другой	4	2
264	и самая	1	2
265	было бы	2	2
266	наконец в	3	2
267	и несколько	1	2
268	в некоторых	1	2
269	и пр	1	2
270	не знает	6	2
271	на друга	2	2
272	до конца	3	2
273	человек в	2	2
274	в последующем	3	2
275	если не	3	2
276	что все	4	2
277	не может	19	2
278	все основные	1	2
279	так же	8	2
280	по своему	3	2
281	в данном	1	2
282	в последнем	2	2
283	лежит в	2	2
284	дело идет	5	2
285	этом случае	2	2
286	сих пор	1	2
287	только для	1	2
288	в аспекте	1	2
289	друг на	2	2
290	и точность	1	2
291	но это	4	2
292	между ними	1	2
293	в заключение	2	2
294	второй книги	1	2
295	как на	2	2
296	во всяком	5	2
297	себя как	2	1
298	с глубоким	1	1
299	можно говорить	1	1
300	кто бы	3	1
301	в обычном	2	1
302	например в	2	1
303	чтобы не	1	1
304	и действительно	1	1
305	мы здесь	1	1
306	связан с	2	1
307	и то	3	1
308	характера а	1	1
309	на самом	11	1
310	ее до	1	1
311	это и	2	1
312	идет о	1	1
313	я тебя	1	1
314	здесь и	2	1
315	по преимуществу	1	1
316	и больше	1	1
317	был и	1	1
318	очень типичен	1	1
319	которыми он	1	1
320	этот отрывок	1	1
321	в несколько	1	1
322	а как	2	1
323	со всех	1	1
324	бы уже	3	1
325	у тебя	1	1
326	что если	1	1
327	говорил с	2	1
328	и свой	2	1
329	что уже	1	1
330	вопрос о	2	1
331	во внутреннем	2	1
332	он как	4	1
333	начинается с	1	1
334	время как	1	1
335	ни один	1	1
336	и самой	1	1
337	конечно и	1	1
338	в каждой	1	1
339	всех сторон	1	1
340	в ней	3	1
341	разумеется не	1	1
342	между собой	1	1
343	он сам	5	1
344	в чем	5	1
345	с его	6	1
346	тем как	1	1
347	мне все	3	1
348	иной характер	2	1
349	не исчерпываются	1	1
350	самом деле	13	1
351	он строит	1	1
352	ибо то	1	1
353	не входит	2	1
354	эта особенность	2	1
355	в общем	4	1
356	герой не	2	1
357	себе и	5	1
358	отличие от	2	1
359	же был	1	1
360	и речи	1	1
361	между словом	1	1
362	за пределы	2	1
363	форме и	1	1
364	и уйти	1	1
365	из уст	1	1
366	более и	1	1
367	в него	3	1
368	в полном	1	1
369	ряд примеров	1	1
370	когда он	2	1
371	что по	1	1
372	его к	3	1
373	и отчасти	1	1
374	них как	1	1
375	в самом	8	1
376	в письмах	1	1
377	в которой	2	1
378	говорил он	1	1
379	бы и	4	1
380	тон в	1	1
381	романа это	1	1
382	бы не	2	1
383	так в	2	1
384	самая распространенная	1	1
385	им в	1	1
386	романа но	1	1
387	многообразие и	1	1
388	и тот	1	1
389	ее как	3	1
390	его но	1	1
391	вследствие этого	2	1
392	а вовсе	2	1
393	вообще не	2	1
394	он ни	3	1
395	стремится к	6	1
396	он делал	1	1
397	мы можем	1	1
398	в тот	1	1
399	же это	1	1
400	не как	3	1
401	гл vi	1	1
402	на его	4	1
403	исповедь и	1	1
404	что тут	1	1
405	чтобы в	1	1
406	он перестраивает	1	1
407	всех своих	1	1
408	так например	1	1
409	они на	1	1
410	одно и	1	1
411	ни был	4	1
412	но все	5	1
413	всех отношениях	1	1
414	а вместе	1	1
415	в каждом	3	1
416	рано или	1	1
417	основе того	1	1
418	об этом	1	1
419	и внутренняя	1	1
420	это было	3	1
421	как тот	1	1
422	или просто	1	1
423	мире как	1	1
424	с самим	14	1
425	свой собственный	2	1
426	но нам	1	1
427	ни в	4	1
428	все равно	4	1
429	разобранные нами	1	1
430	самому к	1	1
431	несколько абстрактный	3	1
432	он и	5	1
433	когда я	5	1
434	в тоне	2	1
435	такой же	3	1
436	в один	1	1
437	и того	2	1
438	нисколько не	2	1
439	одного и	1	1
440	этом выражении	1	1
441	уста в	1	1
442	прямо начинается	1	1
443	в своей	3	1
444	как все	1	1
445	в рассказ	3	1
446	которое здесь	1	1
447	а само	1	1
448	с самого	8	1
449	не столько	1	1
450	п если	1	1
451	заключение нашего	2	1
452	стало быть	1	1
453	дает в	1	1
454	художественного мира	1	1
455	которые в	2	1
456	другом и	1	1
457	и эти	1	1
458	однако в	2	1
459	в устах	1	1
460	тому что	2	1
461	прошу вас	1	1
462	любви и	1	1
463	к собственному	1	1
464	и слово	8	1
465	начиная от	1	1
466	уст в	1	1
467	самого начала	8	1
468	одна из	1	1
469	слову и	1	1
470	на него	7	1
471	о рае	1	1
472	миру но	1	1
473	но только	2	1
474	это мы	1	1
475	вообще нет	1	1
476	того и	1	1
477	слово и	1	1
478	правда в	1	1
479	на два	1	1
480	слова как	2	1
481	этих двух	1	1
482	в форму	1	1
483	и лишь	2	1
484	или как	2	1
485	как она	2	1
486	он хочет	4	1
487	такая же	2	1
488	за исключением	1	1
489	к вам	1	1
490	во всем	3	1
491	есть это	1	1
492	было в	2	1
493	входят в	2	1
494	только с	3	1
495	и делает	2	1
496	разложения и	1	1
497	не под	1	1
498	в стиле	3	1
499	среди них	1	1
500	совершенства а	1	1
501	своего публичного	1	1
502	не могут	1	1
503	когда мы	1	1
504	и голос	4	1
505	раскрывается с	1	1
506	сказать только	1	1
507	его с	4	1
508	как для	2	1
509	бы он	4	1
510	той или	2	1
511	или поздно	1	1
512	сказать что	2	1
513	оно не	1	1
514	где он	3	1
515	есть нечто	1	1
516	приходит к	1	1
517	образы и	1	1
518	себе в	1	1
519	с ее	3	1
520	как не	1	1
521	свою очередь	1	1
522	но при	1	1
523	всем этим	2	1
524	появляется в	2	1
525	в ее	3	1
526	данном случае	1	1
527	себе самом	5	1
528	характер и	3	1
529	сочетается с	1	1
530	и человека	1	1
531	него самого	1	1
532	в произведении	1	1
533	говорили что	3	1
534	на свой	1	1
535	и сам	5	1
536	концов он	1	1
537	здесь он	1	1
538	времени и	1	1
539	это вовсе	1	1
540	с народом	1	1
541	к самой	1	1
542	с собой	1	1
543	еще в	3	1
544	она была	1	1
545	кого и	1	1
546	по сравнению	1	1
547	и пересекаются	1	1
548	если бы	4	1
549	из одного	1	1
550	и вообще	2	1
551	построена на	1	1
552	с человеком	2	1
553	в разных	1	1
554	и двойственность	1	1
555	них не	1	1
556	сводится к	3	1
557	с известной	1	1
558	диалога с	4	1
559	пересекаются с	1	1
560	внимание на	1	1
561	оно лишено	1	1
562	никак не	1	1
563	и что	5	1
564	в глаза	3	1
565	этот принцип	1	1
566	и силен	1	1
567	в значительной	1	1
568	раз и	3	1
569	между тем	3	1
570	вся эта	1	1
571	гл i	1	1
572	этот момент	1	1
573	функций в	1	1
574	нуждается в	3	1
575	на одном	2	1
576	у другого	2	1
577	человека из	13	1
578	говорит он	3	1
579	д он	1	1
580	другого в	2	1
581	даже для	1	1
582	всего этого	2	1
583	что весь	1	1
584	и об	2	1
585	которой в	1	1
586	к последнему	1	1
587	сразу с	1	1
588	и точным	1	1
589	все выше	1	1
590	в формах	1	1
591	что будет	1	1
592	по своей	1	1
593	мы вовсе	1	1
594	здесь человек	1	1
595	и дело	1	1
596	мы увидим	2	1
597	что даже	2	1
598	лишь на	2	1
599	для себя	6	1
600	должен быть	1	1
601	поэтому и	1	1
602	проявляется в	1	1
603	всех его	1	1
604	и ее	2	1
605	здесь с	1	1
606	м б	5	1
607	вопрос об	1	1
608	и выходит	1	1
609	где они	1	1
610	себя в	1	1
611	у героев	1	1
612	для всех	1	1
613	эпизод с	2	1
614	всем его	1	1
615	иной форме	1	1
616	и никого	1	1
617	же явления	1	1
618	в виде	4	1
619	здесь же	1	1
620	участие в	1	1
621	превращаются в	1	1
622	и путем	1	1
623	глаза и	2	1
624	менее всего	1	1
625	был бы	2	1
626	самому и	5	1
627	руки и	1	1
628	ведь это	1	1
629	всех событий	1	1
630	и стремится	1	1
631	и цельного	1	1
632	первому слову	1	1
633	но затем	2	1
634	как такового	3	1
635	быть по	1	1
636	и вместе	1	1
637	ее на	1	1
638	они становятся	1	1
639	того в	1	1
640	в очень	1	1
641	момент в	1	1
642	и всему	1	1
643	из приведенных	1	1
644	никого не	1	1
645	со всем	2	1
646	без всякой	1	1
647	выходит за	2	1
648	точек зрения	2	1
649	на свое	1	1
650	мы это	1	1
651	еще и	1	1
652	такое же	1	1
653	в отличие	2	1
654	так вот	3	1
655	когда герой	1	1
656	что не	7	1
657	пародии на	1	1
658	мы скажем	1	1
659	на этот	1	1
660	романа этот	1	1
661	которых мы	2	1
662	у других	1	1
663	ничем не	1	1
664	более того	2	1
665	в рассказе	1	1
666	другой стороны	3	1
667	было для	1	1
668	одну из	1	1
669	а так	2	1
670	него не	1	1
671	или с	1	1
672	под влиянием	3	1
673	несмотря на	1	1
674	но как	4	1
675	но что	1	1
676	все более	1	1
677	где эта	1	1
678	для самого	1	1
679	надо было	2	1
680	не знал	2	1
681	установкой на	3	1
682	в изображении	1	1
683	враждою к	1	1
684	ее во	1	1
685	такою же	1	1
686	со всею	2	1
687	да и	4	1
688	как средство	1	1
689	и жизнь	1	1
690	были слишком	1	1
691	этого слова	7	1
692	у стерна	1	1
693	благодаря этому	2	1
694	призыв к	1	1
695	см например	1	1
696	имел в	1	1
697	из него	1	1
698	обращения к	1	1
699	тех же	1	1
700	его стиль	1	1
701	в обычных	1	1
702	это уже	2	1
703	даже там	1	1
704	для такого	1	1
705	пор еще	1	1
706	каким бы	1	1
707	войти в	2	1
708	котором он	1	1
709	самая форма	1	1
710	и среди	1	1
711	слова у	1	1
712	это как	3	1
713	которая в	1	1
714	в отдельных	1	1
715	было несколько	1	1
716	лишь как	1	1
717	и события	2	1
718	бы в	3	1
719	и ни	1	1
720	быть что	1	1
721	конце концов	3	1
722	действительной жизни	1	1
723	хотя в	1	1
724	бы на	1	1
725	романа мы	1	1
726	самосознание и	1	1
727	не являются	1	1
728	и вдруг	4	1
729	друга но	1	1
730	к самому	3	1
731	требует чтобы	1	1
732	же тонах	1	1
733	в свою	1	1
734	бы ни	1	1
735	от всех	1	1
736	но этот	2	1
737	первой книги	2	1
738	ко всему	1	1
739	и внешние	1	1
740	уже есть	1	1
741	внутреннего человека	1	1
