N	2gram	Losev_Vesc_1	Narrotol
190	же самое	1	2
191	они и	1	2
192	оно не	3	2
193	как мы	4	2
194	с ее	6	2
195	происходит и	1	2
196	свою очередь	4	2
197	другой стороны	2	2
198	в пределах	1	2
199	она была	2	2
200	с ним	8	2
201	имеем дело	3	2
202	никак не	3	2
203	до сих	1	2
204	с другой	6	2
205	нас в	3	2
206	тем или	1	2
207	и только	3	2
208	от этих	1	2
209	же в	1	2
210	чем он	1	2
211	с ними	3	2
212	всяком случае	2	2
213	где они	1	2
214	себя в	10	2
215	только на	3	2
216	ее из	1	2
217	его и	2	2
218	жизненный опыт	1	2
219	сами по	3	2
220	в конце	2	2
221	не о	1	2
222	мы можем	4	2
223	где в	1	2
224	в особенности	1	2
225	и даже	6	2
226	в результате	3	2
227	на ее	3	2
228	было и	2	2
229	и притом	3	2
230	что не	5	2
231	и составляет	1	2
232	зависит от	1	2
233	человеческой жизни	1	2
234	только от	1	2
235	могут служить	1	2
236	что мы	14	2
237	если не	3	2
238	вместе с	1	2
239	к его	1	2
240	смысл не	1	2
241	ни от	5	2
242	вот я	1	2
243	да и	3	2
244	в первой	2	2
245	быть и	1	2
246	и от	3	2
247	она может	4	2
248	которая в	1	2
249	тот кто	1	2
250	сливаются в	1	2
251	хотя бы	6	2
252	только что	2	2
253	к ее	2	2
254	жизни в	1	2
255	между ними	3	2
256	сказать что	17	2
257	в свою	4	2
258	все что	1	2
259	во всяком	3	2
260	и пребывает	1	1
261	и т	19	1
262	же как	1	1
263	чтобы не	1	1
264	не знаем	2	1
265	сам по	3	1
266	на самом	1	1
267	только потому	1	1
268	это и	6	1
269	другому человеку	1	1
270	и есть	26	1
271	этого внутреннего	1	1
272	но после	1	1
273	выражается в	1	1
274	подобное рассуждение	2	1
275	мы уже	3	1
276	из всех	1	1
277	ней есть	1	1
278	что между	2	1
279	для осмысления	1	1
280	говоря и	1	1
281	то и	4	1
282	что иное	7	1
283	из того	2	1
284	но даже	3	1
285	мы и	1	1
286	из которых	1	1
287	пребывания в	1	1
288	каково отношение	1	1
289	предполагает со	1	1
290	и опыт	1	1
291	иное как	7	1
292	быть в	1	1
293	бы то	4	1
294	в различных	1	1
295	могло быть	1	1
296	мы будем	1	1
297	а только	3	1
298	не то	4	1
299	перед глазами	1	1
300	не все	1	1
301	отношение к	1	1
302	тут же	2	1
303	этим оно	1	1
304	и я	1	1
305	лампы на	1	1
306	в особом	1	1
307	его на	1	1
308	что именно	1	1
309	с этим	3	1
310	так можно	1	1
311	может обойтись	1	1
312	воззрений на	1	1
313	что ее	2	1
314	еще и	8	1
315	когда он	1	1
316	и наконец	1	1
317	от ее	6	1
318	и к	1	1
319	самом начале	1	1
320	в действительности	7	1
321	в которой	1	1
322	что это	13	1
323	в учебниках	1	1
324	третьем случае	1	1
325	состоит как	1	1
326	он думает	1	1
327	приводит к	1	1
328	ту самую	1	1
329	но ведь	2	1
330	смысл именно	1	1
331	но на	2	1
332	что она	15	1
333	главным образом	1	1
334	чрезвычайно существенно	1	1
335	т д	19	1
336	главное в	1	1
337	в реальной	1	1
338	оно в	1	1
339	как с	4	1
340	в силу	3	1
341	себе ее	1	1
342	имеет смысл	5	1
343	содержит в	4	1
344	друг с	1	1
345	его от	1	1
346	и по	1	1
347	именно это	1	1
348	таким образом	8	1
349	ее по	1	1
350	то ни	4	1
351	могла бы	3	1
352	значение в	1	1
353	той же	2	1
354	его в	2	1
355	с другими	8	1
356	на бумаге	1	1
357	деле в	1	1
358	это одна	1	1
359	и наличие	2	1
360	выходя из	1	1
361	из истории	2	1
362	но уже	3	1
363	как очень	1	1
364	далеко не	1	1
365	в ее	7	1
366	с тем	5	1
367	со смыслом	1	1
368	и само	2	1
369	мы видели	1	1
370	и тоже	1	1
371	в один	1	1
372	нисколько не	4	1
373	или менее	1	1
374	отрыве от	2	1
375	что создает	1	1
376	она сама	5	1
377	в котором	3	1
378	с точки	3	1
379	отождествление с	2	1
380	себе а	1	1
381	что еще	1	1
382	что я	24	1
383	от его	2	1
384	вовсе еще	1	1
385	и уж	1	1
386	нельзя было	4	1
387	втором случае	1	1
388	исчезает и	1	1
389	сравнение со	1	1
390	по крайней	4	1
391	ни было	4	1
392	внимание и	1	1
393	необходимо чтобы	3	1
394	для нее	2	1
395	что эта	1	1
396	случае мы	1	1
397	нас к	1	1
398	тому что	2	1
399	раз и	1	1
400	можно ли	7	1
401	так как	7	1
402	как можно	3	1
403	своего существования	2	1
404	было не	1	1
405	с и	1	1
406	чтобы стать	1	1
407	из их	1	1
408	это еще	1	1
409	и уже	1	1
410	к подлинному	1	1
411	для всех	1	1
412	жизни не	1	1
413	только когда	1	1
414	предполагал возможность	1	1
415	по своей	2	1
416	во всем	1	1
417	как не	1	1
418	только с	3	1
419	и делает	2	1
420	однако это	2	1
421	ему не	1	1
422	с другом	1	1
423	всей полнотой	1	1
424	всех прочих	3	1
425	субъект а	1	1
426	могут быть	1	1
427	к смысловой	3	1
428	понимает и	1	1
429	отличается от	7	1
430	для такого	2	1
431	для его	1	1
432	ли в	3	1
433	не предполагает	4	1
434	обычно в	1	1
435	должен быть	2	1
436	принципе не	1	1
437	всем миром	1	1
438	нам о	1	1
439	в виду	2	1
440	для всего	1	1
441	смысл но	1	1
442	только то	2	1
443	говорили что	1	1
444	в более	1	1
445	различие между	2	1
446	и совершенно	1	1
447	и когда	4	1
448	что каждый	1	1
449	в другом	2	1
450	не с	7	1
451	ясно что	8	1
452	это вовсе	2	1
453	себя что	1	1
454	хотя о	1	1
455	мог бы	5	1
456	и каждый	1	1
457	с собой	2	1
458	в окружающей	1	1
459	том как	1	1
460	но у	1	1
461	является в	2	1
462	поэтому в	1	1
463	к появлению	3	1
464	и чтобы	1	1
465	и вся	1	1
466	не существовало	1	1
467	и здесь	4	1
468	от окружающего	1	1
469	определенным образом	6	1
470	голоса в	1	1
471	этого сказать	1	1
472	вполне уместно	1	1
473	для нас	2	1
474	самому себе	1	1
475	в отрыве	2	1
476	во всех	2	1
477	теперь уже	1	1
478	с нами	1	1
479	нуждается в	1	1
480	что и	3	1
481	отграничено от	1	1
482	крайней мере	4	1
483	к истине	1	1
484	все время	1	1
485	к ней	2	1
486	в него	1	1
487	и мы	1	1
488	но тут	2	1
489	дороже и	1	1
490	кто-то другой	1	1
491	оно и	4	1
492	в двух	1	1
493	тот же	3	1
494	ли он	1	1
495	а тут	1	1
496	даже если	1	1
497	бы ни	2	1
498	с одной	3	1
499	со всеми	1	1
500	к одному	3	1
501	того же	5	1
502	собою все	1	1
503	и событий	1	1
504	но о	1	1
505	и у	3	1
506	уже в	1	1
507	вопроса о	1	1
508	языка как	2	1
509	свидетельствует о	3	1
510	от других	1	1
511	у них	1	1
512	не из	2	1
513	в данной	1	1
514	но совершенно	2	1
515	и сознания	1	1
516	что сама	1	1
517	только одно	2	1
518	на столе	2	1
519	этом в	1	1
520	представить себе	1	1
521	бытия и	2	1
522	не случайно	2	1
523	случае не	1	1
524	само по	1	1
525	тем что	2	1
526	не просто	19	1
527	и всякий	1	1
528	момент в	6	1
529	это будет	3	1
530	в последние	2	1
531	о фактах	1	1
532	окружающего мира	1	1
533	только смысл	2	1
534	по смыслу	5	1
535	даже не	7	1
536	мы воспринимаем	1	1
537	просто слово	1	1
538	и ему	1	1
539	не один	1	1
540	не обязательно	1	1
541	если только	1	1
542	а именно	1	1
543	сам себя	2	1
544	для этого	4	1
545	а с	3	1
546	мы еще	2	1
547	к словесным	1	1
548	говорит о	1	1
549	одной стороны	3	1
550	имя может	2	1
551	и опять	1	1
552	на этот	1	1
553	смысл это	1	1
554	не на	1	1
555	его как	1	1
556	а так	2	1
557	общения это	2	1
558	когда она	4	1
559	однако подобное	1	1
560	свое внимание	1	1
561	со своими	1	1
562	ближе к	1	1
563	как именно	1	1
564	говорит нам	1	1
565	так же	1	1
566	границы между	1	1
567	смысл который	1	1
568	и потому	5	1
569	этом по	1	1
570	к бытию	1	1
571	смысловом отношении	1	1
572	без которых	1	1
573	она есть	8	1
574	наряду с	1	1
575	также к	1	1
576	и смысла	1	1
577	однако тут	1	1
578	образ и	3	1
579	не можем	1	1
580	ней не	1	1
581	действительности как	2	1
582	указанием на	1	1
583	слова и	5	1
584	под собой	2	1
585	но это	10	1
586	все это	5	1
587	и где	1	1
588	одного и	1	1
589	и восприятия	1	1
590	указать на	1	1
591	сознания и	1	1
592	о котором	1	1
593	она уже	3	1
594	или другой	2	1
595	то не	4	1
596	собственно говоря	4	1
597	но еще	3	1
598	еще более	2	1
599	будто бы	1	1
600	теперь же	2	1
601	предмета и	1	1
602	была бы	2	1
603	совершенно не	5	1
604	него нет	1	1
605	и мышления	1	1
606	какая это	2	1
607	только о	1	1
608	в свое	2	1
609	на свет	1	1
610	жизни мы	2	1
611	более или	1	1
612	не верят	1	1
613	сущности в	1	1
614	по поводу	1	1
615	к этому	1	1
616	которая не	1	1
