N	2gram	Nazirov_Tv_1	FransuaR
379	подробно описывает	1	1
380	четкостью и	1	1
381	эту тему	1	1
382	он и	1	1
383	чем в	1	1
384	и было	1	1
385	и тогда	1	1
386	и того	2	1
387	на помощь	1	1
388	из общего	1	1
389	место в	3	1
390	не столько	2	1
391	и бездны	1	1
392	могло бы	1	1
393	своего рода	4	1
394	всякий раз	1	1
395	внешнего и	1	1
396	дается в	1	1
397	времени не	1	1
398	как от	1	1
399	по себе	1	1
400	в историческом	1	1
401	этой области	1	1
402	роль играют	1	1
403	в отношении	1	1
404	и против	2	1
405	не менее	6	1
406	эта мысль	1	1
407	что с	1	1
408	в смысле	1	1
409	дело в	3	1
410	на него	1	1
411	которого он	2	1
412	и снова	1	1
413	но только	2	1
414	он с	1	1
415	не имеет	1	1
416	это мы	1	1
417	казалось бы	1	1
418	столько на	1	1
419	одна из	2	1
420	он успел	1	1
421	светил и	1	1
422	видим что	1	1
423	xix веке	1	1
424	особое значение	1	1
425	входят в	1	1
426	как будто	5	1
427	за ними	1	1
428	такие же	1	1
429	в момент	4	1
430	в основу	1	1
431	могут быть	2	1
432	во все	1	1
433	его понимании	1	1
434	беседе с	1	1
435	является одним	2	1
436	этой легенды	1	1
437	если же	1	1
438	где он	2	1
439	и это	1	1
440	опираясь на	1	1
441	времени но	1	1
442	приходит к	3	1
443	и о	1	1
444	более не	2	1
445	всего этого	1	1
446	же не	1	1
447	в средневековой	2	1
448	нет никакой	1	1
449	смерти в	1	1
450	только то	1	1
451	в себя	2	1
452	действия и	1	1
453	в ту	3	1
454	по способу	1	1
455	веру в	1	1
456	если они	1	1
457	связан с	3	1
458	особенно в	1	1
459	с самим	1	1
460	начала и	1	1
461	страхом и	1	1
462	оторванным от	1	1
463	больного как	1	1
464	часто в	1	1
465	мировой литературе	1	1
466	жизнь и	1	1
467	и послужило	1	1
468	стремление к	2	1
469	нас и	1	1
470	об этом	2	1
471	связанное с	1	1
472	о нем	1	1
473	каждый раз	1	1
474	и здесь	1	1
475	настоящее время	2	1
476	в глаза	2	1
477	одного из	2	1
478	или на	1	1
479	утверждает что	1	1
480	романа мы	1	1
481	можно сказать	2	1
482	знаменитое описание	1	1
483	времени в	13	1
484	нас в	1	1
485	восходит к	1	1
486	первой главе	1	1
487	от них	1	1
488	этот момент	1	1
489	чтобы какой-нибудь	1	1
490	что и	2	1
491	это не	4	1
492	чем и	1	1
493	выступает как	1	1
494	того в	1	1
495	вслед за	2	1
496	нем и	1	1
497	в лице	2	1
498	в которую	1	1
499	в сферу	1	1
500	то все	1	1
501	из всех	4	1
502	человека в	6	1
503	с ними	1	1
504	этот вопрос	1	1
505	спускается в	1	1
506	по времени	1	1
507	это очень	1	1
508	и перед	1	1
509	их не	1	1
510	по этому	1	1
511	времени как	3	1
512	характерной для	1	1
513	создает сильное	1	1
514	был так	1	1
515	уже не	3	1
516	некоторых элементов	1	1
517	свидетельствует о	2	1
518	рассказывает о	1	1
519	и обратно	1	1
520	глаза и	1	1
521	одно из	1	1
522	для него	6	1
523	ни в	1	1
524	акт в	1	1
525	котором все	1	1
526	представлений о	2	1
527	раз на	2	1
528	в пространстве	2	1
529	у нее	1	1
530	ее не	1	1
531	к ним	1	1
532	человек как	3	1
533	с топографией	1	1
534	был глубоко	1	1
535	это первый	2	1
536	в других	1	1
537	его целиком	1	1
538	любил и	1	1
539	же деле	1	1
540	и стремление	1	1
541	были теми	1	1
542	и из	1	1
543	влияние на	2	1
544	город и	1	1
545	внутри этой	1	1
546	к которому	1	1
547	именно здесь	1	1
548	во второй	2	1
549	а с	1	1
550	по всей	1	1
551	движения в	1	1
552	себя и	1	1
553	и прямо	1	1
554	что для	2	1
555	картину мира	1	1
556	говорит о	3	1
557	традиционное представление	1	1
558	к сожалению	1	1
559	самом же	1	1
560	похожие на	1	1
561	не было	1	1
562	и стал	1	1
563	на этот	1	1
564	не знает	2	1
565	той эпохи	1	1
566	и каждому	1	1
567	его как	2	1
568	и гибели	1	1
569	бы ее	1	1
570	мы все	1	1
571	а так	1	1
572	о чем	1	1
573	когда она	1	1
574	земля была	1	1
575	здесь лишь	1	1
576	в связи	1	1
577	для этой	2	1
578	в руках	1	1
579	связь с	1	1
580	на исходе	1	1
581	него в	1	1
582	люди и	1	1
583	на чем	1	1
584	к его	1	1
585	эта связь	1	1
586	некоторые из	2	1
587	подхода к	3	1
588	места где	1	1
589	но этот	1	1
590	всех людей	1	1
591	xix века	6	1
592	он говорит	3	1
593	видит в	1	1
594	наряду с	1	1
595	на эту	4	1
596	это есть	1	1
597	что же	1	1
598	и двумя	1	1
599	да и	1	1
600	общества в	1	1
601	он мыслит	1	1
602	вспомним что	1	1
603	первом плане	2	1
604	слова и	1	1
605	все как	1	1
606	свободы в	1	1
607	человеческая природа	1	1
608	в основном	4	1
609	только для	1	1
610	героя в	1	1
611	между прочим	1	1
612	это был	1	1
613	мира у	2	1
614	и борьба	1	1
615	в мировой	1	1
616	и времени	1	1
617	всего они	1	1
618	не существует	3	1
619	он по	1	1
620	это как	3	1
621	в настоящее	1	1
622	представлениями о	1	1
623	из себя	2	1
624	конце концов	1	1
625	между вещами	2	1
626	в могилу	1	1
627	прошлого и	2	1
628	в новых	2	1
629	непосредственным источником	1	1
630	и превращается	1	1
631	возвышенный стиль	1	1
632	не слишком	1	1
633	их с	1	1
634	природе и	1	1
635	жизни а	1	1
636	него и	1	1
637	отношению к	1	1
638	бы его	1	1
639	и жизнь	1	1
640	этой сцены	1	1
641	исключительное значение	1	1
642	но эти	1	1
643	к этой	1	1
644	это в	3	1
645	на лице	1	1
646	в таком	1	1
647	добр что	1	1
