N	2gram	Ircho_Kome_1	Formalny
267	все более	3	2
268	к его	1	2
269	как это	3	2
270	предисловии к	1	2
271	в той	1	2
272	применении к	1	2
273	в тех	3	2
274	но это	2	2
275	в чем	3	2
276	должна была	2	2
277	к конкретному	1	2
278	а к	2	2
279	слово в	1	2
280	сказать что	1	2
281	ее в	2	2
282	и другие	1	2
283	именно здесь	1	2
284	в таком	1	2
285	и наиболее	1	1
286	которых не	1	1
287	как известно	2	1
288	и а	1	1
289	и хотя	2	1
290	того же	2	1
291	нравов и	1	1
292	и без	2	1
293	можем судить	2	1
294	его же	1	1
295	мировоззрения и	1	1
296	из его	4	1
297	и больше	1	1
298	объясняется и	1	1
299	социальных отношений	1	1
300	той же	1	1
301	причем и	2	1
302	самые разнообразные	1	1
303	и была	1	1
304	том насколько	2	1
305	статьи в	1	1
306	превратилась в	1	1
307	из своих	1	1
308	высказывания в	1	1
309	что иное	1	1
310	из того	1	1
311	и заставляет	1	1
312	и самим	1	1
313	которые он	2	1
314	как один	1	1
315	работы в	1	1
316	иное как	1	1
317	не найдем	1	1
318	бы то	2	1
319	общих чертах	1	1
320	но конечно	1	1
321	подходить к	1	1
322	различия между	1	1
323	отказ от	1	1
324	с трудом	1	1
325	в эти	2	1
326	на искусство	1	1
327	в м	1	1
328	что во	1	1
329	и речевых	1	1
330	дает нам	1	1
331	поставлена в	1	1
332	в своем	1	1
333	всей этой	1	1
334	нового и	1	1
335	и материальной	1	1
336	всего как	1	1
337	более или	1	1
338	в действительности	2	1
339	в этот	1	1
340	первой из	1	1
341	за собой	1	1
342	прием как	1	1
343	так или	1	1
344	была при	1	1
345	чуть ли	1	1
346	бы не	1	1
347	то теперь	1	1
348	которые в	1	1
349	этом фоне	1	1
350	что к	2	1
351	и тот	1	1
352	особое место	1	1
353	но он	2	1
354	доказательства этого	1	1
355	как он	1	1
356	на то	3	1
357	не могла	1	1
358	эти первоначальные	1	1
359	от всяких	1	1
360	больше всего	1	1
361	связанные с	2	1
362	тем не	2	1
363	и еще	3	1
364	в принципе	2	1
365	к одному	1	1
366	быть с	1	1
367	практически он	1	1
368	сделать и	1	1
369	и укрепить	1	1
370	каким образом	1	1
371	это сопоставление	1	1
372	же не	1	1
373	им как	1	1
374	же касается	1	1
375	в другом	4	1
376	в каком-нибудь	1	1
377	а их	1	1
378	в виде	3	1
379	за ней	1	1
380	между отдельными	1	1
381	в новое	2	1
382	для выработки	1	1
383	в них	3	1
384	ни одной	2	1
385	все равно	1	1
386	были в	2	1
387	в самую	1	1
388	как об	1	1
389	первые два	1	1
390	явления которые	1	1
391	в данном	1	1
392	не заметить	1	1
393	сложившихся в	1	1
394	этой области	1	1
395	или менее	2	1
396	в эту	1	1
397	можно только	1	1
398	места в	1	1
399	была поставлена	2	1
400	отрыве от	1	1
401	но если	1	1
402	ссылки на	1	1
403	нас не	1	1
404	ли можно	1	1
405	уже несколько	1	1
406	те явления	1	1
407	каким был	1	1
408	принципов и	1	1
409	что уже	1	1
410	вопрос о	3	1
411	литературной критики	1	1
412	друг другу	1	1
413	на такое	2	1
414	его до	1	1
415	любовь к	1	1
416	значительное место	1	1
417	и способ	1	1
418	степень его	1	1
419	если и	1	1
420	и против	1	1
421	не менее	3	1
422	не раз	2	1
423	но они	1	1
424	она могла	1	1
425	который был	1	1
426	и притом	2	1
427	к этим	3	1
428	на него	4	1
429	чем не	1	1
430	это еще	2	1
431	нельзя не	2	1
432	человека во	1	1
433	в развитие	1	1
434	к ней	2	1
435	на те	2	1
436	за исключением	3	1
437	п в	1	1
438	во всем	1	1
439	далеко не	1	1
440	мы бы	1	1
441	как будто	2	1
442	только одна	1	1
443	одним из	1	1
444	у нас	3	1
445	уже о	2	1
446	мы узнаем	1	1
447	ли не	4	1
448	для развития	1	1
449	слова с	1	1
450	в каждом	1	1
451	для себя	2	1
452	для отбора	1	1
453	слов но	2	1
454	предположение что	1	1
455	же так	1	1
456	но при	1	1
457	вывод что	2	1
458	художественный прием	1	1
459	говоря уже	2	1
460	данном случае	1	1
461	только при	2	1
462	то чтобы	1	1
463	во главе	1	1
464	и сам	3	1
465	направления так	1	1
466	этот период	1	1
467	поэтому мы	2	1
468	с собой	1	1
469	можно было	1	1
470	от некоторых	1	1
471	те же	1	1
472	ясно что	4	1
473	каждого из	1	1
474	иногда в	1	1
475	когда в	1	1
476	это только	1	1
477	отрицать что	1	1
478	выводы о	1	1
479	образом в	2	1
480	в порядке	1	1
481	о том	8	1
482	и являются	1	1
483	до сих	2	1
484	с одной	3	1
485	аналогии с	2	1
486	время не	1	1
487	связанной с	1	1
488	и во	2	1
489	и под	1	1
490	в форме	2	1
491	богатство и	1	1
492	и были	1	1
493	и следовательно	1	1
494	большей или	1	1
495	гг и	1	1
496	как из	3	1
497	и естественно	1	1
498	в отрыве	1	1
499	или меньшей	1	1
500	тот же	3	1
501	воплощается в	1	1
502	этого можно	1	1
503	на сцену	2	1
504	в себе	2	1
505	но ни	1	1
506	к их	1	1
507	поэтому и	1	1
508	в стремлении	1	1
509	от них	2	1
510	так что	1	1
511	для всех	2	1
512	указания на	2	1
513	эстетические законы	1	1
514	не принимает	1	1
515	речь в	1	1
516	связывается с	1	1
517	г и	3	1
518	элементов и	1	1
519	себе в	1	1
520	никто не	1	1
521	но этой	1	1
522	ее не	1	1
523	естественно что	1	1
524	по тем	1	1
525	нет в	1	1
526	различить в	1	1
527	является их	1	1
528	точек зрения	2	1
529	или иначе	1	1
530	за пределы	2	1
531	но нельзя	1	1
532	естественно и	1	1
533	здесь в	3	1
534	по своим	1	1
535	к которому	3	1
536	в свою	2	1
537	исходит из	1	1
538	материал в	1	1
539	на этот	1	1
540	а сам	2	1
541	если даже	1	1
542	именно так	1	1
543	к уже	1	1
544	являются ли	1	1
545	на эту	1	1
546	что из	1	1
547	совершенно очевидно	1	1
548	тем с	1	1
549	ближе к	1	1
550	связь с	1	1
551	так же	3	1
552	спор в	1	1
553	всем что	1	1
554	к своему	1	1
555	о чем	1	1
556	одной стороны	3	1
557	храма не	1	1
558	такого рода	6	1
559	смысле этого	1	1
560	искусстве и	1	1
561	не удалось	3	1
562	в литературе	1	1
563	не что	1	1
564	да и	3	1
565	в первой	2	1
566	сам не	1	1
567	поэзии на	1	1
568	материал для	1	1
569	этого слова	1	1
570	между людьми	1	1
571	в условиях	1	1
572	сих пор	2	1
573	о его	1	1
574	всего его	1	1
575	в книге	1	1
576	в более	3	1
577	которые представлялись	1	1
578	сравнить с	1	1
579	стремлением к	1	1
580	чтобы понять	1	1
581	о нем	1	1
582	с известной	1	1
583	целый ряд	1	1
584	остальные отрицательные	1	1
585	ее основных	1	1
586	мысль в	1	1
587	несмотря на	4	1
588	же в	4	1
589	хотя в	1	1
590	не дает	1	1
591	потребность в	1	1
592	прошлого однако	1	1
593	сделать вывод	1	1
594	его произведениях	1	1
595	е в	2	1
596	его к	1	1
597	одной из	3	1
598	нам не	1	1
599	не говоря	2	1
600	для исследования	2	1
601	в трех	1	1
602	в каком	1	1
603	как на	1	1
604	это потребность	1	1
605	в своих	2	1
606	то оно	1	1
607	и эта	1	1
608	самого поэта	1	1
609	и особенно	4	1
610	случае его	1	1
611	гораздо более	1	1
