N	2gram	Tiupa_Lite_3	StatiiOP
181	что такое	1	2
182	сочетании с	1	2
183	нас не	1	2
184	в отношении	1	2
185	с точки	3	2
186	в отличие	5	2
187	что я	5	2
188	что было	1	2
189	была не	1	2
190	в устах	1	2
191	даже в	4	2
192	в то	9	2
193	не имеет	1	2
194	в процессе	1	2
195	только не	1	2
196	и теперь	1	2
197	не может	8	2
198	не по	1	2
199	в области	3	2
200	с и	1	2
201	искусства и	3	2
202	из москвы	1	2
203	в ее	5	2
204	и сам	2	2
205	еще в	3	2
206	он был	1	2
207	а также	4	2
208	другом месте	1	2
209	говорит об	1	2
210	этой мысли	1	2
211	в значительной	1	2
212	борьба с	1	2
213	что и	2	2
214	которой в	1	2
215	как например	2	2
216	чем он	1	2
217	до ее	1	2
218	только в	7	2
219	раз в	2	2
220	очевидно что	1	2
221	ни с	2	2
222	в конце	2	2
223	так как	1	2
224	случае не	1	2
225	может быть	12	2
226	в них	1	2
227	со стороны	7	2
228	в период	1	2
229	ему не	1	2
230	в обращении	1	2
231	только по	1	2
232	на этот	1	2
233	не на	1	2
234	выписка из	1	2
235	если не	2	2
236	эти слова	2	2
237	и потому	2	2
238	как это	3	2
239	к своему	1	2
240	в данном	4	2
241	что за	1	2
242	этих словах	1	2
243	такого рода	10	2
244	по существу	4	2
245	с этой	2	2
246	ее в	2	2
247	в первые	1	2
248	из романа	1	2
249	не должен	1	2
250	во время	1	2
251	ни было	2	2
252	сказать что	1	2
253	совершенно не	3	2
254	они не	1	2
255	года после	1	1
256	совершенно новой	2	1
257	полемика с	2	1
258	зависимость от	1	1
259	с жизнью	4	1
260	с кем	1	1
261	и то	1	1
262	это и	1	1
263	в приведенном	1	1
264	и принципиально	1	1
265	в первом	2	1
266	по преимуществу	1	1
267	и до	1	1
268	в какой-то	1	1
269	он выражается	1	1
270	века в	1	1
271	стихах о	1	1
272	той же	3	1
273	смотреть на	1	1
274	бы уже	1	1
275	не открывается	1	1
276	память о	1	1
277	этот был	1	1
278	совпадает с	1	1
279	говорить о	1	1
280	не вполне	2	1
281	на свою	3	1
282	к началу	1	1
283	из того	2	1
284	в каждой	2	1
285	еще не	6	1
286	такое отношение	1	1
287	он сам	1	1
288	в последних	1	1
289	этой почве	1	1
290	в чем	1	1
291	в создании	1	1
292	одно дело	2	1
293	о смерти	1	1
294	в сторону	3	1
295	не удивительно	2	1
296	по отношению	4	1
297	я что	1	1
298	отношение к	2	1
299	себе и	1	1
300	не просто	1	1
301	первые десятилетия	1	1
302	и пушкинского	1	1
303	осмелился бы	1	1
304	для русской	1	1
305	независимо от	1	1
306	этом его	1	1
307	ему кажется	1	1
308	что касается	1	1
309	когда он	2	1
310	и хотя	1	1
311	за собой	1	1
312	для которого	3	1
313	так или	2	1
314	представляет собой	2	1
315	не оставляет	1	1
316	большей части	2	1
317	с тех	1	1
318	что к	1	1
319	им в	2	1
320	особое место	2	1
321	и кто	1	1
322	в ряду	1	1
323	и если	4	1
324	в определенном	1	1
325	а то	1	1
326	вследствие этого	2	1
327	который сам	1	1
328	именно то	1	1
329	и еще	1	1
330	в первую	1	1
331	зачем я	1	1
332	в понимании	1	1
333	свою собственную	1	1
334	в принципе	2	1
335	не как	2	1
336	от господствовавшей	1	1
337	что почти	1	1
338	в совершенно	2	1
339	значение в	1	1
340	а по	2	1
341	традиции и	1	1
342	на этой	1	1
343	первую очередь	1	1
344	с другими	1	1
345	не имела	1	1
346	действительности в	2	1
347	и тем	3	1
348	не выше	1	1
349	еще одно	1	1
350	но уже	3	1
351	нет в	1	1
352	и уже	1	1
353	говорится о	1	1
354	еще раз	2	1
355	истории русской	1	1
356	на таких	1	1
357	с ума	1	1
358	на позиции	1	1
359	во второй	2	1
360	от своего	1	1
361	и их	1	1
362	народ и	1	1
363	то для	1	1
364	место в	4	1
365	в прозе	1	1
366	путем в	1	1
367	об отсутствии	2	1
368	значение для	1	1
369	вплоть до	2	1
370	права на	1	1
371	такую же	1	1
372	и эти	1	1
373	не довольствуется	1	1
374	ты знаешь	1	1
375	нас к	2	1
376	на один	1	1
377	в таких	1	1
378	она не	1	1
379	мысли в	1	1
380	на два	1	1
381	к новым	1	1
382	тому кто	1	1
383	тех пор	1	1
384	в основе	5	1
385	что ей	1	1
386	для всего	1	1
387	он с	1	1
388	однако если	3	1
389	века это	1	1
390	же время	7	1
391	впрочем в	1	1
392	к концу	1	1
393	прежде чем	1	1
394	стороны или	1	1
395	участию в	1	1
396	века не	1	1
397	как будто	4	1
398	на все	1	1
399	и далее	1	1
400	именно такой	1	1
401	свое собственное	1	1
402	а вполне	1	1
403	уже о	3	1
404	и вместе	2	1
405	нет ни	1	1
406	он и	2	1
407	по заказу	1	1
408	ему все	1	1
409	его за	1	1
410	для такого	2	1
411	что вы	1	1
412	я чувствую	1	1
413	слова с	1	1
414	для кого	1	1
415	собеседников в	1	1
416	как мы	2	1
417	свою очередь	1	1
418	здесь не	2	1
419	не могу	2	1
420	данном случае	4	1
421	общения между	1	1
422	х годов	15	1
423	ссср в	1	1
424	русской поэзии	1	1
425	так в	1	1
426	свет в	1	1
427	на том	1	1
428	котором мы	1	1
429	с собой	1	1
430	не за	1	1
431	не с	2	1
432	в борьбе	1	1
433	здесь нет	1	1
434	она была	1	1
435	не были	1	1
436	разного рода	1	1
437	а там	1	1
438	в диалог	1	1
439	и всякого	1	1
440	о в	1	1
441	столь же	1	1
442	и ему	1	1
443	второй половине	1	1
444	немалое значение	1	1
445	одного из	2	1
446	с того	1	1
447	можно сказать	2	1
448	или иначе	2	1
449	лет спустя	1	1
450	во втором	2	1
451	эти два	1	1
452	нуждается в	1	1
453	целиком в	1	1
454	чем и	1	1
455	в середине	1	1
456	какой-то мере	1	1
457	все время	3	1
458	и об	2	1
459	в лице	2	1
460	не зная	1	1
461	ни к	3	1
462	я был	1	1
463	не случайно	3	1
464	один из	2	1
465	героини и	1	1
466	в двух	1	1
467	романа и	2	1
468	с ними	2	1
469	всю свою	1	1
470	лишь на	2	1
471	будто бы	1	1
472	и действительно	1	1
473	согласно которой	1	1
474	в самое	1	1
475	который в	1	1
476	по мнению	1	1
477	и жизни	3	1
478	том чтобы	2	1
479	но между	1	1
480	мнению автора	1	1
481	подозрения в	1	1
482	конечно не	1	1
483	уже в	1	1
484	только на	1	1
485	в поэзии	5	1
486	речь в	1	1
487	но совершенно	1	1
488	этом в	1	1
489	одно из	4	1
490	а в	5	1
491	у него	1	1
492	связях с	1	1
493	в каждом	1	1
494	без внимания	1	1
495	противен мне	1	1
496	с общим	1	1
497	даже не	1	1
498	а на	2	1
499	но одно	1	1
500	за пределы	1	1
501	мысли об	1	1
502	и быть	1	1
503	по большей	2	1
504	или о	1	1
505	себя и	2	1
506	в живом	2	1
507	что для	1	1
508	связано с	1	1
509	то и	1	1
510	из наиболее	1	1
511	ничем не	1	1
512	мы и	2	1
513	в ту	2	1
514	в свете	1	1
515	в руках	1	1
516	в связи	1	1
517	было в	1	1
518	именно поэтому	1	1
519	внимания к	1	1
520	были отмечены	1	1
521	общего с	1	1
522	по своим	1	1
523	политики в	1	1
524	над ним	1	1
525	он смотрел	1	1
526	в апреле	1	1
527	самого себя	1	1
528	говоря уже	4	1
529	бы его	1	1
530	внимание лишь	1	1
531	я с	3	1
532	человек с	2	1
533	жизни в	4	1
534	на свете	2	1
535	он совершил	1	1
536	быть не	2	1
537	душа моя	3	1
538	не создает	1	1
539	моя не	1	1
540	ценность и	1	1
541	своего поэтического	1	1
542	в контексте	1	1
543	на пути	1	1
544	по дороге	2	1
545	этом и	1	1
546	нисколько не	1	1
547	писал в	1	1
548	в книге	1	1
549	поэта как	1	1
550	за его	2	1
551	в рядах	1	1
552	и для	4	1
553	и от	1	1
554	невозможна без	1	1
555	иначе в	1	1
556	для нас	1	1
557	и все	1	1
558	бы в	1	1
559	я должен	1	1
560	а прежде	1	1
561	с остальным	1	1
562	все они	2	1
563	же в	2	1
564	в свою	2	1
565	извлечь из	1	1
566	на слушателей	1	1
567	в стихах	6	1
568	не говоря	4	1
569	к его	1	1
570	едва ли	3	1
571	в последнем	1	1
572	я это	2	1
573	отношению к	4	1
574	из этого	1	1
575	своих читателей	1	1
576	не сказал	1	1
577	жизни и	3	1
578	к этой	1	1
579	а я	3	1
580	в своих	2	1
581	который не	1	1
582	в таком	1	1
583	том числе	3	1
584	для тебя	1	1
585	ничего общего	1	1
586	которая не	1	1
