N	2gram	Nazirov_Tr_1	Problemy
237	так же	4	2
238	и особенно	1	2
239	столкновение с	1	2
240	для понимания	1	2
241	например в	1	2
242	этого слова	1	2
243	на вид	1	2
244	так ли	1	2
245	между собой	1	2
246	я очень	1	2
247	себя на	1	2
248	для нас	1	2
249	конце концов	1	2
250	хотя бы	1	2
251	очень хорошо	1	2
252	не есть	1	2
253	так вы	1	2
254	с ними	1	2
255	но этот	1	2
256	с авантюрным	1	2
257	в таком	2	2
258	во всяком	1	2
259	если б	2	1
260	это и	1	1
261	значение однако	1	1
262	и есть	1	1
263	поэтому он	1	1
264	проникает в	1	1
265	и могут	1	1
266	одним из	1	1
267	вы не	1	1
268	для достижения	1	1
269	собой как	1	1
270	своего слова	1	1
271	из своих	2	1
272	материал произведения	1	1
273	вот я	1	1
274	роман в	1	1
275	как во	1	1
276	вместо того	1	1
277	ему в	1	1
278	по замыслу	2	1
279	литературы и	1	1
280	другим в	2	1
281	на них	1	1
282	он обратился	1	1
283	себя а	1	1
284	за свое	1	1
285	нужен что	1	1
286	с одной	1	1
287	но как	1	1
288	силы и	1	1
289	с отцом	1	1
290	этот тон	1	1
291	в общем	1	1
292	большое значение	1	1
293	его романа	1	1
294	к сожалению	1	1
295	но со	1	1
296	материалом для	1	1
297	одном из	2	1
298	достоевского этот	1	1
299	она как	2	1
300	не удалось	1	1
301	я к	2	1
302	стиля и	1	1
303	них он	1	1
304	чего же	1	1
305	впечатление что	2	1
306	за свои	1	1
307	автор в	1	1
308	что достоевский	4	1
309	достоевского само	1	1
310	в этой	4	1
311	не могла	1	1
312	человек не	1	1
313	и если	1	1
314	вообще не	1	1
315	что она	2	1
316	не нашло	1	1
317	для разработки	1	1
318	что же?	2	1
319	одному из	1	1
320	не к	1	1
321	этом мире	1	1
322	и по	1	1
323	на этом	1	1
324	от нее	1	1
325	что все	2	1
326	в мире	3	1
327	самого автора	1	1
328	и лучше	2	1
329	видит в	1	1
330	по природе	1	1
331	я все	2	1
332	приходит в	1	1
333	они только	1	1
334	нет в	2	1
335	в ее	2	1
336	несмотря на	5	1
337	о чем	3	1
338	в романе-фельетоне	1	1
339	нет своего	1	1
340	не мог	2	1
341	и знает	1	1
342	же я	1	1
343	все герои	1	1
344	контекст в	1	1
345	я его	1	1
346	замыслу достоевского	2	1
347	эта тема	1	1
348	в книге	1	1
349	и посвящена	1	1
350	же им	1	1
351	в последней	1	1
352	стало быть	1	1
353	отцом и	2	1
354	превратиться в	1	1
355	с такими	1	1
356	так он	1	1
357	не раз	1	1
358	но они	2	1
359	что с	3	1
360	что ему	1	1
361	этими двумя	2	1
362	романа достоевского	2	1
363	друг друга	2	1
364	даже отчасти	1	1
365	человека вот	1	1
366	он пуст	1	1
367	карамазова в	1	1
368	идеи не	1	1
369	что вы	3	1
370	творчества достоевского	1	1
371	того чтобы	1	1
372	значение этого	1	1
373	только не	1	1
374	не имеет	2	1
375	по своей	1	1
376	к вам	1	1
377	связи с	1	1
378	ну а	1	1
379	иван карамазов	1	1
380	его за	2	1
381	не способен	1	1
382	его с	1	1
383	к речи	1	1
384	где он	1	1
385	о существовании	1	1
386	образы и	1	1
387	но только	1	1
388	у себя	1	1
389	с ее	3	1
390	не хочу	1	1
391	в душу	1	1
392	классического русского	1	1
393	в столкновение	1	1
394	на нее	1	1
395	отождествляется с	1	1
396	мог бы	3	1
397	во многом	1	1
398	еще в	2	1
399	до начала	1	1
400	бедных людей	1	1
401	жизнь и	3	1
402	я знаю	1	1
403	понятно что	1	1
404	в диалог	1	1
405	стремление к	1	1
406	но может	1	1
407	здесь достоевский	1	1
408	часто и	1	1
409	но мы	1	1
410	после того	1	1
411	кто он	1	1
412	над всем	1	1
413	от него	1	1
414	говорит он	1	1
415	романа в	1	1
416	смеялся он	1	1
417	нет он	1	1
418	говорит в	1	1
419	в каких	1	1
420	о рассказе	1	1
421	формы по	1	1
422	один из	3	1
423	мы видим	1	1
424	согласиться с	1	1
425	характерный для	1	1
426	то в	1	1
427	была и	1	1
428	социального романа	1	1
429	это очень	5	1
430	всяком случае	1	1
431	между этими	2	1
432	всегда с	1	1
433	борьба двух	1	1
434	именно на	1	1
435	человека с	1	1
436	вот что	1	1
437	же была	1	1
438	униженных и	16	1
439	этого нового	1	1
440	ужасно люблю	1	1
441	может случиться	1	1
442	него нет	1	1
443	главное для	1	1
444	автора но	2	1
445	в известной	2	1
446	я в	1	1
447	второй части	1	1
448	не случайно	2	1
449	но уже	1	1
450	как будто	3	1
451	русский язык	1	1
452	не было	1	1
453	чувствует себя	1	1
454	никого не	1	1
455	знаете я	1	1
456	чем он	2	1
457	только один	1	1
458	добродетели а	1	1
459	и чужою	1	1
460	говорит о	2	1
461	так мне	1	1
462	опять к	1	1
463	его как	1	1
464	все время	1	1
465	а вы	1	1
466	одну из	1	1
467	с рассказом	1	1
468	в связи	1	1
469	с помощью	1	1
470	в центре	1	1
471	вместе с	1	1
472	и потому	1	1
473	как это	3	1
474	в духе	1	1
475	над ним	1	1
476	не знал	1	1
477	б я	1	1
478	если так	1	1
479	мне теперь	1	1
480	смысле этого	1	1
481	по плечу	1	1
482	в это	2	1
483	в основном	3	1
484	о его	2	1
485	в самую	2	1
486	здесь есть	1	1
487	не любил	1	1
488	которой он	1	1
489	сюжетом но	1	1
490	его собственная	1	1
491	рассказа но	1	1
492	этот образ	4	1
493	известной степени	1	1
494	самое главное	1	1
495	и от	1	1
496	это как	1	1
497	а к	1	1
498	в двух	1	1
499	в рассказчике	1	1
500	ивану карамазову	1	1
501	это может	1	1
502	обстоит дело	1	1
503	не я	1	1
504	и оскорбленных	17	1
505	за этим	1	1
506	по поводу	2	1
507	с сыном	1	1
508	достоевский мог	1	1
509	в кругу	1	1
510	эти слова	1	1
511	строится на	1	1
512	заключенным в	1	1
513	а я	5	1
514	на ту	1	1
515	это в	1	1
