N	2gram	Tiupa_Vved_1	Problema
213	сосредоточиться на	1	3
214	или точнее	1	3
215	должны были	2	3
216	гуманитарных наук	1	3
217	тому что	1	3
218	без его	2	3
219	с которой	1	3
220	как о	2	3
221	одна из	4	3
222	в науке	1	3
223	и притом	1	3
224	в основе	3	3
225	мы бы	1	3
226	не знает	1	3
227	оно не	1	3
228	если же	1	3
229	на том	1	3
230	это только	2	3
231	он сам	1	3
232	иное как	1	3
233	внимание на	3	3
234	в значительной	1	3
235	том или	1	3
236	и наконец	2	3
237	один из	3	3
238	уже в	1	3
239	в нашей	1	3
240	или даже	1	3
241	и их	1	3
242	это будет	1	3
243	же о	1	3
244	что для	1	3
245	и если	1	3
246	тому как	2	3
247	к тому	6	3
248	и от	2	3
249	о котором	2	3
250	бы в	3	3
251	мы должны	1	3
252	не что	1	3
253	в своих	2	3
254	все что	3	3
255	речь идет	1	2
256	мере в	2	2
257	в зависимости	1	2
258	той же	1	2
259	и само	1	2
260	нам в	1	2
261	исследования в	1	2
262	из которых	1	2
263	зависимости от	1	2
264	в ней	4	2
265	но при	5	2
266	столько же	1	2
267	представляет собой	15	2
268	здесь не	2	2
269	во всех	2	2
270	от его	1	2
271	друг от	1	2
272	один и	1	2
273	которые не	1	2
274	в той	4	2
275	внутри себя	1	2
276	перед нами	6	2
277	отношение между	1	2
278	бесконечное число	1	2
279	тут и	1	2
280	роль в	1	2
281	что без	1	2
282	он не	3	2
283	в корне	1	2
284	содержит в	1	2
285	подобно тому	2	2
286	в нее	1	2
287	и ее	1	2
288	однако все	1	2
289	об этом	4	2
290	входит в	1	2
291	это вовсе	1	2
292	и мы	1	2
293	он является	2	2
294	в них	2	2
295	говорится о	1	2
296	точки зрения	1	2
297	что до	1	2
298	бы мы	1	2
299	не в	6	2
300	даже в	1	2
301	на него	2	2
302	того чтобы	1	2
303	смысла то	1	2
304	не объективна	1	2
305	не столь	1	2
306	ли это	2	2
307	однако это	1	2
308	числе и	1	2
309	что может	1	2
310	о них	3	2
311	от друга	1	2
312	определенным образом	1	2
313	мысль о	1	2
314	и сам	1	2
315	но зато	1	2
316	речи или	1	2
317	здесь как	1	2
318	еще в	2	2
319	уж во	1	2
320	сводится к	4	2
321	а также	8	2
322	время не	1	2
323	к нему	1	2
324	что и	2	2
325	в него	1	2
326	рассуждения о	1	2
327	быть и	2	2
328	в разные	1	2
329	между этими	1	2
330	или в	1	2
331	в качестве	8	2
332	не так	1	2
333	себе в	1	2
334	сами по	1	2
335	только с	1	2
336	само по	1	2
337	каждый из	1	2
338	или ином	1	2
339	в последние	1	2
340	и прежде	1	2
341	и др	1	2
342	а главное	1	2
343	только по	1	2
344	нет ничего	1	2
345	вместе с	1	2
346	и особенно	1	2
347	от ее	1	2
348	ни от	2	2
349	на эту	1	2
350	и времени	2	2
351	при таком	1	2
352	свидетельствует о	4	2
353	собственно говоря	1	2
354	еще более	1	2
355	или не	2	2
356	по поводу	2	2
357	из этого	1	2
358	для настоящего	1	2
359	частности в	2	2
360	том числе	1	2
361	слова это	1	2
362	термина в	1	1
363	однако само	1	1
364	без этих	1	1
365	самых общих	1	1
366	не должны	1	1
367	одним из	5	1
368	о каких	1	1
369	к их	1	1
370	в движение	1	1
371	место среди	1	1
372	дело обстоит	1	1
373	тем же	1	1
374	и до	1	1
375	различные и	1	1
376	для полноты	1	1
377	должна быть	2	1
378	живой речи	1	1
379	речевой деятельности	2	1
380	мы имеем	5	1
381	время еще	1	1
382	относится и	1	1
383	это что	1	1
384	мир не	1	1
385	именно к	1	1
386	хранения и	1	1
387	это всегда	1	1
388	на себя	1	1
389	на практике	1	1
390	них такого	1	1
391	общения в	1	1
392	вопросы о	1	1
393	как ему	1	1
394	столь же	1	1
395	без которого	1	1
396	и главное	1	1
397	он может	1	1
398	то он	2	1
399	в разделе	1	1
400	к которой	1	1
401	не входит	1	1
402	отношение к	2	1
403	в настоящем	2	1
404	из таких	1	1
405	его развития	1	1
406	первый взгляд	1	1
407	в рамках	4	1
408	если она	2	1
409	опирается на	1	1
410	как в	4	1
411	с их	1	1
412	как уже	1	1
413	от речи	1	1
414	случае уже	1	1
415	это их	1	1
416	поэтому и	1	1
417	о самом	1	1
418	возможен только	1	1
419	в речевой	2	1
420	для которого	3	1
421	означает то	1	1
422	в литературном	1	1
423	что это	1	1
424	ни одна	1	1
425	данном контексте	1	1
426	иначе и	1	1
427	смыслом и	1	1
428	за рамки	1	1
429	так сказать	2	1
430	и играть	1	1
431	чем однако	1	1
432	не следует	3	1
433	в нем	5	1
434	о которой	2	1
435	само мышление	1	1
436	именно то	1	1
437	и еще	1	1
438	близким к	1	1
439	в силу	2	1
440	на этом	1	1
441	людей и	1	1
442	так например	1	1
443	ее по	1	1
444	могла бы	3	1
445	же не	1	1
446	а его	2	1
447	времени и	7	1
448	нашем случае	2	1
449	это не	6	1
450	он есть	1	1
451	но их	1	1
452	должен был	1	1
453	но вполне	1	1
454	уж не	1	1
455	кажется что	1	1
456	осуществляется в	1	1
457	результате чего	1	1
458	бы для	1	1
459	определений и	1	1
460	или попросту	1	1
461	после которых	1	1
462	не мог	1	1
463	коммуникации и	1	1
464	но где	1	1
465	бы на	1	1
466	объективна и	1	1
467	психический процесс	1	1
468	дробить на	1	1
469	в следующем	1	1
470	часто не	1	1
471	место в	2	1
472	в которых	1	1
473	вовсе еще	1	1
474	несет на	1	1
475	сам же	1	1
476	не получает	1	1
477	видно что	1	1
478	и наоборот	1	1
479	тому чтобы	1	1
480	бы быть	1	1
481	всегда имеет	1	1
482	что есть	1	1
483	но они	2	1
484	о теории	1	1
485	мы пока	1	1
486	если в	2	1
487	на себе	1	1
488	который при	1	1
489	здесь может	1	1
490	никогда не	4	1
491	я никак	1	1
492	жизни не	1	1
493	и вместо	1	1
494	обратим внимание	1	1
495	мира и	2	1
496	а во	1	1
497	к значимости	1	1
498	во всей	1	1
499	по своей	3	1
500	и его	5	1
501	и теперь	1	1
502	со своим	1	1
503	составляющих ее	1	1
504	даже самая	1	1
505	этом отношении	4	1
506	а мы	1	1
507	только от	1	1
508	в живой	1	1
509	взятый в	1	1
510	что является	1	1
511	бы он	1	1
512	в работах	1	1
513	и число	1	1
514	то она	1	1
515	с ее	1	1
516	образец для	1	1
517	характер и	1	1
518	человеческого сознания	2	1
519	до самого	1	1
520	котором мы	1	1
521	что у	1	1
522	с собой	1	1
523	отличаться от	2	1
524	особенно в	1	1
525	и мыслится	1	1
526	с ним	3	1
527	понимания как	1	1
528	подавляющее большинство	1	1
529	в состав	4	1
530	и та	1	1
531	к информации	1	1
532	находятся в	1	1
533	одного из	3	1
534	и который	1	1
535	времени в	3	1
536	сколько их	1	1
537	и всю	1	1
538	между тем	1	1
539	теперь уже	2	1
540	но несомненно	1	1
541	основе всякого	1	1
542	чем и	1	1
543	он обладает	1	1
544	и она	1	1
545	и устанавливается	1	1
546	несколько иначе	1	1
547	соотносится с	1	1
548	но с	1	1
549	слов или	2	1
550	оно и	1	1
551	речь о	1	1
552	и представляет	2	1
553	дело с	2	1
554	в какой	4	1
555	например так	1	1
556	тем или	1	1
557	то в	1	1
558	которое мы	1	1
559	и так	1	1
560	значимость данного	1	1
561	язык а	1	1
562	все они	2	1
563	собой очень	1	1
564	так можно	1	1
565	оно в	1	1
566	ее из	1	1
567	время является	1	1
568	и чисто	1	1
569	а то	2	1
570	в данной	2	1
571	такое определение	1	1
572	сказать мы	1	1
573	слова в	2	1
574	в одном	1	1
575	в пространстве	1	1
576	художественная литература	1	1
577	к ним	2	1
578	легко можно	1	1
579	же еще	1	1
580	в едином	3	1
581	фразы но	2	1
582	до начала	1	1
583	в сфере	1	1
584	со стороны	5	1
585	не один	2	1
586	не субъективна	1	1
587	которых мы	1	1
588	том как	3	1
589	может показаться	1	1
590	было и	1	1
591	а с	2	1
592	человеческого мышления	1	1
593	нового времени	3	1
594	превращается в	1	1
595	а на	2	1
596	и опять	2	1
597	иначе но	1	1
598	до конца	3	1
599	не на	1	1
600	однако и	2	1
601	слова что	1	1
602	мира в	8	1
603	в речи	2	1
604	по контрасту	1	1
605	но оно	1	1
606	только к	1	1
607	к его	3	1
608	и потому	1	1
609	как это	1	1
610	в москве	1	1
611	его на	1	1
612	к своему	1	1
613	в пределах	2	1
614	при любом	1	1
615	же их	1	1
616	о человеке	1	1
617	общения с	1	1
618	в тот	1	1
619	ведь для	1	1
620	х гг	3	1
621	сказать не	1	1
622	и нет	1	1
623	между прочим	1	1
624	в аспекте	2	1
625	ближе к	1	1
626	факторов и	1	1
627	к другим	1	1
628	случае он	1	1
629	в следующей	1	1
630	этих случаях	2	1
631	знаков и	1	1
632	именно такого	1	1
633	которая в	3	1
634	к одной	1	1
635	вот теперь	1	1
636	у них	1	1
637	положение дел	1	1
638	во время	1	1
639	же в	1	1
640	обстоит дело	1	1
641	и внутренне	1	1
642	этот самый	1	1
643	в литературе	2	1
644	действия или	1	1
645	к этой	1	1
646	значение будучи	1	1
647	по причине	1	1
648	который не	1	1
649	к этому	2	1
650	можно назвать	1	1
651	они не	1	1
