N	2gram	Bakhtin_fo_2	Narrotol
428	то время	1	1
429	яркий пример	1	1
430	по аналогии	2	1
431	было в	1	1
432	особенно в	2	1
433	еще в	1	1
434	по сравнению	1	1
435	жизнь и	3	1
436	может послужить	1	1
437	благодаря этому	1	1
438	это обычно	1	1
439	к прошлому	1	1
440	того мира	1	1
441	не на	3	1
442	и смерть	4	1
443	то они	1	1
444	в самой	2	1
445	оно лишено	1	1
446	время в	1	1
447	утверждает что	2	1
448	человеческие отношения	2	1
449	может не	1	1
450	аналогии с	1	1
451	времени в	7	1
452	рассуждения о	1	1
453	и своей	1	1
454	это было	1	1
455	мира по	2	1
456	и во	6	1
457	этот момент	1	1
458	я вижу	1	1
459	утрачивает свою	1	1
460	в бытовой	1	1
461	человеческую жизнь	2	1
462	говорить и	1	1
463	наконец в	2	1
464	ее как	1	1
465	следовало бы	1	1
466	время здесь	1	1
467	я был	1	1
468	быть и	2	1
469	что смерть	1	1
470	см гл	1	1
471	в двух	2	1
472	вперед и	1	1
473	ли он	1	1
474	к вам	1	1
475	как нечто	1	1
476	и так	2	1
477	действительной жизни	1	1
478	мы будем	3	1
479	именно на	1	1
480	так что	4	1
481	того же	3	1
482	и детей	2	1
483	не можем	1	1
484	в большинстве	3	1
485	вернуться к	1	1
486	обстоит дело	1	1
487	него и	2	1
488	является не	1	1
489	в ряд	9	1
490	большинстве случаев	3	1
491	день был	1	1
492	мир в	4	1
493	свой собственный	1	1
494	и их	4	1
495	в одном	7	1
496	в прошлом	3	1
497	не для	2	1
498	под знаком	3	1
499	но что	1	1
500	в системе	1	1
501	и рождается	1	1
502	но затем	1	1
503	тем что	3	1
504	в любви	1	1
505	они становятся	1	1
506	для того	8	1
507	служит в	1	1
508	в символический	1	1
509	она происходит	1	1
510	мире где	1	1
511	является носителем	1	1
512	другого в	1	1
513	человеческого общения	1	1
514	до сих	2	1
515	все вокруг	1	1
516	читателя а	1	1
517	личной жизни	1	1
518	неразрывном единстве	1	1
519	что не	1	1
520	на этот	1	1
521	ничем не	1	1
522	более того	1	1
523	человеческой жизни	4	1
524	его как	1	1
525	эпизоду в	1	1
526	и с	6	1
527	в неразрывном	1	1
528	время обеда	1	1
529	настоящее и	1	1
530	в речи	1	1
531	с помощью	3	1
532	мог быть	1	1
533	вместе с	9	1
534	и потому	2	1
535	жизнь есть	1	1
536	под утро	1	1
537	опирается на	2	1
538	и временных	1	1
539	как вещь	1	1
540	в плоскости	2	1
541	в художественных	1	1
542	сравнению с	1	1
543	с точкой	1	1
544	его мать	1	1
545	него есть	2	1
546	дело здесь	1	1
547	герой в	1	1
548	этот не	2	1
549	слова и	3	1
550	и от	2	1
551	только внешняя	1	1
552	сих пор	2	1
553	о его	2	1
554	все это	6	1
555	каждой из	1	1
556	этому миру	1	1
557	в связи	8	1
558	в пределе	1	1
559	котором он	1	1
560	и среди	1	1
561	а все	1	1
562	когда он	1	1
563	но эти	3	1
564	в этих	3	1
565	еще более	4	1
566	и смысл	1	1
567	иначе он	1	1
568	же к	1	1
569	времени все	1	1
570	писания в	1	1
571	настоящим и	1	1
572	хотя в	1	1
573	самому и	1	1
574	настоящее по	1	1
575	требует чтобы	1	1
576	нам не	1	1
577	в романе	13	1
578	не знает	2	1
579	же самой	1	1
580	мир но	1	1
581	жизни а	2	1
582	в последнем	2	1
583	одновременно и	1	1
584	своей матери	1	1
585	где он	1	1
586	частности в	1	1
587	ее в	3	1
588	этой точки	1	1
589	у людей	1	1
590	к этому	3	1
591	во всяком	2	1
