N	2gram	Berdyaev_M_2	FransuaR
534	такого рода	2	1
535	он ведет	1	1
536	мира с	1	1
537	будущее в	1	1
538	что весь	1	1
539	и там	6	1
540	в тот	1	1
541	для человека	3	1
542	из этой	2	1
543	многих других	1	1
544	его образа	1	1
545	с этой	1	1
546	бога и	5	1
547	глубины и	1	1
548	культуры с	1	1
549	ибо он	1	1
550	кто не	1	1
551	от человека	1	1
552	культуры и	1	1
553	к будущему	1	1
554	его нет	1	1
555	человека на	2	1
556	лишь как	3	1
557	человеческих поколений	1	1
558	от избытка	1	1
559	вернемся в	1	1
560	этим он	1	1
561	всеми его	1	1
562	точь-в-точь как	1	1
563	но эта	2	1
564	между ними	1	1
565	с ней	1	1
566	на смену	3	1
567	свободы от	1	1
568	сказать что	3	1
569	от всех	1	1
570	рабы и	1	1
571	все к	2	1
572	не что	3	1
573	ко всему	1	1
574	из этого	1	1
575	в каком-то	1	1
576	человека человек	2	1
577	он готов	1	1
578	ее в	2	1
579	в своих	3	1
580	человека образ	1	1
581	тайны и	1	1
582	как на	1	1
583	они не	4	1
584	которая не	1	1
