N	2gram	Propp_Morf_1	Dialekti
365	этой цели	1	1
366	непонятно почему	1	1
367	не можем	1	1
368	не приходится	1	1
369	зависит и	1	1
370	с какой	1	1
371	как то	2	1
372	сказать о	2	1
373	покажет что	1	1
374	за это	1	1
375	в нашем	3	1
376	что так	1	1
377	типа все	1	1
378	и тот	1	1
379	смысла но	1	1
380	только один	1	1
381	имеем в	6	1
382	но ведь	1	1
383	если он	1	1
384	есть но	1	1
385	но прежде	1	1
386	вообще не	1	1
387	мы их	1	1
388	и одна	1	1
389	он не	3	1
390	момента в	1	1
391	д это	1	1
392	свою собственную	1	1
393	и совершенно	1	1
394	a и	1	1
395	и более	1	1
396	следующее если	1	1
397	что каждая	1	1
398	чтобы в	1	1
399	вид его	1	1
400	будем говорить	1	1
401	или иных	1	1
402	в нее	1	1
403	одно и	1	1
404	в основу	2	1
405	однако все	1	1
406	собой определенную	1	1
407	через все	1	1
408	же не	1	1
409	связанные с	1	1
410	они должны	1	1
411	конечно в	1	1
412	том случае	1	1
413	на каком	1	1
414	его в	2	1
415	входит в	2	1
416	обоих случаях	2	1
417	с другими	1	1
418	или просто	2	1
419	мы находимся	1	1
420	данном случае	1	1
421	чаще всего	7	1
422	еще одно	1	1
423	такую форму	1	1
424	о характере	2	1
425	о которых	1	1
426	ни одной	1	1
427	церковь и	1	1
428	их как	2	1
429	переходим к	1	1
430	вызывает никаких	1	1
431	же самый	1	1
432	ведет к	1	1
433	действительно не	1	1
434	такой же	1	1
435	и становится	1	1
436	меняется и	1	1
437	бы на	1	1
438	как все	1	1
439	он должен	2	1
440	в который	1	1
441	в которых	2	1
442	сама собой	1	1
443	не от	2	1
444	сознаем что	1	1
445	которые в	1	1
446	но он	1	1
447	наши общие	1	1
448	их в	1	1
449	же может	2	1
450	даже в	1	1
451	сам он	3	1
452	теми или	1	1
453	принципов и	1	1
454	ее нужно	1	1
455	вплоть до	1	1
456	она могла	1	1
457	в обоих	2	1
458	это дает	1	1
459	то чего	1	1
460	в иное	5	1
461	и сама	1	1
462	это нисколько	1	1
463	не вызывает	1	1
464	можно ли	1	1
465	нельзя ли	1	1
466	оно по	1	1
467	это мы	1	1
468	основного принципа	1	1
469	одна из	4	1
470	или как	1	1
471	пр предметы	1	1
472	его можно	1	1
473	это так	2	1
474	говорить лишь	1	1
475	связи с	10	1
476	всматриваясь в	1	1
477	здесь же	3	1
478	это уже	3	1
479	если только	1	1
480	понятие как	1	1
481	такие же	1	1
482	а в	7	1
483	другой ее	1	1
484	является то	1	1
485	когда мы	1	1
486	с логической	2	1
487	этого и	1	1
488	они и	3	1
489	всегда так	1	1
490	кем и	1	1
491	как они	1	1
492	приходит к	1	1
493	как мы	6	1
494	е все	1	1
495	всего этого	1	1
496	в голову	1	1
497	нами выше	1	1
498	можно сделать	2	1
499	в пределах	3	1
500	его самого	4	1
501	можно было	2	1
502	те же	1	1
503	здесь как	1	1
504	лишь о	1	1
505	в последней	1	1
506	этих функций	1	1
507	о котором	1	1
508	которое будет	1	1
509	и берет	1	1
510	всякого изменения	1	1
511	и здесь	5	1
512	а дальнейшее	1	1
513	нашей работы	2	1
514	говорить не	1	1
515	что существуют	1	1
516	с одной	1	1
517	были бы	1	1
518	после того	1	1
519	д но	4	1
520	картину очень	1	1
521	к нему	3	1
522	доходит до	1	1
523	чтобы получить	1	1
524	во втором	3	1
525	не подходит	1	1
526	и хорошо	1	1
527	в другой	1	1
528	д он	2	1
529	вслед за	5	1
530	или если	1	1
531	что бы	1	1
532	и она	1	1
533	у которого	1	1
534	такие формы	1	1
535	в него	1	1
536	не зная	1	1
537	но так	1	1
538	содержится в	1	1
539	но с	1	1
540	этот вопрос	2	1
541	то для	1	1
542	с другим	1	1
543	он пришел	1	1
544	не входит	1	1
545	и у	1	1
546	мы получим	1	1
547	возникает вопрос	2	1
548	ее из	2	1
549	е берет	1	1
550	слова не	1	1
551	и показать	1	1
552	а то	3	1
553	д как	3	1
554	его и	2	1
555	за ним	1	1
556	мы переходим	1	1
557	он имеет	1	1
558	что данный	1	1
559	одно из	1	1
560	не так	1	1
561	ли этот	2	1
562	коня и	2	1
563	наука о	2	1
564	от тех	1	1
565	с этими	1	1
566	ее не	1	1
567	как его	1	1
568	на части	1	1
569	которые могут	1	1
570	и вдруг	1	1
571	она имеет	1	1
572	заметить что	8	1
573	этим же	1	1
574	и разве	1	1
575	и обозначает	1	1
576	с другой	8	1
577	дело в	1	1
578	такое же	1	1
579	но есть	3	1
580	уже дается	1	1
581	на этот	1	1
582	или другими	1	1
583	должны теперь	1	1
584	и далее	1	1
585	однако и	1	1
586	или с	3	1
587	совершенно очевидно	1	1
588	его дело	1	1
589	то она	1	1
590	о похищении	2	1
591	в связи	9	1
592	если это	3	1
593	входить в	2	1
594	но оно	2	1
595	в лесу	1	1
596	можно будет	1	1
597	до этого	1	1
598	некоторые из	1	1
599	так мы	1	1
600	нет а	1	1
601	в плоскости	1	1
602	видит в	1	1
603	это делается	1	1
604	знать что	2	1
605	наряду с	5	1
606	в той	1	1
607	этих типов	1	1
608	думается что	1	1
609	рассматривать вещи	1	1
610	по существу	12	1
611	в состоянии	1	1
612	в это	1	1
613	этом случае	8	1
614	к двум	1	1
615	у вас	1	1
616	вопрос в	2	1
617	является ли	1	1
618	не является	3	1
619	а объект	1	1
620	указать на	1	1
621	которых каждый	1	1
622	потому не	1	1
623	она может	1	1
624	в точном	1	1
625	это можно	1	1
626	е мы	1	1
627	в другое	1	1
628	на первый	3	1
629	но об	1	1
630	не более	1	1
631	все события	1	1
632	все они	1	1
633	но вот	2	1
634	вопрос как	2	1
635	требует чтобы	3	1
636	быть выражено	1	1
637	две формы	1	1
638	не знает	1	1
639	черт и	1	1
640	в глаза	2	1
641	остается на	1	1
642	что под	1	1
643	из этого	1	1
644	на своем	1	1
645	как на	1	1
646	большой интерес	1	1
647	случае если	1	1
648	функций конечно	1	1
