N	2gram	Vinokur_Ku_2	VelikijI
269	на всей	1	1
270	и опять	1	1
271	вот вместо	1	1
272	мы скажем	2	1
273	их для	1	1
274	не всегда	2	1
275	и уже	1	1
276	с которым	1	1
277	жизнь в	1	1
278	между собою	1	1
279	дело к	1	1
280	и было	1	1
281	в одно	1	1
282	таким же	2	1
283	вместе с	5	1
284	так же	4	1
285	как это	5	1
286	за которым	1	1
287	этому же	1	1
288	мы в	2	1
289	еще с	1	1
290	у нас	12	1
291	в которых	2	1
292	он говорит	1	1
293	если оно	1	1
294	сравнению с	1	1
295	для всякого	1	1
296	ведет к	1	1
297	несравненно более	1	1
298	эта не	4	1
299	в одном	1	1
300	но я	1	1
301	не понимает	1	1
302	есть одна	1	1
303	по крайней	6	1
304	поскольку он	1	1
305	думать о	1	1
306	этого слова	5	1
307	с этой	2	1
308	только свое	1	1
309	конечно ни	1	1
310	в атмосфере	2	1
311	какие бы	1	1
312	можно ли	4	1
313	как можно	2	1
314	так ли	1	1
315	ничего кроме	1	1
316	к ним	1	1
317	и новой	1	1
318	на котором	1	1
319	и два	1	1
320	и именно	1	1
321	указать на	1	1
322	его есть	1	1
323	нам и	2	1
324	и от	2	1
325	в день	2	1
326	заботиться о	1	1
327	это как	1	1
328	ничего не	4	1
329	того как	2	1
330	всего можно	1	1
331	лишь как	1	1
332	может быть	15	1
333	сложность и	1	1
334	в русском	10	1
335	конце концов	3	1
336	основанное на	1	1
337	iv в	1	1
338	во всем	1	1
339	будто бы	2	1
340	это слово	4	1
341	в новых	1	1
342	есть продукт	2	1
343	но вот	2	1
344	связь с	1	1
345	что на	4	1
346	может и	1	1
347	о своем	1	1
348	другой стороны	7	1
349	для нашего	1	1
350	но все	4	1
351	и идеи	1	1
352	к этому	4	1
353	от слова	3	1
354	ли они	1	1
355	всего что	2	1
356	в искусстве	1	1
357	и другие	1	1
358	в своих	2	1
359	слова с	1	1
360	в процессе	3	1
361	это в	2	1
362	она не	2	1
363	они не	1	1
