N	2gram	Vygotskiy__7	Sovremen
400	тот факт	1	1
401	она в	2	1
402	представление о	7	1
403	направление в	1	1
404	то его	1	1
405	от его	1	1
406	в данном	5	1
407	для объяснения	2	1
408	и той	2	1
409	элемента из	1	1
410	процесса и	2	1
411	начале нашего	2	1
412	но эта	2	1
413	которые в	2	1
414	ситуации которая	1	1
415	бы так	1	1
416	совершенно невозможно	1	1
417	силу и	1	1
418	образом на	1	1
419	на другую	3	1
420	именно к	1	1
421	там где	1	1
422	мере в	2	1
423	всякое же	1	1
424	общего и	1	1
425	этом ее	1	1
426	биологии и	1	1
427	по себе	3	1
428	в своем	1	1
429	только о	2	1
430	дело идет	1	1
431	благодаря этому	2	1
432	за шагом	1	1
433	сих пор	3	1
434	она дает	1	1
435	при условии	1	1
436	с ним	3	1
437	из опытов	1	1
438	радикальным образом	1	1
439	и развития	1	1
440	поэтому что	1	1
441	что эта	6	1
442	все три	1	1
443	она не	5	1
444	что с	5	1
445	дело если	1	1
446	и тогда	1	1
447	но для	2	1
448	в обоих	1	1
449	мысли в	9	1
450	не имеет	2	1
451	таким образам	1	1
452	приведение к	1	1
453	случае он	1	1
454	поэтому совершенно	1	1
455	в процессе	5	1
456	мы вправе	3	1
457	не является	3	1
458	без остатка	1	1
459	с и	1	1
460	но только	3	1
461	и от	4	1
462	только не	11	1
463	никогда не	4	1
464	или в	2	1
465	это совершенно	1	1
466	хотя и	1	1
467	только и	3	1
468	в отдельных	1	1
469	она уже	1	1
470	которых по	1	1
471	не представляет	2	1
472	о методе	1	1
473	процессы развития	2	1
474	с опытами	1	1
475	случае и	1	1
476	его значения	3	1
477	все они	1	1
478	и его	12	1
479	связи с	4	1
480	же в	1	1
481	но это	3	1
482	могли быть	1	1
483	этой области	1	1
484	на которой	1	1
485	сказать ничего	1	1
486	и из	1	1
487	ли это	1	1
488	между ними	3	1
489	сказать что	8	1
490	функций и	2	1
491	методе исследования	1	1
492	ни о	1	1
493	в живой	1	1
494	и для	5	1
495	если у	1	1
496	не давая	1	1
497	развития и	2	1
498	не что	1	1
499	сравнительно с	1	1
500	в то	3	1
501	есть то	3	1
502	самое что	2	1
503	в заключение	1	1
504	в какой	6	1
505	той или	1	1
506	в своих	2	1
507	и снова	1	1
508	и свою	1	1
509	которая не	1	1
510	все что	6	1
511	они не	1	1
