N	2gram	Nazirov_Tv_1	Myslijsy
420	можно выразиться	1	1
421	ли можно	1	1
422	быть названы	1	1
423	в их	3	1
424	человеком и	1	1
425	склонности к	1	1
426	мысли и	4	1
427	что я	3	1
428	самое время	2	1
429	в прямом	1	1
430	такое решение	1	1
431	и более	1	1
432	знал что	1	1
433	с развитием	1	1
434	между людьми	2	1
435	этого движения	1	1
436	он представил	1	1
437	эта мысль	1	1
438	в таких	1	1
439	и время	2	1
440	дело в	3	1
441	к этим	1	1
442	и имеет	1	1
443	в игру	1	1
444	только не	1	1
445	до своего	1	1
446	нельзя не	1	1
447	по законам	1	1
448	найти в	1	1
449	находятся в	1	1
450	всего на	1	1
451	глядя на	1	1
452	с гораздо	1	1
453	до того	1	1
454	до первого	1	1
455	что связывает	1	1
456	однако это	1	1
457	необходимо предполагает	1	1
458	начиная с	1	1
459	к себе	1	1
460	собственной души	1	1
461	и сам	1	1
462	отличается от	1	1
463	принимается за	1	1
464	содержание в	1	1
465	к тому	2	1
466	бы он	1	1
467	он видит	3	1
468	где он	2	1
469	он обладал	1	1
470	он вовсе	1	1
471	ним при	1	1
472	но при	1	1
473	очень важную	1	1
474	прийти на	1	1
475	взглядом на	1	1
476	нет никакой	1	1
477	только то	1	1
478	мы наблюдаем	1	1
479	не повторяет	1	1
480	если они	1	1
481	времени и	4	1
482	начала и	1	1
483	во многом	7	1
484	человек по	4	1
485	бы самое	1	1
486	все его	1	1
487	связанное с	1	1
488	каждый раз	1	1
489	слова из	2	1
490	человек есть	1	1
491	в зародыше	1	1
492	и та	2	1
493	никак не	1	1
494	что каждый	1	1
495	одного из	2	1
496	утверждает что	1	1
497	и просто	1	1
498	самому себе	1	1
499	времени в	13	1
500	мы понимаем	1	1
501	заключается в	1	1
502	переходит в	2	1
503	при исследовании	1	1
504	в глазах	1	1
505	от самосознания	1	1
506	о красоте	1	1
507	в ту	3	1
508	это описание	1	1
509	как она	1	1
510	и самые	1	1
511	к нему	1	1
512	действительности не	1	1
513	но с	1	1
514	бесконечное разнообразие	1	1
515	к их	1	1
516	по закону	1	1
517	бы его	1	1
518	наше время	2	1
519	по мнению	3	1
520	их не	1	1
521	который в	3	1
522	в огонь	1	1
523	со всеми	3	1
524	человека с	2	1
525	от одной	1	1
526	же и	2	1
527	при помощи	2	1
528	для осуществления	1	1
529	один ряд	1	1
530	могло бы	1	1
531	давно уже	1	1
532	к человеку	3	1
533	оно так	1	1
534	к ним	1	1
535	только с	1	1
536	но за	1	1
537	это? или	1	1
538	а на	1	1
539	с другим	1	1
540	своим личным	1	1
541	что человек	3	1
542	именно в	2	1
543	во второй	2	1
544	по всей	1	1
545	стремится к	3	1
546	на друга	1	1
547	в картине	1	1
548	его как	2	1
549	была бы	1	1
550	есть отношение	1	1
551	когда же	1	1
552	для человека	3	1
553	природе человек	1	1
554	виде в	1	1
555	эти слова	2	1
556	некоторые из	2	1
557	человека к	1	1
558	же с	2	1
559	человек должен	1	1
560	не останавливаясь	1	1
561	видит в	1	1
562	а если	1	1
563	это есть	1	1
564	что же	1	1
565	мы лучше	1	1
566	в первой	2	1
567	как средство	1	1
568	человек конечно	1	1
569	что как	2	1
570	значит что	2	1
571	к чему	1	1
572	это к	1	1
573	с этой	1	1
574	и чего	1	1
575	степень их	1	1
576	сознавать что	1	1
577	и о	1	1
578	человек понимает	1	1
579	я от	2	1
580	как одновременные	1	1
581	между собой	1	1
582	вне его	1	1
583	в наше	2	1
584	в более	1	1
585	это уже	5	1
586	самый сильный	1	1
587	в с	2	1
588	при таком	1	1
589	от мысли	2	1
590	это как	3	1
591	человек и	1	1
592	не встречается	1	1
593	но когда	1	1
594	тем более	1	1
595	тоже есть	1	1
596	можно вывести	1	1
597	все они	1	1
598	не одну	1	1
599	человек говорит	1	1
600	связь с	1	1
601	его к	1	1
602	может и	1	1
603	но эта	1	1
604	от всех	1	1
605	не сами	1	1
606	время не	2	1
607	до степени	1	1
608	просто не	3	1
609	жизни и	3	1
610	ни на	3	1
611	ее в	3	1
612	в своих	5	1
613	в процессе	1	1
614	на лице	1	1
