N	2gram	Ircho_Kome_1	Narrotol
204	нас в	2	2
205	в форме	2	2
206	и только	1	2
207	же в	4	2
208	большей или	1	2
209	идет по	1	2
210	дело с	1	2
211	всяком случае	2	2
212	который в	2	2
213	себя в	1	2
214	только на	1	2
215	до конца	2	2
216	в конце	6	2
217	друг друга	1	2
218	мы можем	4	2
219	каждый из	3	2
220	в особенности	1	2
221	и даже	5	2
222	в области	2	2
223	в результате	4	2
224	как у	1	2
225	на ее	1	2
226	после смерти	3	2
227	было и	1	2
228	тоской и	1	2
229	и притом	2	2
230	главного персонажа	1	2
231	вместе с	2	2
232	к его	1	2
233	по своим	1	2
234	и столь	1	2
235	по своему	3	2
236	да и	3	2
237	в первой	2	2
238	о его	1	2
239	в году	3	2
240	но зато	1	2
241	хотя бы	1	2
242	только что	2	2
243	к ее	1	2
244	сказать что	1	2
245	в свою	2	2
246	все что	2	2
247	в таком	1	2
248	во всяком	2	2
249	в роли	1	2
250	и наиболее	1	1
251	и т	9	1
252	году не	1	1
253	одним из	1	1
254	же как	3	1
255	чтобы не	1	1
256	не знаем	1	1
257	в следующем	2	1
258	не остается	1	1
259	сам по	1	1
260	на самом	1	1
261	в стороне	1	1
262	ему что	1	1
263	за все	1	1
264	свидетельствует об	1	1
265	сам автор	2	1
266	действительного или	1	1
267	по его	1	1
268	из персонажей	2	1
269	мы уже	1	1
270	из всех	2	1
271	не исключено	1	1
272	не приходится	1	1
273	организации текста	1	1
274	то и	2	1
275	что иное	1	1
276	принадлежит к	2	1
277	из того	1	1
278	слова о	2	1
279	мы и	1	1
280	делятся на	1	1
281	из которых	2	1
282	первого и	1	1
283	он был	2	1
284	этом некоторые	1	1
285	иное как	1	1
286	быть в	1	1
287	в последних	3	1
288	не представляется	1	1
289	бы то	2	1
290	скорее наоборот	1	1
291	тем как	2	1
292	сказать и	1	1
293	различия между	1	1
294	при жизни	1	1
295	а только	1	1
296	не входит	1	1
297	тех же	2	1
298	не все	1	1
299	ответ на	1	1
300	и актуальная	1	1
301	отношение к	3	1
302	нередко в	1	1
303	в м	1	1
304	что именно	1	1
305	с этим	1	1
306	еще и	2	1
307	в полном	1	1
308	когда он	1	1
309	целый ряд	1	1
310	и какой	1	1
311	и к	1	1
312	самом начале	1	1
313	в действительности	2	1
314	в противоположность	2	1
315	за собой	1	1
316	со своей	2	1
317	действия и	1	1
318	в которой	6	1
319	из жизни	1	1
320	отношения с	1	1
321	что это	1	1
322	тут и	1	1
323	бы не	1	1
324	этом что	2	1
325	приводит к	1	1
326	что к	2	1
327	и тот	1	1
328	особенно важно	1	1
329	особое место	1	1
330	закономерным следствием	1	1
331	чем его	1	1
332	два фрагмента	2	1
333	как он	1	1
334	образ жизни	1	1
335	что она	1	1
336	главным образом	3	1
337	т д	4	1
338	одному из	2	1
339	оно в	1	1
340	в силу	2	1
341	у современного	1	1
342	его от	1	1
343	и по	6	1
344	людей и	1	1
345	так например	1	1
346	таким образом	8	1
347	но все	1	1
348	значительной степени	1	1
349	то ни	2	1
350	уже знаем	1	1
351	той же	1	1
352	состояния и	1	1
353	них не	1	1
354	говорить не	1	1
355	его в	3	1
356	и отдельные	1	1
357	и служат	1	1
358	отражение в	1	1
359	далеко не	1	1
360	на основании	3	1
361	с тем	1	1
362	первые два	1	1
363	мы видели	2	1
364	или менее	2	1
365	во время	5	1
366	отрыве от	1	1
367	и третий	1	1
368	в котором	4	1
369	в их	4	1
370	больше не	1	1
371	в которых	1	1
372	должны были	8	1
373	творчества от	1	1
374	теми же	1	1
375	на небо	1	1
376	ни было	2	1
377	что после	3	1
378	любовь к	1	1
379	даже в	3	1
380	чувствовала себя	1	1
381	тому что	1	1
382	на три	1	1
383	так как	4	1
384	не раз	2	1
385	для каждого	1	1
386	того как	3	1
387	не говоря	2	1
388	своего героя	1	1
389	как следует	1	1
390	с и	1	1
391	это еще	2	1
392	и уже	1	1
393	судя по	2	1
394	вся его	1	1
395	для всех	2	1
396	они являются	1	1
397	наряду со	1	1
398	по своей	2	1
399	за исключением	3	1
400	во всем	1	1
401	мы бы	1	1
402	средствами но	1	1
403	ему не	1	1
404	в специальном	1	1
405	мы узнаем	1	1
406	могут быть	3	1
407	еще одна	1	1
408	этой причине	1	1
409	далеко за	1	1
410	сомневаться в	1	1
411	для развития	1	1
412	узнаем о	1	1
413	понять что	1	1
414	указывает на	2	1
415	еще при	1	1
416	обычно в	1	1
417	от друга	1	1
418	как по	2	1
419	представляется возможным	1	1
420	говорили что	1	1
421	в более	3	1
422	и когда	1	1
423	и сам	3	1
424	в другом	4	1
425	в образе	3	1
426	по аналогии	1	1
427	из двух	1	1
428	ясно что	4	1
429	это вовсе	1	1
430	каждого из	1	1
431	мог бы	2	1
432	и каждый	1	1
433	с собой	1	1
434	во второй	3	1
435	наше внимание	1	1
436	имеется довольно	1	1
437	один человек	1	1
438	эпизод в	1	1
439	которому не	1	1
440	и здесь	2	1
441	в глаза	1	1
442	утверждает что	1	1
443	людей так	1	1
444	в значительной	1	1
445	под именем	2	1
446	в греческой	1	1
447	в отрыве	1	1
448	во всех	1	1
449	нуждается в	1	1
450	что и	4	1
451	вслед за	2	1
452	также в	2	1
453	к ней	2	1
454	этих строк	1	1
455	сразу же	1	1
456	в двух	1	1
457	тот же	3	1
458	одной из	3	1
459	зрения в	1	1
460	ли он	1	1
461	даже если	2	1
462	близок в	1	1
463	до нас	5	1
464	по мнению	1	1
465	три группы	1	1
466	призывают к	1	1
467	бы ни	1	1
468	об их	1	1
469	с одной	3	1
470	к одному	1	1
471	того же	2	1
472	и у	3	1
473	уже в	5	1
474	ни одного	1	1
475	не обходится	1	1
476	действующего лица	1	1
477	у них	1	1
478	времени когда	1	1
479	предположение что	1	1
480	в данной	1	1
481	в душе	1	1
482	участие в	4	1
483	этот раз	1	1
484	а то	2	1
485	в ногах	1	1
486	представить себе	1	1
487	не случайно	1	1
488	в ряде	1	1
489	которые могут	1	1
490	тем что	4	1
491	на том	1	1
492	протяжении всего	2	1
493	друг от	1	1
494	которое мы	1	1
495	в исторической	1	1
496	на уровне	1	1
497	даже не	2	1
498	не один	1	1
499	говорить и	1	1
500	которых мы	2	1
501	лица в	1	1
502	выразить свою	1	1
503	для этого	2	1
504	или меньшей	1	1
505	поля зрения	1	1
506	автором в	1	1
507	этому времени	1	1
508	на чем	1	1
509	наконец в	1	1
510	а с	1	1
511	человеческого мышления	1	1
512	нового времени	5	1
513	по тем	1	1
514	одной стороны	3	1
515	и опять	4	1
516	на этот	1	1
517	на которых	1	1
518	иначе его	1	1
519	его как	1	1
520	одну из	2	1
521	из многочисленных	1	1
522	которой он	1	1
523	ближе к	1	1
524	именно поэтому	1	1
525	связь с	1	1
526	своему усмотрению	1	1
527	в городе	2	1
528	так же	3	1
529	из мира	1	1
530	и потому	1	1
531	в рамках	2	1
532	дома в	1	1
533	же времени	1	1
534	наряду с	2	1
535	в ответ	1	1
536	в тех	3	1
537	по условиям	1	1
538	действительности как	1	1
539	бросается в	1	1
540	материал для	1	1
541	слова и	1	1
542	как один	1	1
543	но это	2	1
544	все это	5	1
545	стороне от	1	1
546	его устранения	1	1
547	в книге	1	1
548	случаях когда	1	1
549	от имени	1	1
550	имеет собственное	1	1
551	еще более	1	1
552	будто бы	2	1
553	столь подробно	1	1
554	отношении к	1	1
555	похожи на	1	1
556	его произведениях	1	1
557	хотя как	1	1
558	в период	2	1
559	из поля	1	1
560	слова с	1	1
561	не знает	1	1
562	на сцену	2	1
563	совершенно не	1	1
564	остается на	1	1
565	этим объясняется	1	1
566	более или	1	1
567	к этой	1	1
568	по поводу	4	1
569	к этому	4	1
570	это время	2	1
571	том числе	1	1
572	они не	1	1
573	событий в	1	1
