N	2gram	Bakhtin_Pr_5	TeoriaLi
133	этого слова	5	3
134	к которому	1	3
135	таким образом	7	3
136	или в	2	3
137	в основе	1	3
138	отношении к	7	3
139	я и	2	2
140	отношения к	1	2
141	того же	1	2
142	и это	5	2
143	это и	3	2
144	и больше	1	2
145	собою в	1	2
146	я как	3	2
147	всех без	1	2
148	но она	1	2
149	я не	8	2
150	в целом	3	2
151	в чем	4	2
152	но как	4	2
153	у него	4	2
154	и весьма	1	2
155	ведет по	1	2
156	за пределы	3	2
157	что они	6	2
158	сама по	1	2
159	его я	1	2
160	как к	5	2
161	и как	2	2
162	говорит что	1	2
163	в которой	2	2
164	но на	4	2
165	к герою	8	2
166	к одному	3	2
167	без исключения	2	2
168	одно и	3	2
169	не следует	1	2
170	здесь мы	1	2
171	об этом	1	2
172	о в	1	2
173	это не	3	2
174	передо мной	2	2
175	вовсе не	7	2
176	и того	2	2
177	и некоторые	1	2
178	одного и	1	2
179	с точки	2	2
180	от себя	5	2
181	их в	2	2
182	по себе	4	2
183	даже в	5	2
184	для меня	1	2
185	только не	1	2
186	слова как	1	2
187	этих двух	2	2
188	с читателем	1	2
189	как будто	4	2
190	и для	8	2
191	глаза в	1	2
192	здесь не	1	2
193	самим собою	9	2
194	в себя	1	2
195	роль в	1	2
196	что может	1	2
197	к его	1	2
198	если бы	1	2
199	в виду	3	2
200	о том	2	2
201	что каждый	1	2
202	в глаза	5	2
203	это было	2	2
204	к нему	13	2
205	во всех	3	2
206	во втором	1	2
207	в аспекте	1	2
208	мире и	2	2
209	с одной	1	2
210	в большинстве	2	2
211	слова не	2	2
212	в диалоге	3	2
213	в конце	5	2
214	повесть о	1	2
215	во всей	1	2
216	и даже	5	2
217	а именно	1	2
218	перед ним	1	2
219	себя и	8	2
220	слове о	2	2
221	в рассказе	2	2
222	не на	1	2
223	о чем	1	2
224	внутренний голос	2	2
225	на фоне	1	2
226	о себе	17	2
227	вместе с	2	2
228	так же	7	2
229	и особенно	1	2
230	из которых	1	2
231	в той	4	2
232	и позволяет	1	2
233	к тому	6	2
234	одной из	2	2
235	в романе	1	2
236	что он	24	2
237	но наоборот	1	1
238	а между	3	1
239	те же	2	1
240	начинается с	1	1
241	и через	1	1
242	ты и	1	1
243	вмещает в	1	1
244	к другому	16	1
245	это придает	1	1
246	и до	1	1
247	из его	2	1
248	можно лишь	2	1
249	кто бы	1	1
250	героя оно	1	1
251	сливается с	4	1
252	одним из	1	1
253	со всех	1	1
254	что даже	2	1
255	той же	2	1
256	так я	1	1
257	вопрос о	2	1
258	чтобы не	2	1
259	героя но	2	1
260	все и	4	1
261	в каждый	1	1
262	результат тот	1	1
263	и со	3	1
264	момент в	1	1
265	собой в	1	1
266	проявляет себя	1	1
267	и на	6	1
268	на них	7	1
269	столь же	2	1
270	бы то	3	1
271	пусть будет	1	1
272	суда над	1	1
273	он оказывается	1	1
274	совсем не	3	1
275	не входит	1	1
276	собственный голос	2	1
277	для других	3	1
278	с совершенно	1	1
279	ивана карамазова	4	1
280	с собою	5	1
281	ними а	2	1
282	оно является	1	1
283	еще один	2	1
284	отнюдь не	1	1
285	в центре	1	1
286	себя за	2	1
287	независимо от	1	1
288	встречи с	1	1
289	что касается	1	1
290	обращения к	1	1
291	не два	1	1
292	кто я?	2	1
293	могли бы	1	1
294	что по	1	1
295	и внутреннюю	1	1
296	над собой	4	1
297	здесь и	1	1
298	то в	2	1
299	к чему	1	1
300	в груди	1	1
301	о тебе	1	1
302	что это	4	1
303	тон в	1	1
304	что достоевский	1	1
305	момент его	2	1
306	он в	4	1
307	а говорит	1	1
308	то я	1	1
309	тоже не	1	1
310	этому я	1	1
311	раз в	2	1
312	не приводит	1	1
313	его воли	1	1
314	продолжением и	1	1
315	на рынок	2	1
316	ее как	3	1
317	все человеческие	1	1
318	да но	1	1
319	не могла	1	1
320	героя к	2	1
321	вследствие этого	1	1
322	на его	4	1
323	образ его	1	1
324	я сама	1	1
325	в статье	1	1
326	он ни	1	1
327	но именно	2	1
328	одному из	1	1
329	в реальной	1	1
330	по ту	1	1
331	принадлежат и	1	1
332	же явления	1	1
333	границами между	1	1
334	в первом	2	1
335	не друг	1	1
336	ни были	1	1
337	к собственному	1	1
338	в повествовательном	1	1
339	он уже	3	1
340	чтобы в	1	1
341	подобно тому	2	1
342	его можно	1	1
343	фразы с	1	1
344	не бывает	1	1
345	именно это	1	1
346	ни был	2	1
347	по его	1	1
348	бы они	2	1
349	то ни	3	1
350	что все	2	1
351	которыми он	1	1
352	несколько иной	1	1
353	и внутренняя	1	1
354	времени и	2	1
355	глубокий и	1	1
356	косвенной речи	1	1
357	большинстве случаев	2	1
358	его личности	1	1
359	было бы	3	1
360	делает его	1	1
361	оно стремится	3	1
362	в них	4	1
363	нет в	3	1
364	рядом с	4	1
365	она и	1	1
366	на второй	1	1
367	с тем	3	1
368	всю жизнь	2	1
369	он и	5	1
370	когда я	5	1
371	глазами другого	1	1
372	остается в	1	1
373	же я	2	1
374	перед собой	1	1
375	но я	2	1
376	голосов в	5	1
377	с ума	1	1
378	другим и	3	1
379	или точнее	1	1
380	таким же	1	1
381	обращается к	2	1
382	смысле можно	1	1
383	в такой	4	1
384	и без	4	1
385	тем к	1	1
386	случайно они	1	1
387	в котором	3	1
388	вот он	1	1
389	еще нет	1	1
390	перед другим	1	1
391	всего только	1	1
392	не как	3	1
393	стоит в	1	1
394	вопрос кто	1	1
395	на первой	1	1
396	но эта	2	1
397	друг другу	4	1
398	без его	1	1
399	и более	1	1
400	ли я	4	1
401	том и	1	1
402	из виду	1	1
403	собой и	3	1
404	с такими	1	1
405	реплики и	2	1
406	с эстетической	1	1
407	случае в	1	1
408	так он	1	1
409	в таких	1	1
410	я для	4	1
411	к третьему	2	1
412	по крайней	1	1
413	дело в	1	1
414	одна из	1	1
415	на себе	1	1
416	себя свою	1	1
417	которого он	3	1
418	героев и	1	1
419	меня тогда	1	1
420	он мог	1	1
421	себе самом	5	1
422	не приносит	2	1
423	каждый из	2	1
424	в самой	1	1
425	от него	6	1
426	ему и	1	1
427	связи с	1	1
428	как я	1	1
429	внутренней жизни	2	1
430	обращает на	2	1
431	и делает	4	1
432	зрение и	1	1
433	не является	1	1
434	к изучению	1	1
435	очень часто	2	1
436	речи рассказчика	1	1
437	не могут	1	1
438	такого отношения	1	1
439	и заключается	1	1
440	когда мы	1	1
441	его за	4	1
442	значительной степени	1	1
443	его с	5	1
444	слова с	2	1
445	в каждом	6	1
446	оно не	1	1
447	она не	1	1
448	говорит о	2	1
449	в каждой	2	1
450	достоевского где	1	1
451	как мы	8	1
452	а затем	2	1
453	того чтобы	1	1
454	меня в	2	1
455	действующие лица	1	1
456	говорит и	1	1
457	это еще	1	1
458	для читателя	1	1
459	они ни	1	1
460	своей полноте	1	1
461	мысль о	1	1
462	реальной действительности	1	1
463	то время	1	1
464	всей своей	2	1
465	условии что	1	1
466	значение в	1	1
467	и совершенно	1	1
468	с собой	2	1
469	можно было	2	1
470	на нее	2	1
471	он переживает	1	1
472	сознаний в	1	1
473	здесь как	1	1
474	особенно в	2	1
475	с самим	15	1
476	в последующих	1	1
477	с внутренним	3	1
478	и определяется	2	1
479	жизнь и	2	1
480	является в	1	1
481	для этого	2	1
482	с ним	7	1
483	другом а	1	1
484	с человеком	3	1
485	герой из	4	1
486	именно потому	2	1
487	нет на	2	1
488	на вопрос	2	1
489	никак не	1	1
490	героя не	1	1
491	один голос	1	1
492	после того	1	1
493	в сущности	14	1
494	в значительной	1	1
495	эта перемена	1	1
496	мир все	1	1
497	служит для	1	1
498	где ей	1	1
499	лишь путем	1	1
500	строя но	1	1
501	нуждается в	3	1
502	ним и	1	1
503	ибо и	2	1
504	или напротив	1	1
505	голосов они	1	1
506	и только	1	1
507	крайней мере	1	1
508	в другой	1	1
509	наконец в	4	1
510	человека как	2	1
511	о своих	1	1
512	рядом является	1	1
513	с чужим	2	1
514	всех сторон	1	1
515	эти последние	1	1
516	в формах	1	1
517	на которой	2	1
518	один из	1	1
519	но с	1	1
520	в двух	1	1
521	ее к	1	1
522	тот же	4	1
523	и развитием	1	1
524	одного сознания	3	1
525	а у	1	1
526	путь к	1	1
527	не средство	1	1
528	образа в	1	1
529	к миру	1	1
530	между этими	1	1
531	что ж	1	1
532	на мир	1	1
533	теперь в	4	1
534	со всеми	3	1
535	с которыми	2	1
536	так что	5	1
537	из которого	1	1
538	же и	4	1
539	для всех	1	1
540	есть в	1	1
541	только на	4	1
542	всем его	1	1
543	на свое	1	1
544	мнению и	1	1
545	или даже	1	1
546	героев или	1	1
547	из них	3	1
548	за ним	2	1
549	чего бы	2	1
550	только одно	1	1
551	и их	1	1
552	ведь это	1	1
553	и мир	2	1
554	и прежде	4	1
555	в одном	6	1
556	уклоняется от	1	1
557	так как	4	1
558	тому же	3	1
559	ту сторону	1	1
560	без этого	1	1
561	входят в	1	1
562	случае не	1	1
563	человек как	1	1
564	не говорит	1	1
565	европейского искусства	1	1
566	его мысли	2	1
567	ее на	1	1
568	лишь один	1	1
569	но из	1	1
570	для того	1	1
571	не появляется	1	1
572	не оказывается	1	1
573	другого и	3	1
574	точек зрения	2	1
575	по своим	1	1
576	еще и	1	1
577	такое же	2	1
578	спорит с	1	1
579	с речью	2	1
580	и пр	1	1
581	превращается в	1	1
582	стремится к	6	1
583	с которым	4	1
584	в произведениях	2	1
585	жизнь в	1	1
586	вы как	3	1
587	же точно	1	1
588	весь его	2	1
589	своей структуре	1	1
590	что из	1	1
591	и слово	8	1
592	если не	1	1
593	которые будут	1	1
594	перейдем к	1	1
595	но кто	1	1
596	в одной	3	1
597	каждая его	1	1
598	со словом	3	1
599	требует от	1	1
600	к своему	5	1
601	определяет его	1	1
602	и пусть	2	1
603	но вы	1	1
604	тому как	2	1
605	есть как	1	1
606	в мир	1	1
607	да и	5	1
608	главного героя	1	1
609	с этой	2	1
610	этом случае	1	1
611	художественное произведение	1	1
612	быть и	2	1
613	о его	1	1
614	все это	14	1
615	с иным	1	1
616	точно и	1	1
617	характерные для	1	1
618	вы говорите	1	1
619	о мире	8	1
620	при всем	1	1
621	служат лишь	1	1
622	это уже	2	1
623	еще одна	1	1
624	каким бы	1	1
625	и от	3	1
626	в результате	1	1
627	которая в	1	1
628	больше и	1	1
629	себя самого	7	1
630	нечто смешное	1	1
631	это может	1	1
632	в третьем	1	1
633	из своего	4	1
634	места в	2	1
635	бы в	4	1
636	действительной жизни	1	1
637	не объективно	1	1
638	с другими	2	1
639	своей внутренней	1	1
640	пусть пусть	1	1
641	карамазов в	1	1
642	ни было	3	1
643	же в	1	1
644	себе от	1	1
645	над собою	1	1
646	вступает в	2	1
647	к самому	5	1
648	помимо его	1	1
649	может и	1	1
650	с ней	1	1
651	себе самому	18	1
652	согласен с	1	1
653	из этого	2	1
654	что такое	1	1
655	и другие	1	1
656	в своих	1	1
