N	2gram	Vygotskiy__5	VLabPisa
516	формы как	1	1
517	форму в	1	1
518	евгения онегина	1	1
519	нет никакого	1	1
520	что есть	2	1
521	вплоть до	1	1
522	эта мысль	1	1
523	о фантазии	2	1
524	что эта	4	1
525	с которой	2	1
526	что сущность	1	1
527	об изоляции	1	1
528	с теми	3	1
529	и отсюда	3	1
530	того как	2	1
531	что их	2	1
532	время как	2	1
533	и искусство	1	1
534	иметь в	3	1
535	но только	3	1
536	и пытается	2	1
537	и сводятся	1	1
538	не могло	1	1
539	это с	1	1
540	не имеет	1	1
541	в формы	1	1
542	нет места	1	1
543	казалось бы	4	1
544	учения о	3	1
545	что самое	2	1
546	развиваются как	1	1
547	к ней	1	1
548	видим что	3	1
549	от него	4	1
550	и чувства	2	1
551	как не	1	1
552	с достаточной	1	1
553	мы бы	1	1
554	мысль то	1	1
555	не выражается	1	1
556	только с	1	1
557	как будто	6	1
558	в основе	7	1
559	в каком	3	1
560	если только	1	1
561	верно замечает	1	1
562	к таким	1	1
563	один раз	1	1
564	все то	2	1
565	чрезвычайно важно	1	1
566	лежит в	1	1
567	одну и	1	1
568	установить между	1	1
569	быть отнесены	1	1
570	и отчетливее	1	1
571	ничего общего	1	1
572	посмотрим насколько	1	1
573	в применении	1	1
574	и это	8	1
575	и поэтому	3	1
576	в театре	1	1
577	именно эту	1	1
578	но по	1	1
579	с ее	1	1
580	как один	1	1
581	совершенно противоположном	2	1
582	же не	2	1
583	данном случае	3	1
584	то или	1	1
585	от обычного	1	1
586	то время	1	1
587	однако эта	2	1
588	на другом	1	1
589	что у	3	1
590	мы только	2	1
591	в нескольких	1	1
592	проблем и	1	1
593	что стихотворение	1	1
594	каждого из	1	1
595	часто в	1	1
596	по тому	1	1
597	по сравнению	4	1
598	мы в	1	1
599	и фабулы	2	1
600	понятно что	2	1
601	является в	2	1
602	строго говоря	2	1
603	силу того	1	1
604	о котором	6	1
605	для этого	9	1
606	и охотно	1	1
607	черты которые	1	1
608	автор не	1	1
609	о нем	1	1
610	материала и	5	1
611	на него	1	1
612	искусства и	5	1
613	и та	2	1
614	и что	23	1
615	после того	1	1
616	для нас	3	1
617	этом заключается	1	1
618	поводу но	1	1
619	под именем	1	1
620	места и	2	1
621	по фрейду	1	1
622	области искусства	1	1
623	и во	1	1
624	противоречия и	1	1
625	существу в	1	1
626	на одном	4	1
627	говорит он	2	1
628	в форме	2	1
629	романа в	1	1
630	в теории	1	1
631	в русском	1	1
632	мы хотим	2	1
633	в него	4	1
634	в сферу	2	1
635	и следует	1	1
636	указывает что	5	1
637	быть и	2	1
638	обе эти	2	1
639	трудно не	1	1
640	душевных сил	2	1
641	но этим	1	1
642	или иные	1	1
643	ассоциации представлений	1	1
644	в какой	1	1
645	к их	1	1
646	быть сведены	1	1
647	в стороне	1	1
648	эстетики но	1	1
649	верно и	1	1
650	который в	1	1
651	во времени	1	1
652	между этими	1	1
653	сам собой	1	1
654	стороны он	2	1
655	можно на	3	1
656	конечно не	1	1
657	и насколько	3	1
658	только на	4	1
659	в живописи	1	1
660	в поэзии	1	1
661	оно в	2	1
662	в виде	1	1
663	в начале	1	1
664	сознание как	1	1
665	басни и	2	1
666	этому вопросу	1	1
667	не дает	2	1
668	этого процесса	1	1
669	или даже	1	1
670	по выражению	1	1
671	она представляется	1	1
672	психологии в	1	1
673	в борьбу	1	1
674	его и	1	1
675	сущность и	1	1
676	и значения	1	1
677	к каким	1	1
678	этой художественной	1	1
679	ни в	3	1
680	содержания и	4	1
681	сами по	2	1
682	в состоянии	3	1
683	как молния	1	1
684	отношение к	1	1
685	но что	1	1
686	дело и	3	1
687	каждый из	1	1
688	из действующих	1	1
689	заметить что	1	1
690	тем что	6	1
691	или ином	1	1
692	встречаемся с	1	1
693	это положение	1	1
694	те черты	1	1
695	образы фантазии	1	1
696	связаны с	1	1
697	не обязательно	1	1
698	что тот	2	1
699	фабулы и	2	1
700	и создает	1	1
701	в свою	3	1
702	чем он	1	1
703	процессе творчества	1	1
704	как же	1	1
705	литературное произведение	1	1
706	могут иметь	1	1
707	в воображении	2	1
708	себя и	2	1
709	полагаем что	1	1
710	связано с	1	1
711	заключается специфическое	1	1
712	поскольку она	1	1
713	и составляет	3	1
714	целым рядом	1	1
715	и самый	2	1
716	все художественное	1	1
717	основное и	1	1
718	борьбу и	2	1
719	самого начала	3	1
720	или с	2	1
721	что перед	1	1
722	если не	1	1
723	свести к	1	1
724	нет ничего	1	1
725	что искусство	4	1
726	представить себе	2	1
727	мы говорим	1	1
728	с реальным	1	1
729	как в	3	1
730	приводит в	1	1
731	той деятельности	1	1
732	в данном	3	1
733	сравнению с	4	1
734	в той	3	1
735	к действительности	1	1
736	свое разрешение	1	1
737	которое не	1	1
738	имеем дело	1	1
739	бы его	2	1
740	исходя из	2	1
741	это значит	2	1
742	том смысле	1	1
743	должно быть	2	1
744	повестей белкина	1	1
745	этого факта	1	1
746	сейчас же	8	1
747	образов их	1	1
748	благодаря этому	1	1
749	совершенно очевидно	5	1
750	только для	1	1
751	но это	1	1
752	стоит только	5	1
753	самое существенное	1	1
754	это явление	1	1
755	мы видим	8	1
756	в следующей	1	1
757	и ему	1	1
758	в умении	1	1
759	для такого	1	1
760	этого противоречия	1	1
761	художник в	1	1
762	вопрос гораздо	1	1
763	не представляет	1	1
764	эти тенденции	1	1
765	процесс мы	1	1
766	романа и	1	1
767	в каждой	3	1
768	внимание на	4	1
769	и все	4	1
770	той или	2	1
771	еще более	1	1
772	и ни	2	1
773	и смысл	1	1
774	авторы например	1	1
775	находится в	2	1
776	ни к	1	1
777	потому что	23	1
778	же оно	1	1
779	которых он	2	1
780	существует ли	1	1
781	и наоборот	1	1
782	исключительно в	1	1
783	его значение	1	1
784	этих элементов	1	1
785	еще в	2	1
786	находит свое	2	1
787	к ее	1	1
788	бы с	1	1
789	месте в	1	1
790	дело с	5	1
791	это в	3	1
792	состоит из	1	1
793	том или	1	1
794	от всех	1	1
795	совершенно не	6	1
796	это на	1	1
797	эти же	1	1
798	или иного	1	1
799	приблизительно в	1	1
800	переживания которые	1	1
801	есть то	2	1
802	к числу	1	1
803	процесса с	1	1
804	видим в	2	1
805	и другие	3	1
806	можно назвать	1	1
807	в таком	3	1
808	или наоборот	2	1
