N	2gram	Tiupa_Lite_3	Komedia
554	с ней	2	1
555	не знает	2	1
556	сказать что	1	1
557	себе на	2	1
558	совершенно не	3	1
559	больше всего	1	1
560	к его	1	1
561	культуры в	1	1
562	военных лет	1	1
563	жизни и	3	1
564	к этой	1	1
565	того времени	1	1
566	в состояние	1	1
567	как на	3	1
568	в таком	1	1
569	этой точки	1	1
570	том числе	3	1
571	они не	1	1
572	искусство для	1	1
