N	2gram	Tiupa_Disk_2	Hudozhes
326	и не	15	2
327	с этой	1	2
328	своей жизни	1	2
329	видно что	1	2
330	отказ от	1	2
331	пока еще	2	2
332	концовке рассказа	1	2
333	в результате	2	2
334	своей собственной	1	2
335	совершенно иной	1	2
336	ни к	5	2
337	его жизнь	1	2
338	человека не	1	2
339	не знает	3	2
340	или иного	2	2
341	и повести	1	2
342	героя в	5	2
343	картина жизни	1	2
344	которая не	1	2
345	встречать а	1	1
346	а между	1	1
347	обращено к	1	1
348	можно говорить	1	1
349	авантюрностью кладоискательских	1	1
350	шестьдесят знаю	1	1
351	и то	4	1
352	лицо обращено	1	1
353	и др	1	1
354	безграничная как	1	1
355	в чьей	1	1
356	тех же	1	1
357	это и	1	1
358	в чужой	1	1
359	в ситуации	1	1
360	в иных	1	1
361	в первом	1	1
362	характерное для	1	1
363	принципиальное различие	1	1
364	достоевского в	1	1
365	и до	1	1
366	на две	1	1
367	проникает в	1	1
368	мысль человека	1	1
369	к рассказу	1	1
370	этой вершины	1	1
371	что французов	1	1
372	на странице	1	1
373	также и	3	1
374	его не	1	1
375	характеристик и	1	1
376	и непонятно	1	1
377	диаметрально противоположные	1	1
378	их мысли	1	1
379	и сказочность	1	1
380	героя субъекта	1	1
381	в ленивом	1	1
382	динамичная чреватая	1	1
383	личностного самоопределения	1	1
384	жанровой традиции	3	1
385	подорожнику к	1	1
386	моя жизнь	1	1
387	бахмут шел	1	1
388	с самых	1	1
389	для осмысления	2	1
390	где клады	1	1
391	сути дела	1	1
392	героя но	1	1
393	схоронены клады	1	1
394	высказывания в	1	1
395	в каждый	1	1
396	в сущности	1	1
397	но она	3	1
398	принадлежит к	3	1
399	увидит даже	1	1
400	то гнездо	1	1
401	с детства	1	1
402	этом так	1	1
403	определение жанра	1	1
404	я не	1	1
405	не сводится	4	1
406	греческое слово	1	1
407	ему в	1	1
408	похожая на	1	1
409	целого в	1	1
410	в безграничной	1	1
411	это время	1	1
412	полете этих	1	1
413	клады гнезда	1	1
414	целого не	1	1
415	и быта	1	1
416	а другие	1	1
417	разумеется не	4	1
418	дорог всеобъемлющий	1	1
419	и притче	1	1
420	колдуне не	1	1
421	время в	2	1
422	в утре	1	1
423	в чем	1	1
424	железных дорог	1	1
425	остроконечной верхушкой	1	1
426	гнал до	1	1
427	действующее лицо	1	1
428	без которого	1	1
429	гусиная лапка	1	1
430	и авантюрностью	1	1
431	не требует	2	1
432	иных случаях	1	1
433	жанровых традиций	1	1
434	сила так	1	1
435	чем это	1	1
436	лапка расходится	1	1
437	где балка	1	1
438	них жил	1	1
439	калмык увидит	1	1
440	в сторону	1	1
441	но достаточно	1	1
442	подводах в	1	1
443	курганов есть	1	1
444	ответ на	1	1
445	есть по	1	1
446	с совершенно	1	1
447	xix столетия	1	1
448	следующей фразой	1	1
449	отношение к	2	1
450	а через	1	1
451	произведение не	1	1
452	непонятно а	1	1
453	тут же	2	1
454	санька лежит	1	1
455	мысли длительные	1	1
456	именно ему	1	1
457	друг от	1	1
458	друга и	1	1
459	это были	1	1
460	анекдотического слова	1	1
461	картины жизни	1	1
462	связи и	1	1
463	ночах вероятно	1	1
464	центрами оказываются	1	1
465	с остроконечной	1	1
466	первый взгляд	2	1
467	оказывается не	2	1
468	гнал из	1	1
469	начнет вот	1	1
470	вот как	1	1
471	произвол захочет	1	1
472	индивидуального самоопределения	1	1
473	собственной жизнью	1	1
474	стороны и	2	1
475	анекдота не	1	1
476	безграничной степи	1	1
477	что касается	1	1
478	однако не	1	1
479	немалой степени	1	1
480	исключает возможность	1	1
481	и точность	1	1
482	в полном	2	1
483	со сверхличной	1	1
484	и как	3	1
485	в футляре	2	1
486	а дальнозоркий	1	1
487	бы стать	1	1
488	слово анекдота	1	1
489	меняется направление	1	1
490	к числу	1	1
491	другой личности	1	1
492	как царя	1	1
493	поражали и	1	1
494	в этот	1	1
495	необходимость решения	1	1
496	возвышенного однообразия	1	1
497	к повести	1	1
498	видения мира	1	1
499	жанрового мышления	2	1
500	к чему	1	1
501	субъектом надчеловеческих	1	1
502	в которой	1	1
503	балочки и	1	1
504	захочет нечистая	1	1
505	нет дела	1	1
506	его годов	1	1
507	бы не	1	1
508	всей своей	3	1
509	из этих	3	1
510	пыльному подорожнику	1	1
511	ходили покойника	1	1
512	ни одна	1	1
513	но превратны	1	1
514	овец их	1	1
515	о других	1	1
516	которых читатель	1	1
517	и рассказа	2	1
518	курьезное своей	2	1
519	свете кроме	1	1
520	той поры	1	1
521	общий исток	1	1
522	невозможно рассказать	1	1
523	внимания к	1	1
524	претендовать на	3	1
525	в притче	2	1
526	но на	1	1
527	анекдот невозможно	1	1
528	своей внешней	1	1
529	универсальности видение	1	1
530	в мир	1	1
531	три года	1	1
532	с машей	1	1
533	верхушкой с	1	1
534	но именно	1	1
535	анекдотического мировосприятия	1	1
536	о которой	1	1
537	или анекдота	2	1
538	наивной фантастикой	1	1
539	одному из	1	1
540	пушкина и	1	1
541	теперь ковыли	1	1
542	становится героем	1	1
543	этого характера	1	1
544	и поезда	1	1
545	зрелый чехов	1	1
546	он должен	1	1
547	же это	1	1
548	к одному	1	1
549	не как	1	1
550	художественного высказывания	1	1
551	в силу	1	1
552	с таким	2	1
553	содержит в	2	1
554	свое время	2	1
555	звено между	1	1
556	этих жанровых	1	1
557	были что	1	1
558	его от	1	1
559	что ни	2	1
560	своих персонажей	1	1
561	и анекдота	3	1
562	везут из	1	1
563	обнаруживает себя	1	1
564	этих долговечных	1	1
565	русского классического	1	1
566	правило не	1	1
567	то ни	1	1
568	своей исходной	1	1
569	уже следующей	1	1
570	анекдота так	1	1
571	а их	1	1
572	фантастикой и	1	1
573	картиной мира	1	1
574	входит в	2	1
575	как небо	1	1
576	тревогу за	1	1
577	клады есть	1	1
578	анекдота оно	1	1
579	александра что	1	1
580	вопроса жизни	1	1
581	самоопределения выбора	1	1
582	москву везли	1	1
583	роль в	4	1
584	кажется порождается	1	1
585	ориентировано на	1	1
586	организации художественного	1	1
587	нормы ни	1	1
588	внутренним я	1	1
589	несущее в	1	1
590	не соответствует	1	1
591	либо неудача	1	1
592	где теперь	1	1
593	но уже	2	1
594	далекая похожая	1	1
595	даже позы	1	1
596	к своим	2	1
597	написана в	1	1
598	соответствии с	3	1
599	далеко не	2	1
600	мира где	1	1
601	фантастичность и	1	1
602	жизни то	1	1
603	рассказу о	1	1
604	этого не	1	1
605	на облако	1	1
606	широкой степи	1	1
607	как гусиная	1	1
608	духовной жизни	1	1
609	он от	1	1
610	человеческого счастья	1	1
611	и того	3	1
612	в апелляции	1	1
613	истории русской	1	1
614	и видно	1	1
615	судьбы то	1	1
616	героем притчи	2	1
617	различные формы	1	1
618	многообразие человеческой	1	1
619	ему интеллектуальную	1	1
620	на первый	2	1
621	перед наивной	1	1
622	превратны человеческие	1	1
623	творческого наследия	1	1
624	стратегия притчи	1	1
625	к пыльному	1	1
626	видение жизни	1	1
627	она сама	1	1
628	рассказе не	1	1
629	апелляции к	1	1
630	между романом	1	1
631	я его	1	1
632	о герое	1	1
633	могильные курганы	1	1
634	установка на	1	1
635	замечали друг	1	1
636	человеком и	1	1
637	открытыми для	1	1
638	складывается мозаичная	1	1
639	как произведение	1	1
640	место в	2	1
641	обращенным к	1	1
642	удача либо	1	1
643	в отличие	12	1
644	в которых	1	1
645	утре которое	1	1
646	к художественности	1	1
647	чреватая анекдотическими	1	1
648	и другого	2	1
649	своей окказиональностью	1	1
650	самого чехова	1	1
651	застает героев	1	1
652	полное равнодушие	1	1
653	паремию пословично-афористическую	1	1
654	в одном	4	1
655	где герой	3	1
656	названных жанров	1	1
657	притчевой картины	1	1
658	другом и	1	1
659	а фантастичность	1	1
660	повести в	1	1
661	неустранимо присутствует	1	1
662	в становлении	3	1
663	и более	1	1
664	их в	2	1
665	богаты событиями	1	1
666	и наоборот	1	1
667	не должно	1	1
668	центром притчевой	1	1
669	что этот	1	1
670	на низменное	1	1
671	этом не	1	1
672	изнутри в	1	1
673	кульминация срывается	1	1
674	стратегии художественного	1	1
675	тогда большой	1	1
676	авторитарное назидательное	1	1
677	может претендовать	3	1
678	и произвол	1	1
679	например и	1	1
680	благодаря жанровому	1	1
681	свистеть начнет	1	1
682	я такой	2	1
683	вовсе не	1	1
684	мировидения но	1	1
685	не тип	1	1
686	на три	1	1
687	на рубеже	3	1
688	вплоть до	1	1
689	но они	1	1
690	тем самым	6	1
691	например тоска	1	1
692	до известной	1	1
693	самого начала	1	1
694	как о	1	1
695	мысли в	1	1
696	дело в	2	1
697	а тогда	1	1
698	барские усадьбы	1	1
699	в основе	4	1
700	каждый день	1	1
701	беззвучии чувствовались	1	1
702	почти достигнутая	1	1
703	и имеет	1	1
704	в самых	1	1
705	ровная и	1	1
706	а притча	1	1
707	к жанру	2	1
708	поры как	1	1
709	это еще	2	1
710	каждый из	1	1
711	жизненной позиции	3	1
712	слова притчи	1	1
713	при отсутствии	1	1
714	и всегда	1	1
715	вероятно поражали	1	1
716	на животе	1	1
717	в москву	1	1
718	есауловки на	1	1
719	земле где	1	1
720	жизни не	2	1
721	только отсюда	1	1
722	чехова было	1	1
723	к чужому	1	1
724	рассказов чехова	1	1
725	самих до	1	1
726	нечто большее	1	1
727	и глядит	1	1
728	всего на	1	1
729	городище и	1	1
730	словесного выражения	1	1
731	анекдот конденсируется	1	1
732	шел а	1	1
733	молокан деревни	1	1
734	дроф эта	1	1
735	анекдотов но	1	1
736	наследия чехова	1	1
737	такая же	1	1
738	с читателем	3	1
739	предстает субъектом	1	1
740	человеческие судьбы	1	1
741	в текст	1	1
742	животе его	1	1
743	этического выбора	2	1
744	акцентированная роль	1	1
745	небо видны	1	1
746	притчевого мировидения	1	1
747	перед ним	1	1
748	к той	1	1
749	как старик	1	1
750	бытия как	1	1
751	дудачьи гнезда	1	1
752	только от	1	1
753	роль анекдота	1	1
754	видно смысла	1	1
755	рассказа глава	1	1
756	внутреннюю свободу	1	1
757	человек без	1	1
758	не могут	1	1
759	или притче	1	1
760	могут быть	3	1
761	вызываемые представлениями	1	1
762	до парижа	1	1
763	только еще	1	1
764	уже было	1	1
765	второго из	1	1
766	всего в	1	1
767	за необходимость	1	1
768	мира полемически	1	1
769	кульминация притчевого	1	1
770	но также	1	1
771	и универсальности	1	1
772	жил своей	1	1
773	было уже	1	1
774	жменю я	1	1
775	но из	1	1
776	вместе ходили	1	1
777	не часто	2	1
778	обращение к	2	1
779	эстетическая модальность	2	1
780	образе мыслящих	1	1
781	о них	1	1
782	внешнее по	1	1
783	в паремию	1	1
784	опираясь на	1	1
785	три балочки	1	1
786	самой земле	1	1
787	детали к	1	1
788	приходит к	1	1
789	гнезда дроф	1	1
790	в жанровом	2	1
791	по определению	1	1
792	чем не	2	1
793	но при	2	1
794	и служит	1	1
795	данном случае	6	1
796	в в	1	1
797	и вековых	1	1
798	для читателя	1	1
799	и беззвучии	1	1
800	по сути	2	1
801	неподвижности и	1	1
802	саур-могила с	1	1
803	классического реализма	1	1
804	и безграничная	1	1
805	с самого	1	1
806	жизнью даже	1	1
807	интересовало его	1	1
808	на свой	1	1
809	однако эта	1	1
810	жанровой природы	1	1
811	различие между	1	1
812	[...] а	3	1
813	вспомнить о	1	1
814	однообразия вечности	1	1
815	в образе	1	1
816	по аналогии	1	1
817	и ночах	1	1
818	взгляд с	1	1
819	представлениями только	1	1
820	камне свистеть	1	1
821	того и	2	1
822	в споре	1	1
823	своей всеобъемлемости	1	1
824	вопрос этот	1	1
825	чем у	1	1
826	на примере	2	1
827	в остроту	1	1
828	которые каждый	1	1
829	усадьбы хутора	1	1
830	он сам	1	1
831	аккуратно каждые	1	1
832	везли мы	1	1
833	о колдуне	1	1
834	жанров и	2	1
835	интеллектуальную тревогу	1	1
836	но здесь	2	1
837	жизненная позиция	1	1
838	все дело	1	1
839	другому в	1	1
840	каждые сутки	1	1
841	к лирическому	1	1
842	сводится к	2	1
843	сутки ни	1	1
844	новеллы и	1	1
845	и т.д	1	1
846	может не	1	1
847	и т.п	12	1
848	шлях не	1	1
849	жизнь которой	1	1
850	говорит об	2	1
851	не перед	1	1
852	обращается к	1	1
853	как притчу	2	1
854	одного из	4	1
855	под тремя	1	1
856	самому себе	1	1
857	фразой почти	1	1
858	покойника царя	1	1
859	в новелле	1	1
860	с другой	5	1
861	[...] но	1	1
862	как было	1	1
863	нас в	1	1
864	как у	1	1
865	дальнозоркий калмык	1	1
866	неудача и	1	1
867	восходит к	3	1
868	он его	1	1
869	угнетали их	1	1
870	вершины видна	1	1
871	позы в	1	1
872	во всех	1	1
873	не со	1	1
874	романа как	1	1
875	организации текста	1	1
876	собственной жизни	1	1
877	о днях	1	1
878	притча в	1	1
879	них складывается	1	1
880	во втором	1	1
881	на одном	1	1
882	точность словесного	1	1
883	в камне	1	1
884	тягучие вызываемые	1	1
885	и только	1	1
886	отношения но	1	1
887	жизни персонажа	1	1
888	здесь царят	1	1
889	анекдоту и	2	1
890	счастье которое	2	1
891	вековых курганов	1	1
892	и овечьих	1	1
893	к личности	1	1
894	людям которые	1	1
895	счастье людям	1	1
896	внимательна к	1	1
897	вечности на	1	1
898	же ровная	1	1
899	в жизнь	1	1
900	на бахмут	1	1
901	и полное	1	1
902	но тут	1	1
903	как объект	1	1
904	в немалой	1	1
905	активизировать мысль	1	1
906	которое было	1	1
907	себя с	2	1
908	царят удача	1	1
909	всеобъемлющий взгляд	1	1
910	вообще однако	1	1
911	днях и	1	1
912	всякое произведение	1	1
913	человеческого существования	1	1
914	романа и	2	1
915	выступают могильные	1	1
916	самоопределения этот	1	1
917	мы вместе	1	1
918	чему сдалось	1	1
919	чьей неподвижности	1	1
920	в какой	1	1
921	читатель застает	1	1
922	по свидетельству	2	1
923	учитель словесности	1	1
924	и небе	1	1
925	субъекта в	3	1
926	повторяется аккуратно	1	1
927	надчеловеческих раздумий	1	1
928	времени и	2	1
929	связующее звено	1	1
930	начинает свой	1	1
931	направление дорог	1	1
932	всяком случае	1	1
933	нужно и	1	1
934	одних и	1	1
935	позиции возвышенного	1	1
936	с будущим	1	1
937	поезда железных	1	1
938	жизнь личности	1	1
939	и ее	3	1
940	ему приходит	1	1
941	[...] и	1	1
942	с одной	4	1
943	старый пастух	1	1
944	художественного внимания	1	1
945	человека с	1	1
946	большой шлях	1	1
947	человеческой личности	1	1
948	же и	1	1
949	есть в	2	1
950	на всем	1	1
951	я в	5	1
952	же анекдота	1	1
953	дважды в	1	1
954	видны барские	1	1
955	конденсируется в	1	1
956	и они	1	1
957	а напротив	1	1
958	же из	1	1
959	знать притчевое	1	1
960	сверхличной заданности	2	1
961	видна равнина	1	1
962	первого лица	1	1
963	в жизни	1	1
964	жанровая форма	1	1
965	так по	1	1
966	является не	2	1
967	не дает	1	1
968	или где	1	1
969	связывается с	1	1
970	но для	1	1
971	между я	1	1
972	овечьих мыслей	1	1
973	этом в	2	1
974	глубоко чужда	1	1
975	одно из	4	1
976	в прозе	1	1
977	могло бы	1	1
978	которая может	1	1
979	балка как	1	1
980	двух противоположных	1	1
981	дела до	1	1
982	на городище	1	1
983	никакого отношения	1	1
984	чехов не	1	1
985	отличие от	12	1
986	той самой	1	1
987	отдельного человека	1	1
988	следует признать	3	1
989	и напротив	1	1
990	камнями или	1	1
991	то самого	1	1
992	не претендуя	1	1
993	анекдот на	1	1
994	в особенности	1	1
995	из двух	3	1
996	спине и	1	1
997	чеховских текстов	1	1
998	говорится что	1	1
999	притчи или	1	1
1000	расходится на	1	1
1001	и героиня	1	1
1002	день могут	1	1
1003	и рассказом	1	1
1004	и тех	1	1
1005	внушить ему	1	1
1006	эти две	1	1
1007	царя встречать	1	1
1008	знаю с	1	1
1009	еще и	1	1
1010	равнина такая	1	1
1011	которое повторяется	1	1
1012	в романе	1	1
1013	можно назвать	4	1
1014	срывается только	1	1
1015	равной степени	1	1
1016	к человеку	1	1
1017	отдельной личности	1	1
1018	до бесчувствия	1	1
1019	которой нет	1	1
1020	этом свете	1	1
1021	крепости [...]	1	1
1022	одной стороны	4	1
1023	инертно закономерной	1	1
1024	уж и	1	1
1025	в особое	1	1
1026	имеют никакого	1	1
1027	не на	2	1
1028	и своим	1	1
1029	существенно для	1	1
1030	ковыли дудачьи	1	1
1031	несомненным что	1	1
1032	формируется в	2	1
1033	притчевое по	1	1
1034	для человека	1	1
1035	прочитывается в	1	1
1036	там где	1	1
1037	главе с	1	1
1038	общий контекст	1	1
1039	ситуации он	1	1
1040	решения вопроса	1	1
1041	о широкой	1	1
1042	с есауловки	1	1
1043	их самих	1	1
1044	ленивом полете	1	1
1045	писателя то	1	1
1046	читателя что	1	1
1047	характер здесь	1	1
1048	низменное многообразие	1	1
1049	именно поэтому	1	1
1050	молчаливой степи	1	1
1051	и угнетали	1	1
1052	параллель в	1	1
1053	потенциальной широты	1	1
1054	иной жанровой	2	1
1055	было ему	1	1
1056	гнездо дудачье	1	1
1057	русской литературы	1	1
1058	годов шестьдесят	1	1
1059	как это	1	1
1060	кроме молчаливой	1	1
1061	места где	1	1
1062	однако для	1	1
1063	речь не	1	1
1064	две жизни	1	1
1065	но все	1	1
1066	в небо	1	1
1067	сдалось земное	1	1
1068	из которых	1	1
1069	и столь	1	1
1070	ни шаг	1	1
1071	xix века	1	1
1072	это своего	1	1
1073	о чем	2	1
1074	облако саур-могила	1	1
1075	сильно билось	1	1
1076	в данном	7	1
1077	на спине	1	1
1078	не замечали	1	1
1079	город и	1	1
1080	этот жанровый	1	1
1081	укладу жизни	2	1
1082	и там	1	1
1083	сверхличной заданностью	2	1
1084	века и	1	1
1085	человека внушить	1	1
1086	анекдотическими ситуациями	1	1
1087	чувствовались века	1	1
1088	в ряду	2	1
1089	присутствует в	1	1
1090	пастух санька	1	1
1091	человек с	1	1
1092	хутора немцев	1	1
1093	и другой	1	1
1094	шаг то	1	1
1095	картин мира	2	1
1096	таганрога на	1	1
1097	претендуя на	1	1
1098	в художественную	1	1
1099	только о	1	1
1100	в контексте	3	1
1101	всеобъемлемости и	1	1
1102	бытия с	1	1
1103	на пути	1	1
1104	жизни с	1	1
1105	является для	1	1
1106	было сказано	1	1
1107	[...] под	1	1
1108	человеческого поведения	1	1
1109	в крепости	1	1
1110	самоактуализации а	1	1
1111	но это	3	1
1112	рассказа как	4	1
1113	а.п чудакова	1	1
1114	и слово	1	1
1115	последующее развитие	1	1
1116	пора и	1	1
1117	укрупненных деталей	1	1
1118	в личностном	2	1
1119	глядит в	1	1
1120	смерти а	1	1
1121	своей тональности	1	1
1122	под названием	1	1
1123	своим слушателям	1	1
1124	долговечных птиц	1	1
1125	от друга	1	1
1126	известной степени	1	1
1127	он видел	1	1
1128	жизни одной	1	1
1129	собственного личного	1	1
1130	эта динамичная	1	1
1131	в голову	1	1
1132	иной картины	1	1
1133	отношения между	2	1
1134	л.н толстой	1	1
1135	собственно и	2	1
1136	находит свою	1	1
1137	лицо и	1	1
1138	формы и	1	1
1139	в пределе	3	1
1140	даже город	1	1
1141	мыслящих овец	1	1
1142	его нет	1	1
1143	и молокан	1	1
1144	когда он	1	1
1145	свою голову	1	1
1146	сказочность человеческого	1	1
1147	тремя камнями	1	1
1148	гнезда были	1	1
1149	солнца и	1	1
1150	как уже	2	1
1151	со своей	1	1
1152	эстетической завершенности	1	1
1153	степи ни	1	1
1154	не более	2	1
1155	пословично-афористическую сентенцию	1	1
1156	не будучи	1	1
1157	противоположные ориентации	1	1
1158	есть другая	1	1
1159	всякий раз	2	1
1160	принципиальная роль	1	1
1161	чеховская поэтика	1	1
1162	слов и	1	1
1163	авторское определение	1	1
1164	длительные тягучие	1	1
1165	старик начинает	1	1
1166	хотя в	1	1
1167	небе о	1	1
1168	кладоискательских анекдотов	1	1
1169	романом и	3	1
1170	опыта в	1	1
1171	человек некий	1	1
1172	о своем	1	1
1173	к истокам	1	1
1174	неотделим от	2	1
1175	идея другой	1	1
1176	художественного времени	2	1
1177	сказать что	1	1
1178	я к	1	1
1179	счастья именно	1	1
1180	полемически противостоит	1	1
1181	до зарытого	1	1
1182	их с	1	1
1183	достигнутая кульминация	1	1
1184	противостоит инертно	1	1
1185	к его	4	1
1186	из этого	1	1
1187	и описаний	1	1
1188	в свое	2	1
1189	царя александра	1	1
1190	себя героем	1	1
1191	и две	1	1
1192	событиями но	1	1
1193	и состоит	2	1
1194	из романа	1	1
1195	этих жанров	3	1
1196	актуальной для	1	1
1197	к другим	1	1
1198	переводится как	1	1
1199	пародийную параллель	1	1
1200	учителя жизни	1	1
1201	засыпает а	1	1
1202	как слово	1	1
1203	немцев и	1	1
1204	где схоронены	1	1
1205	художественной целостности	2	1
1206	который не	2	1
1207	во всяком	1	1
1208	птиц ни	1	1
