N	2gram	Medvedev_F_1	Istorich
469	могло быть	1	1
470	на природу	1	1
471	и действительно	1	1
472	к нашему	1	1
473	должен быть	5	1
474	явления не	1	1
475	который в	1	1
476	именно на	1	1
477	с которыми	1	1
478	из которого	1	1
479	для всех	1	1
480	понимать язык	1	1
481	уже не	2	1
482	не можем	2	1
483	если мы	2	1
484	только на	5	1
485	в науку	1	1
486	от других	1	1
487	и других	3	1
488	и приемы	1	1
489	роль и	1	1
490	мы рассматривали	1	1
491	себе в	1	1
492	никто не	1	1
493	могло бы	2	1
494	как их	2	1
495	вовсе не	10	1
496	они сами	1	1
497	друг друга	4	1
498	но что	1	1
499	социальная жизнь	2	1
500	именно как	12	1
501	к самым	1	1
502	не были	1	1
503	со всем	3	1
504	формах в	1	1
505	ней и	1	1
506	его себе	1	1
507	она властвует	1	1
508	этой роли	1	1
509	что не	1	1
510	них и	1	1
511	а на	1	1
512	здесь дело	1	1
513	здесь эта	1	1
514	а сам	1	1
515	она является	2	1
516	до конца	7	1
517	ничем не	3	1
518	чтобы вслед	1	1
519	и непосредственно	3	1
520	своего рода	1	1
521	место и	1	1
522	одну из	1	1
523	от сюжета	2	1
524	и потому	9	1
525	требует от	1	1
526	xix века	1	1
527	по своему	1	1
528	при которой	1	1
529	в той	1	1
530	что же	1	1
531	отдельности и	1	1
532	там где	1	1
533	это значит	1	1
534	сознание к	1	1
535	к следующему	1	1
536	здесь идет	1	1
537	в это	1	1
538	материал для	1	1
539	этого слова	3	1
540	с этой	4	1
541	в какую-нибудь	1	1
542	воздействия на	3	1
543	здесь имеет	1	1
544	поэтому что	1	1
545	в более	1	1
546	этот образ	2	1
547	только одна	1	1
548	как живого	1	1
549	указать на	2	1
550	при таком	4	1
551	в точном	1	1
552	в результате	2	1
553	особого рода	1	1
554	у них	3	1
555	еще более	1	1
556	ни к	1	1
557	же в	3	1
558	лежит в	1	1
559	е в	1	1
560	к какому	1	1
561	в свою	8	1
562	они весьма	1	1
563	стояло на	1	1
564	она сама	1	1
565	материал и	1	1
566	в отдельности	1	1
567	связи и	1	1
568	из этого	1	1
569	формы его	1	1
570	в самом	5	1
571	живого и	1	1
572	и состоит	1	1
573	пр необходимо	1	1
574	от нового	1	1
575	и эта	1	1
576	часто встречается	1	1
577	которому отнесены	1	1
578	к этому	1	1
