N	2gram	Potebnia_M_1	VrazhdaK
215	нас весьма	1	1
216	в жизни	3	1
217	открытий в	1	1
218	как общее	1	1
219	не всегда	1	1
220	во внимание	3	1
221	в развитии	1	1
222	одного и	2	1
223	в этих	7	1
224	и их	3	1
225	всяком случае	1	1
226	человеком и	3	1
227	на свою	1	1
228	он принимает	1	1
229	тем не	6	1
230	доказывает что	2	1
231	по крайней	2	1
232	без всяких	1	1
233	есть еще	1	1
234	не могли	2	1
235	что этот	1	1
236	времени а	1	1
237	возвращается к	1	1
238	вдаваясь в	1	1
239	всех их	1	1
240	тем самым	4	1
241	человека но	1	1
242	другой не	1	1
243	от нас	2	1
244	не имеет	5	1
245	реального значения	2	1
246	в уме	1	1
247	только не	2	1
248	следовательно и	2	1
249	ничего не	1	1
250	того как	6	1
251	вне его	1	1
252	б в	1	1
253	в другую	2	1
254	по своей	1	1
255	это слово	1	1
256	потому что	52	1
257	до того	1	1
258	этом отношении	1	1
259	в каком	6	1
260	этот закон	1	1
261	в духе	1	1
262	органическое единство	1	1
263	могут быть	9	1
264	мнения о	2	1
265	по характеру	1	1
266	сходство с	1	1
267	не есть	10	1
268	ничего общего	2	1
269	он ищет	1	1
270	с ее	2	1
271	свою очередь	4	1
272	но при	3	1
273	это будет	2	1
274	в ее	1	1
275	только при	2	1
276	не могло	3	1
277	то время	1	1
278	роль в	1	1
279	так и	13	1
280	на нее	1	1
281	не с	1	1
282	было в	1	1
283	еще в	1	1
284	том как	3	1
285	быть может	1	1
286	чисто внешнее	1	1
287	и вообще	3	1
288	можно бы	4	1
289	может в	1	1
290	во всяком	3	1
291	приближается к	1	1
292	с тою	1	1
293	из произведений	1	1
294	до сих	1	1
295	но об	1	1
296	как эта	1	1
297	нас в	1	1
298	затем в	1	1
299	это была	1	1
300	между нами	1	1
301	к нему	1	1
302	во всех	5	1
303	от них	1	1
304	во всей	1	1
305	крайней мере	2	1
306	в другой	3	1
307	вслед за	1	1
308	все в	2	1
309	к которому	3	1
310	тех пор	1	1
311	этом смысле	4	1
312	один из	1	1
313	но с	2	1
314	которым он	1	1
315	проникнуть в	1	1
316	он оставил	1	1
317	во всем	4	1
318	то он	2	1
319	себя в	1	1
320	указания на	2	1
321	мы бы	1	1
322	хотя в	3	1
323	предположение что	2	1
324	в душе	11	1
325	что для	3	1
326	никто не	3	1
327	мы находим	1	1
328	в одном	8	1
329	своих собственных	1	1
330	ее не	1	1
331	друг друга	5	1
332	возможно при	1	1
333	от того	4	1
334	из мысли	1	1
335	нужно было	3	1
336	с другой	7	1
337	именно в	1	1
338	все равно	1	1
339	такое же	1	1
340	души и	5	1
341	прежде всего	4	1
342	выше и	1	1
343	только по	2	1
344	на этот	2	1
345	человек в	1	1
346	что из	1	1
347	нет ничего	2	1
348	время с	1	1
349	за тем	2	1
350	д в	1	1
351	или по	1	1
352	п и	1	1
353	предположить что	1	1
354	может как	1	1
355	что за	1	1
356	бы смысла	1	1
357	в ответ	1	1
358	с тех	1	1
359	по которой	1	1
360	того что	8	1
361	и другом	2	1
362	сих пор	1	1
363	между прочим	2	1
364	но для	1	1
365	под влиянием	2	1
366	более того	1	1
367	и от	3	1
368	но на	2	1
369	людьми и	2	1
370	о котором	3	1
371	хотя и	3	1
372	ее и	1	1
373	бы в	4	1
374	еще более	2	1
375	только что	2	1
376	нем самом	5	1
377	нам не	1	1
378	другой стороны	5	1
379	из этого	2	1
380	только о	1	1
381	жизни и	2	1
382	к этой	3	1
383	как на	3	1
384	в таком	5	1
385	точно так	11	1
386	все что	2	1
387	они не	1	1
