N	2gram	Vinokur_St_1	Komedia
373	что по	1	1
374	к числу	2	1
375	от этого	2	1
376	понимания всего	1	1
377	за это	1	1
378	чуть ли	2	1
379	в нашем	1	1
380	из этих	6	1
381	кем иным	1	1
382	право на	1	1
383	им в	1	1
384	значение так	1	1
385	и те	2	1
386	собственному усмотрению	1	1
387	в случае	2	1
388	е из	1	1
389	больше всего	1	1
390	в статье	7	1
391	всё это	4	1
392	т д	21	1
393	по крайней	2	1
394	первой трети	2	1
395	и почему	4	1
396	в первую	2	1
397	не являются	3	1
398	по душе	1	1
399	том чтобы	1	1
400	еще несколькими	1	1
401	нашего времени	1	1
402	найти себе	1	1
403	с такими	1	1
404	в каждом	3	1
405	для всей	1	1
406	что все	2	1
407	вызвать у	1	1
408	той же	5	1
409	дело но	1	1
410	это было	1	1
411	навлечь на	1	1
412	обоих случаях	1	1
413	известно что	1	1
414	в свой	2	1
415	и тем	3	1
416	в это	1	1
417	материал для	3	1
418	во многом	1	1
419	его и	1	1
420	для них	1	1
421	от которого	1	1
422	он является	1	1
423	соответствии с	1	1
424	дела и	2	1
425	не всегда	2	1
426	сам не	1	1
427	положении в	1	1
428	отвращение к	2	1
429	можно считать	1	1
430	очень важный	1	1
431	такой же	5	1
432	него достаточно	1	1
433	одно из	2	1
434	сказать не	1	1
435	от своего	1	1
436	имеет ничего	2	1
437	работы в	3	1
438	против его	1	1
439	в №	1	1
440	это делает	1	1
441	остается один	1	1
442	за сто	1	1
443	место в	1	1
444	его современников	1	1
445	время своего	1	1
446	не столько	1	1
447	что я	1	1
448	точку зрения	3	1
449	которые в	2	1
450	времени не	4	1
451	но он	2	1
452	иным как	1	1
453	обращение к	1	1
454	это дело	2	1
455	том и	1	1
456	том же	1	1
457	этой работы	2	1
458	так называемого	1	1
459	на совершенно	2	1
460	случае в	4	1
461	как можно	2	1
462	без того	1	1
463	вполне справедливо	1	1
464	в обоих	1	1
465	свое время	2	1
466	текста и	1	1
467	того как	1	1
468	и притом	1	1
469	текстов в	1	1
470	к этим	1	1
471	он еще	1	1
472	так с	1	1
473	не могло	1	1
474	в крайней	1	1
475	на котором	1	1
476	бы между	1	1
477	богатого и	2	1
478	на тему	1	1
479	и лишь	1	1
480	и по	5	1
481	но очень	1	1
482	таким путем	1	1
483	по каким-то	1	1
484	по своей	2	1
485	в сознании	2	1
486	что на	2	1
487	смерти поэта	1	1
488	ну а	1	1
489	мы встречаем	1	1
490	в остальных	3	1
491	один раз	1	1
492	уже о	5	1
493	не давая	1	1
494	могут быть	5	1
495	числе и	2	1
496	слова с	1	1
497	мой взгляд	1	1
498	что при	2	1
499	о них	2	1
500	правда не	1	1
501	от друга	1	1
502	ни одно	1	1
503	что там	2	1
504	полное право	1	1
505	и от	1	1
506	было сделать	1	1
507	можно сделать	1	1
508	традиции не	1	1
509	и когда	1	1
510	что у	4	1
511	в печати	5	1
512	времени и	1	1
513	мог бы	1	1
514	своего пребывания	1	1
515	к его	1	1
516	на которую	1	1
517	когда в	1	1
518	это только	1	1
519	мы в	1	1
520	не его	1	1
521	он к	1	1
522	несколько в	1	1
523	для этого	2	1
524	в настоящее	1	1
525	стремление к	3	1
526	быть ни	1	1
527	ответа на	2	1
528	понять как	1	1
529	и та	1	1
530	язык и	1	1
531	настоящее время	1	1
532	его жизни	3	1
533	после того	1	1
534	все его	1	1
535	через сто	1	1
536	в пользу	2	1
537	может не	2	1
538	там же	1	1
539	за свое	1	1
540	но столь	1	1
541	каждом из	1	1
542	первую очередь	2	1
543	то в	3	1
544	двух сторон	1	1
545	которых в	3	1
546	этому требованию	1	1
547	этому поводу	2	1
548	во втором	4	1
549	но нет	1	1
550	этом и	1	1
551	крайней мере	2	1
552	не надо	2	1
553	того в	1	1
554	о положении	1	1
555	в середине	1	1
556	иначе в	1	1
557	которой в	1	1
558	в лучшем	1	1
559	помощь но	1	1
560	что здесь	2	1
561	чтобы выяснить	1	1
562	на которой	2	1
563	этого материала	1	1
564	всю свою	1	1
565	только в	10	1
566	это тем	1	1
567	в угоду	1	1
568	ссылкой на	1	1
569	не решится	1	1
570	об их	1	1
571	по этому	3	1
572	которая была	2	1
573	на мой	1	1
574	со всеми	2	1
575	менее и	1	1
576	и у	2	1
577	ни одного	2	1
578	целого ряда	2	1
579	является не	4	1
580	как более	2	1
581	каким образом	1	1
582	в ином	1	1
583	и других	1	1
584	что лучше	1	1
585	гораздо ближе	1	1
586	и их	2	1
587	в новом	4	1
588	в прошлом	1	1
589	чтобы она	1	1
590	с этими	1	1
591	от ответственности	1	1
592	в некоторых	1	1
593	с подлинными	1	1
594	и никогда	1	1
595	именно об	1	1
596	где в	1	1
597	естественным для	1	1
598	с общим	1	1
599	из двух	3	1
600	не были	1	1
601	них в	1	1
602	а именно	3	1
603	с той	1	1
604	чем он	1	1
605	и последующих	1	1
606	из других	1	1
607	а с	3	1
608	в сохранившемся	1	1
609	не отдает	1	1
610	показывает что	1	1
611	говорит о	3	1
612	в соответствии	1	1
613	превращается в	2	1
614	текста это	1	1
615	не на	1	1
616	для начала	1	1
617	с дороги	1	1
618	однако и	2	1
619	в руках	1	1
620	г где	1	1
621	в слове	5	1
622	поэта из	1	1
623	нет даже	2	1
624	и ему	1	1
625	приходит на	1	1
626	не видит	1	1
627	было в	1	1
628	именно поэтому	1	1
629	мы находим	4	1
630	и потому	2	1
631	и абсолютно	1	1
632	в разной	1	1
633	всё же	4	1
634	чем на	1	1
635	обратил внимание	1	1
636	своим первым	1	1
637	видит в	1	1
638	такого рода	2	1
639	все таки	1	1
640	он заметил	1	1
641	что пока	1	1
642	в тех	3	1
643	и там	1	1
644	да и	3	1
645	в первой	12	1
646	быть не	1	1
647	можно сказать	1	1
648	и звучит	1	1
649	в так	1	1
650	и таким	1	1
651	а то	2	1
652	он должен	2	1
653	и новой	1	1
654	своих предшественников	1	1
655	другой и	1	1
656	к вопросу	1	1
657	писал в	1	1
658	перед собой	2	1
659	пор еще	1	1
660	и родственных	1	1
661	встречаем в	1	1
662	котором он	1	1
663	или в	1	1
664	в другой	1	1
665	о котором	2	1
666	по инициативе	1	1
667	в голову	1	1
668	то не	2	1
669	рукописи не	2	1
670	себя самого	1	1
671	для нас	7	1
672	это может	1	1
673	у них	1	1
674	в этих	2	1
675	не должен	1	1
676	разве только	1	1
677	можно спорить	1	1
678	места в	2	1
679	хотя в	2	1
680	бы на	1	1
681	но вот	1	1
682	отношении к	1	1
683	совсем иначе	1	1
684	принято в	1	1
685	с ней	1	1
686	не говоря	1	1
687	сказать что	7	1
688	и только	3	1
689	была бы	5	1
690	при его	2	1
691	его произведений	1	1
692	полного доверия	1	1
693	жизни и	5	1
694	но еще	1	1
695	на ужасную	1	1
696	по поводу	7	1
697	уже после	1	1
698	можно назвать	2	1
699	как на	1	1
700	том числе	2	1
701	они не	1	1
702	ничего общего	3	1
