N	2gram	Potebnia_M_4	Narrotol
206	как мы	2	2
207	значения и	1	2
208	свою очередь	1	2
209	другой стороны	1	2
210	в произведении	1	2
211	в пределах	1	2
212	с языком	2	2
213	что может	2	2
214	по мере	7	2
215	с ним	5	2
216	имеем дело	2	2
217	слово то	1	2
218	до сих	4	2
219	с другой	2	2
220	времени в	1	2
221	нас в	2	2
222	в форме	1	2
223	и только	3	2
224	глядя на	2	2
225	же в	1	2
226	с ними	3	2
227	дело с	1	2
228	всяком случае	3	2
229	они могут	2	2
230	только на	4	2
231	сами по	2	2
232	к ним	2	2
233	друг друга	2	2
234	мы можем	10	2
235	и даже	2	2
236	в области	2	2
237	как у	1	2
238	было и	2	2
239	и притом	2	2
240	что не	6	2
241	слово но	1	2
242	человеческой жизни	1	2
243	только от	3	2
244	что мы	10	2
245	если не	1	2
246	вместе с	6	2
247	к его	2	2
248	мог ли	1	2
249	по своему	2	2
250	да и	4	2
251	в первой	1	2
252	слов в	4	2
253	быть и	2	2
254	к двум	1	2
255	в связи	1	2
256	не подлежит	1	2
257	которая в	1	2
258	хотя бы	4	2
259	только что	3	2
260	между ними	4	2
261	сказать что	8	2
262	в свою	2	2
263	все что	2	2
264	в таком	4	2
265	во всяком	5	2
266	первое впечатление	1	1
267	если б	4	1
268	и т	7	1
269	одним из	1	1
270	для образования	1	1
271	его признаков	1	1
272	не знаем	2	1
273	не видим	1	1
274	в следующем	1	1
275	сам по	4	1
276	а из	1	1
277	на самом	3	1
278	только потому	4	1
279	в приведенном	1	1
280	и есть	3	1
281	и до	3	1
282	выражается в	1	1
283	мы уже	3	1
284	например в	3	1
285	полагает что	1	1
286	что между	3	1
287	смысле можно	1	1
288	в первый	2	1
289	то и	4	1
290	из сказанного	3	1
291	что иное	2	1
292	и другая	1	1
293	но даже	2	1
294	в некотором	1	1
295	мы и	2	1
296	из которых	2	1
297	о роли	1	1
298	слово не	1	1
299	себе этого	1	1
300	думая о	1	1
301	нее было	1	1
302	и сами	2	1
303	иное как	2	1
304	быть в	1	1
305	в последних	1	1
306	не представляется	1	1
307	в различных	2	1
308	тем как	2	1
309	природы и	2	1
310	без которого	2	1
311	сказать и	1	1
312	различия между	1	1
313	могло быть	1	1
314	достаточно для	1	1
315	не то	5	1
316	его личную	1	1
317	значение и	2	1
318	не все	1	1
319	отношение к	2	1
320	же мало	1	1
321	и я	2	1
322	его на	1	1
323	с этим	7	1
324	так можно	1	1
325	мы тем	1	1
326	как непосредственное	1	1
327	в последовательность	1	1
328	в образовании	1	1
329	от ее	2	1
330	и к	6	1
331	в действительности	3	1
332	следующим образом	1	1
333	это их	1	1
334	это то	1	1
335	что слово	10	1
336	в которой	6	1
337	что это	7	1
338	бы не	3	1
339	то я	1	1
340	во многих	2	1
341	к своей	1	1
342	он думает	2	1
343	и тот	3	1
344	разные времена	1	1
345	что даже	2	1
346	не годится	1	1
347	но на	1	1
348	человек не	2	1
349	лишится своего	1	1
350	например как	1	1
351	что она	2	1
352	главным образом	1	1
353	т д	3	1
354	может состоять	1	1
355	с естественным	1	1
356	скоро и	1	1
357	как с	1	1
358	не как	2	1
359	в силу	7	1
360	какой бы	1	1
361	состояния следует	1	1
362	и по	3	1
363	в нее	3	1
364	таким образом	24	1
365	но все	1	1
366	значительной степени	2	1
367	означает нечто	1	1
368	связью между	1	1
369	значение в	1	1
370	том случае	3	1
371	фактов не	1	1
372	той же	3	1
373	них не	1	1
374	чего в	1	1
375	его в	4	1
376	второй половины	1	1
377	своей точки	1	1
378	с другими	4	1
379	предполагаем в	1	1
380	деле в	1	1
381	он есть	1	1
382	именно что	1	1
383	например с	2	1
384	лучше чем	1	1
385	есть время	1	1
386	из истории	1	1
387	но уже	3	1
388	далеко не	1	1
389	жизни то	1	1
390	на основании	4	1
391	в ее	2	1
392	с тем	7	1
393	одна и	2	1
394	мы видели	1	1
395	о шуме	1	1
396	ведет к	3	1
397	и было	1	1
398	во время	2	1
399	этой связи	1	1
400	в котором	4	1
401	с точки	3	1
402	в их	1	1
403	оно живет	2	1
404	и животным	1	1
405	в которых	3	1
406	что я	11	1
407	от его	2	1
408	и они	2	1
409	нее то	1	1
410	исчезает и	2	1
411	его мы	1	1
412	теми же	2	1
413	по крайней	5	1
414	на языке	1	1
415	и наоборот	1	1
416	что этот	1	1
417	для нее	1	1
418	даже в	2	1
419	что эта	1	1
420	случае мы	1	1
421	тому что	2	1
422	состоящий в	1	1
423	что происходит	2	1
424	возникает в	1	1
425	так как	14	1
426	до известной	2	1
427	того как	6	1
428	которые не	2	1
429	с и	2	1
430	одновременно все	1	1
431	иное дело	1	1
432	судя по	2	1
433	приведенном выше	1	1
434	степени это	1	1
435	целая цепь	1	1
436	невозможно но	1	1
437	слова как	1	1
438	во всем	1	1
439	как не	1	1
440	мы бы	2	1
441	не принадлежит	1	1
442	только с	1	1
443	образом не	1	1
444	со множеством	1	1
445	могут быть	7	1
446	для развития	1	1
447	мере того	4	1
448	понять что	1	1
449	указывает на	2	1
450	если же	4	1
451	было для	1	1
452	значение это	1	1
453	словами в	2	1
454	от друга	1	1
455	в виду	3	1
456	говорит и	1	1
457	называемой в	1	1
458	представляется возможным	1	1
459	всей своей	1	1
460	в более	2	1
461	слова а	1	1
462	и совершенно	1	1
463	и когда	2	1
464	и сам	1	1
465	что каждый	1	1
466	по этой	1	1
467	в другом	1	1
468	в образе	2	1
469	переход к	1	1
470	из двух	1	1
471	на нее	3	1
472	не с	2	1
473	ясно что	1	1
474	себя что	1	1
475	на которую	1	1
476	во второй	1	1
477	том как	1	1
478	является в	1	1
479	и чтобы	1	1
480	из одного	3	1
481	и вообще	2	1
482	и здесь	2	1
483	зависеть от	1	1
484	это происходит	1	1
485	и та	4	1
486	в глаза	1	1
487	свою историю	2	1
488	теперь и	1	1
489	ее и	1	1
490	для нас	14	1
491	к слову	3	1
492	подлежит сомнению	1	1
493	о пользе	1	1
494	не умеет	1	1
495	во всех	1	1
496	с нами	1	1
497	но несомненно	1	1
498	а потому	1	1
499	на одном	1	1
500	что и	7	1
501	крайней мере	5	1
502	чем и	1	1
503	не более	1	1
504	вслед за	1	1
505	бывает и	1	1
506	к ней	2	1
507	и мы	5	1
508	словами как	1	1
509	с той	1	1
510	оно и	1	1
511	в двух	2	1
512	к различным	1	1
513	тот же	2	1
514	или когда	1	1
515	одной из	1	1
516	зрения в	1	1
517	бы из	1	1
518	в разные	1	1
519	видел как	1	1
520	по мнению	1	1
521	сложности и	1	1
522	между этими	1	1
523	бы ни	2	1
524	их не	1	1
525	место из	2	1
526	с одной	1	1
527	и мысли	2	1
528	целого на	1	1
529	на предмет	1	1
530	к одному	3	1
531	которые мы	2	1
532	того же	1	1
533	но о	1	1
534	на всем	1	1
535	и у	2	1
536	уже в	5	1
537	языка как	1	1
538	различия в	1	1
539	свидетельствует о	1	1
540	у них	1	1
541	не из	5	1
542	в душе	1	1
543	но совершенно	1	1
544	участие в	1	1
545	и понимание	1	1
546	только одно	1	1
547	на столе	1	1
548	этом в	2	1
549	представить себе	2	1
550	для другого	1	1
551	бытия и	1	1
552	само по	5	1
553	которые могут	1	1
554	тем что	10	1
555	на том	2	1
556	указание на	1	1
557	друг от	1	1
558	а слово	1	1
559	даже не	2	1
560	же самым	3	1
561	к нашему	1	1
562	если только	1	1
563	до этого	3	1
564	и нельзя	2	1
565	а именно	4	1
566	значения в	1	1
567	этого значения	1	1
568	на чем	1	1
569	а с	1	1
570	течением времени	2	1
571	отдельного слова	2	1
572	о влиянии	1	1
573	одной стороны	1	1
574	на этот	2	1
575	из слова	1	1
576	стремится к	2	1
577	а главное	1	1
578	их друг	1	1
579	следующее место	1	1
580	его как	1	1
581	понятие о	1	1
582	там где	3	1
583	умеет выразить	1	1
584	порядок и	1	1
585	связь с	1	1
586	одно слово	5	1
587	в лесу	1	1
588	так же	4	1
589	из мира	1	1
590	границы между	1	1
591	субъекта и	1	1
592	его внутренней	1	1
593	и потому	10	1
594	возможность в	3	1
595	без помощи	1	1
596	надо было	1	1
597	со словом	3	1
598	этого момента	1	1
599	в человеке	1	1
600	этих случаях	2	1
601	она есть	1	1
602	о человеке	3	1
603	образ и	1	1
604	не можем	5	1
605	слово а	1	1
606	на другое	1	1
607	слова и	5	1
608	связано со	1	1
609	на разных	1	1
610	художественное произведение	2	1
611	как один	1	1
612	но это	3	1
613	все это	5	1
614	числе и	1	1
615	это явление	1	1
616	одного и	1	1
617	известной степени	3	1
618	говорящего и	2	1
619	последних словах	1	1
620	при таком	1	1
621	сознания и	1	1
622	о котором	1	1
623	человек и	1	1
624	в голову	2	1
625	она уже	1	1
626	или другой	1	1
627	то не	1	1
628	слов с	1	1
629	нас по	1	1
630	но еще	1	1
631	еще более	2	1
632	тем более	5	1
633	языка может	1	1
634	вполне подтверждает	1	1
635	отношении к	1	1
636	есть от	2	1
637	первый раз	1	1
638	слова с	3	1
639	не знает	1	1
640	была бы	1	1
641	то хотя	1	1
642	не сами	1	1
643	только о	2	1
644	в свое	1	1
645	на свет	1	1
646	себе но	1	1
647	жизни без	1	1
648	например так	1	1
649	в искусстве	3	1
650	случае если	1	1
651	по поводу	4	1
652	следует сказать	2	1
653	точно так	2	1
654	это время	1	1
655	том числе	1	1
