N	2gram	Medvedev_U_1	Formalny
103	материала и	2	3
104	произведение как	1	3
105	литературы как	1	3
106	но для	1	3
107	не о	3	3
108	теоретической поэтики	2	3
109	сводится к	2	3
110	морали религии	1	3
111	об искусстве	1	3
112	в широком	2	3
113	бы в	1	3
114	говорит он	1	3
115	для него	3	3
116	не для	1	3
117	и даже	1	3
118	в области	3	3
119	не было	1	3
120	его как	1	3
121	в россии	4	3
122	произведения искусства	3	3
123	смысле этого	2	3
124	в художественном	5	3
125	но это	2	3
126	она должна	1	3
127	же в	1	3
128	исторической поэтики	1	3
129	что он	2	3
130	же как	1	2
131	и это	1	2
132	а как	2	2
133	как таковым	1	2
134	литературы и	2	2
135	своей работе	1	2
136	поэтика должна	1	2
137	нет и	1	2
138	за пределы	1	2
139	искусства не	1	2
140	в произведении	1	2
141	не приходится	2	2
142	он в	1	2
143	на его	1	2
144	формальным методом	1	2
145	мы полагаем	1	2
146	это не	3	2
147	начала и	1	2
148	с тем	1	2
149	и техники	1	2
150	почти не	1	2
151	что было	1	2
152	формализма в	1	2
153	и форм	1	2
154	ничего не	2	2
155	в противовес	2	2
156	и является	2	2
157	фактов и	2	2
158	данного произведения	1	2
159	не есть	2	2
160	от произведения	1	2
161	приводит к	1	2
162	произведения а	1	2
163	историю литературы	1	2
164	произведения как	1	2
165	и что	1	2
166	и содержание	1	2
167	в различных	1	2
168	единства и	1	2
169	литературные произведения	1	2
170	все в	1	2
171	между тем	2	2
172	что и	2	2
173	ее к	1	2
174	только в	2	2
175	таком понимании	1	2
176	уже не	1	2
177	его и	2	2
178	не связанных	1	2
179	в современном	1	2
180	как такового	3	2
181	как раз	2	2
182	полагаем что	1	2
183	даже и	2	2
184	или иначе	1	2
185	историческая поэтика	1	2
186	художественной формы	2	2
187	как элемент	1	2
188	образом на	1	2
189	по существу	2	2
190	искусства как	2	2
191	художественного восприятия	1	2
192	ни было	3	2
193	и барокко	1	2
194	только как	1	2
195	в системе	2	2
196	на своем	1	2
197	что такое	4	2
198	как таковое	1	2
199	а между	2	1
200	и через	2	1
201	и приемы	1	1
202	он может	1	1
203	из самых	1	1
204	установка на	1	1
205	конструктивный принцип	1	1
206	той же	1	1
207	методом и	1	1
208	смысле можно	1	1
209	содержания в	1	1
210	развитие в	1	1
211	а для	1	1
212	и отчетливых	1	1
213	как таковая	1	1
214	но конечно	2	1
215	ее существование	1	1
216	в данном	1	1
217	к которой	1	1
218	не входит	1	1
219	оно является	1	1
220	и являлись	1	1
221	о необходимости	1	1
222	построения и	1	1
223	как элементы	1	1
224	как нам	1	1
225	на элемент	1	1
226	есть ли	1	1
227	искусство и	1	1
228	в этот	1	1
229	бы и	2	1
230	мы получаем	2	1
231	так или	1	1
232	творчество и	1	1
233	на то	1	1
234	и возможностей	1	1
235	направлено на	1	1
236	широком смысле	1	1
237	теории и	1	1
238	противном случае	2	1
239	не следует	3	1
240	для формалистов	1	1
241	может пройти	1	1
242	они в	1	1
243	не значит	1	1
244	литературной науки	4	1
245	этот процесс	1	1
246	органического единства	1	1
247	на эстетику	1	1
248	общих принципов	1	1
249	или иных	2	1
250	связанных с	1	1
251	и единого	1	1
252	этом смысле	2	1
253	и отчетливо	1	1
254	в итоге	2	1
255	материал для	2	1
256	далеко не	1	1
257	этого не	1	1
258	место и	1	1
259	он и	1	1
260	как целого	1	1
261	даны не	1	1
262	все элементы	1	1
263	художественного творчества	5	1
264	в котором	1	1
265	не столько	2	1
266	основными понятиями	1	1
267	но он	1	1
268	друг другу	1	1
269	тому чтобы	1	1
270	и вся	1	1
271	поэтики и	1	1
272	к изучению	1	1
273	анализ его	1	1
274	истории искусств	1	1
275	это то	1	1
276	понятие формы	1	1
277	он пытается	1	1
278	этом отношении	2	1
279	мы и	2	1
280	точном смысле	1	1
281	принципа в	1	1
282	не могут	2	1
283	могут быть	2	1
284	этого построения	1	1
285	современном европейском	1	1
286	что при	1	1
287	и материал	1	1
288	литературного факта	1	1
289	правда не	1	1
290	данном случае	1	1
291	только при	1	1
292	вопросам методологии	1	1
293	в точном	1	1
294	слова а	1	1
295	очень показательна	2	1
296	оно все	1	1
297	пройти мимо	1	1
298	основные определения	1	1
299	в словах	1	1
300	по теории	1	1
301	смысле и	1	1
302	поэтики на	2	1
303	поэтики это	1	1
304	утверждение примата	1	1
305	можно сказать	1	1
306	и эстетики	1	1
307	поэтики еще	1	1
308	самое ее	1	1
309	существенным является	1	1
310	основные понятия	1	1
311	интереса к	2	1
312	которых она	1	1
313	связанных и	1	1
314	сводить к	1	1
315	и действительно	1	1
316	метода не	1	1
317	конкретную жизнь	1	1
318	по мнению	1	1
319	метод должен	1	1
320	с которыми	1	1
321	для всех	2	1
322	краткий срок	1	1
323	в сторону	2	1
324	в виде	1	1
325	а это	1	1
326	или даже	1	1
327	понимании форма	1	1
328	но что	1	1
329	у него	1	1
330	принципов и	1	1
331	ее содержании	1	1
332	на лингвистику	1	1
333	материал и	1	1
334	даже не	1	1
335	методологии истории	1	1
336	о сущности	1	1
337	что для	1	1
338	искусствоведения и	1	1
339	об ее	1	1
340	науки они	1	1
341	его на	1	1
342	из которых	1	1
343	противников в	1	1
344	нам думается	1	1
345	в той	1	1
346	что же	1	1
347	отдельности и	1	1
348	впервые в	1	1
349	ней не	1	1
350	это значит	1	1
351	к следующему	1	1
352	все детали	1	1
353	но даже	2	1
354	словесных произведений	1	1
355	в противном	2	1
356	в шкловский	2	1
357	произведений и	1	1
358	тех или	2	1
359	процессе художественного	1	1
360	и для	2	1
361	поэтикой и	1	1
362	произведения нельзя	1	1
363	том что	2	1
364	это уже	2	1
365	эти тенденции	1	1
366	довести до	1	1
367	тем более	1	1
368	в совокупности	1	1
369	пришлось бы	3	1
370	в г	1	1
371	и необходимо	1	1
372	гораздо больше	1	1
373	а о	2	1
374	сказать что	1	1
375	другой стороны	3	1
376	существует в	1	1
377	часто встречается	1	1
378	религии и	1	1
379	в отдельности	1	1
380	время не	1	1
381	поэтики в	1	1
382	ее в	1	1
383	и эта	1	1
384	это в	1	1
385	к этому	1	1
