N	2gram	Propp_Russ_2	FransuaR
143	в различных	1	2
144	веселый характер	1	2
145	с одной	2	2
146	но не	5	2
147	если в	1	2
148	что они	1	2
149	в одной	1	2
150	как в	7	2
151	кроме того	2	2
152	хотя и	1	2
153	и наконец	1	2
154	в фольклоре	4	2
155	и этим	1	2
156	как он	1	2
157	так сказать	1	2
158	после этого	2	2
159	на этом	3	2
160	это конечно	1	2
161	может быть	13	2
162	этих форм	1	2
163	и дает	1	2
164	по улицам	1	2
165	по всему	1	2
166	на первый	3	2
167	в этих	3	2
168	и при	2	2
169	в котором	3	2
170	в их	2	2
171	место в	1	2
172	не столько	2	2
173	мир и	1	2
174	их в	4	2
175	том же	4	2
176	и под	3	2
177	принадлежат к	2	2
178	дело в	1	2
179	но она	2	2
180	никогда не	2	2
181	учения о	1	2
182	связи с	2	2
183	как будто	1	2
184	с полной	1	2
185	о том	9	2
186	и это	1	2
187	мы здесь	2	2
188	на нем	1	2
189	же деле	2	2
190	время которого	1	2
191	или в	7	2
192	связанных с	1	2
193	в которые	1	2
194	с ним	1	2
195	на этой	1	2
196	игр и	1	2
197	а также	4	2
198	все в	2	2
199	в другой	1	2
200	также в	2	2
201	в ту	1	2
202	масленичное чучело	1	2
203	мы увидим	1	2
204	есть в	2	2
205	уже не	4	2
206	уже в	1	2
207	их как	1	2
208	ни с	1	2
209	мир в	1	2
210	представлений о	2	2
211	друг друга	3	2
212	как раз	1	2
213	в других	15	2
214	самом же	2	2
215	в особенности	1	2
216	живой и	1	2
217	где они	2	2
218	именно в	4	2
219	в ряде	1	2
220	одной стороны	2	2
221	не на	1	2
222	когда же	1	2
223	что такие	2	2
224	о чем	4	2
225	связаны с	3	2
226	и для	2	2
227	в основе	1	2
228	а как	1	2
229	жизни в	2	2
230	его к	1	2
231	о своем	1	2
232	их с	1	2
233	не может	5	2
234	из этого	2	2
235	как на	1	2
236	только в	1	2
237	и другие	14	2
238	в своих	2	2
239	и эта	1	2
240	это в	2	2
241	к этому	5	2
242	и сожжения	1	1
243	ту же	1	1
244	как все	1	1
245	же как	4	1
246	вряд ли	2	1
247	над этим	1	1
248	из самых	1	1
249	смерть в	1	1
250	что эти	1	1
251	празднеств и	1	1
252	в самом	1	1
253	и название	1	1
254	уверен что	1	1
255	в первый	1	1
256	на место	1	1
257	не была	1	1
258	на дерево	1	1
259	человека и	1	1
260	время как	1	1
261	изображение его	1	1
262	речь это	1	1
263	которое в	2	1
264	кто же	1	1
265	нового урожая	1	1
266	г к	1	1
267	это время	2	1
268	в народном	3	1
269	проявляет себя	1	1
270	и начинают	2	1
271	и хлеб	1	1
272	видели что	4	1
273	явлений и	1	1
274	не все	4	1
275	а он	2	1
276	и уничтожен	1	1
277	отношение к	1	1
278	отличие от	3	1
279	нам право	2	1
280	воплощенной в	1	1
281	нет и	1	1
282	на плодородие	2	1
283	к сожалению	1	1
284	относится к	1	1
285	рассказ о	1	1
286	по обычаю	1	1
287	костра в	1	1
288	первый взгляд	1	1
289	с этим	2	1
290	стороны и	1	1
291	местах где	1	1
292	деле эти	1	1
293	этом же	1	1
294	в сопровождении	1	1
295	что по	4	1
296	новую жизнь	1	1
297	нового и	1	1
298	в этот	10	1
299	сливается с	1	1
300	тем временем	1	1
301	он в	1	1
302	что так	1	1
303	право на	2	1
304	только на	1	1
305	всему что	1	1
306	ленты и	1	1
307	и будущее	1	1
308	только один	1	1
309	тому же	1	1
310	ее как	1	1
311	лица и	1	1
312	на то	1	1
313	после чего	2	1
314	и если	1	1
315	некоторых других	1	1
316	и куда	1	1
317	и играют	1	1
318	ей в	1	1
319	главным образом	3	1
320	некоторые общие	1	1
321	есть одна	1	1
322	различные формы	1	1
323	к разным	1	1
324	на свадьбах	1	1
325	довольно часто	1	1
326	на земле	5	1
327	людей и	2	1
328	что она	3	1
329	встречаются и	1	1
330	здесь мы	2	1
331	указывали на	1	1
332	значение в	1	1
333	об этом	2	1
334	и чтобы	1	1
335	или даже	3	1
336	г в	1	1
337	знает что	1	1
338	входит в	1	1
339	уже знаем	1	1
340	что один	2	1
341	он же	1	1
342	а за	4	1
343	и очень	1	1
344	и некоторых	1	1
345	в данном	6	1
346	как другие	1	1
347	мы не	6	1
348	хотя здесь	1	1
349	о которой	1	1
350	и тогда	1	1
351	и становится	1	1
352	или точнее	1	1
353	нас не	2	1
354	в праздничное	1	1
355	на свою	1	1
356	в отличие	3	1
357	которые в	1	1
358	женского пола	1	1
359	как от	1	1
360	и радость	1	1
361	нечто вроде	2	1
362	i в	1	1
363	что эта	1	1
364	мало того	1	1
365	виду что	1	1
366	дело не	2	1
367	связан и	1	1
368	на него	1	1
369	говорить о	1	1
370	существование так	1	1
371	земли в	1	1
372	следовательно и	1	1
373	найти в	1	1
374	ничего не	1	1
375	именно с	1	1
376	при всем	1	1
377	во всем	2	1
378	буквальном смысле	1	1
379	потому что	5	1
380	же он	1	1
381	изображается как	1	1
382	в самих	1	1
383	этом отношении	1	1
384	эта толпа	1	1
385	что на	2	1
386	у нас	4	1
387	земле на	1	1
388	и оно	1	1
389	в духе	1	1
390	что все	1	1
391	но все	1	1
392	сходство с	1	1
393	смехом и	2	1
394	о происхождении	2	1
395	в полной	1	1
396	из числа	1	1
397	имели и	1	1
398	время они	1	1
399	так например	1	1
400	здесь еще	1	1
401	обычно в	1	1
402	новый год	3	1
403	не будет	1	1
404	свою очередь	1	1
405	средством от	1	1
406	и сами	1	1
407	всем этим	1	1
408	об умирающем	1	1
409	данном случае	7	1
410	и от	3	1
411	надев на	1	1
412	так в	2	1
413	это для	1	1
414	можно было	2	1
415	на нее	6	1
416	еще в	2	1
417	возможно что	1	1
418	с этого	1	1
419	если бы	1	1
420	собой и	1	1
421	но эту	1	1
422	находится в	1	1
423	в тех	1	1
424	из основных	2	1
425	ему нужно	1	1
426	обновления жизни	1	1
427	ее не	1	1
428	и что	5	1
429	что каждый	1	1
430	веселья которые	1	1
431	с того	1	1
432	можно сказать	1	1
433	vii и	2	1
434	наряд и	1	1
435	нас в	1	1
436	и во	1	1
437	от него	1	1
438	чучело в	2	1
439	других игр	1	1
440	ее от	2	1
441	смертью и	1	1
442	что и	2	1
443	в форме	2	1
444	в марте	1	1
445	не надо	1	1
446	как объяснить	4	1
447	в него	2	1
448	в современной	1	1
449	быть и	1	1
450	но с	1	1
451	год и	1	1
452	с себя	1	1
453	силу их	1	1
454	о двух	1	1
455	новое рождение	1	1
456	с веселыми	1	1
457	место куда	1	1
458	будто бы	5	1
459	принимает форму	1	1
460	очень много	1	1
461	несколько подробнее	1	1
462	или же	5	1
463	и ее	2	1
464	сообщает что	8	1
465	от них	1	1
466	по этому	2	1
467	плодородия и	2	1
468	в виде	4	1
469	на этих	1	1
470	при помощи	1	1
471	превращаются в	1	1
472	на столе	1	1
473	эти слова	1	1
474	был бы	1	1
475	для него	1	1
476	же они	1	1
477	в одном	1	1
478	носит характер	1	1
479	как его	1	1
480	каждый из	2	1
481	в самый	2	1
482	указание на	1	1
483	они становятся	1	1
484	само собой	1	1
485	не противоречит	1	1
486	об игре	1	1
487	разрывают на	1	1
488	в это	1	1
489	на голову	6	1
490	без всякой	1	1
491	ней и	1	1
492	имеет и	1	1
493	игры и	1	1
494	а с	2	1
495	в природе	3	1
496	появившись на	1	1
497	говорит о	2	1
498	выступает в	1	1
499	в некоторых	9	1
500	смысла и	1	1
501	нет такого	1	1
502	был в	1	1
503	а наоборот	3	1
504	сжигают чучело	2	1
505	этому времени	1	1
506	на которых	1	1
507	они часто	1	1
508	влияние и	1	1
509	обычай этот	3	1
510	на смерть	1	1
511	они как	1	1
512	под влиянием	1	1
513	ряд других	2	1
514	в руках	2	1
515	и вообще	1	1
516	свою судьбу	1	1
517	церковный обряд	1	1
518	и потому	1	1
519	другая сторона	1	1
520	независимо от	1	1
521	привязывают к	1	1
522	этой игры	1	1
523	смысле этого	1	1
524	и основной	1	1
525	и там	3	1
526	остается в	1	1
527	запрещала и	1	1
528	на шее	1	1
529	здесь все	1	1
530	этого слова	1	1
531	с этой	2	1
532	или с	3	1
533	урожая и	1	1
534	это выражение	1	1
535	этом и	2	1
536	под названием	2	1
537	платком и	1	1
538	этот праздник	3	1
539	и другими	1	1
540	думает что	1	1
541	тот кто	1	1
542	год в	1	1
543	для нас	6	1
544	земли поэтому	1	1
545	не более	1	1
546	его уже	1	1
547	приходится на	1	1
548	в свете	3	1
549	трав и	1	1
550	только что	1	1
551	под ним	2	1
552	в мифе	1	1
553	и начинается	1	1
554	в свою	1	1
555	марте г	1	1
556	всех других	1	1
557	ко всему	1	1
558	более поздние	1	1
559	изо рта	1	1
560	что в	22	1
561	праздников в	2	1
562	день св	1	1
563	в таком	4	1
564	все что	1	1
565	он толкует	1	1
