N	2gram	Vinokur_Ku_2	Poddanst
178	почти исключительно	1	1
179	с ее	1	1
180	мы и	1	1
181	но нужно	1	1
182	и здесь	5	1
183	подчеркнуть что	1	1
184	настоящее время	1	1
185	и что	8	1
186	еще не	5	1
187	и на	6	1
188	он был	1	1
189	с того	1	1
190	с его	1	1
191	вопросу о	3	1
192	это имеет	1	1
193	глаза на	1	1
194	бы часть	1	1
195	увидеть и	1	1
196	в противоречии	1	1
197	не все	3	1
198	более как	1	1
199	что и	3	1
200	отличие от	2	1
201	не просто	2	1
202	в рамках	1	1
203	вот как	1	1
204	возможно также	1	1
205	в современной	2	1
206	тех пор	2	1
207	известном смысле	1	1
208	такова же	1	1
209	всех стран	1	1
210	мысль и	2	1
211	все же	7	1
212	и где	2	1
213	власть и	1	1
214	обе эти	1	1
215	ничего более	1	1
216	в какой	1	1
217	должен быть	5	1
218	понимать что	1	1
219	и такое	1	1
220	в самом	12	1
221	только то	1	1
222	но как	1	1
223	в которой	1	1
224	бы и	4	1
225	что составляет	1	1
226	что это	7	1
227	или его	1	1
228	их не	2	1
229	и настоятельна	1	1
230	могли бы	2	1
231	в статьях	1	1
232	чуть ли	1	1
233	из этих	1	1
234	тот или	1	1
235	если мы	4	1
236	именно на	1	1
237	собою как	1	1
238	в известном	1	1
239	переходит в	1	1
240	наша задача	1	1
241	уже в	3	1
242	во многих	1	1
243	говорить об	1	1
244	в большинстве	1	1
245	на то	4	1
246	в наших	1	1
247	д не	1	1
248	как оно	1	1
249	не могла	1	1
250	и наше	1	1
251	этого процесса	1	1
252	т д	14	1
253	мы знаем	4	1
254	одно из	1	1
255	не как	2	1
256	иначе как	1	1
257	эти могут	1	1
258	к ним	1	1
259	мы можем	1	1
260	можно характеризовать	1	1
261	и только	1	1
262	само по	5	1
263	какой бы	1	1
264	при отсутствии	2	1
265	и по	3	1
266	следует понимать	1	1
267	прежде чем	1	1
268	в каждом	1	1
269	изменения эти	1	1
270	связанные с	2	1
271	возможно что	1	1
272	или иной	1	1
273	из всех	1	1
274	на этой	4	1
275	большинстве случаев	2	1
276	ясно что	5	1
277	русской интеллигенции	1	1
278	е к	1	1
279	везде и	1	1
280	совершенно ясно	1	1
281	например с	1	1
282	есть несколько	1	1
283	русской культуры	1	1
284	что не	6	1
285	в это	1	1
286	в живом	2	1
287	но есть	2	1
288	каком смысле	1	1
289	кто не	1	1
290	где он	1	1
291	далеко не	1	1
292	в этой	6	1
293	отношения в	1	1
294	как и	2	1
295	и уже	1	1
296	с которым	1	1
297	и некоторых	1	1
298	в свете	1	1
299	и я	1	1
300	ведет к	1	1
301	нисколько не	3	1
302	когда в	2	1
303	в одно	1	1
304	являются наиболее	1	1
305	и еще	2	1
306	но до	1	1
307	что если	2	1
308	и при	1	1
309	в которые	3	1
310	так же	4	1
311	за тем	1	1
312	усомниться в	1	1
313	представить себе	2	1
314	всяком случае	5	1
315	что явление	1	1
316	иной вопрос	1	1
317	недостаточно для	1	1
318	ли они	1	1
319	что именно	1	1
320	в положительном	1	1
321	место в	1	1
322	в отличие	2	1
323	знаем что	3	1
324	партии в	1	1
325	в данном	4	1
326	вопрос о	9	1
327	сравнению с	1	1
328	когда и	1	1
329	верить что	1	1
330	к своеобразным	1	1
331	можно говорить	2	1
332	эта не	4	1
333	есть проблема	1	1
334	исключительно на	1	1
335	жива и	1	1
336	как к	1	1
337	и более	2	1
338	там где	5	1
339	уже несколько	1	1
340	того кто	1	1
341	ни были	3	1
342	совершенно явственно	1	1
343	и вся	1	1
344	этой области	4	1
345	коммунизма но	1	1
346	что есть	1	1
347	сущности не	1	1
348	xviii века	1	1
349	что эта	2	1
350	она не	2	1
351	но для	3	1
352	которые были	1	1
353	тогда когда	1	1
354	этом смысле	5	1
355	противоречии с	1	1
356	с и	1	1
357	того чтобы	11	1
358	и скоро	1	1
359	она может	1	1
360	не имеет	4	1
361	никогда не	2	1
362	то главным	1	1
363	в результате	4	1
364	казалось бы	3	1
365	о котором	2	1
366	в настоящее	1	1
367	чтобы понять	2	1
368	или иным	1	1
369	область где	1	1
370	они являются	1	1
371	иными словами	8	1
372	не более	2	1
373	в ком	1	1
374	что по	1	1
375	в наши	1	1
376	другой стороны	7	1
377	только что	1	1
378	в этих	1	1
379	в случаях	1	1
380	каким оно	1	1
381	давно уже	1	1
382	до тех	1	1
383	на фоне	3	1
384	в каком	4	1
385	конечно и	2	1
386	отношением к	1	1
387	только как	2	1
388	и именно	1	1
389	при сохранении	1	1
390	традиции в	1	1
391	что все	5	1
392	ли не	2	1
393	в других	1	1
394	ни к	15	1
395	к действию	2	1
396	рабочих и	2	1
397	что оно	3	1
398	к сожалению	1	1
399	всего что	2	1
400	к этой	3	1
401	ни на	2	1
402	котором говорит	1	1
403	и другие	1	1
404	не есть	1	1
405	вместе с	5	1
406	все еще	1	1
407	именно здесь	1	1
408	это в	2	1
409	что от	1	1
410	темы и	2	1
411	который не	1	1
412	во всяком	5	1
413	они не	1	1
414	гораздо более	3	1
