N	2gram	Bakhtin_Pr_1	VrazhdaK
115	с точки	13	2
116	место в	1	2
117	одна из	3	2
118	никогда не	3	2
119	в момент	1	2
120	к себе	2	2
121	его с	1	2
122	и это	5	2
123	же не	2	2
124	этот роман	1	2
125	еще не	5	2
126	он писал	2	2
127	с нею	1	2
128	уже не	13	2
129	из них	1	2
130	его и	2	2
131	для него	18	2
132	отношение к	2	2
133	к ним	1	2
134	как раз	6	2
135	как же	4	2
136	не может	12	2
137	достоевский был	3	2
138	но это	4	2
139	что я	1	2
140	о достоевском	7	2
141	же в	2	2
142	а в	7	2
143	в свою	1	2
144	это в	1	2
145	себя как	2	1
146	от этой	1	1
147	этого в	1	1
148	на творчество	1	1
149	жестокий талант	1	1
150	это и	5	1
151	идет о	4	1
152	и есть	2	1
153	ему не	1	1
154	по преимуществу	2	1
155	человека достоевский	1	1
156	едва ли	1	1
157	романе не	1	1
158	в их	3	1
159	из всех	1	1
160	той же	5	1
161	биографии в	1	1
162	говорит достоевский	1	1
163	то достоевский	1	1
164	достоевский стремится	1	1
165	именно к	1	1
166	совпадает с	2	1
167	роман в	1	1
168	чтобы объективно	1	1
169	в полной	1	1
170	всего романа	1	1
171	разобраться в	2	1
172	и был	1	1
173	замысла как	1	1
174	достоевского был	2	1
175	одном из	1	1
176	первый план	1	1
177	а следовательно	1	1
178	но не	9	1
179	не все	1	1
180	достоевский прежде	1	1
181	что они	1	1
182	произведений достоевского	6	1
183	к сожалению	1	1
184	они эти	1	1
185	первый взгляд	1	1
186	независимо от	1	1
187	как в	6	1
188	с этим	2	1
189	для создания	2	1
190	как к	3	1
191	что как	1	1
192	как нам	1	1
193	героев достоевского	1	1
194	и наконец	4	1
195	себе не	1	1
196	и отчасти	1	1
197	то в	1	1
198	поэтому он	1	1
199	в самом	10	1
200	что это	1	1
201	в целом	6	1
202	момент его	2	1
203	что же	4	1
204	выражение в	6	1
205	достоевского а	1	1
206	как он	1	1
207	вас и	1	1
208	высшей степени	1	1
209	в первой	2	1
210	всех этих	2	1
211	же это	1	1
212	в плане	5	1
213	из него	1	1
214	однако в	2	1
215	одно и	1	1
216	не будет	1	1
217	их и	1	1
218	это было	1	1
219	заключается в	1	1
220	было бы	5	1
221	был очень	1	1
222	в жизни	2	1
223	и романа	1	1
224	в высшей	1	1
225	не всегда	1	1
226	он и	5	1
227	достоевского вот	1	1
228	достоевский говорит	2	1
229	вячеслав иванов	3	1
230	такой же	1	1
231	художник как	1	1
232	одного и	1	1
233	которую он	1	1
234	и их	1	1
235	можно найти	1	1
236	что о	1	1
237	всяком случае	3	1
238	на свою	1	1
239	он принимает	1	1
240	в авторском	4	1
241	своего рода	1	1
242	но достоевский	1	1
243	по крайней	1	1
244	не могли	1	1
245	времени а	1	1
246	раз и	4	1
247	но они	2	1
248	человека но	2	1
249	не имеет	1	1
250	правда в	2	1
251	русский народ	1	1
252	в процессе	4	1
253	было не	1	1
254	героев и	3	1
255	также что	1	1
256	нем в	2	1
257	только не	1	1
258	следовательно и	2	1
259	ничего не	5	1
260	того как	1	1
261	и лишь	1	1
262	вне его	2	1
263	того в	1	1
264	это слово	1	1
265	потому что	8	1
266	россии где	2	1
267	этом отношении	3	1
268	в каком	1	1
269	его оформления	1	1
270	подполья но	1	1
271	вот в	1	1
272	среди них	1	1
273	достоевский искал	1	1
274	полемизирует с	1	1
275	в духе	3	1
276	органическое единство	1	1
277	в речах	1	1
278	могут быть	6	1
279	во все	2	1
280	отличается от	3	1
281	не есть	2	1
282	он воспринимал	1	1
283	творчества достоевского	8	1
284	он ищет	1	1
285	и образ	1	1
286	свою очередь	1	1
287	но при	1	1
288	в ее	1	1
289	только при	1	1
290	не могло	1	1
291	идет не	2	1
292	то время	1	1
293	роль в	1	1
294	художником и	2	1
295	и сам	2	1
296	человека он	1	1
297	так и	7	1
298	именно этот	1	1
299	вошел в	1	1
300	во второй	1	1
301	но у	4	1
302	с героем	2	1
303	во всяком	5	1
304	до сих	2	1
305	и ставил	1	1
306	к нему	6	1
307	во всех	1	1
308	особенно резко	1	1
309	рассказ не	1	1
310	от них	2	1
311	говорить об	1	1
312	слово его	1	1
313	из своего	2	1
314	во всей	2	1
315	в форме	7	1
316	крайней мере	1	1
317	в другой	3	1
318	тотчас же	1	1
319	все в	3	1
320	достоевского это	1	1
321	романа в	3	1
322	в свете	4	1
323	если это	1	1
324	в литературе	4	1
325	к которому	1	1
326	более всего	1	1
327	этом смысле	10	1
328	один из	2	1
329	но с	3	1
330	достоевского то	1	1
331	романа и	3	1
332	ли он	1	1
333	проникнуть в	1	1
334	то он	2	1
335	в качестве	1	1
336	себя в	1	1
337	сколько в	2	1
338	быть весьма	1	1
339	он подошел	1	1
340	сходятся в	1	1
341	что для	1	1
342	искать в	2	1
343	в одном	10	1
344	существенно что	1	1
345	привела к	1	1
346	друг друга	3	1
347	и никогда	1	1
348	от того	4	1
349	творчеству достоевского	1	1
350	лишь один	2	1
351	это сравнение	1	1
352	героев достоевский	1	1
353	в особенности	1	1
354	обо мне	1	1
355	литературе при	1	1
356	с другой	3	1
357	именно в	5	1
358	все равно	1	1
359	быть прежде	1	1
360	с героями	2	1
361	достоевский находил	1	1
362	прежде всего	7	1
363	в стиле	1	1
364	на этот	2	1
365	до конца	8	1
366	и самый	1	1
367	из героев	1	1
368	что из	2	1
369	не об	2	1
370	молодой достоевский	1	1
371	с помощью	1	1
372	в частности	1	1
373	материал и	3	1
374	роман не	1	1
375	него в	2	1
376	два человека	1	1
377	с идеями	1	1
378	из которых	2	1
379	не знал	1	1
380	фигурируют и	1	1
381	истине в	1	1
382	что за	1	1
383	это за	1	1
384	того что	1	1
385	вы только	1	1
386	романе достоевского	7	1
387	хотя он	1	1
388	и другом	1	1
389	самораскрытие героя	1	1
390	известном смысле	1	1
391	в условиях	2	1
392	сих пор	2	1
393	в основном	1	1
394	у вас	2	1
395	романа с	2	1
396	об одном	1	1
397	слышать о	1	1
398	под влиянием	1	1
399	мире а	3	1
400	внутреннюю логику	1	1
401	более того	5	1
402	и от	2	1
403	но на	1	1
404	и другими	1	1
405	такое понимание	1	1
406	человек и	2	1
407	хотя и	1	1
408	и перед	2	1
409	ее и	1	1
410	бы в	3	1
411	его замысла	1	1
412	у которого	1	1
413	конце концов	5	1
414	для достоевского	5	1
415	позволяет нам	1	1
416	только что	1	1
417	или спора	1	1
418	отношении к	3	1
419	слово за	1	1
420	бедного человека	1	1
421	а о	1	1
422	о своем	3	1
423	быть и	1	1
424	появилась в	1	1
425	только как	2	1
426	другой стороны	3	1
427	свободой и	1	1
428	о творчестве	1	1
429	ему но	2	1
430	автора в	3	1
431	мы считаем	1	1
432	его произведений	1	1
433	бы его	1	1
434	сам в	1	1
435	героя в	4	1
436	жизни и	2	1
437	к этой	1	1
438	мечтатель и	1	1
439	он у	1	1
440	как на	3	1
441	в таком	1	1
442	точно так	1	1
443	все что	3	1
444	они не	4	1
