N	2gram	Medvedev_U_1	Problema
210	одним из	2	1
211	л толстого	1	1
212	он может	1	1
213	об искусстве	1	1
214	должна быть	2	1
215	той же	1	1
216	именно к	1	1
217	а для	1	1
218	не вполне	1	1
219	нужно будет	1	1
220	в сторону	2	1
221	не все	2	1
222	присущей ему	1	1
223	пришлось бы	3	1
224	относится к	1	1
225	независимо от	1	1
226	его на	1	1
227	более или	1	1
228	как таковое	1	1
229	в этот	1	1
230	произведения искусства	3	1
231	так или	1	1
232	как принцип	2	1
233	на его	1	1
234	связанные с	1	1
235	о которой	1	1
236	перестает быть	5	1
237	и уточнить	1	1
238	что она	2	1
239	было когда	1	1
240	входит в	1	1
241	или просто	1	1
242	и индивидуального	1	1
243	быть не	1	1
244	произведение как	1	1
245	и вы	1	1
246	далеко не	1	1
247	со своими	1	1
248	или менее	1	1
249	она в	1	1
250	не как	3	1
251	понятие формы	1	1
252	но он	1	1
253	речи в	1	1
254	общего и	1	1
255	и вся	1	1
256	что с	1	1
257	тогда когда	1	1
258	впрочем для	1	1
259	нельзя сводить	1	1
260	было у	1	1
261	не ставит	1	1
262	возражать против	1	1
263	не столь	1	1
264	так то	1	1
265	художественного оформления	1	1
266	представляется нам	2	1
267	если у	1	1
268	исходить из	1	1
269	данного произведения	1	1
270	не могут	2	1
271	этого и	1	1
272	всего что	1	1
273	анализа в	1	1
274	и свое	1	1
275	было сделать	1	1
276	только более	1	1
277	в пределах	1	1
278	начала и	1	1
279	отлична от	1	1
280	строго говоря	1	1
281	что под	1	1
282	больше чем	1	1
283	никогда и	1	1
284	но использование	1	1
285	произведения как	1	1
286	все его	1	1
287	несомненно и	1	1
288	все в	1	1
289	этих слов	1	1
290	бы и	2	1
291	которых она	1	1
292	что только	1	1
293	и действительно	1	1
294	он уже	1	1
295	бы ни	1	1
296	таком понимании	1	1
297	без этого	1	1
298	для всех	2	1
299	она представляется	1	1
300	у него	1	1
301	как такового	3	1
302	не обладает	1	1
303	само же	1	1
304	понимая под	1	1
305	свести только	1	1
306	или иначе	1	1
307	перестают быть	1	1
308	важным и	1	1
309	самыми разнообразными	1	1
310	конечно нет	2	1
311	нашей критической	1	1
312	до конца	1	1
313	как самодовлеющая	1	1
314	метода как	2	1
315	одной стороны	1	1
316	как таковыми	1	1
317	смысле этого	2	1
318	для первого	1	1
319	поскольку он	1	1
320	более точно	1	1
321	образом на	1	1
322	ней не	1	1
323	для тех	1	1
324	еще раз	1	1
325	только для	1	1
326	точно и	1	1
327	но для	1	1
328	остается в	1	1
329	случае он	1	1
330	не существует	1	1
331	представляется что	1	1
332	о котором	1	1
333	не имеется	1	1
334	это содержание	1	1
335	истории литературы	3	1
336	стороны в	1	1
337	тезис о	1	1
338	только как	1	1
339	равно как	1	1
340	самое что	1	1
341	ее в	1	1
342	от которой	1	1
343	пушкин и	1	1
344	к этому	1	1
