N	2gram	Nazirov_Tv_2	VrazhdaK
303	третий раз	1	1
304	персонажей достоевского	1	1
305	героев достоевского	5	1
306	хочет сделать	1	1
307	и наконец	2	1
308	нападает на	1	1
309	не являются	1	1
310	себе не	1	1
311	души любил	1	1
312	и отчасти	3	1
313	христианство с	1	1
314	в зимних	3	1
315	то в	1	1
316	поэтому он	1	1
317	в самом	3	1
318	достоевского хотя	1	1
319	же быть	1	1
320	что это	1	1
321	мы получаем	1	1
322	в целом	6	1
323	не был	1	1
324	за это	1	1
325	что же	1	1
326	романа это	1	1
327	и и	1	1
328	тому же	2	1
329	во многих	2	1
330	но ведь	2	1
331	в записках	3	1
332	он всегда	2	1
333	нас испанцев	1	1
334	романа достоевский	2	1
335	анекдоты и	1	1
336	от которого	1	1
337	которой не	1	1
338	высшей степени	1	1
339	в первой	2	1
340	окончательный текст	2	1
341	при виде	2	1
342	дать лишь	1	1
343	же это	1	1
344	прототипа ему	1	1
345	чем у	1	1
346	в силу	1	1
347	сердце и	2	1
348	свои собственные	1	1
349	уже говорилось	1	1
350	в окончательный	2	1
351	интересует другое	1	1
352	в плане	3	1
353	однако в	1	1
354	совпадают с	1	1
355	о прототипе	1	1
356	потерпело неудачу	1	1
357	эпизод не	1	1
358	вскоре в	1	1
359	специальных обзоров	1	1
360	позволительно предположить	1	1
361	в глубине	1	1
362	современного испанского	1	1
363	заключается в	1	1
364	смеха и	1	1
365	было бы	1	1
366	в жизни	1	1
367	известного русского	1	1
368	в высшей	1	1
369	другое достоевский	1	1
370	и пригласил	1	1
371	соответствии с	4	1
372	типичен для	1	1
373	всю жизнь	1	1
374	архаического смеха	1	1
375	которой он	2	1
376	начала дать	1	1
377	восходят к	1	1
378	герои романа	1	1
379	в развитии	1	1
380	славянского съезда	1	1
381	не принимал	1	1
382	года и	4	1
383	вячеслав иванов	1	1
384	такой же	2	1
385	перед своим	1	1
386	в этих	1	1
387	в призраках	1	1
388	ориентировался на	2	1
389	на бульваре	1	1
390	и их	1	1
391	юмора так	1	1
392	их прототипы	1	1
393	рядом деталей	1	1
394	молодого человека	1	1
395	всяком случае	2	1
396	м о	1	1
397	художником а	1	1
398	представление о	7	1
399	время самой	1	1
400	встрече с	1	1
401	своего рода	3	1
402	писателя для	1	1
403	сам же	1	1
404	дон кихота	1	1
405	но достоевский	2	1
406	некоторые соображения	1	1
407	войне и	1	1
408	в поэме	1	1
409	идиот и	2	1
410	конце жизни	1	1
411	по крайней	2	1
412	не могли	2	1
413	текущей истории	1	1
414	сюжета достоевский	1	1
415	что этот	2	1
416	возвращается к	1	1
417	далее я	1	1
418	разработки сюжета	1	1
419	смеявшегося над	1	1
420	жизнь его	1	1
421	так он	2	1
422	вплоть до	1	1
423	тем самым	4	1
424	конце х	1	1
425	человечества и	1	1
426	не имеет	1	1
427	писателя за	1	1
428	литературу как	1	1
429	первая часть	4	1
430	в процессе	2	1
431	как о	2	1
432	героев и	1	1
433	кстати в	1	1
434	н майкову	1	1
435	самой сложности	1	1
436	забитой лошади	1	1
437	через него	1	1
438	ничего не	4	1
439	вошедшая в	1	1
440	и лишь	2	1
441	его судьбу	1	1
442	новых времен	1	1
443	и мире	1	1
444	кихота сервантеса	1	1
445	потому что	7	1
446	сервантеса достоевский	1	1
447	это юмор	1	1
448	характеристику самой	1	1
449	отношение автора	1	1
450	ли это	1	1
451	период достоевский	1	1
452	н к	2	1
453	этот факт	2	1
454	легенда о	4	1
455	в духе	4	1
456	надежды на	1	1
457	могут быть	2	1
458	во все	1	1
459	похож на	1	1
460	ли не	2	1
461	сама жизнь	1	1
462	отличается от	1	1
463	сходство с	1	1
464	этой сцене	2	1
465	за что	1	1
466	не есть	1	1
467	достоевского еще	2	1
468	ничего общего	1	1
469	творчества достоевского	1	1
470	у себя	1	1
471	свою очередь	1	1
472	но при	1	1
473	у чехова	1	1
474	в ее	2	1
475	вращался в	1	1
476	сей день	1	1
477	на той	1	1
478	то время	1	1
479	роль в	2	1
480	достоевским как	2	1
481	веру в	2	1
482	его были	1	1
483	и сам	5	1
484	этот период	1	1
485	так и	6	1
486	не с	1	1
487	ясно что	1	1
488	живет в	1	1
489	достоевский при	1	1
490	которого у	1	1
491	еще в	1	1
492	в оскорблении	1	1
493	вошел в	1	1
494	во второй	1	1
495	том как	1	1
496	но у	4	1
497	жизнь и	1	1
498	с героем	1	1
499	образа князя	1	1
500	быть может	3	1
501	и вообще	2	1
502	мнение современного	1	1
503	письмах достоевского	1	1
504	наконец я	1	1
505	грустной из	1	1
506	во всяком	2	1
507	приближается к	1	1
508	в будущее	1	1
509	подменяя специальных	1	1
510	м бахтин	4	1
511	до сих	3	1
512	явление новых	1	1
513	не стоит	2	1
514	с ненавистью	1	1
515	во всех	1	1
516	преступлении и	11	1
517	и конечное	1	1
518	любил и	1	1
519	крайней мере	2	1
520	достоевского это	3	1
521	романа в	1	1
522	в свете	3	1
523	не знаю	1	1
524	признавал этот	1	1
525	в литературе	2	1
526	к которому	2	1
527	в третий	1	1
528	более всего	2	1
529	нас интересует	1	1
530	один из	3	1
531	сразу же	1	1
532	он стал	1	1
533	романа и	3	1
534	ли он	1	1
535	в предисловии	1	1
536	когда достоевский	1	1
537	сложности понятия	1	1
538	н м	4	1
539	то он	1	1
540	в литературу	1	1
541	обзоров попытаемся	1	1
542	петербурга и	1	1
543	за которую	1	1
544	же он	1	1
545	себя в	2	1
546	достоевский признавал	1	1
547	истории человечества	1	1
548	а одна	1	1
549	больше не	1	1
550	своим собственным	1	1
551	записках из	3	1
552	на свое	1	1
553	о великом	3	1
554	предположение что	1	1
555	высоко ценил	1	1
556	в душе	4	1
557	лишь характеристику	1	1
558	характер князя	1	1
559	достоевский так	1	1
560	что для	1	1
561	сервантеса смеявшегося	1	1
562	от архаического	1	1
563	в известной	4	1
564	юмор сервантеса	1	1
565	в одном	2	1
566	считал тургенева	1	1
567	всегда считал	1	1
568	считать что	1	1
569	роман величайшей	1	1
570	друг друга	2	1
571	испанцев настоящий	1	1
572	самой грустной	1	1
573	от апреля	1	1
574	и никогда	1	1
575	за человек	1	1
576	не просто	1	1
577	без внимания	1	1
578	ф м	3	1
579	и записки	2	1
580	десять лет	1	1
581	связан с	1	1
582	в твери	1	1
583	неудачу наше	1	1
584	и сестра	1	1
585	как князь	1	1
586	меланхолическая улыбка	1	1
587	самом потерпело	1	1
588	о своей	1	1
589	если достоевский	1	1
590	с другой	2	1
591	интересно в	1	1
592	писал м	1	1
593	именно в	6	1
594	к роману	3	1
595	такое же	1	1
596	стоит преувеличивать	1	1
597	души и	1	1
598	с героями	2	1
599	прежде всего	8	1
600	выше и	1	1
601	в соответствии	4	1
602	с дон	1	1
603	белинского и	1	1
604	на этот	2	1
605	нашему мнению	4	1
606	это меланхолическая	1	1
607	в рассказе	3	1
608	попытаемся для	1	1
609	так это	1	1
610	и считает	1	1
611	для начала	1	1
612	в ту	2	1
613	человек в	1	1
614	с н	1	1
615	одну из	1	1
616	испанского писателя	1	1
617	зимних заметках	3	1
618	лишними людьми	1	1
619	и литературные	1	1
620	себя на	2	1
621	нет ничего	3	1
622	в частности	2	1
623	уверенности что	1	1
624	из парижа	1	1
625	него в	2	1
626	года когда	2	1
627	время с	1	1
628	настоящий юмор	1	1
629	с первого	1	1
630	д в	3	1
631	человека к	1	1
632	я тоже	1	1
633	не знал	2	1
634	предположить что	1	1
635	может как	1	1
636	что за	1	1
637	не дают	1	1
638	считает односторонним	1	1
639	несравненно более	2	1
640	чувство юмора	1	1
641	достоевский сумел	1	1
642	создания романа	2	1
643	романе достоевского	6	1
644	я с	1	1
645	над тем	1	1
646	известном смысле	1	1
647	сих пор	3	1
648	в основном	6	1
649	летних впечатлениях	2	1
650	и достоевским	1	1
651	заметках о	2	1
652	дают оснований	1	1
653	под влиянием	1	1
654	более того	2	1
655	глубине души	1	1
656	реального прототипа	1	1
657	романтизма и	1	1
658	и от	4	1
659	такое понимание	1	1
660	это как	1	1
661	человек и	1	1
662	хотя и	4	1
663	достоевский пишет	1	1
664	ее и	1	1
665	детали биографии	1	1
666	к михайловского	1	1
667	в литературной	2	1
668	писателя не	1	1
669	еще более	1	1
670	романа идиот	6	1
671	односторонним интересно	1	1
672	но зато	3	1
673	для достоевского	2	1
674	юмор достоевского	1	1
675	уже давно	1	1
676	в обоих	1	1
677	отношении к	1	1
678	роману бесы	1	1
679	нем самом	1	1
680	и начинается	1	1
681	но нас	1	1
682	а о	1	1
683	о своем	1	1
684	только как	1	1
685	другой стороны	2	1
686	свободой и	1	1
687	призраках и	1	1
688	далее он	1	1
689	автора в	1	1
690	и апреля	1	1
691	из этого	2	1
692	понятия юмор	1	1
693	сам в	2	1
694	героя в	4	1
695	париже в	1	1
696	даже поведение	1	1
697	наше чувство	1	1
698	и наказании	10	1
699	маркизом де	1	1
700	молодой человек	1	1
701	по сей	1	1
702	как на	1	1
703	в таком	3	1
704	точно так	1	1
705	не подменяя	1	1
