N	2gram	Vinokur_St_1	Dialekti
564	внимание на	3	1
565	и та	1	1
566	история этих	1	1
567	то не	2	1
568	с целью	1	1
569	скажу что	1	1
570	и напрасно	1	1
571	можно сказать	1	1
572	там в	1	1
573	и который	1	1
574	на точку	2	1
575	все в	2	1
576	тем или	3	1
577	а потому	2	1
578	в другой	1	1
579	бы и	4	1
580	он был	3	1
581	еще только	1	1
582	если это	3	1
583	в лучшем	1	1
584	не зная	1	1
585	но с	3	1
586	но тот	1	1
587	что только	1	1
588	обычно никем	1	1
589	тот же	1	1
590	которым мы	1	1
591	одной из	1	1
592	этот вопрос	4	1
593	в свой	2	1
594	ряд таких	1	1
595	как нечто	1	1
596	чтобы получить	1	1
597	и никто	1	1
598	об их	1	1
599	на факт	1	1
600	в качестве	4	1
601	в сторону	2	1
602	каждый из	1	1
603	вопроса о	3	1
604	всем его	1	1
605	ни одного	2	1
606	чтобы он	1	1
607	хочу сказать	2	1
608	каким образом	1	1
609	а то	2	1
610	и обратно	1	1
611	был бы	1	1
612	не так	1	1
613	дает чрезвычайно	1	1
614	тогда он	1	1
615	представить себе	1	1
616	мы находим	4	1
617	в одном	1	1
618	нечего сказать	1	1
619	заключается именно	1	1
620	очевидно не	2	1
621	никаких особых	1	1
622	к ним	1	1
623	и никогда	1	1
624	бы все	3	1
625	и делает	1	1
626	характерны для	1	1
627	этого понятия	1	1
628	в других	2	1
629	указание на	1	1
630	само собой	1	1
631	взглянули на	1	1
632	самого же	2	1
633	таком виде	1	1
634	точек зрения	1	1
635	до сих	7	1
636	и красоту	1	1
637	необозримое количество	1	1
638	к которому	4	1
639	с той	1	1
640	такое же	1	1
641	или о	1	1
642	при чем	6	1
643	тут-то и	1	1
644	обратиться к	1	1
645	больше и	1	1
646	в некоторых	1	1
647	чтобы убедиться	1	1
648	а главное	1	1
649	самое слово	1	1
650	в подобных	1	1
651	ближе к	1	1
652	не видит	1	1
653	правильно и	1	1
654	уже давно	1	1
655	невозможно установить	1	1
656	внимания к	1	1
657	вместе с	1	1
658	чтобы и	1	1
659	и абсолютно	1	1
660	тот факт	1	1
661	конечно есть	1	1
662	того чем	1	1
663	лежать в	1	1
664	обратил внимание	1	1
665	не дают	1	1
666	в течение	1	1
667	чем в	3	1
668	применении к	3	1
669	я сейчас	1	1
670	и всей	1	1
671	да и	3	1
672	для понимания	1	1
673	я с	2	1
674	том смысле	2	1
675	чтобы было	1	1
676	в это	1	1
677	и смерти	1	1
678	бы себе	1	1
679	сих пор	7	1
680	видно что	3	1
681	лучшем случае	1	1
682	в культуре	1	1
683	и таким	1	1
684	было видеть	1	1
685	здесь в	1	1
686	в обычных	1	1
687	указать на	1	1
688	бы говорить	1	1
689	имеет такое	1	1
690	потому не	1	1
691	но остается	1	1
692	и самому	1	1
693	в результате	3	1
694	за что	4	1
695	о котором	2	1
696	которая в	1	1
697	тот кто	1	1
698	бы ему	1	1
699	это может	1	1
700	в этих	2	1
701	я хотел	1	1
702	но зато	1	1
703	которое должно	1	1
704	пусть в	1	1
705	и очень	4	1
706	же будет	1	1
707	состоит из	1	1
708	уже говорить	1	1
709	совершенно серьезно	1	1
710	для каждой	1	1
711	факты истории	1	1
712	их места	1	1
713	просто не	1	1
714	а может	1	1
715	в процессе	1	1
716	те которые	1	1
717	очень и	1	1
718	смысле что	1	1
