N	2gram	Vygotskiy__5	Poddanst
219	если мы	7	1
220	себя в	1	1
221	в известном	8	1
222	сложной и	1	1
223	оказывается в	1	1
224	что его	1	1
225	только один	2	1
226	уже в	1	1
227	только на	2	1
228	этот вывод	1	1
229	на то	1	1
230	если он	2	1
231	но на	1	1
232	в наших	1	1
233	одинаковое значение	1	1
234	положение что	1	1
235	сделать то	1	1
236	этого процесса	2	1
237	к миру	1	1
238	связывается с	1	1
239	только к	2	1
240	с основной	1	1
241	мы знаем	3	1
242	есть как	1	1
243	не как	1	1
244	иначе как	2	1
245	к ним	2	1
246	мы можем	6	1
247	чтобы это	1	1
248	и только	1	1
249	само по	2	1
250	каждый из	1	1
251	при отсутствии	1	1
252	и по	4	1
253	прежде чем	1	1
254	одно и	1	1
255	момент когда	2	1
256	от нее	1	1
257	в каждом	1	1
258	представляют собой	2	1
259	в школу	3	1
260	связанные с	6	1
261	имеют в	1	1
262	из двух	1	1
263	или иной	1	1
264	развития в	6	1
265	ясно что	1	1
266	его в	2	1
267	связаны с	1	1
268	и тех	1	1
269	совершенно ясно	2	1
270	а с	2	1
271	в природе	1	1
272	что не	1	1
273	или хотя	1	1
274	в ином	1	1
275	обратиться к	2	1
276	которая и	1	1
277	возможность не	1	1
278	из нее	5	1
279	кто не	1	1
280	где он	1	1
281	в этой	6	1
282	отношения в	1	1
283	на основании	2	1
284	как и	8	1
285	и уже	1	1
286	с которым	1	1
287	последствий для	1	1
288	в свете	4	1
289	относящиеся к	1	1
290	и многие	1	1
291	в развитии	28	1
292	нисколько не	1	1
293	или менее	1	1
294	бы оно	1	1
295	что если	4	1
296	в ходе	12	1
297	он сказывается	1	1
298	так же	15	1
299	представить себе	1	1
300	всяком случае	1	1
301	все основные	3	1
302	к предмету	2	1
303	что именно	1	1
304	место в	1	1
305	одна сторона	1	1
306	в отличие	2	1
307	мысли и	5	1
308	знаем что	1	1
309	в данном	1	1
310	вопрос о	12	1
311	сравнению с	5	1
312	значительную часть	1	1
313	чем к	1	1
314	заложенное в	1	1
315	есть проблема	1	1
316	что было	2	1
317	эти последние	1	1
318	и эти	2	1
319	как к	1	1
320	и более	3	1
321	в прошлом	1	1
322	там где	1	1
323	друг с	7	1
324	распадается на	1	1
325	и менее	1	1
326	может идти	3	1
327	ни были	1	1
328	этой области	1	1
329	и другим	2	1
330	что происходит	1	1
331	в основном	1	1
332	чем то	1	1
333	что эта	3	1
334	с которой	1	1
335	она не	1	1
336	что с	5	1
337	входят в	1	1
338	но для	1	1
339	к другим	1	1
340	тогда когда	5	1
341	этом смысле	1	1
342	исключает всякую	1	1
343	в сферу	1	1
344	только мы	1	1
345	случаях когда	1	1
346	того чтобы	17	1
347	об отношении	2	1
348	не имеет	4	1
349	никогда не	5	1
350	в результате	4	1
351	казалось бы	4	1
352	в отношениях	1	1
353	чтобы понять	2	1
354	или иным	2	1
355	находятся в	2	1
356	этих двух	3	1
357	из понимания	1	1
358	область где	1	1
359	они являются	1	1
360	не более	1	1
361	и притом	1	1
362	и которая	1	1
363	как она	3	1
364	и слабость	1	1
365	другой стороны	2	1
366	только что	5	1
367	имеет два	2	1
368	в этих	3	1
369	чем оно	1	1
370	выборе и	1	1
371	над ним	1	1
372	в каком	1	1
373	в психологии	1	1
374	отношением к	2	1
375	в момент	2	1
376	по одному	4	1
377	что все	6	1
378	в других	1	1
379	в трех	1	1
380	числе и	1	1
381	мысли но	3	1
382	более широкой	1	1
383	к действию	1	1
384	что оно	6	1
385	к этой	3	1
386	ни на	2	1
387	и другие	2	1
388	не есть	4	1
389	вместе с	4	1
390	выработанные в	1	1
391	это в	1	1
392	что при	1	1
393	во всяком	2	1
394	они не	3	1
395	гораздо более	1	1
