N	2gram	Propp_Morf_1	Dialekti
254	всяком случае	2	2
255	что бы	1	2
256	и она	1	2
257	мы должны	3	2
258	следовательно в	1	2
259	что здесь	1	2
260	д и	1	2
261	мы видим	13	2
262	с ними	1	2
263	в какой	3	2
264	с одной	1	2
265	себя в	1	2
266	если мы	5	2
267	или в	4	2
268	и показать	1	2
269	а потому	1	2
270	но вот	2	2
271	тем что	4	2
272	в очень	1	2
273	где есть	1	2
274	момент в	1	2
275	будем говорить	1	2
276	живой и	2	2
277	до сих	1	2
278	я был	1	2
279	в некоторых	3	2
280	не на	2	2
281	что мы	2	2
282	в частности	2	2
283	так же	3	2
284	или по	2	2
285	что же	2	2
286	в тех	6	2
287	в состоянии	1	2
288	сих пор	1	2
289	же самое	1	2
290	тех или	1	2
291	форм и	1	2
292	в результате	7	2
293	в другое	1	2
294	это еще	1	2
295	или не	3	2
296	же в	2	2
297	может и	1	2
298	только о	1	2
299	в виде	2	2
300	ее в	1	2
301	того или	1	2
302	существовать без	2	2
303	нельзя ли	1	2
304	во всяком	2	2
305	смысле слова	4	1
306	что сходные	1	1
307	самых разнообразных	2	1
308	тех же	4	1
309	многих отношениях	1	1
310	всего это	1	1
311	очень много	1	1
312	между двумя	1	1
313	и до	1	1
314	ведь и	1	1
315	сразу есть	1	1
316	быть действительно	1	1
317	уже по	1	1
318	по его	1	1
319	состава и	1	1
320	случае это	1	1
321	ответить на	1	1
322	что под	1	1
323	такое положение	1	1
324	но она	1	1
325	какая разница	1	1
326	ему в	1	1
327	один пример	1	1
328	и ни	1	1
329	не все	6	1
330	кто же	1	1
331	и живого	1	1
332	не от	2	1
333	вывод что	2	1
334	он был	1	1
335	всегда можно	1	1
336	он сам	1	1
337	бы то	3	1
338	в различных	2	1
339	жениться на	1	1
340	видим каков	1	1
341	другой пример	1	1
342	мы будем	3	1
343	себе он	1	1
344	со всеми	1	1
345	а он	1	1
346	отличие от	1	1
347	во что	1	1
348	являются из	1	1
349	переходит на	1	1
350	тем больше	1	1
351	первый взгляд	3	1
352	что именно	1	1
353	вот мы	2	1
354	показать что	4	1
355	можно сомневаться	1	1
356	что касается	1	1
357	тело к	1	1
358	то в	3	1
359	то нет	1	1
360	духа в	1	1
361	только один	1	1
362	к чему	3	1
363	очень многие	1	1
364	в целом	3	1
365	сказать о	2	1
366	образом и	1	1
367	за это	1	1
368	всей своей	1	1
369	из этих	1	1
370	другом случае	1	1
371	во многих	1	1
372	если он	1	1
373	но на	1	1
374	мы получим	1	1
375	на свой	1	1
376	вообще не	1	1
377	три года	3	1
378	связанные с	1	1
379	сколько можно	2	1
380	одному из	3	1
381	собственно не	1	1
382	дает нам	1	1
383	каков характер	1	1
384	мы выделяем	1	1
385	мало того	1	1
386	д все	2	1
387	для данной	1	1
388	иногда же	2	1
389	в основу	2	1
390	больше всего	1	1
391	главным образом	4	1
392	форма есть	1	1
393	же просто	1	1
394	лишь на	2	1
395	и тем	2	1
396	д с	1	1
397	тех которые	1	1
398	в них	1	1
399	также не	1	1
400	ни одной	1	1
401	далеко не	5	1
402	не всегда	9	1
403	вызывает никаких	1	1
404	и вне	3	1
405	чем в	1	1
406	на лбу	1	1
407	понятия и	1	1
408	когда в	1	1
409	и становится	1	1
410	на первый	3	1
411	бы на	1	1
412	нужно только	1	1
413	но если	7	1
414	свою собственную	1	1
415	и ее	3	1
416	как все	1	1
417	именно и	1	1
418	она в	2	1
419	также совершенно	1	1
420	совершенно особой	1	1
421	сама собой	1	1
422	отсюда для	1	1
423	но эта	1	1
424	а есть	1	1
425	не будем	4	1
426	теми же	1	1
427	на эти	1	1
428	примеров это	1	1
429	показал в	1	1
430	идет на	1	1
431	что эта	2	1
432	и начинает	1	1
433	с теми	4	1
434	в обоих	2	1
435	это дает	1	1
436	форма не	1	1
437	это нисколько	1	1
438	в основе	1	1
439	не вызывает	1	1
440	в самых	2	1
441	значение этого	1	1
442	а сама	1	1
443	подобно тому	6	1
444	больше чем	1	1
445	отвечает да	1	1
446	одна из	4	1
447	с религией	1	1
448	и по-видимому	1	1
449	и независимо	1	1
450	она хочет	1	1
451	бы по	1	1
452	и сама	1	1
453	ее можно	1	1
454	деле он	1	1
455	так то	1	1
456	этом отношении	1	1
457	с другом	1	1
458	по ней	1	1
459	и далее	1	1
460	другой ее	1	1
461	встречается в	1	1
462	в сказках	3	1
463	и другим	3	1
464	особый смысл	1	1
465	элементы а	1	1
466	они и	3	1
467	всегда так	1	1
468	оно не	2	1
469	поставить вопрос	2	1
470	то ни	3	1
471	оно может	3	1
472	функции могут	2	1
473	убиение и	1	1
474	не существует	3	1
475	здесь не	2	1
476	были бы	1	1
477	ни стало	1	1
478	в собственном	3	1
479	мысль о	1	1
480	приводит к	2	1
481	слова а	1	1
482	его самого	4	1
483	в живых	3	1
484	в образе	4	1
485	в глаза	2	1
486	он именно	1	1
487	те же	1	1
488	здесь как	1	1
489	раз он	1	1
490	здесь нет	1	1
491	мог бы	1	1
492	от правильности	1	1
493	другое так	1	1
494	которые он	1	1
495	еще в	1	1
496	и на	1	1
497	у вас	1	1
498	жизненных явлений	1	1
499	составные части	7	1
500	сама она	1	1
501	и здесь	5	1
502	говорить не	1	1
503	все тем	1	1
504	на что	1	1
505	и просто	1	1
506	можно заметить	2	1
507	из ряда	3	1
508	к освобождению	1	1
509	по их	3	1
510	общий принцип	1	1
511	однако что	1	1
512	путь к	2	1
513	нечто иное	1	1
514	как таковая	2	1
515	на одном	1	1
516	как его	1	1
517	во всей	1	1
518	которой все	1	1
519	если это	3	1
520	бросается в	1	1
521	вещи которые	1	1
522	но с	1	1
523	а если	4	1
524	идет по	2	1
525	совсем не	3	1
526	на другие	2	1
527	не имеет	2	1
528	во всем	1	1
529	пор не	1	1
530	и действительно	1	1
531	у тебя	1	1
532	не происходит	3	1
533	но то	1	1
534	нам возможность	1	1
535	в эти	1	1
536	с какой	1	1
537	и хочет	1	1
538	к земле	1	1
539	из которых	3	1
540	только на	1	1
541	всех частях	1	1
542	этой новой	1	1
543	при помощи	9	1
544	его и	2	1
545	превращаются в	1	1
546	не знаешь	2	1
547	домой с	1	1
548	у нее	1	1
549	для меня	1	1
550	друг друга	3	1
551	мы можем	2	1
552	у него	1	1
553	случае не	3	1
554	которые могут	1	1
555	процессов и	1	1
556	она имеет	1	1
557	мы берем	1	1
558	в других	3	1
559	здесь только	1	1
560	это будет	1	1
561	в особенности	1	1
562	из двух	2	1
563	одном месте	1	1
564	даже не	3	1
565	с другим	1	1
566	сюда же	3	1
567	на то	2	1
568	или просто	2	1
569	представляет собою	6	1
570	еще и	1	1
571	мы еще	1	1
572	и др	10	1
573	себя и	2	1
574	обоих случаях	2	1
575	от другого	2	1
576	одной стороны	1	1
577	может ли	1	1
578	кончается то	1	1
579	что несмотря	1	1
580	и условно	1	1
581	могут служить	1	1
582	этом основании	1	1
583	там где	5	1
584	все более	1	1
585	входить в	2	1
586	вступает в	1	1
587	иногда играет	1	1
588	д в	2	1
589	то можно	2	1
590	надо было	1	1
591	всех людей	1	1
592	два или	1	1
593	или нет?	1	1
594	и объект	1	1
595	это делается	1	1
596	что за	1	1
597	в церковь	1	1
598	не дают	1	1
599	тому как	5	1
600	е он	1	1
601	воды и	1	1
602	видим как	1	1
603	по существу	12	1
604	друг с	1	1
605	форма в	3	1
606	действительно не	1	1
607	пр и	2	1
608	или другого	1	1
609	нам еще	2	1
610	религии в	1	1
611	с этой	1	1
612	только для	1	1
613	видно что	1	1
614	но для	2	1
615	оно по	1	1
616	вопрос в	2	1
617	тем и	2	1
618	боя и	1	1
619	в его	1	1
620	это можно	1	1
621	еще раз	1	1
622	из нее	1	1
623	как эта	1	1
624	лишь как	1	1
625	в поле	4	1
626	еще придется	1	1
627	у которого	1	1
628	скажем что	1	1
629	мы не	8	1
630	дана в	1	1
631	все они	1	1
632	все остальные	1	1
633	уже давно	1	1
634	имеет целью	1	1
635	сказках и	1	1
636	не знает	1	1
637	состоит из	1	1
638	а ведь	1	1
639	равно как	1	1
640	в отдельности	1	1
641	из этого	1	1
642	в свое	2	1
643	ли он	1	1
644	есть то	1	1
645	на своем	1	1
646	если же	5	1
647	можно назвать	3	1
648	в голову	1	1
649	но эти	1	1
650	ее может	1	1
651	как на	1	1
652	точно так	1	1
653	от самого	1	1
