N	2gram	Propp_Morf_1	Hudozhes
116	о чем	1	3
117	в данном	1	3
118	в той	1	3
119	и для	2	3
120	таким образом	21	3
121	в таком	1	3
122	таком случае	1	2
123	это и	2	2
124	между двумя	1	2
125	противном случае	1	2
126	о законе	1	2
127	но она	1	2
128	не вполне	1	2
129	и на	1	2
130	в чем	1	2
131	чем это	2	2
132	коем случае	1	2
133	но как	2	2
134	не входит	1	2
135	не все	6	2
136	данный момент	1	2
137	в противном	1	2
138	говорит что	1	2
139	образом и	1	2
140	все эти	2	2
141	в нашем	3	2
142	бы не	1	2
143	всей своей	1	2
144	право на	2	2
145	не форма	1	2
146	в этой	2	2
147	рассказ о	1	2
148	но на	1	2
149	к герою	3	2
150	в силу	1	2
151	на этом	3	2
152	могла бы	4	2
153	об этом	4	2
154	в итоге	2	2
155	в них	1	2
156	несмотря на	4	2
157	ведет к	1	2
158	с другими	1	2
159	и некоторые	1	2
160	известной степени	1	2
161	втором случае	1	2
162	и более	1	2
163	до известной	1	2
164	вовсе не	4	2
165	даже в	1	2
166	тому что	4	2
167	дело не	2	2
168	одна из	4	2
169	и притом	1	2
170	материала в	1	2
171	вытекает из	1	2
172	не является	3	2
173	оно не	2	2
174	однако все	1	2
175	подобных случаях	4	2
176	того чтобы	3	2
177	здесь не	2	2
178	или в	4	2
179	в коем	1	2
180	о том	2	2
181	что каждый	1	2
182	в глаза	2	2
183	всех подобных	1	2
184	а именно	1	2
185	ни к	2	2
186	с одной	1	2
187	и др	10	2
188	слова не	1	2
189	одно из	1	2
190	никто не	3	2
191	в одном	1	2
192	для меня	1	2
193	у него	1	2
194	случае не	3	2
195	для того	2	2
196	а с	2	2
197	себя и	2	2
198	одной стороны	1	2
199	мы легко	1	2
200	так же	3	2
201	как в	3	2
202	из которых	3	2
203	и по	2	2
204	о его	1	2
205	во всех	4	2
206	собственно говоря	1	2
207	одной из	1	2
208	из этого	1	2
209	только о	1	2
210	может или	1	1
211	также и	4	1
212	начинается с	3	1
213	не такое	1	1
214	е годы	1	1
215	и есть	2	1
216	то в	3	1
217	можно говорить	1	1
218	из его	2	1
219	свое место	1	1
220	можно лишь	1	1
221	уже по	1	1
222	случае это	1	1
223	со смертью	2	1
224	от своих	1	1
225	в сущности	3	1
226	а для	1	1
227	и со	1	1
228	которое в	1	1
229	момент в	1	1
230	который может	2	1
231	не от	2	1
232	собой в	2	1
233	между собой	4	1
234	людей в	1	1
235	бы то	3	1
236	что его	2	1
237	в различных	2	1
238	тем как	1	1
239	иных случаях	2	1
240	нет не	1	1
241	здесь также	1	1
242	более как	1	1
243	хранится в	1	1
244	или иное	1	1
245	в е	1	1
246	говорилось выше	1	1
247	что они	2	1
248	более чем	1	1
249	если на	1	1
250	о жизни	1	1
251	можно предположить	1	1
252	что касается	1	1
253	перед нами	10	1
254	к типам	1	1
255	могли бы	1	1
256	к чему	3	1
257	привести к	1	1
258	что это	1	1
259	не упоминается	3	1
260	за это	1	1
261	из этих	1	1
262	одном случае	1	1
263	это разделение	1	1
264	отношение между	1	1
265	имеем в	6	1
266	во многих	1	1
267	после чего	2	1
268	на то	2	1
269	героя к	1	1
270	на его	4	1
271	случаях может	1	1
272	что она	2	1
273	описание ведется	1	1
274	достижения в	1	1
275	одному из	3	1
276	тем и	2	1
277	свою собственную	1	1
278	необходимо для	1	1
279	ни были	1	1
280	чтобы в	1	1
281	подобно тому	6	1
282	его можно	1	1
283	форма в	3	1
284	или иных	1	1
285	по его	1	1
286	многих других	1	1
287	бы они	2	1
288	то ни	3	1
289	а затем	4	1
290	тем в	1	1
291	в совершенно	1	1
292	том случае	1	1
293	собой с	1	1
294	бы быть	1	1
295	а по	3	1
296	не с	2	1
297	это было	3	1
298	и иных	2	1
299	было бы	3	1
300	и где	1	1
301	и одна	1	1
302	лишь на	2	1
303	например с	2	1
304	нет в	1	1
305	как видно	1	1
306	вошел в	1	1
307	и становится	1	1
308	с первых	1	1
309	является непосредственным	1	1
310	или точнее	1	1
311	лежат в	1	1
312	за которым	2	1
313	что от	1	1
314	что говорит	1	1
315	быть названо	3	1
316	значение для	1	1
317	для данного	1	1
318	но во	1	1
319	и наоборот	4	1
320	не должно	1	1
321	их отношении	1	1
322	то с	2	1
323	приводят к	1	1
324	таких случаях	2	1
325	тысяча и	1	1
326	в таких	2	1
327	ее не	1	1
328	но для	2	1
329	она могла	1	1
330	не имеет	2	1
331	на котором	3	1
332	что такое	3	1
333	качестве его	1	1
334	иметь в	1	1
335	это еще	1	1
336	только и	1	1
337	иными словами	1	1
338	этих случаях	11	1
339	связи с	10	1
340	ее можно	1	1
341	не по	2	1
342	окна и	1	1
343	как будто	2	1
344	него но	1	1
345	в каком	2	1
346	этот закон	1	1
347	и здесь	5	1
348	выпадает из	2	1
349	в момент	1	1
350	куда же	1	1
351	когда мы	1	1
352	с логической	2	1
353	и развития	1	1
354	в поле	4	1
355	всегда так	1	1
356	в каждом	1	1
357	для героя	1	1
358	здесь мы	3	1
359	в настоящее	3	1
360	как мы	6	1
361	точно так	1	1
362	для связывания	1	1
363	в собственном	3	1
364	мысль о	1	1
365	в особенности	1	1
366	действия и	1	1
367	но мы	3	1
368	в художественно	1	1
369	то время	3	1
370	вопрос что	2	1
371	на свой	1	1
372	как с	1	1
373	и совершенно	1	1
374	те же	1	1
375	здесь как	1	1
376	с героем	1	1
377	остановимся на	1	1
378	означает что	2	1
379	не означает	1	1
380	настоящее время	3	1
381	всякая фраза	1	1
382	в лес	7	1
383	после того	1	1
384	может не	1	1
385	том или	1	1
386	путь к	2	1
387	в другой	1	1
388	вслед за	5	1
389	целого а	1	1
390	если он	1	1
391	первых же	1	1
392	в него	1	1
393	не требует	1	1
394	в формах	1	1
395	на которой	1	1
396	один из	5	1
397	но с	1	1
398	мы видим	13	1
399	субъективно оно	1	1
400	это необходимо	1	1
401	дело с	1	1
402	природой и	1	1
403	что даже	1	1
404	действующих лиц	11	1
405	в какой	3	1
406	такое же	1	1
407	никак нельзя	1	1
408	или же	6	1
409	не происходит	3	1
410	а после	1	1
411	со всеми	1	1
412	так что	1	1
413	же оно	2	1
414	для всех	1	1
415	если мы	5	1
416	они ни	1	1
417	действующего лица	1	1
418	на свое	1	1
419	как такой	1	1
420	не дает	1	1
421	из них	3	1
422	за ним	1	1
423	характерно что	1	1
424	мы находим	1	1
425	у нее	1	1
426	с этими	1	1
427	так как	16	1
428	как такового	1	1
429	момент для	1	1
430	образом что	1	1
431	представляют собой	11	1
432	чему не	2	1
433	и даже	1	1
434	точек зрения	1	1
435	всех людей	1	1
436	или а	1	1
437	нарушение запрета	2	1
438	на ее	1	1
439	в бою	2	1
440	еще и	1	1
441	перед ним	1	1
442	что не	1	1
443	и пр	37	1
444	непосредственно к	1	1
445	стремится к	1	1
446	из наиболее	1	1
447	однако и	1	1
448	что несмотря	1	1
449	могут изучаться	1	1
450	быть определен	2	1
451	могут служить	1	1
452	не всегда	9	1
453	этим и	1	1
454	то она	1	1
455	в связи	9	1
456	вступает в	1	1
457	является его	1	1
458	в лесу	1	1
459	до этого	1	1
460	в одной	1	1
461	в иных	4	1
462	одну из	1	1
463	не могут	4	1
464	ним как	1	1
465	и объект	1	1
466	определяет его	1	1
467	другу и	2	1
468	одновременно с	1	1
469	тому как	5	1
470	узнает в	1	1
471	в состоянии	1	1
472	никем не	1	1
473	одна ночь	1	1
474	быть не	1	1
475	по собственному	1	1
476	в это	1	1
477	с этой	1	1
478	этом случае	8	1
479	и другим	3	1
480	только для	1	1
481	между прочим	1	1
482	этом и	1	1
483	лес но	1	1
484	точно и	1	1
485	все же	7	1
486	эти могут	1	1
487	тех или	1	1
488	в следующей	1	1
489	это правило	1	1
490	действия или	1	1
491	если не	1	1
492	того кому	1	1
493	совершается в	2	1
494	она может	1	1
495	должен прилететь	2	1
496	в результате	7	1
497	литературных жанров	1	1
498	о котором	1	1
499	чем является	1	1
500	в отдельных	3	1
501	для нас	2	1
502	от него	1	1
503	к различным	2	1
504	не более	1	1
505	как явление	1	1
506	все они	1	1
507	следит за	1	1
508	ни было	2	1
509	же в	2	1
510	но если	7	1
511	на части	1	1
512	быть и	2	1
513	не есть	1	1
514	здесь только	1	1
515	имеет в	1	1
516	уже отмечалось	1	1
517	может и	1	1
518	со мной	1	1
519	в отдельности	1	1
520	собой некоторую	1	1
521	в свое	2	1
522	который в	2	1
523	героя в	4	1
524	также может	2	1
525	ее в	1	1
526	обычно это	1	1
527	и другие	6	1
528	случае если	1	1
529	можно назвать	3	1
530	они не	1	1
531	которая не	1	1
