N	2gram	Bakhtin_Fr_7	DiskursI
232	указывает на	1	2
233	может и	1	2
234	одновременно и	2	2
235	героя в	1	2
236	речи как	1	2
237	это в	3	2
238	они не	1	2
239	к этому	5	2
240	том числе	4	2
241	широкое распространение	1	1
242	для построения	1	1
243	такова была	1	1
244	не остается	1	1
245	сам по	1	1
246	и то	2	1
247	сын и	1	1
248	самом деле	1	1
249	на самом	2	1
250	это и	1	1
251	всего это	1	1
252	и до	6	1
253	жизни для	1	1
254	той же	3	1
255	вторая часть	1	1
256	но она	1	1
257	принадлежит к	1	1
258	я не	3	1
259	но уже	1	1
260	они были	1	1
261	и страха	2	1
262	вещь в	1	1
263	на них	3	1
264	он сам	1	1
265	значении и	1	1
266	как целое	1	1
267	не знала	1	1
268	относятся и	1	1
269	а только	2	1
270	оно в	1	1
271	и всякий	1	1
272	иногда и	1	1
273	себе и	1	1
274	он пишет	1	1
275	мы называем	1	1
276	образа жизни	1	1
277	что они	1	1
278	что хотя	1	1
279	приходит на	1	1
280	что во	1	1
281	его на	1	1
282	с их	1	1
283	и нет	1	1
284	там же	1	1
285	в которой	2	1
286	что это	4	1
287	образом и	2	1
288	не был	1	1
289	он в	1	1
290	в нашем	1	1
291	и те	3	1
292	учение о	2	1
293	рассказ о	2	1
294	всего к	1	1
295	другом случае	1	1
296	но его	1	1
297	человек не	1	1
298	время и	1	1
299	он не	4	1
300	с ней	1	1
301	они в	2	1
302	чем у	1	1
303	но оказывается	1	1
304	новое и	1	1
305	содержит в	1	1
306	i в	1	1
307	на земле	4	1
308	свое время	2	1
309	картины мира	4	1
310	как от	1	1
311	одно и	2	1
312	но все	4	1
313	не будет	1	1
314	где нет	1	1
315	и может	2	1
316	в мире	3	1
317	на все	1	1
318	говорить не	1	1
319	с целью	1	1
320	людей своего	1	1
321	при помощи	1	1
322	и других	2	1
323	от одного	1	1
324	может стать	2	1
325	действительности в	1	1
326	этом смысле	1	1
327	в речевом	1	1
328	не соответствует	1	1
329	здесь это	1	1
330	в жизни	1	1
331	для них	1	1
332	их как	1	1
333	с этой	1	1
334	с тем	1	1
335	в слове	1	1
336	со своими	1	1
337	которой он	2	1
338	мы видели	5	1
339	оно имеет	1	1
340	мы не	2	1
341	слова и	1	1
342	автора и	1	1
343	не мог	2	1
344	различные формы	1	1
345	в этих	2	1
346	во время	3	1
347	и при	1	1
348	таким же	3	1
349	свою речь	1	1
350	лежат в	1	1
351	а как	1	1
352	с точки	3	1
353	совершаются в	1	1
354	в первый	1	1
355	отошел от	1	1
356	должны были	1	1
357	поэтому в	1	1
358	мир и	1	1
359	которые в	1	1
360	его к	3	1
361	что было	1	1
362	том и	2	1
363	не должно	3	1
364	не должна	1	1
365	между двумя	1	1
366	и вся	3	1
367	характер в	1	1
368	потустороннем мире	1	1
369	до конца	2	1
370	культуры это	1	1
371	тем самым	3	1
372	а иногда	1	1
373	самого начала	1	1
374	аналогично тому	1	1
375	то чего	1	1
376	не имеет	3	1
377	дело в	2	1
378	не по	1	1
379	которого и	1	1
380	образом в	1	1
381	но только	1	1
382	для всего	1	1
383	для всех	2	1
384	выбора между	1	1
385	к концу	1	1
386	во всем	1	1
387	это слово	1	1
388	на него	1	1
389	здесь же	1	1
390	входят в	2	1
391	этом отношении	2	1
392	и делает	1	1
393	что на	1	1
394	в каком	1	1
395	уже были	1	1
396	не могут	1	1
397	в речах	1	1
398	встречается в	1	1
399	во все	2	1
400	всего в	5	1
401	здесь они	1	1
402	и иерархическое	1	1
403	время они	1	1
404	однако по	2	1
405	и это	5	1
406	развития культуры	1	1
407	своего развития	1	1
408	значения и	1	1
409	но по	2	1
410	на нем	1	1
411	здесь не	1	1
412	с сохранением	1	1
413	здесь также	1	1
414	в буквальном	1	1
415	и от	8	1
416	мысль о	1	1
417	второго лица	1	1
418	с самого	2	1
419	по аналогии	1	1
420	начиная от	1	1
421	не трудно	1	1
422	он говорит	1	1
423	здесь как	2	1
424	особенно в	2	1
425	его точка	1	1
426	во второй	2	1
427	том как	2	1
428	в словах	2	1
429	из одного	4	1
430	но здесь	1	1
431	быть в	1	1
432	типа но	1	1
433	другой он	1	1
434	достигается не	1	1
435	утверждает что	1	1
436	что его	1	1
437	как наиболее	1	1
438	по их	1	1
439	нас в	3	1
440	а напротив	1	1
441	к нему	5	1
442	том или	1	1
443	и всю	1	1
444	наконец в	1	1
445	по содержанию	1	1
446	в формах	3	1
447	с ними	3	1
448	и брань	5	1
449	явления по	1	1
450	они по	1	1
451	до нас	5	1
452	он уже	1	1
453	со всеми	2	1
454	до наших	1	1
455	завершение в	1	1
456	как процесс	1	1
457	в большинстве	2	1
458	только на	2	1
459	все многообразие	1	1
460	в виде	1	1
461	большинстве случаев	2	1
462	но от	1	1
463	его и	1	1
464	до самых	1	1
465	и их	3	1
466	всяком случае	1	1
467	в известной	1	1
468	в непрерывных	1	1
469	представлений о	2	1
470	в конце	8	1
471	исторических деятелей	1	1
472	замкнутое и	1	1
473	или ином	1	1
474	и фигура	1	1
475	и строго	1	1
476	момент в	4	1
477	тем чем	1	1
478	иерархическое место	1	1
479	представление о	1	1
480	но эти	1	1
481	выходит за	1	1
482	в области	2	1
483	всего многообразия	1	1
484	оно лишь	1	1
485	связаны с	2	1
486	его себе	1	1
487	что человек	1	1
488	лица в	1	1
489	и создает	1	1
490	уходит в	1	1
491	и прежде	1	1
492	было бы	4	1
493	еще и	1	1
494	через фазу	1	1
495	или о	1	1
496	в воображении	1	1
497	нового времени	3	1
498	картину мира	1	1
499	говорит о	1	1
500	выступает в	1	1
501	связано с	2	1
502	от этого	3	1
503	литературы нового	1	1
504	ничем не	3	1
505	не на	3	1
506	которое по	1	1
507	разных местах	1	1
508	в одно	1	1
509	несмотря на	3	1
510	в связи	2	1
511	с помощью	6	1
512	но оно	1	1
513	ближе всего	1	1
514	вместе с	5	1
515	как это	1	1
516	только его	1	1
517	всем что	1	1
518	приводит в	1	1
519	в область	3	1
520	лицом к	1	1
521	в той	3	1
522	позволяет им	1	1
523	мировой истории	1	1
524	на языке	1	1
525	в контексте	1	1
526	аналогии с	1	1
527	в основном	1	1
528	оба они	1	1
529	природу и	1	1
530	в чем	2	1
531	как александр	1	1
532	и собственно	1	1
533	при всем	1	1
534	ближе к	1	1
535	общие черты	1	1
536	писал в	1	1
537	это уже	1	1
538	в следующей	1	1
539	и времени	2	1
540	текстов а	1	1
541	каким бы	1	1
542	в результате	2	1
543	с фольклорными	1	1
544	у них	2	1
545	тем более	1	1
546	едином но	1	1
547	но это	3	1
548	души с	1	1
549	в новых	2	1
550	по ходу	1	1
551	не являются	1	1
552	в системе	1	1
553	здесь только	2	1
554	в период	1	1
555	которое создает	1	1
556	не знает	3	1
557	как нечто	2	1
558	от целого	1	1
559	всех других	1	1
560	в отдельности	2	1
561	в свое	2	1
562	также не	1	1
563	и другие	3	1
564	именно здесь	1	1
565	всем своим	1	1
566	в таком	1	1
567	другое в	1	1
