N	2gram	Bakhtin_Fr_7	Tragedij
205	в центре	1	1
206	что именно	1	1
207	вот как	1	1
208	мысль о	1	1
209	и наконец	4	1
210	дается в	1	1
211	первоначальный замысел	1	1
212	новую жизнь	1	1
213	силе и	1	1
214	них он	1	1
215	роль играет	2	1
216	есть особое	1	1
217	в которой	2	1
218	он в	1	1
219	знать и	1	1
220	это тот	1	1
221	как он	2	1
222	не могла	1	1
223	человек не	1	1
224	берется в	1	1
225	в переводе	1	1
226	так сказать	3	1
227	и еще	2	1
228	чем у	1	1
229	не как	1	1
230	содержит в	1	1
231	никому не	2	1
232	этом мире	1	1
233	и по	3	1
234	на этом	5	1
235	что сам	1	1
236	горя что	1	1
237	таким образом	19	1
238	я вам	1	1
239	но без	2	1
240	эта книга	1	1
241	за то	3	1
242	в другом	1	1
243	и чтобы	1	1
244	на все	1	1
245	не нашел	1	1
246	это было	2	1
247	мира сего	1	1
248	известно что	1	1
249	этом романе	1	1
250	характерный для	1	1
251	с начала	2	1
252	они только	1	1
253	но уже	1	1
254	но затем	1	1
255	в них	7	1
256	бессмертие души	1	1
257	этого не	1	1
258	со своими	1	1
259	которой он	2	1
260	и знаете	1	1
261	говорится о	1	1
262	с такой	1	1
263	обратимся к	1	1
264	или вообще	1	1
265	и при	1	1
266	в своей	3	1
267	в такой	1	1
268	наших дней	1	1
269	эта тема	1	1
270	бранью и	1	1
271	почти не	1	1
272	в котором	1	1
273	знает и	1	1
274	представление о	1	1
275	должны были	1	1
276	стало быть	1	1
277	чтоб я	1	1
278	и вот	2	1
279	умирает и	1	1
280	но он	4	1
281	над ними	1	1
282	речи в	1	1
283	на всю	2	1
284	теперь я	2	1
285	возвращается к	1	1
286	по себе	1	1
287	перед собою	1	1
288	она не	1	1
289	на земле	4	1
290	самого начала	1	1
291	на котором	1	1
292	того как	5	1
293	в эпизоде	5	1
294	как его	1	1
295	сорвался с	1	1
296	но только	1	1
297	и всегда	2	1
298	или как	1	1
299	страдания но	1	1
300	по своей	1	1
301	особое значение	2	1
302	связи с	1	1
303	же эпизоде	1	1
304	входят в	2	1
305	что на	1	1
306	в области	2	1
307	ну а	1	1
308	в стиле	1	1
309	к себе	1	1
310	он непрерывно	1	1
311	в недрах	2	1
312	что вместе	1	1
313	за что	2	1
314	и т.д	2	1
315	указывает на	1	1
316	не есть	2	1
317	свое значение	1	1
318	в применении	1	1
319	с образом	3	1
320	женщины на	1	1
321	и благородные	1	1
322	как мы	11	1
323	вещами и	1	1
324	и о	1	1
325	и образ	2	1
326	всего этого	2	1
327	его произведение	1	1
328	родного дома	1	1
329	с самого	2	1
330	говорили что	1	1
331	роль в	2	1
332	и которую	1	1
333	с собой	1	1
334	можно было	3	1
335	над человеком	1	1
336	больше в	1	1
337	начала и	2	1
338	в последующих	1	1
339	здесь дана	1	1
340	известной мере	1	1
341	в последней	4	1
342	на них	3	1
343	в эпоху	7	1
344	тем чем	1	1
345	это мне	1	1
346	часто и	1	1
347	является по	1	1
348	себя а	1	1
349	вот почему	1	1
350	в смерти	1	1
351	после того	4	1
352	а также	2	1
353	безобразным и	1	1
354	нас от	1	1
355	от него	1	1
356	все в	1	1
357	доходит до	1	1
358	это была	3	1
359	между тем	1	1
360	я вижу	1	1
361	в форме	3	1
362	ее содержание	1	1
363	все время	2	1
364	и она	1	1
365	о своих	1	1
366	для самого	1	1
367	и пусть	1	1
368	в литературе	2	1
369	того что	2	1
370	он есть	1	1
371	в новой	7	1
372	оказалось что	1	1
373	мы видим	6	1
374	с ними	3	1
375	только в	6	1
376	во всем	1	1
377	как нечто	2	1
378	эти образы	2	1
379	есть в	6	1
380	и любви	1	1
381	мы бы	1	1
382	только на	2	1
383	же была	1	1
384	дело с	1	1
385	свидетельствует о	2	1
386	но самое	1	1
387	рассказывает о	1	1
388	все образы	4	1
389	но от	1	1
390	характерно что	2	1
391	одно из	1	1
392	и их	3	1
393	ко всей	1	1
394	всяком случае	1	1
395	слова в	1	1
396	и предшествующей	1	1
397	к ним	1	1
398	ту сторону	1	1
399	в x	1	1
400	переплетается с	1	1
401	и герои	1	1
402	рядом с	4	1
403	в особенности	2	1
404	облик в	1	1
405	именно в	2	1
406	на хлеб	1	1
407	обратиться к	1	1
408	не было	3	1
409	и стал	1	1
410	а на	2	1
411	в образах	2	1
412	попал в	1	1
413	на этот	1	1
414	а не	2	1
415	власти и	2	1
416	его как	2	1
417	на поиски	1	1
418	были написаны	1	1
419	в связи	2	1
420	с помощью	6	1
421	вместе с	5	1
422	и особенно	1	1
423	он упоминает	1	1
424	и потому	3	1
425	было слышать	1	1
426	умирают в	1	1
427	в человеке	2	1
428	xix века	1	1
429	видит в	1	1
430	в той	3	1
431	применении к	1	1
432	к образу	1	1
433	с этой	1	1
434	и побои	1	1
435	и от	8	1
436	период создания	1	1
437	с последним	1	1
438	романа с	1	1
439	здесь есть	1	1
440	что дочь	1	1
441	я знаю	1	1
442	на улице	1	1
443	где и	1	1
444	жив и	1	1
445	вот его	1	1
446	в результате	2	1
447	в двух	1	1
448	о нем	3	1
449	бы в	2	1
450	конце концов	4	1
451	что ты	1	1
452	к ее	1	1
453	в период	1	1
454	героя и	1	1
455	из тех	1	1
456	виде и	1	1
457	в реальный	1	1
458	но этот	3	1
459	ко всему	1	1
460	что под	1	1
461	есть и	3	1
462	время он	1	1
463	и эта	3	1
464	это в	3	1
465	во всяком	2	1
