N	2gram	Potebnia_M_4	formyVre
165	что не	6	3
166	только к	1	3
167	с тем	7	3
168	быть только	1	3
169	а не	12	3
170	в одно	1	3
171	вместе с	6	3
172	и потому	10	3
173	да и	4	3
174	сих пор	4	3
175	или в	1	3
176	еще более	2	3
177	ни к	2	3
178	а в	5	3
179	не знает	1	3
180	сказать что	8	3
181	в таком	4	3
182	во всяком	5	3
183	к своей	1	2
184	к другому	1	2
185	др в	1	2
186	той же	3	2
187	вопрос о	2	2
188	же что	2	2
189	на них	1	2
190	ее значение	1	2
191	в различных	2	2
192	в чем	1	2
193	не без	1	2
194	природы и	2	2
195	но конечно	1	2
196	друг к	1	2
197	происходит в	2	2
198	нет и	1	2
199	в истории	4	2
200	того не	1	2
201	внутренняя жизнь	1	2
202	и нет	1	2
203	и к	6	2
204	имеет в	2	2
205	ее целом	1	2
206	в нашем	2	2
207	как бы	5	2
208	как оно	2	2
209	вера в	1	2
210	и еще	1	2
211	не как	2	2
212	уже не	3	2
213	и по	3	2
214	что все	4	2
215	об этом	2	2
216	к другу	1	2
217	ясно что	1	2
218	было бы	8	2
219	бы совершенно	1	2
220	из нее	2	2
221	нет в	1	2
222	рядом с	1	2
223	жизни то	1	2
224	слагаются в	1	2
225	строгом смысле	1	2
226	чем в	2	2
227	для него	5	2
228	в своей	1	2
229	с точки	3	2
230	в которых	3	2
231	но он	1	2
232	друг другу	1	2
233	есть именно	1	2
234	том же	2	2
235	по себе	11	2
236	самого начала	2	2
237	тогда когда	8	2
238	дело в	1	2
239	никогда не	3	2
240	того и	1	2
241	это то	1	2
242	в самой	2	2
243	к ней	2	2
244	в другую	1	2
245	во всем	1	2
246	этот образ	2	2
247	а мы	3	2
248	в каком	4	2
249	все то	1	2
250	есть только	5	2
251	он имел	1	2
252	играет большую	1	2
253	числе и	1	2
254	той или	1	2
255	оно не	2	2
256	правда не	1	2
257	во всякой	1	2
258	с самого	1	2
259	и иные	1	2
260	те же	3	2
261	можно только	2	2
262	ту же	3	2
263	и вообще	2	2
264	с ним	5	2
265	в глаза	1	2
266	а также	1	2
267	на основе	1	2
268	связь между	3	2
269	во втором	1	2
270	там где	3	2
271	того что	14	2
272	быть и	2	2
273	явления в	1	2
274	в человека	1	2
275	есть в	5	2
276	уже в	5	2
277	если мы	2	2
278	никто не	2	2
279	отношение к	2	2
280	к ним	2	2
281	отличие от	1	2
282	тем что	10	2
283	лишь один	2	2
284	не были	2	2
285	и даже	2	2
286	даже не	2	2
287	с другой	2	2
288	далеко не	1	2
289	и прежде	2	2
290	процесс в	1	2
291	одной стороны	1	2
292	что мы	10	2
293	здесь только	1	2
294	она проявляется	1	2
295	его на	1	2
296	этого момента	1	2
297	к своему	1	2
298	влияния на	1	2
299	в данном	4	2
300	в течение	2	2
301	этим мы	1	2
302	времени с	1	2
303	в это	2	2
304	слова и	5	2
305	но для	1	2
306	здесь в	1	2
307	в более	2	2
308	и может	4	2
309	как она	2	2
310	человек и	1	2
311	для нас	14	2
312	лишь как	1	2
313	у них	1	2
314	мы должны	2	2
315	хотя бы	4	2
316	ее в	1	2
317	или не	1	2
318	была бы	1	2
319	равно как	2	2
320	в свою	2	2
321	в которой	6	2
322	и эта	1	2
323	можно назвать	2	2
324	всем и	1	1
325	пор не	3	1
326	одним из	1	1
327	до него	1	1
328	начинается с	1	1
329	и через	1	1
330	связана с	1	1
331	все остальное	1	1
332	он может	1	1
333	есть место	1	1
334	начале мы	1	1
335	идет о	1	1
336	по этим	1	1
337	и есть	3	1
338	тем же	1	1
339	и реального	1	1
340	иметь место	1	1
341	и за	1	1
342	со всех	1	1
343	сказанного ясно	1	1
344	также имеет	1	1
345	для своего	1	1
346	мы имеем	4	1
347	бы в	2	1
348	нам в	1	1
349	бы и	5	1
350	получают значение	1	1
351	как во	1	1
352	на себе	3	1
353	не вполне	2	1
354	я не	2	1
355	что можно	1	1
356	зависимости от	1	1
357	всех сторон	1	1
358	в xix	1	1
359	он сам	1	1
360	без которой	1	1
361	самом деле	3	1
362	данном случае	2	1
363	то он	2	1
364	но как	1	1
365	явлений и	1	1
366	эта особенность	1	1
367	сил в	1	1
368	и разными	1	1
369	тесно связан	1	1
370	нет как	1	1
371	второй план	1	1
372	же мало	1	1
373	и я	2	1
374	и поэтому	1	1
375	независимо от	6	1
376	значение его	1	1
377	более и	2	1
378	однако не	1	1
379	перед нами	1	1
380	могли бы	4	1
381	хотя я	1	1
382	и сам	1	1
383	увидим что	1	1
384	будут носить	1	1
385	жизни к	2	1
386	та же	1	1
387	что это	7	1
388	есть для	5	1
389	бы не	3	1
390	по которым	1	1
391	из этих	2	1
392	которые в	1	1
393	в этой	1	1
394	такое значение	1	1
395	вообще а	1	1
396	необходимо сделать	1	1
397	и тот	3	1
398	имеем в	1	1
399	на то	7	1
400	человек не	2	1
401	не следует	2	1
402	и лучше	1	1
403	он ни	1	1
404	стремится к	2	1
405	и слушающего	1	1
406	но вместе	1	1
407	цели то	1	1
408	его можно	1	1
409	значительной степени	2	1
410	форма в	1	1
411	здесь мы	2	1
412	касается до	1	1
413	главным образом	1	1
414	есть все	1	1
415	действует на	1	1
416	в мире	2	1
417	есть одна	2	1
418	них не	1	1
419	свойств и	1	1
420	это было	2	1
421	этих проявлений	1	1
422	ко второму	2	1
423	например с	2	1
424	люди не	1	1
425	и понимание	1	1
426	она и	2	1
427	на второй	1	1
428	бы было	1	1
429	когда я	7	1
430	конечно о	1	1
431	п но	1	1
432	на одну	1	1
433	должно быть	5	1
434	и тогда	1	1
435	это сочетание	1	1
436	роль играют	1	1
437	в эту	1	1
438	что значит	2	1
439	во время	2	1
440	этом случае	5	1
441	дошли до	1	1
442	и при	2	1
443	я увидел	1	1
444	таким же	5	1
445	всяком случае	3	1
446	быть названы	2	1
447	в первый	2	1
448	далее в	1	1
449	своего рода	1	1
450	значение для	1	1
451	и другого	1	1
452	является только	1	1
453	и внутренних	1	1
454	оно должно	1	1
455	образом и	1	1
456	теми же	2	1
457	и более	4	1
458	есть еще	1	1
459	произведений искусства	1	1
460	что этот	1	1
461	мере и	1	1
462	для нее	1	1
463	ровно никакого	1	1
464	же мы	2	1
465	пути на	1	1
466	из которых	2	1
467	что происходит	2	1
468	играть в	1	1
469	до известной	2	1
470	в таких	2	1
471	она не	2	1
472	виду что	2	1
473	как о	1	1
474	дело не	2	1
475	определенности и	1	1
476	из сказанного	3	1
477	и сама	2	1
478	например что	2	1
479	из ряда	1	1
480	и имеет	1	1
481	и отношений	1	1
482	находится в	5	1
483	следовательно и	1	1
484	и познания	1	1
485	что их	1	1
486	с нами	1	1
487	того в	1	1
488	значения например	1	1
489	это слово	4	1
490	природы то	1	1
491	эти три	1	1
492	где она	1	1
493	с которой	1	1
494	у нас	2	1
495	такие же	5	1
496	но какой	1	1
497	от их	1	1
498	или только	1	1
499	пока не	2	1
500	с тела	1	1
501	ее жизни	1	1
502	пространственных отношений	1	1
503	ни был	3	1
504	он лишен	1	1
505	и такие	1	1
506	про себя	1	1
507	я сам	1	1
508	должны быть	3	1
509	одну и	1	1
510	два момента	1	1
511	его с	1	1
512	бы он	1	1
513	произведений других	1	1
514	они и	1	1
515	всегда есть	1	1
516	свое значение	1	1
517	в каждом	3	1
518	создания этой	1	1
519	было возможно	1	1
520	и самое	1	1
521	свою очередь	1	1
522	служит только	1	1
523	и сами	2	1
524	были бы	1	1
525	к какой	1	1
526	эти свойства	1	1
527	необходимости и	1	1
528	в себя	1	1
529	образом я	1	1
530	так в	3	1
531	как с	1	1
532	на том	2	1
533	и совершенно	1	1
534	в другом	1	1
535	и ту	1	1
536	жизни без	1	1
537	часть его	1	1
538	было в	3	1
539	в новом	1	1
540	неразрывное единство	1	1
541	в самые	1	1
542	своего происхождения	2	1
543	с человеком	1	1
544	смысле и	1	1
545	образом в	5	1
546	бы новые	2	1
547	себя а	1	1
548	и здесь	2	1
549	не был	1	1
550	мы это	1	1
551	о том	8	1
552	внимание на	5	1
553	почему из	1	1
554	все содержание	2	1
555	находятся в	1	1
556	счастья на	1	1
557	например такие	1	1
558	затем в	1	1
559	сила или	2	1
560	все в	2	1
561	и откуда	1	1
562	в математическом	1	1
563	образом все	1	1
564	от них	1	1
565	содержанием это	1	1
566	в ряд	2	1
567	когда оно	2	1
568	на одном	1	1
569	и только	3	1
570	а следовательно	1	1
571	века и	1	1
572	в теории	1	1
573	на всю	1	1
574	в ту	2	1
575	и смысл	1	1
576	может иметь	2	1
577	и мир	1	1
578	эти последние	1	1
579	ее характер	1	1
580	тот же	2	1
581	время когда	2	1
582	что он	4	1
583	что даже	2	1
584	как нет	2	1
585	его жизнь	1	1
586	их не	1	1
587	вопрос об	1	1
588	по этому	1	1
589	определение в	1	1
590	человека с	1	1
591	так что	5	1
592	с нею	3	1
593	носит в	1	1
594	в большинстве	2	1
595	и они	2	1
596	первое и	1	1
597	при помощи	3	1
598	из них	1	1
599	человека на	1	1
600	к содержанию	1	1
601	но нет	2	1
602	могло бы	1	1
603	сами по	2	1
604	к первой	1	1
605	при всей	1	1
606	мы можем	10	1
607	бытия и	1	1
608	но уже	3	1
609	которые могут	1	1
610	дальше в	2	1
611	которой нет	1	1
612	явления природы	1	1
613	ее на	1	1
614	на деле	2	1
615	уже совершенно	1	1
616	которые как	1	1
617	зрения этого	1	1
618	в данный	1	1
619	и обратно	1	1
620	говорим о	1	1
621	с другим	1	1
622	эта работа	1	1
623	что человек	3	1
624	и нельзя	2	1
625	относящихся к	2	1
626	на отдельные	1	1
627	к человеку	1	1
628	то и	4	1
629	ей не	1	1
630	и музыка	1	1
631	самое слово	4	1
632	с которым	2	1
633	как ни	2	1
634	его таким	1	1
635	но есть	4	1
636	если не	1	1
637	их самих	1	1
638	порядок и	1	1
639	между собою	4	1
640	все более	3	1
641	величина и	1	1
642	природы даже	1	1
643	начиная с	1	1
644	не дается	1	1
645	образом самого	1	1
646	мы говорим	7	1
647	с началом	1	1
648	построены на	1	1
649	нового не	1	1
650	у гомера	1	1
651	исходная точка	2	1
652	человек для	1	1
653	себя по	1	1
654	по своему	2	1
655	другу и	1	1
656	она есть	1	1
657	когда мы	6	1
658	в последнем	1	1
659	смысле этого	1	1
660	научного характера	1	1
661	в словах	1	1
662	образ и	1	1
663	из этой	1	1
664	в ряду	6	1
665	этого слова	7	1
666	и формы	1	1
667	возвращаемся к	1	1
668	действительность в	1	1
669	между прочим	3	1
670	различные степени	1	1
671	к другим	2	1
672	же значение	1	1
673	ее можно	1	1
674	наука которая	1	1
675	известной степени	3	1
676	слова но	1	1
677	тем и	6	1
678	не существует	2	1
679	явлений или	1	1
680	не подлежит	1	1
681	когда пушкин	1	1
682	в отдельных	2	1
683	или другой	1	1
684	в данное	1	1
685	на первый	1	1
686	него вовсе	1	1
687	от него	2	1
688	из себя	2	1
689	не более	1	1
690	тем более	5	1
691	от всего	1	1
692	видим в	1	1
693	своего народа	1	1
694	его к	2	1
695	с ними	3	1
696	слово в	4	1
697	этот вопрос	3	1
698	первый раз	1	1
699	они также	1	1
700	не быть	1	1
701	от всех	1	1
702	но когда	1	1
703	та степень	1	1
704	идеал и	1	1
705	для которой	1	1
706	на свет	1	1
707	в искусстве	3	1
708	в своих	2	1
