N	2gram	Bakhtin_Pr_1	PoTuStor
410	отличается от	2	1
411	же самое	1	1
412	должны быть	1	1
413	к тому	1	1
414	бы он	1	1
415	для его	3	1
416	на это	1	1
417	она не	5	1
418	в применении	1	1
419	пределах своего	1	1
420	из всего	2	1
421	этом неизбежно	1	1
422	всем этим	1	1
423	ни одно	1	1
424	данном случае	2	1
425	только при	2	1
426	одного плана	1	1
427	характер и	1	1
428	он определяет	1	1
429	в себя	3	1
430	приводит к	3	1
431	роль в	2	1
432	и что	1	1
433	и сам	2	1
434	что может	2	1
435	можно было	3	1
436	времени и	1	1
437	его жизни	1	1
438	отсюда и	1	1
439	именно этот	1	1
440	это только	1	1
441	если бы	10	1
442	из одного	4	1
443	его интересует	1	1
444	о нем	11	1
445	развития в	1	1
446	и здесь	3	1
447	на вопрос	2	1
448	говорит об	1	1
449	жизни ни	1	1
450	не позволяет	2	1
451	события его	1	1
452	и превратить	1	1
453	тяжести в	1	1
454	говорить об	2	1
455	борьба с	1	1
456	да в	1	1
457	с любым	1	1
458	которые сделали	1	1
459	в другой	3	1
460	нельзя сказать	1	1
461	и можно	1	1
462	наконец в	2	1
463	нем и	1	1
464	в свете	3	1
465	все время	1	1
466	вся жизнь	1	1
467	для самого	2	1
468	к нему	3	1
469	он что	1	1
470	переносит центр	1	1
471	биологическая и	1	1
472	тот же	2	1
473	истории его	1	1
474	мы увидим	1	1
475	сознание в	3	1
476	на своей	1	1
477	образа с	1	1
478	никак нельзя	2	1
479	делает его	1	1
480	в качестве	1	1
481	себя в	3	1
482	целом это	1	1
483	же и	1	1
484	уже в	5	1
485	то и	2	1
486	только такое	1	1
487	не дает	3	1
488	быть объяснены	1	1
489	плана в	1	1
490	его и	1	1
491	центр тяжести	1	1
492	ведь это	2	1
493	ним и	4	1
494	в конце	5	1
495	вовсе не	8	1
496	привела к	1	1
497	как его	1	1
498	случае не	1	1
499	заметить что	2	1
500	как раз	4	1
501	этом отношении	5	1
502	него уже	1	1
503	быть совершенно	1	1
504	перейти к	1	1
505	для того	2	1
506	и старается	2	1
507	со всем	1	1
508	со стороны	2	1
509	в высшей	1	1
510	с другой	2	1
511	на ее	1	1
512	здесь в	1	1
513	а с	1	1
514	не умирают	1	1
515	что для	2	1
516	говорит о	1	1
517	месте и	1	1
518	в некоторых	1	1
519	у нас	1	1
520	его смерти	1	1
521	на этот	2	1
522	и самый	1	1
523	а не	20	1
524	жизнь в	1	1
525	в руках	1	1
526	не он	1	1
527	художественной формы	5	1
528	именно оно	1	1
529	оно ни	1	1
530	в момент	1	1
531	знает все	1	1
532	бы оно	1	1
533	в человеке	6	1
534	объяснены и	1	1
535	в данном	2	1
536	и оценок	1	1
537	тому как	3	1
538	что же	1	1
539	быть только	1	1
540	у самого	2	1
541	наконец и	1	1
542	друг с	3	1
543	в человеческом	1	1
544	в состоянии	1	1
545	есть то	3	1
546	имеет значение	2	1
547	самостоятельными и	1	1
548	построение не	1	1
549	которые были	3	1
550	под названием	1	1
551	это уже	1	1
552	известной степени	1	1
553	другими моментами	1	1
554	формы и	1	1
555	она может	1	1
556	это первое	1	1
557	и другими	4	1
558	мы только	1	1
559	которой можно	1	1
560	в эту	1	1
561	все события	1	1
562	мы должны	2	1
563	на языке	2	1
564	позволяет нам	1	1
565	только что	1	1
566	динамика и	1	1
567	я в	1	1
568	на такой	1	1
569	же в	2	1
570	хотя в	1	1
571	по поводу	1	1
572	является его	1	1
573	жизни в	1	1
574	психики и	1	1
575	с ней	1	1
576	работы и	1	1
577	от всех	1	1
578	характерно понимание	1	1
579	мир но	1	1
580	ко всему	1	1
581	на своем	1	1
582	и социальный	1	1
583	себе но	1	1
584	в своих	2	1
585	этой точки	1	1
586	это в	2	1
587	как на	2	1
