N	2gram	Tiupa_Anal_2	Myshleni
158	только то	1	3
159	в себя	4	3
160	но мы	1	3
161	те же	2	3
162	к анализу	1	3
163	и здесь	1	3
164	и т.д	3	3
165	в его	2	3
166	слов и	1	3
167	один из	2	3
168	этот вопрос	1	3
169	и его	4	3
170	есть в	3	3
171	представить себе	1	3
172	нуждается в	1	3
173	в первую	1	3
174	на примере	1	3
175	только к	1	3
176	зависит от	1	3
177	а не	10	3
178	же точно	1	3
179	на фоне	3	3
180	как это	6	3
181	в целом	8	3
182	бы в	3	3
183	мы должны	1	3
184	отношении к	1	3
185	в системе	1	3
186	в ходе	4	3
187	не знает	3	3
188	как на	1	3
189	самом деле	1	2
190	мы уже	1	2
191	с более	1	2
192	и иной	2	2
193	что нам	1	2
194	себе и	1	2
195	прежде всего	3	2
196	когда он	1	2
197	и наконец	1	2
198	не совпадает	1	2
199	мы ощущаем	1	2
200	между двумя	4	2
201	все эти	1	2
202	если он	1	2
203	но на	1	2
204	оказывается не	2	2
205	ключ к	3	2
206	состоит в	8	2
207	к одному	1	2
208	различия в	1	2
209	другом в	1	2
210	с этой	1	2
211	в другом	1	2
212	нам остается	1	2
213	себе ничего	1	2
214	этом смысле	2	2
215	что один	1	2
216	несмотря на	3	2
217	смысле что	1	2
218	остается в	1	2
219	раз и	1	2
220	в этих	2	2
221	которая является	1	2
222	в своей	2	2
223	в такой	1	2
224	которого является	1	2
225	в котором	2	2
226	том смысле	1	2
227	что я	1	2
228	но это	1	2
229	речи в	2	2
230	и более	1	2
231	ничего нового	1	2
232	сохраняет свою	1	2
233	не менее	4	2
234	она не	2	2
235	и другое	1	2
236	на котором	2	2
237	быть поставлены	1	2
238	но только	1	2
239	он приобрел	1	2
240	казалось бы	3	2
241	имеем дело	3	2
242	и оказывается	1	2
243	у нас	1	2
244	языка в	1	2
245	он с	1	2
246	в совершенно	1	2
247	мышления но	1	2
248	не с	4	2
249	к его	2	2
250	еще в	2	2
251	с ним	2	2
252	на вопрос	1	2
253	внимание на	2	2
254	в значительной	2	2
255	с ними	3	2
256	дело с	1	2
257	и является	4	2
258	своего собственного	2	2
259	для всех	2	2
260	только на	3	2
261	за ним	1	2
262	а и	1	2
263	из них	3	2
264	в одном	2	2
265	в конце	4	2
266	моментов в	1	2
267	у него	4	2
268	с другой	6	2
269	во второй	4	2
270	исходит из	1	2
271	более того	1	2
272	была бы	2	2
273	в связи	1	2
274	этого процесса	1	2
275	в данном	8	2
276	и там	1	2
277	для возникновения	1	2
278	по существу	2	2
279	в ряду	1	2
280	этого слова	3	2
281	этом случае	4	2
282	в любом	1	2
283	все это	4	2
284	только частный	1	2
285	известной степени	1	2
286	для нас	1	2
287	но когда	1	2
288	от него	1	2
289	только что	1	2
290	а в	3	2
291	другой стороны	2	2
292	имеет место	4	2
293	движения по	1	2
294	из этого	1	2
295	речи как	1	2
296	ее в	1	2
297	это в	1	2
298	взгляд на	1	1
299	он произносит	2	1
300	выражения в	1	1
301	тех же	1	1
302	бы для	1	1
303	и до	2	1
304	указанных выше	1	1
305	из его	2	1
306	едва ли	3	1
307	после нее	1	1
308	есть не	1	1
309	и объектом	1	1
310	и высшей	1	1
311	который оказался	1	1
312	что иное	1	1
313	но даже	1	1
314	ему в	3	1
315	она возникает	1	1
316	и он	2	1
317	свою очередь	1	1
318	что оба	1	1
319	и сами	1	1
320	иное как	1	1
321	быть в	1	1
322	ближайшие к	1	1
323	иного рода	2	1
324	появляется и	1	1
325	ответ на	3	1
326	отвлеченной мысли	2	1
327	за пределы	4	1
328	один и	1	1
329	отнюдь не	8	1
330	в центре	3	1
331	от до	1	1
332	стороны и	1	1
333	не требует	1	1
334	перед нами	1	1
335	в полном	1	1
336	в приведенном	1	1
337	и тот	1	1
338	его к	1	1
339	тем же	1	1
340	имеет в	1	1
341	не бесконечно	1	1
342	не приходится	1	1
343	привести к	1	1
344	другого как	1	1
345	он в	4	1
346	он состоит	1	1
347	не оставляет	1	1
348	с их	2	1
349	как он	1	1
350	что она	2	1
351	не его	1	1
352	всех остальных	1	1
353	в восприятии	1	1
354	в понимании	1	1
355	и входит	1	1
356	не как	1	1
357	характер в	1	1
358	прежде чем	1	1
359	или иных	2	1
360	конца и	1	1
361	одно и	1	1
362	и за	3	1
363	может остаться	1	1
364	об этом	1	1
365	слова или	1	1
366	или даже	2	1
367	входит в	1	1
368	это было	2	1
369	и всей	1	1
370	ко второму	1	1
371	ни в	1	1
372	представленных в	1	1
373	означает в	1	1
374	все равно	1	1
375	далеко не	1	1
376	обнаруживается и	1	1
377	которой он	1	1
378	он и	2	1
379	ведет к	1	1
380	ряда и	1	1
381	обратимся к	1	1
382	и тогда	1	1
383	всех этих	1	1
384	слова б	1	1
385	и при	1	1
386	таким же	1	1
387	это делает	1	1
388	жизнь и	1	1
389	прийти к	1	1
390	не столько	3	1
391	на каждом	1	1
392	равной мере	1	1
393	в отличие	2	1
394	независима от	1	1
395	не удивительно	3	1
396	настолько чтобы	1	1
397	других как	1	1
398	играть в	1	1
399	который всегда	1	1
400	однако не	1	1
401	тем не	3	1
402	и наоборот	2	1
403	даже в	2	1
404	что те	1	1
405	содержит в	3	1
406	случае в	3	1
407	все три	1	1
408	с теми	1	1
409	одна из	1	1
410	значительно ниже	1	1
411	это всегда	1	1
412	которого он	1	1
413	и внутренней	1	1
414	дело не	2	1
415	для всего	1	1
416	было ожидать	1	1
417	при наличии	1	1
418	этих двух	1	1
419	всего на	1	1
420	впрочем в	1	1
421	в действительности	3	1
422	в специальном	1	1
423	начиная с	1	1
424	над самим	1	1
425	и заключается	1	1
426	человека в	1	1
427	его за	1	1
428	определить и	1	1
429	наоборот в	1	1
430	мысли о	1	1
431	он оказывается	1	1
432	обращение к	1	1
433	на это	1	1
434	и о	1	1
435	появляется в	2	1
436	подобно тому	3	1
437	в ее	1	1
438	данном случае	5	1
439	не мог	3	1
440	которая определяет	1	1
441	здесь он	1	1
442	целом все	1	1
443	короче говоря	1	1
444	выше закономерности	1	1
445	но отнюдь	1	1
446	только и	1	1
447	этому мы	1	1
448	о том	7	1
449	всем протяжении	1	1
450	для человека	1	1
451	никак не	2	1
452	переходе к	2	1
453	это первый	1	1
454	что его	1	1
455	все его	1	1
456	другому в	2	1
457	может не	1	1
458	на всех	2	1
459	к нему	1	1
460	том или	2	1
461	между тем	2	1
462	где у	1	1
463	что же	1	1
464	даже для	1	1
465	на словах	1	1
466	не знаю	2	1
467	имеет места	1	1
468	это приводит	1	1
469	второй половине	1	1
470	что здесь	1	1
471	на которой	1	1
472	в двух	2	1
473	тот же	1	1
474	его жизнь	1	1
475	который в	1	1
476	деле не	1	1
477	одних и	1	1
478	и ее	1	1
479	с одной	5	1
480	этой системе	2	1
481	внимание что	1	1
482	на всем	1	1
483	уже не	4	1
484	то и	1	1
485	оно в	1	1
486	в начале	1	1
487	по законам	1	1
488	в известном	1	1
489	и сознания	1	1
490	его и	1	1
491	этот раз	1	1
492	обратиться к	1	1
493	и их	2	1
494	это место	1	1
495	слова в	1	1
496	сами по	1	1
497	вовсе не	2	1
498	с этими	1	1
499	которые могут	1	1
500	отличие от	2	1
501	не говорит	1	1
502	образом не	1	1
503	рост и	1	1
504	глубине и	1	1
505	к совершенно	1	1
506	и даже	9	1
507	или иной	3	1
508	и из	1	1
509	с другим	1	1
510	как у	1	1
511	нельзя сказать	1	1
512	здесь в	2	1
513	что тот	1	1
514	с той	2	1
515	еще и	1	1
516	говорит о	5	1
517	она вполне	1	1
518	а главное	1	1
519	непосредственно к	1	1
520	не означает	1	1
521	возвращаясь к	1	1
522	одну из	2	1
523	о чем	2	1
524	и слово	2	1
525	ближе к	1	1
526	если не	1	1
527	всю полноту	1	1
528	и во	2	1
529	эти слова	1	1
530	до этого	1	1
531	относятся к	1	1
532	только его	1	1
533	всем остальным	1	1
534	к самому	1	1
535	к своему	2	1
536	одной стороны	4	1
537	тому как	3	1
538	в ответ	2	1
539	в тех	1	1
540	зрения и	1	1
541	самого себя	1	1
542	сам не	1	1
543	ли не	2	1
544	в основном	1	1
545	тех или	2	1
546	другой к	1	1
547	на улице	1	1
548	должны быть	1	1
549	при таком	2	1
550	то можно	1	1
551	в результате	3	1
552	как она	1	1
553	своей собственной	1	1
554	особого рода	2	1
555	бы он	1	1
556	той или	3	1
557	тем более	1	1
558	только с	1	1
559	это еще	1	1
560	в равной	1	1
561	чтобы прийти	1	1
562	могли быть	1	1
563	нам не	1	1
564	может и	1	1
565	а о	1	1
566	слово в	1	1
567	в свою	1	1
568	из тех	1	1
569	совершенно не	1	1
570	брат как	1	1
571	не что	1	1
572	в отдельности	1	1
573	и жизнь	1	1
574	есть то	1	1
575	самое что	1	1
576	они относятся	1	1
577	к этому	2	1
578	значение в	1	1
579	точно так	1	1
580	все что	2	1
581	этой точки	1	1
