N	2gram	Berdyaev_N_1	StatiiOP
171	мы не	2	1
172	замечательно что	1	1
173	большую роль	4	1
174	и замечательно	1	1
175	в сущности	1	1
176	говорить о	1	1
177	исторической эпохи	3	1
178	их не	1	1
179	как не	8	1
180	думаю что	1	1
181	еще не	3	1
182	верить в	3	1
183	на них	1	1
184	от старых	1	1
185	в чем	1	1
186	вполне возможно	1	1
187	совсем не	12	1
188	себе и	1	1
189	не хотел	1	1
190	что мой	1	1
191	говорит что	1	1
192	о самом	1	1
193	и родовой	1	1
194	а во-вторых	1	1
195	перестал быть	1	1
196	из этих	1	1
197	времени совершенно	1	1
198	с их	2	1
199	зависимости от	1	1
200	особое место	1	1
201	что она	2	1
202	было быть	1	1
203	идей и	1	1
204	одному из	1	1
205	перестает быть	4	1
206	то нужно	1	1
207	и еще	1	1
208	которые нельзя	1	1
209	к одному	1	1
210	иная форма	1	1
211	народ не	1	1
212	них к	1	1
213	в основу	1	1
214	значение в	1	1
215	а по	1	1
216	необходимой для	1	1
217	с другими	1	1
218	этом смысле	2	1
219	роль в	2	1
220	в социальной	1	1
221	оставалось в	1	1
222	к расширению	1	1
223	для них	1	1
224	нет в	1	1
225	в высшей	6	1
226	для чего	2	1
227	такой же	2	1
228	борьбу за	1	1
229	но я	2	1
230	но если	1	1
231	и их	1	1
232	общества и	2	1
233	неизбежно должна	1	1
234	что вся	1	1
235	место в	2	1
236	значение для	1	1
237	не стоят	1	1
238	права на	2	1
239	в старых	1	1
240	и общества	2	1
241	о русском	1	1
242	нас к	1	1
243	и очень	1	1
244	был уже	1	1
245	она не	3	1
246	мысли в	2	1
247	одна из	2	1
248	в основе	3	1
249	все свои	1	1
250	к ней	1	1
251	века не	1	1
252	как будто	2	1
253	и вместе	1	1
254	нет ни	1	1
255	не могут	1	1
256	он и	1	1
257	и вполне	1	1
258	ему все	1	1
259	всего что	1	1
260	отказаться от	1	1
261	наши дни	3	1
262	божьего и	1	1
263	что все	2	1
264	не могу	1	1
265	средних веков	1	1
266	характер и	1	1
267	то время	1	1
268	слова а	1	1
269	с собой	1	1
270	переход к	2	1
271	можно было	2	1
272	не с	1	1
273	и которые	1	1
274	к тем	1	1
275	не были	1	1
276	возможно что	1	1
277	в эпоху	9	1
278	со всех	4	1
279	которому не	2	1
280	вот почему	2	1
281	и ему	1	1
282	можно сказать	1	1
283	и во	1	1
284	на всех	1	1
285	но внутри	1	1
286	но нет	1	1
287	нуждается в	1	1
288	мне представляется	1	1
289	которая должна	1	1
290	все время	2	1
291	ни к	2	1
292	не случайно	1	1
293	для борьбы	1	1
294	всей нашей	1	1
295	не хотят	2	1
296	речи о	1	1
297	лишь на	1	1
298	будто бы	1	1
299	который в	2	1
300	самом себе	1	1
301	и жизни	1	1
302	том чтобы	2	1
303	не будет	7	1
304	с общественным	1	1
305	конечно не	3	1
306	уже в	1	1
307	а это	1	1
308	от других	1	1
309	не для	1	1
310	а в	2	1
311	у него	2	1
312	смысле слова	3	1
313	востока и	1	1
314	а на	1	1
315	за пределы	3	1
316	в каких	1	1
317	к которому	1	1
318	и быть	1	1
319	себя и	1	1
320	связано с	1	1
321	не верит	1	1
322	попал в	1	1
323	ничем не	1	1
324	одну из	1	1
325	которыми так	1	1
326	жизнь в	1	1
327	имея в	1	1
328	но оно	1	1
329	очень долго	1	1
330	духовные силы	1	1
331	жизни в	3	1
332	быть не	1	1
333	употреблении слов	1	1
334	известном смысле	1	1
335	но для	2	1
336	должны быть	1	1
337	в более	1	1
338	за его	1	1
339	и для	4	1
340	общественным мнением	1	1
341	не существует	3	1
342	и от	2	1
343	этой системы	1	1
344	пр в	1	1
345	в исторический	1	1
346	и все	4	1
347	бы он	1	1
348	в наши	3	1
349	все они	2	1
350	и роста	1	1
351	в свою	1	1
352	всегда была	1	1
353	жизни и	8	1
354	к этой	1	1
355	как результат	1	1
356	разнообразие в	1	1
357	я могу	1	1
358	который не	1	1
359	можно назвать	2	1
360	все что	1	1
361	том числе	1	1
