N	2gram	Nazirov_Vr_1	Myslijsy
275	он принимает	1	1
276	что я	2	1
277	есть еще	1	1
278	их в	2	1
279	что этот	1	1
280	возвращается к	1	1
281	вдаваясь в	1	1
282	что есть	3	1
283	всех их	1	1
284	человека но	1	1
285	в уме	1	1
286	ничего не	1	1
287	может в	1	1
288	б в	1	1
289	по своей	1	1
290	это слово	1	1
291	до того	1	1
292	этом отношении	1	1
293	этот закон	1	1
294	в духе	1	1
295	по характеру	1	1
296	сходство с	1	1
297	в полной	1	1
298	он ищет	1	1
299	в ее	1	1
300	то время	1	1
301	роль в	1	1
302	что у	3	1
303	на нее	1	1
304	не с	1	1
305	еще в	1	1
306	быть может	1	1
307	чисто внешнее	1	1
308	его представления	1	1
309	а их	1	1
310	другой не	1	1
311	о нем	6	1
312	приближается к	1	1
313	с тою	1	1
314	из произведений	1	1
315	но об	1	1
316	нас в	1	1
317	затем в	1	1
318	это была	1	1
319	к нему	1	1
320	о влиянии	2	1
321	своих собственных	1	1
322	во всей	1	1
323	вслед за	1	1
324	тех пор	1	1
325	один из	1	1
326	что он	4	1
327	пришел к	2	1
328	проникнуть в	1	1
329	он оставил	1	1
330	такое же	1	1
331	всяком случае	1	1
332	и ее	2	1
333	от них	1	1
334	уже в	4	1
335	себя в	1	1
336	мы бы	1	1
337	ответ на	2	1
338	из них	2	1
339	открытий в	1	1
340	мы находим	1	1
341	ее не	1	1
342	у него	5	1
343	возможно при	1	1
344	из мысли	1	1
345	до сих	1	1
346	именно в	1	1
347	как же	2	1
348	выше и	1	1
349	к сожалению	1	1
350	более того	1	1
351	человек в	1	1
352	а следовательно	1	1
353	в связи	3	1
354	начиная с	2	1
355	время с	1	1
356	д в	1	1
357	п и	1	1
358	предположить что	1	1
359	может как	1	1
360	что за	1	1
361	между нами	1	1
362	бы смысла	1	1
363	в ответ	1	1
364	с тех	1	1
365	по которой	1	1
366	по которому	1	1
367	да и	1	1
368	что из	1	1
369	сих пор	1	1
370	все это	4	1
371	но для	1	1
372	или по	1	1
373	вне его	1	1
374	задолго до	1	1
375	ее и	1	1
376	как эта	1	1
377	в эту	2	1
378	мысль на	3	1
379	могли быть	2	1
380	давно уже	3	1
381	равно как	1	1
382	только о	1	1
383	на это	2	1
384	себе не	1	1
385	это было	1	1
386	к этому	3	1
387	они не	1	1
