N	2gram	Tiupa_Narr_1	Formalny
337	ему в	2	1
338	этого термина	1	1
339	жизни это	1	1
340	это время	1	1
341	себе а	1	1
342	же мере	1	1
343	не имел	1	1
344	и согласие	1	1
345	установки на	1	1
346	события в	2	1
347	тем как	1	1
348	как у	2	1
349	своей работе	1	1
350	а только	1	1
351	не входит	1	1
352	значение и	1	1
353	к слову	1	1
354	должны были	1	1
355	не просто	1	1
356	один и	2	1
357	ни одна	1	1
358	его на	1	1
359	с этим	1	1
360	обращения к	1	1
361	в событие	2	1
362	не два	1	1
363	дистанция между	2	1
364	хотя и	4	1
365	сознания в	2	1
366	следующим образом	1	1
367	глава вторая	2	1
368	та же	2	1
369	из жизни	1	1
370	в литературном	1	1
371	исчезает и	1	1
372	их исторической	1	1
373	в нашем	3	1
374	то я	1	1
375	тоже не	1	1
376	и тот	1	1
377	видим и	1	1
378	и событие	2	1
379	его индивидуальную	1	1
380	на то	2	1
381	всей его	1	1
382	не могла	2	1
383	он не	3	1
384	здесь однако	1	1
385	наиболее глубоких	1	1
386	ключ к	2	1
387	в принципе	4	1
388	к одному	1	1
389	художественного высказывания	2	1
390	евгения онегина	1	1
391	очевидным что	1	1
392	и по	1	1
393	так например	1	1
394	но имеется	1	1
395	в нее	1	1
396	одно и	2	1
397	но все	1	1
398	значительной степени	1	1
399	исходя из	3	1
400	назвать и	2	1
401	в одну	1	1
402	не будет	2	1
403	связью между	1	1
404	значение в	1	1
405	который способен	1	1
406	в мире	4	1
407	историей и	1	1
408	а его	2	1
409	с другими	1	1
410	еще вернемся	1	1
411	быть не	3	1
412	литературе же	1	1
413	действительное событие	1	1
414	освободиться от	1	1
415	на друга	2	1
416	не понять	1	1
417	автора и	1	1
418	и того	2	1
419	одного и	1	1
420	связаны между	1	1
421	что между	1	1
422	и всеми	1	1
423	в их	1	1
424	она в	2	1
425	самого рассказывания	2	1
426	могло бы	3	1
427	роман а	1	1
428	теми же	1	1
429	при условии	1	1
430	человеческое сознание	1	1
431	высказывания в	2	1
432	этой смены	1	1
433	на рубеже	1	1
434	с ним	2	1
435	тем самым	5	1
436	отдельных эпизодов	1	1
437	что эта	1	1
438	ними не	1	1
439	того как	1	1
440	облекается в	1	1
441	чтобы стать	1	1
442	из их	1	1
443	он указывает	1	1
444	для всего	1	1
445	этот тип	1	1
446	высказывания даже	1	1
447	как она	2	1
448	за исключением	1	1
449	произведения эта	1	1
450	в сознании	4	1
451	такого высказывания	1	1
452	и делает	1	1
453	ему не	1	1
454	с другом	1	1
455	события но	1	1
456	в момент	1	1
457	в специальном	1	1
458	наконец в	1	1
459	глава третья	2	1
460	числе и	1	1
461	мере того	1	1
462	первого и	1	1
463	и второго	1	1
464	не встречается	1	1
465	той или	5	1
466	предыдущей главе	1	1
467	как известно	3	1
468	события может	1	1
469	рассказываемое событие	1	1
470	определенным образом	1	1
471	как по	1	1
472	и совершенно	1	1
473	не с	1	1
474	начала и	3	1
475	для него	4	1
476	и вообще	1	1
477	и условий	1	1
478	по мере	2	1
479	об этом	6	1
480	и здесь	1	1
481	это происходит	1	1
482	и та	1	1
483	за пределами	2	1
484	одного из	6	1
485	идеологической сферой	1	1
486	в значительной	1	1
487	нас в	2	1
488	аналогичным образом	1	1
489	сознания а	1	1
490	а потому	1	1
491	или напротив	3	1
492	существенную роль	1	1
493	в форме	2	1
494	не сводится	2	1
495	событие самого	2	1
496	и иных	2	1
497	не тот	1	1
498	из средств	1	1
499	в жизнь	1	1
500	в современной	3	1
501	быть и	2	1
502	в двух	1	1
503	тот же	1	1
504	одного сознания	1	1
505	и субъективных	1	1
506	иной идеологической	1	1
507	которое мы	1	1
508	который в	2	1
509	впрочем и	1	1
510	с читателем	1	1
511	в общий	1	1
512	с одной	1	1
513	в качестве	14	1
514	себя в	2	1
515	для всех	1	1
516	друг на	2	1
517	и у	1	1
518	так можно	1	1
519	вопроса о	1	1
520	то и	1	1
521	ни одного	1	1
522	же в	2	1
523	в начале	3	1
524	не из	1	1
525	а то	1	1
526	языка может	1	1
527	или даже	1	1
528	или просто	2	1
529	он существует	1	1
530	мир не	1	1
531	говорит о	1	1
532	слова в	4	1
533	в одном	4	1
534	случае не	1	1
535	которые могут	1	1
536	людей не	1	1
537	связи в	1	1
538	в случаях	1	1
539	глава первая	2	1
540	сказать изнутри	1	1
541	каждого высказывания	1	1
542	момент в	1	1
543	где в	2	1
544	а слово	1	1
545	из двух	1	1
546	только смысл	1	1
547	даже не	1	1
548	как историческое	1	1
549	до сих	2	1
550	не поддается	1	1
551	однако это	1	1
552	существенности для	1	1
553	именно в	3	1
554	а о	2	1
555	оказывается и	1	1
556	и создает	1	1
557	с той	1	1
558	еще и	1	1
559	смысл высказывания	1	1
560	что для	1	1
561	по тем	1	1
562	не было	3	1
563	одной стороны	1	1
564	зависит от	2	1
565	и составляет	2	1
566	действительности как	1	1
567	два а	1	1
568	иначе его	1	1
569	о чем	4	1
570	понятие о	1	1
571	тогда было	1	1
572	время оно	1	1
573	что мы	2	1
574	мира в	4	1
575	его нельзя	1	1
576	в речи	4	1
577	в творчестве	1	1
578	в частности	14	1
579	границы между	1	1
580	не удается	1	1
581	в предыдущей	1	1
582	и столь	2	1
583	этих случаях	1	1
584	пределы в	1	1
585	в художественных	2	1
586	не чистым	1	1
587	перехода от	1	1
588	в точке	1	1
589	к ценности	1	1
590	же их	1	1
591	рассказа в	5	1
592	и всей	1	1
593	образ и	1	1
594	слов в	2	1
595	друг с	1	1
596	может идти	1	1
597	в контексте	1	1
598	на другое	1	1
599	но даже	1	1
600	и о	3	1
601	сих пор	2	1
602	один из	6	1
603	слова с	1	1
604	дети не	1	1
605	при таком	1	1
606	она может	2	1
607	о котором	1	1
608	взаимодействия и	1	1
609	интерес к	1	1
610	смысла а	1	1
611	еще более	1	1
612	становления в	1	1
613	все они	1	1
614	или не	4	1
615	а в	13	1
616	отношении к	1	1
617	в готовом	1	1
618	не знает	1	1
619	объективна и	1	1
620	для одного	2	1
621	становится очевидным	1	1
622	структуры в	1	1
623	частности в	1	1
624	сущности в	1	1
625	как результат	1	1
626	том числе	1	1
