N	2gram	Savitsky_P_1	Analitik
113	из этих	1	2
114	думать что	2	2
115	не к	2	2
116	какой бы	1	2
117	и по	1	2
118	и с	2	2
119	из них	2	2
120	отрыве от	1	2
121	к предмету	1	2
122	не столько	2	2
123	на каждом	1	2
124	вопрос о	1	2
125	творчества и	2	2
126	для этого	1	2
127	тогда когда	1	2
128	никогда не	1	2
129	потому что	3	2
130	каким оно	1	2
131	и о	5	2
132	быть может	6	2
133	мысль о	2	2
134	в пределах	8	2
135	представляют собой	1	2
136	особенно в	1	2
137	еще в	1	2
138	должно быть	2	2
139	но к	2	2
140	два различных	1	2
141	в отрыве	1	2
142	бы ни	2	2
143	оказывается в	1	2
144	сколько бы	2	2
145	в начале	2	2
146	сами по	3	2
147	выступает в	1	2
148	не о	2	2
149	каждый из	1	2
150	со стороны	2	2
151	было бы	6	2
152	но о	2	2
153	в ряду	2	2
154	что из	2	2
155	на фоне	1	2
156	и потому	4	2
157	в данном	1	2
158	она есть	3	2
159	тем более	2	2
160	нет ничего	1	2
161	другой стороны	1	2
162	культуры в	2	2
163	в какой	1	2
164	например в	2	1
165	далеко если	1	1
166	н и	8	1
167	смысл этого	1	1
168	по преимуществу	1	1
169	должна быть	1	1
170	собственном смысле	1	1
171	настоящий момент	3	1
172	мы не	3	1
173	творения в	1	1
174	есть нечто	2	1
175	не вполне	1	1
176	оно есть	1	1
177	в ней	6	1
178	над ним	1	1
179	литературы и	1	1
180	он был	1	1
181	ответа на	1	1
182	оно ни	1	1
183	в различных	1	1
184	во всех	2	1
185	в ее	2	1
186	но как	1	1
187	в е	2	1
188	к осуществлению	1	1
189	есть в	2	1
190	помнить что	2	1
191	над собой	1	1
192	более или	1	1
193	опирающаяся на	1	1
194	что это	1	1
195	следует понимать	1	1
196	исключительно в	2	1
197	в известном	1	1
198	мы именуем	1	1
199	только один	1	1
200	если он	1	1
201	к миру	1	1
202	в рамки	1	1
203	с е	1	1
204	в виде	2	1
205	не как	1	1
206	и наоборот	1	1
207	от нее	1	1
208	а затем	1	1
209	что все	1	1
210	тем в	1	1
211	ей в	3	1
212	и некоторой	1	1
213	его в	1	1
214	ощущается как	1	1
215	заключается в	3	1
216	полноте и	1	1
217	и тем	2	1
218	и целиком	1	1
219	о личности	1	1
220	или хотя	1	1
221	в ином	1	1
222	для них	2	1
223	в них	2	1
224	в историческом	1	1
225	зрения исторической	1	1
226	с тем	3	1
227	и уже	1	1
228	к а	1	1
229	в восприятии	1	1
230	хх века	2	1
231	или менее	1	1
232	в этих	1	1
233	от первой	1	1
234	и при	1	1
235	и ее	1	1
236	в отношении	10	1
237	понять в	1	1
238	не произведения	1	1
239	в которых	5	1
240	бы мы	1	1
241	и эти	1	1
242	не менее	2	1
243	осуществлялись как	1	1
244	одна из	2	1
245	может помешать	1	1
246	из этой	1	1
247	этих двух	1	1
248	возвращением к	1	1
249	иными словами	1	1
250	слова о	1	1
251	входят в	1	1
252	мы и	1	1
253	в каком	1	1
254	с другом	1	1
255	мыслилась как	1	1
256	одно и	1	1
257	что именуется	1	1
258	числе и	1	1
259	в настоящий	3	1
260	как по	1	1
261	культуры и	1	1
262	когда ее	1	1
263	и сколь	1	1
264	те же	1	1
265	внутреннего зрения	1	1
266	является в	2	1
267	внимание к	1	1
268	и что	1	1
269	пор пока	1	1
270	может не	1	1
271	восходит к	1	1
272	связь между	1	1
273	в которую	2	1
274	они являются	1	1
275	во всей	2	1
276	и только	1	1
277	реальность в	1	1
278	которая и	1	1
279	и иных	1	1
280	мы вполне	1	1
281	которой в	1	1
282	в современной	1	1
283	тех пор	1	1
284	в формах	1	1
285	тот же	3	1
286	друг друга	1	1
287	может оказаться	1	1
288	в душе	1	1
289	два направления	1	1
290	всяком случае	1	1
291	от тех	1	1
292	к первой	1	1
293	при отсутствии	1	1
294	как раз	2	1
295	были бы	1	1
296	в последние	2	1
297	только на	1	1
298	в н	1	1
299	развития в	1	1
300	может и	2	1
301	вслед за	3	1
302	и быть	1	1
303	было и	1	1
304	не было	2	1
305	не означает	1	1
306	в действии	1	1
307	не об	1	1
308	бы как	1	1
309	чем глубже	1	1
310	исходить из	1	1
311	ни на	1	1
312	и особенно	1	1
313	выражению не	1	1
314	в мир	1	1
315	в тот	2	1
316	да и	2	1
317	друг с	1	1
318	мира с	2	1
319	которая ни	1	1
320	в бытии	1	1
321	известном смысле	1	1
322	к другим	1	1
323	этом смысле	1	1
324	она должна	1	1
325	только мы	1	1
326	прежде чем	1	1
327	том виде	1	1
328	что оно	1	1
329	тяготеет к	1	1
330	в результате	1	1
331	о котором	1	1
332	хотя и	3	1
333	для нас	2	1
334	мы должны	4	1
335	же в	4	1
336	бы оно	1	1
337	а н	5	1
338	до тех	1	1
339	все еще	1	1
340	отношением к	1	1
341	происходящего в	1	1
342	духовный опыт	1	1
343	что то	1	1
344	науки как	1	1
345	где он	1	1
346	а я	5	1
347	поэтики в	1	1
348	именно здесь	1	1
349	они не	1	1
350	который не	1	1
351	во всяком	1	1
352	и личности	1	1
