N	2gram	Voloshinov_1	Morfolog
267	есть не	2	1
268	или наоборот	1	1
269	ответить на	2	1
270	на эти	2	1
271	таковое не	1	1
272	так чтобы	1	1
273	что это	4	1
274	что иное	2	1
275	но чаще	1	1
276	при разных	1	1
277	ему в	1	1
278	не совсем	1	1
279	в виду	3	1
280	в числе	1	1
281	оказывается что	1	1
282	которые он	1	1
283	качестве примера	1	1
284	служит для	1	1
285	тем как	1	1
286	там и	1	1
287	бы наука	1	1
288	сама собой	1	1
289	одним словом	1	1
290	мы будем	6	1
291	но как	2	1
292	не то	1	1
293	случай когда	2	1
294	значение и	1	1
295	ответ на	2	1
296	отношение к	2	1
297	оно является	2	1
298	или иное	4	1
299	более чем	1	1
300	его не	2	1
301	дает нам	1	1
302	для всех	2	1
303	мы имели	2	1
304	имеют и	1	1
305	ряд вопросов	1	1
306	мысль о	1	1
307	может получить	2	1
308	вопросом о	1	1
309	и наконец	5	1
310	но эта	2	1
311	другом случае	1	1
312	со своей	1	1
313	о степени	1	1
314	в которой	7	1
315	же быть	1	1
316	формы в	1	1
317	предметов и	1	1
318	овладеть его	1	1
319	из этих	1	1
320	что так	1	1
321	не в	6	1
322	форме диалога	1	1
323	думать что	1	1
324	в этой	6	1
325	остановиться на	1	1
326	слушателя и	1	1
327	и сестры	1	1
328	но ведь	6	1
329	на то	1	1
330	его но	1	1
331	не нужны	1	1
332	вообще не	1	1
333	главным образом	3	1
334	время и	1	1
335	слова а	1	1
336	всех этих	1	1
337	и вот	3	1
338	необходимо для	1	1
339	и этот	1	1
340	лишь с	1	1
341	собственно говоря	1	1
342	одно и	4	1
343	здесь мы	3	1
344	однако все	1	1
345	связанные с	2	1
346	конечно в	1	1
347	на все	1	1
348	с другими	2	1
349	то все	1	1
350	и дает	1	1
351	чему мы	1	1
352	и тем	6	1
353	нет в	1	1
354	как видно	1	1
355	же самый	1	1
356	ею и	1	1
357	как таковой	3	1
358	этот материал	1	1
359	в наши	1	1
360	и их	5	1
361	теми или	1	1
362	в их	1	1
363	мы говорили	2	1
364	могло бы	1	1
365	бы мы	3	1
366	что я	1	1
367	значение для	1	1
368	и уж	1	1
369	которые в	2	1
370	при этом	9	1
371	все это	4	1
372	не должно	2	1
373	не задаваясь	1	1
374	или если	1	1
375	тому что	5	1
376	сам с	1	1
377	она не	1	1
378	же представляет	1	1
379	самого начала	4	1
380	это дает	1	1
381	того как	1	1
382	в основе	2	1
383	дело не	1	1
384	иметь в	1	1
385	же время	7	1
386	или как	6	1
387	совершенно неожиданно	1	1
388	на те	1	1
389	задаваясь вопросом	1	1
390	за развитием	1	1
391	же он	1	1
392	и делает	1	1
393	характерен для	1	1
394	одним из	1	1
395	у нас	4	1
396	к таким	1	1
397	материала но	1	1
398	выпадает из	1	1
399	но там	1	1
400	если он	3	1
401	другой и	1	1
402	и развития	3	1
403	должны быть	1	1
404	всего в	3	1
405	к тому	4	1
406	другими формами	1	1
407	той или	3	1
408	не есть	1	1
409	все еще	1	1
410	кем и	1	1
411	что при	1	1
412	на это	4	1
413	другими но	1	1
414	которых строится	1	1
415	как не	2	1
416	это будет	1	1
417	будет видно	1	1
418	без всякого	1	1
419	там оно	1	1
420	в царской	1	1
421	с самого	4	1
422	всей своей	1	1
423	роль в	3	1
424	как с	2	1
425	в глаза	1	1
426	его присутствие	1	1
427	сложный случай	1	1
428	те же	4	1
429	а этот	2	1
430	здесь как	1	1
431	здесь нет	1	1
432	мог бы	1	1
433	еще в	1	1
434	различное значение	1	1
435	когда в	1	1
436	во второй	3	1
437	и с	5	1
438	но иногда	1	1
439	героя нужно	1	1
440	связанное с	1	1
441	иное как	2	1
442	на вопрос	1	1
443	но мы	2	1
444	и просто	1	1
445	того или	5	1
446	их в	3	1
447	нет это	1	1
448	в приведенных	2	1
449	выбор и	2	1
450	большое количество	1	1
451	грань между	1	1
452	в его	6	1
453	и хорошо	1	1
454	на одном	1	1
455	уже только	1	1
456	в другой	1	1
457	тот момент	1	1
458	что бы	1	1
459	ее можно	1	1
460	в него	1	1
461	уже видели	2	1
462	с ними	1	1
463	его назначения	1	1
464	ли он	2	1
465	говорить о	1	1
466	как нечто	2	1
467	принимает форму	1	1
468	и действительно	1	1
469	их мы	2	1
470	но то	1	1
471	нам возможность	1	1
472	все они	1	1
473	в эти	1	1
474	какой степени	1	1
475	было так	1	1
476	же и	1	1
477	есть в	1	1
478	испытание и	1	1
479	борьбы с	1	1
480	в нашей	1	1
481	каким образом	1	1
482	соглашаясь с	1	1
483	в данной	3	1
484	двух точек	1	1
485	за ним	1	1
486	и соответствующего	1	1
487	их как	1	1
488	не так	3	1
489	понимает что	1	1
490	вопрос кто	1	1
491	в одном	3	1
492	ее не	1	1
493	у него	1	1
494	и никогда	1	1
495	он является	1	1
496	само собой	4	1
497	не противоречит	1	1
498	без такого	1	1
499	уже совершенно	1	1
500	были бы	4	1
501	только на	3	1
502	и даже	3	1
503	со стороны	1	1
504	или иной	4	1
505	даже не	1	1
506	точек зрения	4	1
507	до сих	1	1
508	может и	1	1
509	именно в	1	1
510	эти две	1	1
511	в каких	1	1
512	я был	1	1
513	как же	1	1
514	еще и	2	1
515	такое же	1	1
516	последний случай	1	1
517	и несколько	2	1
518	на этот	1	1
519	чтобы вернуться	1	1
520	ничем не	1	1
521	о чем	1	1
522	не смог	1	1
523	растения и	1	1
524	но оно	1	1
525	мужа и	1	1
526	в одной	1	1
527	смысл который	1	1
528	я тебе	1	1
529	более широкого	1	1
530	этот мотив	1	1
531	по своему	3	1
532	предположить что	1	1
533	может как	1	1
534	можно условно	1	1
535	в течение	1	1
536	которые по	1	1
537	отношения к	3	1
538	с изучением	1	1
539	рук и	2	1
540	как будто	1	1
541	и самая	1	1
542	что же	8	1
543	с этой	1	1
544	для тех	1	1
545	еще раз	1	1
546	в подобных	1	1
547	сих пор	2	1
548	не будем	1	1
549	же самое	5	1
550	помнить что	2	1
551	является ли	1	1
552	указать на	1	1
553	на улице	1	1
554	к данной	4	1
555	и отношение	1	1
556	в голову	3	1
557	для нас	3	1
558	и все	4	1
559	бы в	5	1
560	и ни	2	1
561	у которого	5	1
562	ситуация и	7	1
563	бы на	1	1
564	бросается в	1	1
565	будет сказано	1	1
566	здесь только	1	1
567	возможно ли	1	1
568	не будет	3	1
569	между ними	3	1
570	может послужить	1	1
571	состоит из	1	1
572	это на	1	1
573	равно как	2	1
574	которым он	1	1
575	развитие и	1	1
576	нет но	1	1
577	не что	4	1
578	только о	1	1
579	мало а	1	1
580	таким же	1	1
581	в таком	1	1
