N	2gram	Tiupa_Hudo_1	Problema
520	этих сторон	1	1
521	вещами и	1	1
522	основной закон	1	1
523	что все	1	1
524	свою очередь	2	1
525	на основе	2	1
526	даже самое	1	1
527	только то	1	1
528	свободу и	1	1
529	и сам	1	1
530	даже самых	1	1
531	того и	1	1
532	жизнь я	1	1
533	в научном	1	1
534	нам уже	1	1
535	именно потому	1	1
536	и здесь	1	1
537	слова ни	1	1
538	знаков а	1	1
539	возможна только	1	1
540	и поэтому	1	1
541	внимание на	1	1
542	настоящее время	1	1
543	читателя как	1	1
544	все прочие	3	1
545	не содержит	1	1
546	как ее	1	1
547	в глаза	2	1
548	к простому	1	1
549	в новую	1	1
550	мог бы	3	1
551	основе своей	1	1
552	в преступлении	1	1
553	может не	1	1
554	этих двух	2	1
555	каждом из	1	1
556	в которую	1	1
557	художественного произведения	3	1
558	тем или	1	1
559	хотя по	1	1
560	только такие	1	1
561	соединении с	2	1
562	в художественной	2	1
563	не будучи	1	1
564	по своим	1	1
565	познания или	1	1
566	на отдельные	1	1
567	замечательный образец	1	1
568	того что	4	1
569	происходит в	1	1
570	эти последние	1	1
571	быть и	2	1
572	известном смысле	1	1
573	на которой	1	1
574	и личной	1	1
575	обе эти	1	1
576	образов и	1	1
577	мы видим	1	1
578	что даже	1	1
579	мастер и	1	1
580	и маргарита	1	1
581	чего-то другого	1	1
582	который в	2	1
583	в контексте	3	1
584	образа в	1	1
585	никак нельзя	1	1
586	не происходит	1	1
587	а после	1	1
588	с одной	2	1
589	даже вовсе	1	1
590	однако с	2	1
591	на сцене	1	1
592	сама собою	1	1
593	ту или	1	1
594	эти два	1	1
595	приходится в	1	1
596	нуждается в	1	1
597	ведь это	1	1
598	в известной	1	1
599	структура художественного	2	1
600	в прошлом	1	1
601	относится не	1	1
602	с этими	1	1
603	вещественно и	1	1
604	для меня	2	1
605	не случайно	3	1
606	не говорит	1	1
607	не ее	1	1
608	чтобы оно	1	1
609	голос или	1	1
610	природу каждой	1	1
611	как наличие	1	1
612	с той	1	1
613	являются только	1	1
614	такое же	1	1
615	мира это	1	1
616	и др	2	1
617	не мыслится	1	1
618	что для	1	1
619	в рассказе	3	1
620	превращается в	2	1
621	его исторического	1	1
622	не на	3	1
623	и картины	1	1
624	однако и	1	1
625	его как	1	1
626	о чем	2	1
627	когда же	1	1
628	и том	1	1
629	здесь именно	1	1
630	на фоне	1	1
631	чем глубже	1	1
632	на чем	1	1
633	и особенно	2	1
634	человека к	3	1
635	требует от	1	1
636	ним как	1	1
637	одной стороны	2	1
638	к жизни	2	1
639	искусства но	3	1
640	этого типа	1	1
641	анализу и	1	1
642	к действительности	3	1
643	связаны с	1	1
644	есть как	2	1
645	чувства и	1	1
646	схемы и	1	1
647	с этой	1	1
648	с бытием	1	1
649	слова и	2	1
650	художественное произведение	1	1
651	мастера и	2	1
652	характерные для	1	1
653	но для	1	1
654	себе еще	1	1
655	за его	1	1
656	в мировой	1	1
657	ногами и	1	1
658	не подлежит	1	1
659	мира и	2	1
660	о котором	1	1
661	в настоящее	1	1
662	тот кто	2	1
663	себя самого	1	1
664	и нераздельное	1	1
665	в третьем	1	1
666	бы в	1	1
667	с не	1	1
668	не дает	1	1
669	отношении к	2	1
670	становления и	1	1
671	о своем	1	1
672	в романе	3	1
673	между ними	4	1
674	из тех	2	1
675	не знает	3	1
676	со мной	1	1
677	в свою	3	1
678	жизни а	1	1
679	мере в	1	1
680	он и	1	1
681	только о	2	1
682	и самих	1	1
683	представлена в	1	1
684	в искусстве	7	1
685	и другие	2	1
686	и наказании	1	1
687	по поводу	1	1
688	после его	1	1
689	этой точки	1	1
690	том числе	2	1
