N	2gram	Medvedev_F_3	Psycholo
313	и при	1	2
314	в котором	2	2
315	с точки	14	2
316	в отличие	2	2
317	в которых	3	2
318	и той	1	2
319	сами по	2	2
320	в словах	1	2
321	с так	1	2
322	в отношении	2	2
323	в то	7	2
324	дело в	2	2
325	того как	1	2
326	к этим	1	2
327	и так	1	2
328	в полной	2	2
329	поэтому совершенно	2	2
330	входят в	1	2
331	все то	1	2
332	отличается от	2	2
333	если же	5	2
334	должен быть	2	2
335	и понять	2	2
336	знаем что	2	2
337	татьяны и	1	2
338	в себя	1	2
339	мы только	1	2
340	искусство как	1	2
341	не с	1	2
342	еще в	3	2
343	и фабулы	1	2
344	является в	2	2
345	и даже	2	2
346	ничего не	2	2
347	или иной	2	2
348	строго говоря	1	2
349	и та	1	2
350	но мы	1	2
351	или на	2	2
352	не имеем	1	2
353	очень хорошо	1	2
354	можно сказать	3	2
355	связь между	4	2
356	места и	1	2
357	самом процессе	1	2
358	от одного	2	2
359	каждый элемент	4	2
360	говорит он	5	2
361	в форме	1	2
362	слов и	4	2
363	стиха и	1	2
364	как например	1	2
365	этом смысле	2	2
366	быть и	1	2
367	внутреннее противоречие	1	2
368	образом все	1	2
369	трагедии и	1	2
370	это очень	1	2
371	это же	1	2
372	в качестве	1	2
373	связи с	5	2
374	ни одного	1	2
375	его с	1	2
376	мы знаем	4	2
377	в одном	1	2
378	эта внешняя	1	2
379	нет в	1	2
380	даже и	1	2
381	фабулы и	1	2
382	с той	1	2
383	этот закон	2	2
384	же обстоит	1	2
385	и эта	3	2
386	до конца	4	2
387	и самый	2	2
388	или с	1	2
389	произведения искусства	1	2
390	с помощью	8	2
391	это значит	2	2
392	характера и	1	2
393	в течение	1	2
394	в положении	1	2
395	по существу	1	2
396	исходя из	1	2
397	к следующему	1	2
398	с этой	1	2
399	этом случае	1	2
400	все это	7	2
401	именно эта	1	2
402	не является	5	2
403	той или	1	2
404	конце концов	2	2
405	же в	1	2
406	в романе	4	2
407	между ними	15	2
408	не знает	1	2
409	бы его	1	2
410	из этого	4	2
411	смысле слова	2	1
412	одним из	3	1
413	этого романа	2	1
414	в такой	2	1
415	противоречия между	1	1
416	он может	2	1
417	других областей	1	1
418	выражено в	1	1
419	и закон	1	1
420	здесь и	6	1
421	и принципиально	1	1
422	нем нет	1	1
423	уже указывали	1	1
424	все те	1	1
425	процессы и	1	1
426	они никогда	1	1
427	призму его	1	1
428	первой и	1	1
429	конструктивный фактор	1	1
430	как единство	1	1
431	нас важно	1	1
432	на место	1	1
433	из своих	2	1
434	в каждый	1	1
435	понять смысл	1	1
436	мы и	3	1
437	искусства для	1	1
438	так называемые	2	1
439	и оправдание	1	1
440	это возможно	1	1
441	или от	1	1
442	столь же	3	1
443	возможности и	1	1
444	конечно это	2	1
445	как таковая	3	1
446	основано на	1	1
447	ними в	1	1
448	то мы	3	1
449	как система	2	1
450	видели что	2	1
451	а только	1	1
452	связано с	2	1
453	души и	3	1
454	может произойти	1	1
455	не просто	1	1
456	или иное	2	1
457	значение имеет	1	1
458	один и	1	1
459	к сожалению	1	1
460	внутренние противоречия	1	1
461	стороны для	1	1
462	и вовсе	1	1
463	данный момент	2	1
464	в художественном	5	1
465	противоречие в	1	1
466	и нет	1	1
467	еще и	1	1
468	эти переживания	1	1
469	хотя и	1	1
470	и сюжета	1	1
471	произведения так	2	1
472	справедливо и	2	1
473	свой круг	2	1
474	в каком-то	1	1
475	в действительности	9	1
476	материалом и	2	1
477	можно сделать	1	1
478	от этого	2	1
479	та же	1	1
480	в литературном	1	1
481	что так	1	1
482	учение о	2	1
483	ни одна	1	1
484	в последнее	1	1
485	остановиться на	1	1
486	своей теории	2	1
487	и тот	1	1
488	имеем в	1	1
489	были связаны	1	1
490	достаточно сказать	1	1
491	как основа	1	1
492	так сказать	5	1
493	этот процесс	3	1
494	мы совершенно	1	1
495	не завершается	1	1
496	главным образом	2	1
497	в поэтике	1	1
498	сказать в	1	1
499	время и	1	1
500	образом для	1	1
501	собственном смысле	1	1
502	единство в	1	1
503	только материал	2	1
504	и вообще	1	1
505	только тем	1	1
506	в произведение	1	1
507	не являются	2	1
508	этого вопроса	1	1
509	не к	1	1
510	привести в	1	1
511	что единство	1	1
512	а всегда	1	1
513	из виду	2	1
514	евгения онегина	1	1
515	на земле	2	1
516	его от	2	1
517	в одну	1	1
518	этим самым	2	1
519	не из	1	1
520	с в	1	1
521	и может	1	1
522	единство произведения	5	1
523	и второй	1	1
524	этого развертывания	1	1
525	оно становится	2	1
526	того или	1	1
527	каждого элемента	1	1
528	на протяжении	2	1
529	это целое	1	1
530	в жизни	11	1
531	о характере	1	1
532	но уже	2	1
533	этого слова	2	1
534	это положение	1	1
535	и вне	2	1
536	что содержание	1	1
537	за ним	1	1
538	проявляется в	2	1
539	как таковой	3	1
540	целого ряда	1	1
541	исчезает и	1	1
542	в эту	2	1
543	как некоторое	1	1
544	и помимо	1	1
545	именно и	1	1
546	бы к	2	1
547	она в	1	1
548	жизни с	2	1
549	для объяснения	1	1
550	не менее	7	1
551	поэтического произведения	1	1
552	в корне	4	1
553	где она	2	1
554	но эта	2	1
555	совершенно разные	1	1
556	в россии	2	1
557	и эти	1	1
558	их в	3	1
559	тому чтобы	1	1
560	необходимо чтобы	2	1
561	бы быть	2	1
562	почве и	1	1
563	бы нас	1	1
564	даже в	2	1
565	есть всегда	1	1
566	этой работы	1	1
567	в степени	1	1
568	же мы	1	1
569	с определенными	2	1
570	сам он	2	1
571	форму в	1	1
572	и форма	1	1
573	и очень	2	1
574	нет никакого	1	1
575	случае в	3	1
576	непосредственно ни	1	1
577	до известной	2	1
578	она не	4	1
579	и форму	1	1
580	единство героя	1	1
581	тогда когда	4	1
582	принадлежат к	2	1
583	и вместо	1	1
584	вкладывается в	1	1
585	на него	1	1
586	в процессе	15	1
587	того теория	1	1
588	когда они	1	1
589	и отдельных	1	1
590	этому слову	1	1
591	он указывает	1	1
592	на обычное	1	1
593	не могло	2	1
594	вытекает из	2	1
595	не их	1	1
596	заключены в	1	1
597	в разных	1	1
598	больше чем	1	1
599	действительности но	1	1
600	которые и	1	1
601	это сделать	1	1
602	явление в	1	1
603	пути и	1	1
604	совершенно неправильно	1	1
605	говорить как	1	1
606	воспринимается нами	1	1
607	х годов	1	1
608	связь и	1	1
609	и является	4	1
610	вот что	1	1
611	и теперь	6	1
612	ничто не	3	1
613	можно рассматривать	1	1
614	здесь же	1	1
615	и отдельного	1	1
616	если пушкин	1	1
617	совершенно необходимо	1	1
618	бы одновременно	1	1
619	в области	2	1
620	ему не	1	1
621	образом оказывается	1	1
622	конструкции и	2	1
623	его нужно	1	1
624	в живописи	1	1
625	внести в	2	1
626	и другой	1	1
627	лежит в	1	1
628	в других	1	1
629	элемент в	1	1
630	выразить так	1	1
631	виде как	1	1
632	этого и	1	1
633	имеет еще	1	1
634	когда утверждает	1	1
635	правом мы	2	1
636	всегда есть	1	1
637	в пьесе	1	1
638	же оказывается	1	1
639	каждого искусства	1	1
640	линией и	1	1
641	оно может	1	1
642	ложного предположения	1	1
643	не делает	1	1
644	но по	1	1
645	с ее	2	1
646	это единство	3	1
647	как не	2	1
648	здесь не	2	1
649	другое направление	1	1
650	только при	1	1
651	он просто	1	1
652	и от	11	1
653	никакой другой	1	1
654	вне искусства	3	1
655	в собственном	1	1
656	как по	1	1
657	последнее время	1	1
658	за пределами	1	1
659	то или	2	1
660	указывали на	1	1
661	и этим	1	1
662	только то	3	1
663	она может	1	1
664	в произведении	3	1
665	на той	1	1
666	значение в	1	1
667	если они	2	1
668	с первым	1	1
669	произведения не	1	1
670	но никак	1	1
671	в которые	1	1
672	совершенно невозможно	1	1
673	ними и	2	1
674	в построении	1	1
675	мы ощущаем	1	1
676	о нем	3	1
677	противоречие мы	1	1
678	часто и	1	1
679	романа так	1	1
680	каждое произведение	1	1
681	это вполне	1	1
682	говорит об	1	1
683	совершенно неверно	2	1
684	к действительности	1	1
685	и просто	1	1
686	в значительной	1	1
687	этом заключается	1	1
688	наш глаз	1	1
689	там же	1	1
690	автоматизма и	1	1
691	и во	2	1
692	нас в	1	1
693	язык и	1	1
694	том или	1	1
695	между тем	7	1
696	переходит в	2	1
697	нуждается в	3	1
698	ее художественного	1	1
699	и содержания	2	1
700	двух направлений	1	1
701	его осуществления	3	1
702	может стать	3	1
703	романа в	3	1
704	не тот	1	1
705	что жизнь	3	1
706	является результатом	2	1
707	найти и	1	1
708	и создает	1	1
709	например при	1	1
710	не так	1	1
711	в каких	2	1
712	эти последние	1	1
713	предмета и	2	1
714	но так	2	1
715	фабула и	2	1
716	что только	1	1
717	не о	3	1
718	одной из	2	1
719	однако в	2	1
720	в какой	3	1
721	полнотой и	1	1
722	то в	2	1
723	и действительно	2	1
724	есть чистая	1	1
725	поэтому и	2	1
726	который в	1	1
727	всех его	1	1
728	во времени	1	1
729	и ее	6	1
730	раз ту	1	1
731	настроение и	1	1
732	его героя	1	1
733	в эти	1	1
734	себя в	1	1
735	от одной	1	1
736	построения и	1	1
737	самый смысл	2	1
738	оказывается в	1	1
739	можно выразить	1	1
740	уже не	3	1
741	еще одно	1	1
742	в поэзии	3	1
743	в начале	1	1
744	в сознании	1	1
745	кажется что	2	1
746	они находятся	1	1
747	за счет	2	1
748	от других	2	1
749	и показать	1	1
750	или даже	1	1
751	его и	3	1
752	к каким	1	1
753	конструктивное значение	7	1
754	и их	5	1
755	могло бы	1	1
756	слова в	1	1
757	другую сторону	1	1
758	для различения	1	1
759	нами как	1	1
760	произведения и	3	1
761	тем как	1	1
762	эмоции в	1	1
763	отклонения от	1	1
764	в стихах	2	1
765	или ином	1	1
766	всему тому	1	1
767	и материал	1	1
768	нет и	3	1
769	те или	1	1
770	любви татьяны	1	1
771	противоречия с	1	1
772	ней и	1	1
773	как у	1	1
774	на ее	4	1
775	связаны с	2	1
776	сюда же	1	1
777	совпадает с	2	1
778	литературное произведение	3	1
779	мы еще	2	1
780	и др	2	1
781	что совершенно	1	1
782	что для	1	1
783	слиты в	1	1
784	полагаем что	1	1
785	конечно совершенно	1	1
786	пушкин с	1	1
787	превращается в	2	1
788	не было	1	1
789	от существующих	1	1
790	целым рядом	1	1
791	художественную завершенность	1	1
792	линии и	1	1
793	те элементы	1	1
794	понимания этой	1	1
795	понятие о	1	1
796	произведение в	4	1
797	его именно	1	1
798	здесь имеет	1	1
799	всю совокупность	1	1
800	в речи	1	1
801	мы видели	4	1
802	здесь именно	1	1
803	между собою	1	1
804	противоречия в	1	1
805	все более	1	1
806	что раньше	1	1
807	что каждый	2	1
808	при которых	1	1
809	требует от	1	1
810	этих приемов	1	1
811	между языком	1	1
812	именно для	2	1
813	конечно не	4	1
814	смысле этого	2	1
815	мы условно	1	1
816	тому как	5	1
817	во все	1	1
818	что же	5	1
819	и всей	1	1
820	да и	4	1
821	торжество искусства	1	1
822	для понимания	1	1
823	из отдельных	1	1
824	который он	1	1
825	то между	1	1
826	к проблеме	3	1
827	смысл в	1	1
828	предположения что	1	1
829	каждый данный	1	1
830	в контексте	1	1
831	только для	1	1
832	но это	2	1
833	все дано	1	1
834	ни для	2	1
835	но для	2	1
836	в смысле	4	1
837	говорят и	1	1
838	здесь в	1	1
839	каждой из	1	1
840	в следующей	2	1
841	известной степени	2	1
842	и времени	1	1
843	и часто	1	1
844	во-первых на	1	1
845	совершается в	3	1
846	в пределе	2	1
847	всюду она	1	1
848	совершенно иное	1	1
849	словесного материала	1	1
850	как эта	1	1
851	от всех	4	1
852	у них	2	1
853	же к	1	1
854	еще более	1	1
855	материала с	2	1
856	ни к	1	1
857	все они	1	1
858	романа и	2	1
859	этих элементов	1	1
860	вопрос как	1	1
861	к внутреннему	1	1
862	может и	3	1
863	нет ничего	1	1
864	линий которые	1	1
865	контраст к	1	1
866	состоит из	1	1
867	но этим	1	1
868	вперед по	1	1
869	в поэтическом	1	1
870	равно как	3	1
871	новелл не	1	1
872	к его	3	1
873	которые сами	1	1
874	или иного	1	1
875	отношению к	3	1
876	в отдельности	1	1
877	что под	1	1
878	искусства является	1	1
879	частности в	1	1
880	допустить что	1	1
881	пушкин и	1	1
882	это ощущение	1	1
883	каждое слово	1	1
884	можно назвать	1	1
885	во всяком	6	1
886	этой точки	1	1
