N	2gram	Tiupa_Disk_2	KFilosof
373	более не	1	1
374	с ее	2	1
375	заданности и	1	1
376	но при	2	1
377	и от	1	1
378	характер и	1	1
379	мысль о	3	1
380	зрения автора	1	1
381	приводит к	3	1
382	можно говорить	1	1
383	как с	1	1
384	что может	1	1
385	только через	1	1
386	жизни т.е	1	1
387	не с	2	1
388	здесь как	1	1
389	живет в	2	1
390	и каждый	1	1
391	можно только	1	1
392	поэтому в	1	1
393	и даже	1	1
394	остановимся на	1	1
395	мы живем	1	1
396	и смерть	1	1
397	все дело	1	1
398	возможна только	1	1
399	не стоит	1	1
400	можно сказать	3	1
401	в значительной	1	1
402	духовная биография	1	1
403	последних двух	2	1
404	и во	1	1
405	в конечном	1	1
406	и вследствие	1	1
407	он его	1	1
408	в переживании	2	1
409	от них	1	1
410	во втором	1	1
411	эти возможности	1	1
412	к ней	1	1
413	в жизнь	1	1
414	один из	1	1
415	но с	1	1
416	менее в	1	1
417	и желания	1	1
418	одной из	1	1
419	в какой	1	1
420	не само	1	1
421	быть признаны	1	1
422	субъекта в	3	1
423	и так	1	1
424	поэтому и	1	1
425	же и	1	1
426	с волей	1	1
427	в большинстве	2	1
428	только на	1	1
429	но достаточно	1	1
430	что первая	1	1
431	мог стать	1	1
432	большинстве случаев	1	1
433	конечном счете	1	1
434	одно из	4	1
435	наше время	2	1
436	не для	1	1
437	может претендовать	3	1
438	героиня и	1	1
439	может служить	1	1
440	друг друга	1	1
441	к человеку	1	1
442	но уже	2	1
443	к той	1	1
444	же картина	1	1
445	но из	1	1
446	между субъектом	1	1
447	мире где	1	1
448	она и	1	1
449	точек зрения	1	1
450	и т.п	12	1
451	и героиня	1	1
452	здесь в	3	1
453	на чем	1	1
454	во второй	1	1
455	содержанием в	1	1
456	и др	1	1
457	нового времени	5	1
458	не нужна	1	1
459	превращается в	1	1
460	единственностью и	1	1
461	человеческой жизни	2	1
462	и всякое	2	1
463	стороны в	1	1
464	вместе с	2	1
465	к его	4	1
466	картина мира	4	1
467	места для	1	1
468	места где	1	1
469	себе самому	2	1
470	этого момента	1	1
471	о возможности	1	1
472	из которых	1	1
473	еще на	1	1
474	самым оно	1	1
475	он предполагает	1	1
476	им с	1	1
477	самого себя	1	1
478	в мир	1	1
479	действие и	2	1
480	этот человек	2	1
481	слова и	1	1
482	своей жизни	1	1
483	действительный и	1	1
484	одного и	3	1
485	и пространства	1	1
486	живет и	1	1
487	не подлежит	2	1
488	в индивидуальном	1	1
489	а к	2	1
490	когда он	1	1
491	совершенно иной	1	1
492	бы человек	1	1
493	в третьем	1	1
494	не более	2	1
495	мы ничего	1	1
496	жизни что	1	1
497	я в	5	1
498	богом но	1	1
499	или не	1	1
500	же в	1	1
501	между ними	1	1
502	неотделим от	2	1
503	с ней	2	1
504	же будет	1	1
505	другой в	1	1
506	равно как	1	1
507	того же	2	1
508	жизни а	3	1
509	все люди	2	1
510	одновременно и	1	1
511	я это	1	1
512	бы его	1	1
513	имеет не	1	1
514	утверждать что	1	1
515	ней в	1	1
516	включает в	1	1
517	ее в	1	1
518	в искусстве	1	1
519	это в	2	1
520	который не	2	1
521	во всяком	1	1
522	ибо это	1	1
