N	2gram	Losev_Dial_1	Marksizm
368	мир не	1	1
369	бы что	1	1
370	поэтому если	1	1
371	только благодаря	1	1
372	почти все	2	1
373	о формах	1	1
374	говорить о	5	1
375	и бытия	1	1
376	они были	2	1
377	же нелепо	2	1
378	и ни	6	1
379	данном языке	1	1
380	и самого	1	1
381	он сам	5	1
382	здесь не	1	1
383	столь же	1	1
384	в различных	1	1
385	этим не	1	1
386	выражения в	1	1
387	не воспринимает	1	1
388	личность а	1	1
389	его так	1	1
390	но конечно	2	1
391	различия между	1	1
392	ее к	1	1
393	совсем не	1	1
394	но как	2	1
395	а только	3	1
396	со всеми	1	1
397	она –	3	1
398	отношение к	5	1
399	следовательно только	1	1
400	это или	2	1
401	относится к	2	1
402	различие внутреннего	1	1
403	и вовсе	1	1
404	его на	1	1
405	как образ	1	1
406	просто как	2	1
407	хотя и	4	1
408	могли бы	1	1
409	и всецело	1	1
410	и наконец	1	1
411	это тоже	1	1
412	более или	3	1
413	следующим образом	1	1
414	– конечно	1	1
415	еще на	1	1
416	та же	3	1
417	как то	1	1
418	что это	11	1
419	так или	1	1
420	иначе и	1	1
421	к самому	2	1
422	тоже не	2	1
423	в этой	1	1
424	самое существо	1	1
425	часто даже	1	1
426	с их	1	1
427	всего необходимо	2	1
428	эпохи и	1	1
429	не могла	1	1
430	и если	1	1
431	и положительный	1	1
432	главным образом	1	1
433	если для	2	1
434	а просто	2	1
435	именно то	1	1
436	всех этих	3	1
437	не значит	3	1
438	нее и	1	1
439	них нет	1	1
440	популярна в	1	1
441	значение может	1	1
442	ни была	1	1
443	и вот	6	1
444	вообще не	1	1
445	у пушкина	4	1
446	– непосредственная	1	1
447	и по	1	1
448	– очень	2	1
449	в образе	1	1
450	так например	1	1
451	которое как	2	1
452	бы они	1	1
453	что почти	1	1
454	мы его	1	1
455	же не	1	1
456	а по	1	1
457	сознание не	1	1
458	для своей	1	1
459	зрения на	1	1
460	с целью	1	1
461	мы на	1	1
462	закономерность которая	1	1
463	это не	9	1
464	уже знаем	1	1
465	то все	1	1
466	– исключительно	1	1
467	после этого	1	1
468	и тем	1	1
469	за ней	1	1
470	физическое явление	1	1
471	эти же	1	1
472	потому в	1	1
473	последние формы	1	1
474	но уже	2	1
475	нет в	1	1
476	она и	1	1
477	и вся	1	1
478	со своими	1	1
479	процесс и	1	1
480	одна и	2	1
481	всегда и	3	1
482	между собою	2	1
483	идеализм и	1	1
484	наука до	1	1
485	соответствующих научных	1	1
486	что содержание	1	1
487	зрения самого	2	1
488	еще в	1	1
489	как таковой	4	1
490	нисколько не	4	1
491	или менее	3	1
492	если и	2	1
493	сознания но	1	1
494	можно найти	2	1
495	не зависит	1	1
496	– общение	1	1
497	– чисто	1	1
498	представить себе	1	1
499	почти не	2	1
500	– при	1	1
501	что я	3	1
502	для всякого	2	1
503	– один	1	1
504	– только	1	1
505	этого содержания	1	1
506	есть его	1	1
507	образом и	2	1
508	которые в	1	1
509	друг другу	3	1
510	вот эту	1	1
511	как осуществляется	1	1
512	общего и	1	1
513	где нет	1	1
514	не должна	2	1
515	общего не	1	1
516	же может	2	1
517	должен вскрыть	1	1
518	и очень	1	1
519	сознании в	1	1
520	каждого отдельного	1	1
521	людьми в	1	1
522	чистом виде	1	1
523	в меру	1	1
524	тем самым	1	1
525	xviii века	1	1
526	виду что	1	1
527	есть прежде	1	1
528	с теми	1	1
529	того как	1	1
530	о них	1	1
531	ясность и	1	1
532	имеет общего	3	1
533	и пытается	1	1
534	может только	1	1
535	он с	1	1
536	– для	1	1
537	его если	1	1
538	в разных	3	1
539	этих двух	1	1
540	или как	1	1
541	природы в	1	1
542	явление в	1	1
543	к ней	4	1
544	по своей	1	1
545	потому что	14	1
546	ничто не	3	1
547	здесь же	1	1
548	свет и	2	1
549	с другом	1	1
550	уже никакой	1	1
551	явление внешнего	1	1
552	моей психики	1	1
553	стороны и	3	1
554	места для	1	1
555	в духе	1	1
556	не та	1	1
557	она относится	1	1
558	и всех	3	1
559	как только	2	1
560	отличается от	2	1
561	всего в	1	1
562	той или	7	1
563	а можно	1	1
564	бы это	1	1
565	если же	1	1
566	него как	1	1
567	ее при	1	1
568	на предмет	1	1
569	принять его	1	1
570	значения и	1	1
571	стороны –	1	1
572	от друга	1	1
573	подходе к	1	1
574	характер и	1	1
575	в особенности	5	1
576	уже с	1	1
577	только то	4	1
578	и отличается	1	1
579	с внешним	2	1
580	и совершенно	2	1
581	котором мы	1	1
582	природе своей	1	1
583	с наукой	3	1
584	на нее	1	1
585	вещи и	2	1
586	времени и	1	1
587	по природе	1	1
588	– совершенно	2	1
589	отдельные части	1	1
590	можно только	2	1
591	часто в	1	1
592	могла быть	1	1
593	имеется в	1	1
594	в которые	1	1
595	для этого	2	1
596	в детали	1	1
597	как формы	1	1
598	нет уже	1	1
599	связаны и	1	1
600	воли и	1	1
601	их точки	1	1
602	и должно	1	1
603	пришли к	1	1
604	и что	12	1
605	находятся в	1	1
606	сознания есть	1	1
607	все его	1	1
608	вне всякой	1	1
609	до известной	1	1
610	должно было	1	1
611	за собою	1	1
612	к нему	8	1
613	имеет свой	1	1
614	говорить об	1	1
615	жизненных и	1	1
616	действительно в	1	1
617	в ту	1	1
618	в каких	1	1
619	и история	1	1
620	постоянно имеет	1	1
621	– или	2	1
622	совершенно особое	1	1
623	мы видим	4	1
624	с ними	2	1
625	мы увидим	2	1
626	но ни	1	1
627	пор не	1	1
628	очень много	3	1
629	поэтому и	2	1
630	можно воспринять	1	1
631	образа в	2	1
632	поэтому необходимо	2	1
633	или же	1	1
634	или они	1	1
635	бы ни	1	1
636	это та	1	1
637	мысли –	1	1
638	сознания в	1	1
639	с одной	2	1
640	взятая в	1	1
641	так что	15	1
642	не соответствует	1	1
643	уже не	2	1
644	вещь это	1	1
645	и внутреннего	2	1
646	уже в	1	1
647	и они	1	1
648	формулы и	2	1
649	мир –	1	1
650	и законченном	1	1
651	сознание есть	1	1
652	при помощи	1	1
653	действительность –	1	1
654	пр –	1	1
655	который как	1	1
656	а потому	1	1
657	сами по	1	1
658	прибавить что	1	1
659	той которая	1	1
660	оно –	3	1
661	не о	4	1
662	но что	3	1
663	само по	5	1
664	не доказывает	1	1
665	сведения его	1	1
666	друг от	1	1
667	были бы	2	1
668	одной стороны	2	1
669	со стороны	2	1
670	имеет и	1	1
671	в соответствующих	1	1
672	эти две	1	1
673	все равно	3	1
674	и самая	1	1
675	же наука	2	1
676	– к	1	1
677	и быть	2	1
678	еще и	3	1
679	в природе	1	1
680	мы еще	1	1
681	стремится к	2	1
682	нет как	1	1
683	что для	3	1
684	и самый	1	1
685	этих представителей	1	1
686	превращается в	1	1
687	положение и	1	1
688	как ни	1	1
689	бы ее	1	1
690	самый факт	2	1
691	о чем	2	1
692	что мы	1	1
693	его как	1	1
694	которого она	1	1
695	иметь много	1	1
696	уже давно	1	1
697	роль и	1	1
698	входить в	1	1
699	каждом из	2	1
700	на какие-нибудь	2	1
701	как это	4	1
702	но не	4	1
703	а если	1	1
704	она есть	5	1
705	в той	1	1
706	перехода от	1	1
707	данной эпохи	1	1
708	его жизни	1	1
709	и там	1	1
710	быть только	1	1
711	по существу	1	1
712	для понимания	1	1
713	друг с	1	1
714	значит что	14	1
715	это значит	11	1
716	заявить что	1	1
717	мы сказали	1	1
718	есть и	5	1
719	эти вопросы	1	1
720	позитивизма не	1	1
721	эти два	2	1
722	– мы	3	1
723	все одинаково	1	1
724	между прочим	1	1
725	цвете в	1	1
726	к другим	1	1
727	вещь а	1	1
728	неба и	1	1
729	– внешнее	1	1
730	является как	1	1
731	только мы	1	1
732	известной степени	1	1
733	как такая	1	1
734	на почву	1	1
735	хотя они	1	1
736	при таком	1	1
737	и может	2	1
738	организма но	1	1
739	чтобы понять	3	1
740	человек и	1	1
741	лишь как	2	1
742	у них	3	1
743	не будучи	2	1
744	не должен	1	1
745	только с	3	1
746	и порядок	1	1
747	лежащая в	3	1
748	же касается	1	1
749	и другие	1	1
750	но вот	3	1
751	ее основе	1	1
752	с ней	2	1
753	состоит из	3	1
754	была бы	3	1
755	не понимают	2	1
756	и так	2	1
757	в последнем	1	1
758	строй и	1	1
759	существует ни	1	1
760	науки как	1	1
761	однако мы	1	1
762	то оно	1	1
763	нас не	2	1
764	дает для	1	1
765	этой точки	2	1
766	гораздо более	3	1
767	которая не	2	1
