N	2gram	Tiupa_Anal_2	Psycholo
263	отличается от	1	2
264	части романа	1	2
265	он видит	1	2
266	если же	1	2
267	в себя	4	2
268	приводит к	3	2
269	и другими	2	2
270	не с	4	2
271	еще в	2	2
272	наше внимание	1	2
273	и даже	9	2
274	ничего не	9	2
275	или иной	3	2
276	нас и	1	2
277	строго говоря	2	2
278	следует понимать	1	2
279	но мы	1	2
280	можно сказать	4	2
281	места и	1	2
282	слов и	1	2
283	этом смысле	2	2
284	что даже	1	2
285	в качестве	11	2
286	читатель не	1	2
287	связи с	1	2
288	ритм как	1	2
289	представить себе	1	2
290	в одном	2	2
291	героя а	1	2
292	представляют собой	2	2
293	что тот	1	2
294	с той	2	2
295	в воображении	1	2
296	себя и	1	2
297	в рассказе	1	2
298	или с	1	2
299	произведения искусства	1	2
300	по существу	2	2
301	исходя из	1	2
302	с этой	1	2
303	этом случае	4	2
304	все это	4	2
305	что касается	3	2
306	не является	1	2
307	которых он	1	2
308	лицо и	1	2
309	той или	3	2
310	же в	1	2
311	для читателя	2	2
312	есть то	1	2
313	в романе	1	2
314	не знает	3	2
315	не что	1	2
316	из этого	1	2
317	во внешнем	1	2
318	себе не	2	2
319	речь идет	2	1
320	с с	1	1
321	в такой	1	1
322	совершенно новый	1	1
323	идет о	1	1
324	здесь и	1	1
325	который совершенно	1	1
326	на две	3	1
327	из его	2	1
328	то самое	1	1
329	и за	3	1
330	уложить в	1	1
331	принадлежит только	1	1
332	случае это	1	1
333	на место	1	1
334	из своих	2	1
335	почти все	1	1
336	в каждый	1	1
337	но такое	1	1
338	своему герою	1	1
339	и такой	1	1
340	конечно и	1	1
341	частный случай	1	1
342	отступление от	1	1
343	ударение на	4	1
344	столь же	4	1
345	взгляде на	1	1
346	в чем	1	1
347	автора есть	1	1
348	в сюжете	1	1
349	как система	5	1
350	не все	1	1
351	пределами этой	1	1
352	тут же	1	1
353	отличаются от	1	1
354	один и	1	1
355	образ смерти	1	1
356	зрения которая	1	1
357	к мнению	1	1
358	себя за	1	1
359	данный момент	1	1
360	в художественном	1	1
361	еще и	1	1
362	переживания и	1	1
363	хотя и	4	1
364	произведения мы	1	1
365	имеет в	1	1
366	более или	1	1
367	в действительности	3	1
368	искусство и	1	1
369	о самом	1	1
370	себе как	1	1
371	в литературном	1	1
372	бы с	1	1
373	представляет собой	8	1
374	ни одна	1	1
375	в известном	1	1
376	и тот	1	1
377	разговор о	1	1
378	героя есть	1	1
379	тому же	4	1
380	в наших	1	1
381	так сказать	1	1
382	с чем	1	1
383	время и	1	1
384	всех остальных	1	1
385	в восприятии	1	1
386	которая является	1	1
387	первой части	1	1
388	в понимании	1	1
389	состоит именно	1	1
390	далека от	1	1
391	не к	1	1
392	из виду	1	1
393	евгения онегина	1	1
394	характер в	1	1
395	его от	3	1
396	и эмоции	1	1
397	с собой	1	1
398	и наоборот	2	1
399	в одну	2	1
400	бы дать	1	1
401	а когда	1	1
402	нам остается	1	1
403	самого автора	1	1
404	и второй	2	1
405	из самой	1	1
406	оно становится	1	1
407	полной мере	1	1
408	на этой	2	1
409	того или	3	1
410	за собою	2	1
411	на протяжении	2	1
412	воспринимается как	1	1
413	что один	1	1
414	впечатления в	1	1
415	литературном произведении	1	1
416	вся художественная	1	1
417	в жизни	1	1
418	и смерти	4	1
419	и ритма	2	1
420	этого слова	3	1
421	далеко не	1	1
422	нас к	2	1
423	которой он	1	1
424	жизни но	2	1
425	когда автор	1	1
426	что те	1	1
427	видим как	1	1
428	за ним	1	1
429	проявляется в	3	1
430	в один	4	1
431	не мог	3	1
432	целого ряда	1	1
433	со всей	1	1
434	или менее	1	1
435	в эту	3	1
436	слогов и	1	1
437	и помимо	1	1
438	в следующем	1	1
439	страсти и	1	1
440	которого является	1	1
441	и композиционного	1	1
442	самого героя	1	1
443	допускает как	1	1
444	от себя	1	1
445	не менее	4	1
446	но эта	2	1
447	которые в	1	1
448	по крайней	3	1
449	и эти	1	1
450	и меньше	1	1
451	как эстетического	1	1
452	второй раз	1	1
453	речи в	2	1
454	смерти то	1	1
455	даже в	2	1
456	не любит	4	1
457	форму в	1	1
458	случае в	3	1
459	вплоть до	1	1
460	до известной	1	1
461	во-первых это	1	1
462	все три	1	1
463	она не	2	1
464	хотелось бы	1	1
465	на котором	2	1
466	тогда когда	1	1
467	на него	2	1
468	которого он	1	1
469	это еще	1	1
470	не имеет	2	1
471	смысл его	1	1
472	того и	2	1
473	в разных	1	1
474	эстетическим объектом	1	1
475	обратим внимание	1	1
476	в противоречие	1	1
477	которые и	2	1
478	всего на	1	1
479	же после	1	1
480	пути и	1	1
481	и является	4	1
482	понимать под	1	1
483	только с	1	1
484	смерти ее	1	1
485	всех прочих	1	1
486	мысли так	1	1
487	ни о	3	1
488	т.п и	1	1
489	прямо говорит	1	1
490	здесь совершенно	1	1
491	и другой	1	1
492	приводящей к	1	1
493	должны быть	1	1
494	как человек	1	1
495	бессознательного и	1	1
496	отказаться от	1	1
497	на это	1	1
498	говоря словами	1	1
499	в применении	1	1
500	следует отнести	1	1
501	говорит сам	1	1
502	с ее	2	1
503	свою очередь	1	1
504	как один	1	1
505	героя романа	1	1
506	за пределами	2	1
507	только то	1	1
508	в произведении	2	1
509	что оба	1	1
510	значение в	1	1
511	если они	1	1
512	с первым	1	1
513	отдельном случае	1	1
514	каждого из	1	1
515	ритм является	1	1
516	в последней	1	1
517	мы ощущаем	1	1
518	о нем	1	1
519	но автор	1	1
520	и т.д	3	1
521	но к	1	1
522	всем протяжении	1	1
523	имеем дело	3	1
524	не ту	1	1
525	в значительной	2	1
526	это была	1	1
527	когда не	2	1
528	и во	2	1
529	в конечном	3	1
530	к нему	1	1
531	в драме	1	1
532	том или	2	1
533	между тем	2	1
534	комедии и	1	1
535	нуждается в	1	1
536	при взгляде	1	1
537	героя он	1	1
538	крайней мере	3	1
539	вслед за	2	1
540	вообще и	2	1
541	романа в	3	1
542	которые при	1	1
543	не тот	1	1
544	возвращает его	1	1
545	другой и	1	1
546	это приводит	1	1
547	не так	4	1
548	на которой	1	1
549	о его	4	1
550	не о	2	1
551	зная что	1	1
552	одной из	3	1
553	и представляет	1	1
554	однако в	1	1
555	в какой	1	1
556	к их	1	1
557	который в	1	1
558	во времени	2	1
559	на несколько	1	1
560	между этими	1	1
561	и ее	1	1
562	времени как	2	1
563	себя в	2	1
564	его жизнь	1	1
565	внимание что	1	1
566	на всем	1	1
567	уже не	4	1
568	в поэзии	2	1
569	в начале	1	1
570	в сознании	4	1
571	не принимает	1	1
572	вступает в	2	1
573	этого процесса	1	1
574	или даже	2	1
575	по выражению	2	1
576	конечном счете	2	1
577	в борьбу	1	1
578	его и	1	1
579	только одно	1	1
580	его из	1	1
581	и их	2	1
582	слова в	1	1
583	тем как	1	1
584	составных частей	1	1
585	каждый из	1	1
586	в стихах	1	1
587	или ином	2	1
588	по смыслу	1	1
589	постоянно меняется	1	1
590	нам уже	1	1
591	и т.п	8	1
592	мы привыкли	1	1
593	как у	1	1
594	на ее	1	1
595	каждом отдельном	1	1
596	той точки	1	1
597	я был	1	1
598	совпадает с	4	1
599	литературное произведение	3	1
600	превращается в	2	1
601	говорит я	1	1
602	стало быть	2	1
603	смерти но	1	1
604	есть лишь	1	1
605	его как	2	1
606	выступают в	1	1
607	объединены в	1	1
608	что хотя	1	1
609	речи и	2	1
610	если не	1	1
611	в речи	3	1
612	всю полноту	1	1
613	тенденцией к	1	1
614	с первых	1	1
615	на смерть	1	1
616	оказывается не	2	1
617	только усиливает	1	1
618	ко всем	1	1
619	это имеет	1	1
620	места для	1	1
621	на втором	1	1
622	целом ряде	1	1
623	бы определить	1	1
624	применении к	1	1
625	тому как	3	1
626	во все	1	1
627	что же	1	1
628	и там	1	1
629	и всей	1	1
630	да и	1	1
631	в первой	3	1
632	с тремя	1	1
633	сам не	1	1
634	том смысле	1	1
635	иначе говоря	11	1
636	может служить	1	1
637	останавливаться на	1	1
638	в контексте	5	1
639	не вносит	1	1
640	в любом	1	1
641	только для	1	1
642	но это	1	1
643	точно и	1	1
644	полноту его	1	1
645	здесь в	2	1
646	это явление	1	1
647	ближе к	1	1
648	и выражение	1	1
649	всего в	2	1
650	рассуждение о	1	1
651	известной степени	1	1
652	сюжета и	3	1
653	об убийстве	1	1
654	не имея	1	1
655	ударных и	1	1
656	этому мы	1	1
657	истинный смысл	1	1
658	эстетической деятельности	1	1
659	но когда	1	1
660	еще более	2	1
661	тем более	1	1
662	ни к	1	1
663	будто бы	1	1
664	на улице	1	1
665	все они	1	1
666	я в	3	1
667	разрешить вопрос	1	1
668	что вообще	1	1
669	их систему	1	1
670	к ее	1	1
671	к внутреннему	2	1
672	нам не	1	1
673	может и	1	1
674	с ними	3	1
675	выведена из	1	1
676	состоит из	1	1
677	к его	2	1
678	остается на	1	1
679	по одному	1	1
680	игры и	4	1
681	или иного	3	1
682	отношению к	4	1
683	ко всему	1	1
684	в отдельности	1	1
685	у которых	1	1
686	частности в	2	1
687	именно здесь	1	1
688	героя как	1	1
689	все что	2	1
690	этой точки	1	1
