N	2gram	Vinokur_Ku_3	Istorich
244	также в	1	2
245	в свете	2	2
246	в него	1	2
247	оказывается что	1	2
248	но с	1	2
249	д и	1	2
250	с ними	1	2
251	и так	1	2
252	проникнуть в	1	2
253	можно установить	1	2
254	уже в	3	2
255	в нашей	4	2
256	не знал	1	2
257	является не	1	2
258	а то	2	2
259	при помощи	1	2
260	он имеет	2	2
261	и их	1	2
262	слова в	4	2
263	заметить что	1	2
264	тут же	1	2
265	и вместе	1	2
266	и только	3	2
267	не было	4	2
268	в особенности	2	2
269	только у	1	2
270	к рассмотрению	2	2
271	именно в	3	2
272	а с	3	2
273	в некоторых	2	2
274	превращается в	1	2
275	зависит от	1	2
276	смысле этого	2	2
277	также как	1	2
278	в тех	2	2
279	по существу	3	2
280	показывают что	1	2
281	о его	1	2
282	это явление	1	2
283	и часто	1	2
284	чтобы понять	2	2
285	и вызывает	1	2
286	то не	2	2
287	будто бы	1	2
288	понять эту	1	2
289	не знает	2	2
290	сказать что	7	2
291	это так	2	2
292	говорили о	1	1
293	который должен	1	1
294	можно говорить	10	1
295	в объяснении	1	1
296	самых разнообразных	1	1
297	сам по	3	1
298	задачи в	1	1
299	в стороне	1	1
300	это и	3	1
301	когда человек	1	1
302	почти всегда	1	1
303	не имеют	1	1
304	в зависимости	7	1
305	есть не	3	1
306	возразить что	1	1
307	и о	4	1
308	бы что	1	1
309	так чтобы	1	1
310	говорить о	6	1
311	но она	1	1
312	на себя	2	1
313	же что	1	1
314	зависимости от	8	1
315	можно вообще	1	1
316	форм в	1	1
317	есть вместе	1	1
318	который может	1	1
319	вопрос об	2	1
320	также о	1	1
321	в отличие	2	1
322	связи со	1	1
323	он сам	1	1
324	стороны она	1	1
325	тем как	1	1
326	от его	1	1
327	имеет здесь	1	1
328	чем это	2	1
329	что вместо	1	1
330	а тем	2	1
331	на основе	1	1
332	но как	3	1
333	а только	1	1
334	не то	2	1
335	в сторону	1	1
336	отличие от	2	1
337	конечно совершенно	1	1
338	отнюдь не	3	1
339	а самый	1	1
340	как к	2	1
341	е она	1	1
342	и той	1	1
343	и где	1	1
344	вопросом о	4	1
345	и как	2	1
346	и тот	2	1
347	и к	3	1
348	е с	1	1
349	на своем	1	1
350	самое важное	2	1
351	именно эта	1	1
352	за собой	1	1
353	впечатление что	1	1
354	для которого	2	1
355	со своей	1	1
356	еще на	2	1
357	в целом	4	1
358	в главе	1	1
359	им в	1	1
360	друг от	1	1
361	сторону дела	1	1
362	но на	3	1
363	как оно	1	1
364	он все	1	1
365	раз когда	1	1
366	интересно и	1	1
367	те случаи	1	1
368	с нашим	1	1
369	одной и	1	1
370	бы так	1	1
371	но дело	1	1
372	так например	1	1
373	в основу	1	1
374	мне в	1	1
375	не будет	1	1
376	связанные с	1	1
377	под эти	1	1
378	в несколько	1	1
379	с целью	2	1
380	е к	2	1
381	входит в	1	1
382	здесь нас	1	1
383	приходит в	2	1
384	он приходит	1	1
385	не ясно	1	1
386	вводит в	1	1
387	далеко не	5	1
388	он действительно	1	1
389	есть очевидно	1	1
390	не всегда	1	1
391	несмотря на	1	1
392	этих примеров	1	1
393	характерно что	1	1
394	ясно из	1	1
395	что значит	4	1
396	переносится в	1	1
397	на дорогу	1	1
398	поставлены в	1	1
399	в своей	4	1
400	что такое	4	1
401	наших дней	1	1
402	всякий раз	1	1
403	мы теперь	1	1
404	нельзя было	1	1
405	которые в	4	1
406	начнем с	1	1
407	тем не	9	1
408	ее так	1	1
409	есть еще	1	1
410	и делают	1	1
411	значение уже	1	1
412	важно что	1	1
413	по себе	6	1
414	даже в	1	1
415	нас к	2	1
416	не менее	12	1
417	или что	1	1
418	как можно	1	1
419	от нас	2	1
420	как о	3	1
421	в то	3	1
422	к этим	1	1
423	быть поставлены	1	1
424	в самых	1	1
425	которых и	1	1
426	он мог	1	1
427	только не	1	1
428	этого явления	1	1
429	казалось бы	1	1
430	правда в	1	1
431	о цели	1	1
432	что самое	1	1
433	такой случай	1	1
434	во всем	1	1
435	и после	1	1
436	в процессе	3	1
437	так то	2	1
438	именно потому	1	1
439	что на	3	1
440	в каком	3	1
441	их от	1	1
442	тех случаях	1	1
443	и со	1	1
444	специального исследования	1	1
445	у нас	10	1
446	со стороны	1	1
447	если он	1	1
448	не могут	5	1
449	как ему	1	1
450	в материалах	1	1
451	еще яснее	1	1
452	например на	1	1
453	на это	1	1
454	если же	2	1
455	приходит к	1	1
456	из всего	2	1
457	как мы	5	1
458	от друга	1	1
459	в лекциях	1	1
460	всего этого	3	1
461	без всякого	1	1
462	тогда как	1	1
463	можно показать	1	1
464	при котором	2	1
465	характер и	1	1
466	в пределах	2	1
467	в дальнейшем	2	1
468	стоят в	1	1
469	одного из	1	1
470	она была	1	1
471	она знает	1	1
472	думает что	1	1
473	о котором	1	1
474	связанное с	1	1
475	сводится к	1	1
476	но автор	1	1
477	вот почему	1	1
478	сам был	1	1
479	нас те	1	1
480	время в	3	1
481	а во	1	1
482	от него	1	1
483	связь между	3	1
484	путь к	2	1
485	этому поводу	1	1
486	нуждается в	1	1
487	отметить что	3	1
488	можно возразить	1	1
489	говорит он	1	1
490	есть с	1	1
491	вслед за	1	1
492	и иных	1	1
493	уже потому	1	1
494	может иметь	3	1
495	уже к	1	1
496	в частности	2	1
497	дело так	1	1
498	быть и	1	1
499	известный пример	1	1
500	но так	1	1
501	формы а	1	1
502	себе еще	1	1
503	сделать это	1	1
504	в двух	2	1
505	от места	1	1
506	всякого рода	5	1
507	идет по	1	1
508	тот же	6	1
509	этот вопрос	3	1
510	в какой	3	1
511	и действительно	3	1
512	к нашему	1	1
513	с несколькими	1	1
514	одних и	1	1
515	случаи когда	2	1
516	который в	1	1
517	по этому	1	1
518	именно на	2	1
519	так вот	1	1
520	уже не	8	1
521	не можем	1	1
522	если мы	7	1
523	ничего нельзя	1	1
524	иной форме	1	1
525	случай когда	2	1
526	свидетельствует о	1	1
527	же объясняется	1	1
528	за ним	1	1
529	никто не	1	1
530	могло бы	3	1
531	такое объяснение	1	1
532	и один	1	1
533	главе о	1	1
534	вовсе не	5	1
535	с определенным	1	1
536	но что	1	1
537	много и	1	1
538	каждый из	1	1
539	материала по	1	1
540	в особую	1	1
541	которое на	1	1
542	доходит до	2	1
543	именно как	1	1
544	со всем	1	1
545	себе представить	2	1
546	одна форма	1	1
547	и прежде	1	1
548	на голое	1	1
549	такое же	1	1
550	что не	4	1
551	сделать в	1	1
552	а на	1	1
553	на которых	5	1
554	чтобы вслед	1	1
555	и непосредственно	1	1
556	своего рода	2	1
557	на весь	1	1
558	подобного рода	2	1
559	а по	1	1
560	о чем	2	1
561	далеко еще	1	1
562	не знаю	1	1
563	с нашей	1	1
564	следовало бы	1	1
565	входить в	1	1
566	ими не	1	1
567	его по	1	1
568	и потому	1	1
569	поскольку они	1	1
570	а так	1	1
571	xix века	3	1
572	по своему	2	1
573	к жизни	1	1
574	а если	1	1
575	чем в	2	1
576	в той	4	1
577	приобщиться к	1	1
578	ведет к	1	1
579	что же	5	1
580	остается в	2	1
581	вопрос чрезвычайно	1	1
582	что ты	1	1
583	там где	3	1
584	действительно так	1	1
585	исходя из	1	1
586	здесь идет	2	1
587	быть не	2	1
588	указанием на	1	1
589	материал для	2	1
590	этого слова	4	1
591	с этой	3	1
592	в умении	1	1
593	только для	2	1
594	поэтому что	1	1
595	я мог	1	1
596	из ряда	2	1
597	же значение	1	1
598	случаях когда	1	1
599	указать на	2	1
600	ли в	1	1
601	думается что	1	1
602	не буду	1	1
603	и представления	1	1
604	в результате	3	1
605	бы ему	1	1
606	у них	1	1
607	этого рода	3	1
608	еще более	2	1
609	и большое	1	1
610	наоборот все	1	1
611	все они	2	1
612	на более	1	1
613	же в	1	1
614	лежит в	1	1
615	к самому	1	1
616	было уже	1	1
617	е в	2	1
618	в свою	1	1
619	ему будет	1	1
620	она сама	1	1
621	уже только	1	1
622	по одному	1	1
623	является и	2	1
624	связи и	2	1
625	в самом	13	1
626	только о	2	1
627	на ней	1	1
628	самое что	1	1
629	существу то	1	1
630	а может	1	1
631	и эта	1	1
632	к этому	1	1
633	в таком	4	1
