N	2gram	Vinokur_Ku_2	Vladivir
319	в ноябре	1	2
320	и при	1	2
321	что по	1	1
322	его от	1	1
323	что между	2	1
324	ни одного	1	1
325	главным образом	3	1
326	несколько более	1	1
327	ни за	1	1
328	полезно для	2	1
329	действительно ли	1	1
330	все более	1	1
331	года пишет	1	1
332	и никак	1	1
333	и здесь	5	1
334	в возможности	3	1
335	первую очередь	1	1
336	еще не	5	1
337	в свое	2	1
338	можно привести	1	1
339	на их	1	1
340	в него	1	1
341	за что	1	1
342	очень часто	2	1
343	говорить о	4	1
344	мы и	1	1
345	так называемого	1	1
346	место в	1	1
347	только как	2	1
348	что нет	1	1
349	бы то	1	1
350	не без	1	1
351	что они	2	1
352	чем он	1	1
353	чем менее	1	1
354	до тех	1	1
355	как например	1	1
356	однако он	1	1
357	тех кто	1	1
358	которое является	1	1
359	можно считать	1	1
360	т д	14	1
361	прежде чем	1	1
362	я предложил	1	1
363	по пути	1	1
364	и истинный	1	1
365	в первую	1	1
366	того с	1	1
367	т п	24	1
368	цитаты из	1	1
369	на тему	1	1
370	например с	1	1
371	есть не	1	1
372	что однако	1	1
373	смысла и	2	1
374	но даже	2	1
375	рядом с	2	1
376	раз не	1	1
377	в память	2	1
378	в нынешнем	1	1
379	забудем что	1	1
380	то конечно	1	1
381	дает в	1	1
382	в период	1	1
383	и возможно	1	1
384	то он	1	1
385	говорил мне	1	1
386	два дня	1	1
387	но никто	1	1
388	что два	1	1
389	нужно было	1	1
390	сих пор	1	1
391	это просто	2	1
392	свое время	2	1
393	будто в	1	1
394	оно имеет	1	1
395	в какой	1	1
396	это конечно	2	1
397	еще можно	1	1
398	иное как	1	1
399	существу же	1	1
400	и другие	1	1
401	но с	1	1
402	таков например	1	1
403	что наша	2	1
404	до сих	1	1
405	дело не	2	1
406	и без	1	1
407	то и	3	1
408	которое мы	1	1
409	как впрочем	2	1
410	а на	2	1
411	так в	3	1
412	в действительности	1	1
413	насколько мне	1	1
414	каким оно	1	1
415	ничего общего	1	1
416	это объяснение	1	1
417	этом в	1	1
418	то ни	1	1
419	бы и	4	1
420	ли не	2	1
421	в одном	1	1
422	до полной	1	1
423	слова не	3	1
424	те которые	1	1
425	в нашем	7	1
426	по его	1	1
427	речи в	6	1
428	в печать	1	1
429	что только	1	1
430	эти слова	1	1
431	все ее	1	1
432	дни в	1	1
433	его к	2	1
434	и под	1	1
435	или даже	1	1
436	борьбу с	1	1
437	и раньше	1	1
438	независимо от	1	1
439	в сердце	1	1
440	отношений в	2	1
441	сводится к	3	1
442	отношением к	1	1
443	и гораздо	1	1
444	конца он	1	1
445	же к	1	1
446	в которых	2	1
447	нельзя в	1	1
448	все его	1	1
449	что ничего	2	1
450	этот не	1	1
451	речи на	2	1
452	не помешало	1	1
453	но только	4	1
454	никаких оснований	2	1
455	отрицать что	1	1
456	вещей и	1	1
457	этом смысле	5	1
458	читал и	1	1
459	далее в	1	1
460	и перед	1	1
461	то для	3	1
462	в себя	1	1
463	здесь с	1	1
464	не читал	1	1
465	между ними	1	1
466	и т	39	1
467	мог в	1	1
468	думал о	1	1
469	дело с	1	1
470	себе как	1	1
471	к чему	1	1
472	то как	1	1
473	она есть	1	1
474	потребовало бы	1	1
475	следовательно и	2	1
476	смысле а	1	1
477	и своеобразным	1	1
478	здесь нет	1	1
479	дошедшим до	1	1
480	уже с	1	1
481	связанных с	1	1
482	не так	1	1
483	что даже	1	1
484	речь шла	1	1
485	пор пока	1	1
486	который однако	1	1
487	чего уж	1	1
488	этом отношении	3	1
489	нет и	1	1
490	в первый	3	1
491	но как	1	1
492	у них	1	1
493	должны быть	2	1
494	более чем	1	1
495	но я	1	1
496	что иное	1	1
497	против этого	1	1
498	этом случае	2	1
499	тех же	2	1
500	что этот	1	1
501	следовательно в	1	1
502	слова а	1	1
503	которые в	1	1
504	случае мы	1	1
505	который является	1	1
506	во внимание	1	1
507	в современной	2	1
508	а как	1	1
509	я считаю	1	1
510	в №	1	1
511	на том	2	1
512	которых мы	2	1
513	такой степени	1	1
514	их отношений	1	1
515	больше всего	1	1
516	совершенно ясно	1	1
517	следует что	3	1
518	слишком много	1	1
519	утверждать что	2	1
520	в качестве	8	1
521	этой своей	1	1
522	году в	1	1
523	бы на	2	1
524	этой цели	2	1
525	статья в	1	1
526	выражение в	3	1
527	сказал я	1	1
528	общего с	1	1
529	за собой	2	1
530	что такое	3	1
531	себе уже	1	1
532	они в	1	1
533	лишь в	5	1
534	которая была	1	1
535	пишет в	1	1
536	смысле слова	2	1
537	а главное	3	1
538	для нее	1	1
539	все мы	1	1
540	только с	1	1
541	своего рода	4	1
542	до его	1	1
543	а только	3	1
544	кажется мне	1	1
545	не все	3	1
546	говорить и	2	1
547	только то	1	1
548	забыть об	1	1
549	во всем	1	1
550	он требует	1	1
551	тех слов	1	1
552	но эти	1	1
553	можно найти	1	1
554	это влияние	1	1
555	как можно	2	1
556	тому же	1	1
557	своего друга	1	1
558	и еще	2	1
559	этой книге	3	1
560	поэтому в	1	1
561	тем что	3	1
562	к ним	1	1
563	характер и	2	1
564	не с	1	1
565	вопросу о	3	1
566	заметить что	1	1
567	что значит	2	1
568	хорошо и	1	1
569	мы имеем	5	1
570	это первая	1	1
571	что все	5	1
572	выразилось в	1	1
573	земле в	1	1
574	мне кажется	2	1
575	время все	1	1
576	думаю что	2	1
577	поскольку за	1	1
578	если бы	12	1
579	в книге	1	1
580	на месте	1	1
581	чтобы понять	2	1
582	этот термин	2	1
583	между собою	1	1
584	к идее	1	1
585	и др	1	1
586	которые можно	1	1
587	не понимает	1	1
588	для этого	3	1
589	и тем	5	1
590	не хочу	2	1
591	себе не	2	1
592	не будет	1	1
593	не забудем	1	1
594	труд в	1	1
595	нашей печати	2	1
596	ясно что	5	1
597	по преимуществу	2	1
598	мере в	1	1
599	от того	4	1
600	этом роде	2	1
601	нельзя было	2	1
602	этом же	1	1
603	что именно	1	1
604	по возможности	1	1
605	когда он	1	1
606	и опять	1	1
607	тем и	1	1
608	оно есть	1	1
609	при чем	1	1
610	а по	1	1
611	все из	1	1
612	такой же	1	1
613	он говорит	1	1
614	не что	1	1
615	не могут	5	1
616	нам в	1	1
617	в серьезных	1	1
618	время я	1	1
619	то только	2	1
620	просто в	1	1
621	вам в	1	1
622	но без	1	1
623	статье посвященной	1	1
624	не просто	2	1
625	все дело	2	1
626	внимание к	1	1
627	раньше в	1	1
628	бы даже	1	1
629	язык и	2	1
630	на минуту	1	1
631	далеко не	1	1
632	вполне прав	1	1
633	большей частью	1	1
634	быть и	1	1
635	что сказать	1	1
636	с какой	1	1
637	что природа	1	1
638	когда в	2	1
639	vi в	1	1
640	первую часть	1	1
641	меньше всего	1	1
642	есть прямое	1	1
643	на вопрос	1	1
644	и пушкина	1	1
645	самого начала	1	1
646	быть может	1	1
647	во многом	1	1
648	тех пор	2	1
649	самым лучшим	1	1
650	не раз	1	1
651	с самого	1	1
652	в статьях	1	1
653	в такой	1	1
654	здесь дело	1	1
655	значит что	1	1
656	все равно	2	1
657	в каком	4	1
658	была бы	4	1
659	собой и	1	1
660	последние месяцы	1	1
661	чем в	3	1
662	самом деле	9	1
663	в целях	2	1
664	целый ряд	5	1
665	что она	3	1
666	в глазах	2	1
667	и их	1	1
668	что конкретно	1	1
669	если мы	4	1
670	в самой	2	1
671	одному из	1	1
672	что здесь	1	1
673	как раз	3	1
674	намеки на	1	1
675	то она	1	1
676	свое собственное	1	1
677	здесь как	1	1
678	можно утверждать	1	1
679	они не	1	1
680	так например	1	1
681	что так	1	1
682	перед нами	4	1
683	все еще	1	1
684	чуть ли	1	1
685	в день	2	1
686	то вопрос	1	1
687	ни на	2	1
688	этот вопрос	6	1
689	первый раз	1	1
690	еще с	1	1
691	именно здесь	1	1
692	к вопросам	1	1
693	что мы	6	1
694	ни к	15	1
695	которое не	1	1
696	к одному	1	1
697	имеет дело	1	1
698	иначе но	1	1
699	и творчества	1	1
700	с явным	1	1
701	процесс в	1	1
702	поэтому если	1	1
703	но для	3	1
