N	2gram	Medvedev_F_2	Dialekti
108	что не	4	5
109	что для	2	5
110	как это	2	5
111	но это	2	5
112	или не	1	5
113	только как	1	5
114	жизни и	3	5
115	как на	1	5
116	все остальное	4	4
117	и то	2	4
118	явления и	2	4
119	и больше	1	4
120	говорить о	5	4
121	первый план	2	4
122	в чем	2	4
123	сама по	1	4
124	во что	1	4
125	в истории	6	4
126	конечно не	1	4
127	собственно говоря	1	4
128	он просто	1	4
129	это не	2	4
130	на первый	2	4
131	тому что	2	4
132	как о	4	4
133	не могут	7	4
134	и это	2	4
135	мыслить и	1	4
136	нет никакой	1	4
137	можно только	1	4
138	о нем	1	4
139	к тому	4	4
140	с другой	3	4
141	сущность и	1	4
142	для него	7	4
143	это будет	1	4
144	говорит о	1	4
145	у нас	1	4
146	так же	1	4
147	где же	1	4
148	хотя бы	6	4
149	е в	1	4
150	сказать что	2	4
151	была бы	3	3
152	той же	1	3
153	и тут	1	3
154	но даже	1	3
155	зависимости от	3	3
156	и на	3	3
157	как таковая	2	3
158	за пределы	1	3
159	мере в	1	3
160	в одной	2	3
161	что именно	2	3
162	с этим	5	3
163	в своем	1	3
164	только тогда	1	3
165	все же	8	3
166	перед нами	2	3
167	как таковое	4	3
168	все эти	6	3
169	на то	1	3
170	в нем	13	3
171	он должен	1	3
172	не будет	2	3
173	того или	4	3
174	он есть	1	3
175	он и	3	3
176	должно быть	2	3
177	и без	1	3
178	не в	15	3
179	особого рода	1	3
180	миф и	1	3
181	раз и	4	3
182	тем самым	2	3
183	она не	2	3
184	в основе	5	3
185	но она	1	3
186	же время	5	3
187	ровно ничего	1	3
188	во всем	1	3
189	должны быть	1	3
190	можно и	3	3
191	и о	2	3
192	и этим	2	3
193	эти факты	1	3
194	как таковую	1	3
195	это было	3	3
196	к нему	3	3
197	все время	6	3
198	быть и	3	3
199	или же	2	3
200	и ее	6	3
201	с одной	1	3
202	то и	3	3
203	при помощи	2	3
204	из них	4	3
205	мы знаем	3	3
206	сами по	2	3
207	тем что	8	3
208	для того	3	3
209	именно как	4	3
210	в каком	1	3
211	и прежде	3	3
212	не было	6	3
213	его как	2	3
214	ни о	5	3
215	в ущерб	1	3
216	ни на	2	3
217	одной стороны	1	3
218	а если	1	3
219	как бы	4	3
220	если не	1	3
221	только одна	1	3
222	и от	2	3
223	и ни	1	3
224	только о	1	3
225	в слове	5	3
226	например в	3	2
227	же как	3	2
228	как миф	1	2
229	только потому	1	2
230	в чисто	1	2
231	в первом	7	2
232	исходит из	1	2
233	этого он	1	2
234	в зависимости	3	2
235	его не	2	2
236	что если	1	2
237	как особого	1	2
238	так чтобы	1	2
239	из того	1	2
240	которое не	1	2
241	и самой	1	2
242	логика и	1	2
243	в ней	6	2
244	событие как	1	2
245	на них	1	2
246	всего этого	5	2
247	бы то	1	2
248	с его	11	2
249	но не	2	2
250	что история	1	2
251	и где	1	2
252	сознания в	1	2
253	целый ряд	1	2
254	всего иного	1	2
255	но в	4	2
256	то в	2	2
257	в условиях	1	2
258	из этих	3	2
259	думать что	1	2
260	в себе	1	2
261	но на	1	2
262	есть но	1	2
263	при этом	9	2
264	в понятии	2	2
265	и по	2	2
266	на этом	2	2
267	и чтобы	1	2
268	говорить не	2	2
269	но совершенно	2	2
270	все равно	1	2
271	несмотря на	1	2
272	как таковой	3	2
273	она была	1	2
274	но почему	1	2
275	к истории	1	2
276	всяком случае	5	2
277	в их	6	2
278	от его	2	2
279	их в	2	2
280	бы быть	1	2
281	же мы	1	2
282	же такое	1	2
283	но они	1	2
284	иной раз	1	2
285	на котором	2	2
286	тогда и	1	2
287	иметь в	1	2
288	говорят что	1	2
289	только и	3	2
290	учения о	1	2
291	и является	1	2
292	как не	1	2
293	не вполне	1	2
294	фактов и	1	2
295	уже о	1	2
296	могут быть	6	2
297	той или	1	2
298	для себя	1	2
299	как мы	7	2
300	и сами	1	2
301	говоря уже	1	2
302	так в	3	2
303	то как	1	2
304	на что	1	2
305	для этого	2	2
306	и нужно	2	2
307	и здесь	3	2
308	можно утверждать	1	2
309	и во	1	2
310	в его	10	2
311	хорошо но	1	2
312	и следовательно	1	2
313	как например	2	2
314	их не	1	2
315	и тем	2	2
316	же и	2	2
317	не можем	1	2
318	же в	1	2
319	никто не	1	2
320	ведь это	1	2
321	не о	4	2
322	бытия и	1	2
323	так или	1	2
324	со стороны	2	2
325	или иначе	1	2
326	именно в	5	2
327	а именно	2	2
328	зависит от	1	2
329	в природе	1	2
330	однако не	3	2
331	но как	2	2
332	пр это	1	2
333	мы говорим	4	2
334	в данном	1	2
335	факты и	1	2
336	оказалось что	1	2
337	по существу	7	2
338	но для	1	2
339	в смысле	1	2
340	и для	5	2
341	или в	3	2
342	для нас	1	2
343	лишь как	4	2
344	из себя	1	2
345	бы в	5	2
346	а в	6	2
347	ибо они	2	2
348	слово в	2	2
349	не говоря	1	2
350	другой стороны	4	2
351	совершенно не	4	2
352	или иного	5	2
353	из этого	2	2
354	ее в	2	2
355	в своих	1	2
356	они не	4	2
357	во всяком	5	2
358	от этой	1	1
359	и догматическое	1	1
360	говоря о	1	1
361	в применении	2	1
362	начинается с	1	1
363	он весьма	1	1
364	этом отношении	7	1
365	на самом	3	1
366	непосредственное и	1	1
367	же относятся	1	1
368	но тем	1	1
369	как такового	6	1
370	идет о	2	1
371	и так	1	1
372	к другому	2	1
373	по преимуществу	5	1
374	мировоззрения и	1	1
375	ведь и	1	1
376	высшей степени	4	1
377	едва ли	2	1
378	и должен	1	1
379	и этот	1	1
380	а как	3	1
381	ни взяли	1	1
382	основные моменты	1	1
383	а больше	1	1
384	из всего	3	1
385	и само	1	1
386	предмета в	2	1
387	превратилась в	1	1
388	что уже	1	1
389	на место	1	1
390	продолжает существовать	1	1
391	иной чем	1	1
392	в учении	2	1
393	этого термина	2	1
394	конечно и	1	1
395	же что	1	1
396	себе что	1	1
397	из ее	1	1
398	быть никаких	1	1
399	учение об	1	1
400	и влияния	1	1
401	конечно чисто	1	1
402	понятия в	2	1
403	столько же	1	1
404	так если	1	1
405	во всех	5	1
406	учении о	1	1
407	а только	2	1
408	не то	3	1
409	в общем	5	1
410	иногда и	1	1
411	если действительно	2	1
412	его развития	1	1
413	чем же	3	1
414	если она	1	1
415	независимо от	4	1
416	как к	3	1
417	просто как	1	1
418	глубже чем	1	1
419	и наконец	4	1
420	нового и	1	1
421	более или	1	1
422	мало ли	1	1
423	это определение	1	1
424	от этого	3	1
425	именно эта	1	1
426	в этот	1	1
427	них как	1	1
428	со своей	2	1
429	не приходится	3	1
430	та же	2	1
431	в которой	2	1
432	то я	1	1
433	если мы	5	1
434	что к	1	1
435	имеем в	1	1
436	но ведь	3	1
437	если он	1	1
438	дальше и	1	1
439	и положения	1	1
440	по самому	1	1
441	вера в	1	1
442	они только	2	1
443	творца и	1	1
444	всех этих	3	1
445	же это	2	1
446	не к	2	1
447	в корне	7	1
448	языком и	2	1
449	как от	1	1
450	из него	2	1
451	приходим к	2	1
452	его от	4	1
453	постольку поскольку	2	1
454	новых точек	1	1
455	именно это	1	1
456	спрашивается что	1	1
457	и стало	1	1
458	от нее	4	1
459	то ни	2	1
460	и может	3	1
461	пусть и	2	1
462	они должны	2	1
463	вывести из	1	1
464	им как	1	1
465	же сколько	1	1
466	его в	3	1
467	на почве	9	1
468	и определение	1	1
469	в ином	3	1
470	не чем	1	1
471	нет в	1	1
472	далеко не	1	1
473	как об	1	1
474	мы имеем	1	1
475	место и	2	1
476	о чем	1	1
477	они в	1	1
478	такой же	3	1
479	лучше всего	2	1
480	или менее	1	1
481	от предмета	1	1
482	его нельзя	3	1
483	нас не	1	1
484	мы приходим	2	1
485	в такой	2	1
486	в котором	2	1
487	место в	3	1
488	представление о	2	1
489	и понятия	1	1
490	не от	1	1
491	не как	4	1
492	то от	2	1
493	и раньше	1	1
494	своему существу	1	1
495	от поэтического	1	1
496	но он	1	1
497	творчества и	1	1
498	друг другу	1	1
499	иным как	1	1
500	и более	2	1
501	какое бы	1	1
502	не тем	1	1
503	тому чтобы	2	1
504	для нее	2	1
505	даже в	2	1
506	было с	1	1
507	если и	1	1
508	теми или	1	1
509	принципов и	1	1
510	вещи не	1	1
511	всего была	1	1
512	что эта	2	1
513	виду что	1	1
514	только здесь	1	1
515	надо все	1	1
516	на него	1	1
517	сколько и	1	1
518	у различных	1	1
519	и имеет	1	1
520	этих фактов	1	1
521	мы указали	1	1
522	е это	1	1
523	вопрос не	1	1
524	вообще существует	1	1
525	возможно и	1	1
526	фактах и	1	1
527	этих двух	2	1
528	такая же	1	1
529	не останется	2	1
530	связи с	13	1
531	ибо все	1	1
532	будет зависеть	1	1
533	тут только	1	1
534	и при	1	1
535	так то	1	1
536	что на	2	1
537	точке зрения	2	1
538	же необходимо	1	1
539	которых он	1	1
540	в основу	2	1
541	но все	3	1
542	как только	1	1
543	всего в	2	1
544	как для	1	1
545	различных типов	1	1
546	существенной и	1	1
547	должен быть	1	1
548	и входит	1	1
549	на нем	2	1
550	без всякого	1	1
551	о нарушении	1	1
552	в ее	2	1
553	данном случае	1	1
554	только при	1	1
555	уже с	1	1
556	только то	1	1
557	и совершенно	2	1
558	и сам	1	1
559	слово есть	2	1
560	находятся и	1	1
561	что существуют	1	1
562	было в	2	1
563	и которые	1	1
564	во многом	1	1
565	таковы что	1	1
566	связанных с	1	1
567	строго говоря	1	1
568	в словах	1	1
569	с ним	2	1
570	и восприятия	2	1
571	говорит здесь	1	1
572	и вещи	1	1
573	только так	2	1
574	зависеть от	1	1
575	слова из	1	1
576	вот почему	1	1
577	оно отрицает	1	1
578	этом понятии	2	1
579	и поэтому	1	1
580	они осуществляются	1	1
581	и та	1	1
582	что каждый	1	1
583	еще дальше	1	1
584	это даже	1	1
585	можно сказать	1	1
586	как чисто	1	1
587	тела не	1	1
588	все в	1	1
589	объекта следовательно	1	1
590	вся эта	1	1
591	и хорошо	1	1
592	мы ни	2	1
593	он был	2	1
594	у всех	1	1
595	перестал бы	1	1
596	если это	2	1
597	к ней	1	1
598	пока только	1	1
599	в другую	1	1
600	не зная	1	1
601	происходит в	1	1
602	возможно лишь	1	1
603	сюда же	1	1
604	здесь не	4	1
605	тот же	1	1
606	воплощается в	1	1
607	одной из	1	1
608	этот вопрос	2	1
609	то он	1	1
610	того если	1	1
611	никак нельзя	1	1
612	или сам	1	1
613	и прочие	1	1
614	итак все	1	1
615	в качестве	2	1
616	всегда только	1	1
617	ее смысловой	1	1
618	в сторону	4	1
619	каждый из	3	1
620	вопроса о	2	1
621	и способен	1	1
622	мы получим	1	1
623	только слово	1	1
624	бог не	1	1
625	из слова	1	1
626	и случилось	1	1
627	каким образом	1	1
628	или просто	1	1
629	их учения	3	1
630	был бы	1	1
631	не так	2	1
632	к ним	1	1
633	в систему	2	1
634	могли не	1	1
635	притом как	1	1
636	на ряде	1	1
637	которая свойственна	1	1
638	теорией и	1	1
639	этого понятия	1	1
640	в других	7	1
641	момент в	1	1
642	таком виде	1	1
643	своим словесным	1	1
644	точек зрения	1	1
645	пришли к	1	1
646	до сих	1	1
647	в каких	2	1
648	от этих	2	1
649	к которому	1	1
650	между ними	2	1
651	в некоторых	4	1
652	поскольку она	1	1
653	а наоборот	3	1
654	стремится к	1	1
655	а так	1	1
656	пр и	4	1
657	ближе к	1	1
658	в связи	10	1
659	в такие	1	1
660	но оно	1	1
661	связь с	1	1
662	самое понятие	2	1
663	вместе с	6	1
664	от характера	2	1
665	других областях	1	1
666	в историю	1	1
667	оно только	1	1
668	надо было	1	1
669	лежать в	1	1
670	того на	1	1
671	влияния на	1	1
672	обратил внимание	1	1
673	не дают	1	1
674	чем в	1	1
675	применении к	2	1
676	да и	1	1
677	для понимания	6	1
678	том смысле	3	1
679	случилось с	1	1
680	нее самой	1	1
681	слова и	7	1
682	что из	1	1
683	сих пор	1	1
684	понятий и	3	1
685	здесь в	1	1
686	другой как	1	1
687	не имея	1	1
688	бы определением	1	1
689	его с	3	1
690	в результате	6	1
691	указали что	1	1
692	а все	2	1
693	пр в	1	1
694	от него	2	1
695	и новое	1	1
696	это может	1	1
697	то о	1	1
698	в этих	2	1
699	они имеют	1	1
700	свои объекты	1	1
701	же оно	1	1
702	своего бытия	1	1
703	конечно нельзя	1	1
704	нам не	1	1
705	это все	1	1
706	признаков в	1	1
707	а ведь	1	1
708	уже говорить	1	1
709	лишь тогда	1	1
710	материал и	3	1
711	имеет место	1	1
712	чем иным	1	1
713	то оно	1	1
714	в процессе	9	1
715	и эта	1	1
716	которая не	1	1
717	смысле что	2	1
718	с самим	1	1
