N	2gram	Bakhtin_sl_1	DiskursI
155	дело в	1	2
156	никогда не	3	2
157	того и	1	2
158	и чужого	2	2
159	со своим	5	2
160	сводится к	1	2
161	не столь	1	2
162	в специальном	1	2
163	жанров в	1	2
164	жизнью и	1	2
165	с ее	4	2
166	здесь не	2	2
167	в себя	1	2
168	не с	2	2
169	в результате	3	2
170	но здесь	3	2
171	произведения как	3	2
172	между тем	2	2
173	в языке	5	2
174	что и	1	2
175	или напротив	2	2
176	и всякое	2	2
177	и одновременно	2	2
178	романа и	5	2
179	которая в	1	2
180	который не	1	2
181	есть в	1	2
182	в большинстве	10	2
183	слова не	1	2
184	к своим	1	2
185	момент в	1	2
186	именно в	3	2
187	далеко не	5	2
188	и прежде	1	2
189	не на	5	2
190	ценностные тона	1	2
191	может иметь	1	2
192	вместе с	1	2
193	направленность на	1	2
194	формируется в	1	2
195	романного жанра	7	2
196	о чем	1	2
197	в той	10	2
198	или иного	2	2
199	в свое	3	2
200	и для	4	2
201	интерес к	2	2
202	на языке	1	2
203	настоящим и	1	2
204	а в	6	2
205	с ней	2	2
206	другой стороны	4	2
207	себе самому	1	2
208	себя как	1	1
209	между романом	1	1
210	одним из	4	1
211	чтобы не	1	1
212	художественного произведения	1	1
213	а между	2	1
214	тех же	1	1
215	в чужой	1	1
216	это игра	1	1
217	к данному	1	1
218	и есть	1	1
219	в первом	3	1
220	к другому	1	1
221	но если	1	1
222	есть не	1	1
223	для своего	1	1
224	мы не	2	1
225	высказывания в	1	1
226	в каждый	5	1
227	в сущности	13	1
228	целого но	1	1
229	они были	2	1
230	но даже	1	1
231	в некотором	1	1
232	и со	1	1
233	для литературы	1	1
234	начала в	1	1
235	предстает как	1	1
236	героев в	1	1
237	и быта	1	1
238	собой в	1	1
239	он был	1	1
240	на их	1	1
241	бы то	1	1
242	характер и	1	1
243	роман и	5	1
244	во всех	17	1
245	там и	1	1
246	сохраняет свое	1	1
247	в ее	2	1
248	точка зрения	8	1
249	в сторону	1	1
250	в русле	4	1
251	которая не	3	1
252	а через	1	1
253	произведение не	1	1
254	не просто	1	1
255	друга и	1	1
256	за пределы	4	1
257	связи и	1	1
258	в истории	3	1
259	в одной	1	1
260	данного литературного	1	1
261	необходимый фон	1	1
262	и стилистически	1	1
263	чужого слова	2	1
264	пределах одной	2	1
265	в одних	1	1
266	хотя и	2	1
267	в этот	1	1
268	то в	2	1
269	в самом	5	1
270	еще на	1	1
271	с богатой	1	1
272	себе как	1	1
273	в которой	4	1
274	таковы например	1	1
275	бы не	1	1
276	поэтому и	3	1
277	и формируется	1	1
278	между настоящим	1	1
279	так в	2	1
280	рассказчика в	1	1
281	эпохи может	1	1
282	лица и	1	1
283	как у	1	1
284	не имеют	1	1
285	задний план	1	1
286	ответственность за	2	1
287	к миру	1	1
288	но именно	4	1
289	так сказать	5	1
290	и только	1	1
291	одному из	2	1
292	он должен	1	1
293	не изучены	1	1
294	к одному	1	1
295	не как	4	1
296	мир как	1	1
297	характерное для	1	1
298	нашего времени	1	1
299	не исчерпывают	1	1
300	одной и	1	1
301	ориентация на	1	1
302	на этом	2	1
303	с этой	3	1
304	дистанции между	4	1
305	не бывает	1	1
306	именно это	1	1
307	таким образом	9	1
308	значительной степени	1	1
309	то ни	1	1
310	совпадают с	1	1
311	сознание и	1	1
312	различие между	1	1
313	самого автора	2	1
314	лишь в	4	1
315	того или	2	1
316	время и	2	1
317	и иных	2	1
318	форму и	1	1
319	но их	1	1
320	ценностный кругозор	1	1
321	лишь на	3	1
322	и романного	1	1
323	отказа от	1	1
324	в жизни	1	1
325	этого не	1	1
326	и вне	1	1
327	несмотря на	1	1
328	как сказано	3	1
329	как целого	1	1
330	и было	1	1
331	об особом	1	1
332	различные формы	2	1
333	между различными	1	1
334	пределах одного	1	1
335	однако этот	2	1
336	оно живет	1	1
337	в которых	1	1
338	бы мы	1	1
339	установка на	6	1
340	и той	2	1
341	тем не	1	1
342	по крайней	1	1
343	и более	1	1
344	произведения в	1	1
345	не должно	3	1
346	том же	4	1
347	изнутри в	1	1
348	два полюса	1	1
349	при всех	2	1
350	установка не	1	1
351	до известной	2	1
352	в практике	1	1
353	она не	3	1
354	с теми	1	1
355	самого начала	1	1
356	дело не	2	1
357	мышления и	1	1
358	одна из	2	1
359	с живым	1	1
360	совершенно иными	1	1
361	в процессе	4	1
362	которого он	1	1
363	мы все	2	1
364	в самых	2	1
365	и экспрессивной	2	1
366	др при	1	1
367	на язык	2	1
368	ничего не	4	1
369	в разных	3	1
370	те моменты	1	1
371	общему мнению	2	1
372	показывает как	1	1
373	и до	1	1
374	такая же	2	1
375	во всем	1	1
376	и поэтическое	1	1
377	имеет два	1	1
378	звучит в	1	1
379	ему не	2	1
380	точке зрения	2	1
381	синтаксиса и	2	1
382	известной степени	4	1
383	ни о	2	1
384	целого в	1	1
385	возникает из	2	1
386	не могут	3	1
387	на границе	1	1
388	не знаем	1	1
389	в прозе	1	1
390	отличается от	1	1
391	лирике но	1	1
392	всего в	1	1
393	к тому	3	1
394	его с	1	1
395	не есть	2	1
396	между автором	2	1
397	оно не	6	1
398	должен быть	1	1
399	непосредственно возникает	1	1
400	в зоне	2	1
401	каждый момент	2	1
402	в в	1	1
403	языка и	12	1
404	с самого	1	1
405	эти две	1	1
406	чужой речи	7	1
407	сознания с	1	1
408	на свой	1	1
409	в условиях	2	1
410	столько в	1	1
411	и сам	3	1
412	что может	1	1
413	по аналогии	1	1
414	в нескольких	1	1
415	здесь как	1	1
416	в поэтических	3	1
417	в споре	1	1
418	это ощущение	1	1
419	чем у	1	1
420	жанр который	1	1
421	жанра в	4	1
422	для этого	1	1
423	и даже	6	1
424	остановимся на	2	1
425	с ним	7	1
426	каждый из	1	1
427	все дело	1	1
428	движения и	1	1
429	в новелле	1	1
430	о нем	4	1
431	к прямому	1	1
432	и здесь	3	1
433	не был	1	1
434	и что	1	1
435	с авторским	1	1
436	мы ничего	1	1
437	может не	8	1
438	аналогии с	1	1
439	в значительной	1	1
440	нас в	2	1
441	и во	3	1
442	и вследствие	1	1
443	романа как	2	1
444	на одном	1	1
445	существенную роль	1	1
446	в форме	1	1
447	крайней мере	1	1
448	исторического развития	2	1
449	слов и	2	1
450	и следовательно	7	1
451	и мир	5	1
452	свое наиболее	1	1
453	дня а	1	1
454	рассказом и	1	1
455	с каждым	1	1
456	и две	1	1
457	не устраняет	1	1
458	и так	1	1
459	в литературу	1	1
460	для освещения	1	1
461	персонажей а	1	1
462	на мир	4	1
463	от них	1	1
464	с которыми	2	1
465	так что	2	1
466	же и	2	1
467	бранное слово	1	1
468	или рассказчика	2	1
469	только на	2	1
470	и они	1	1
471	а напротив	1	1
472	рассеянной чужой	1	1
473	себя и	1	1
474	в поэзии	3	1
475	одних случаях	1	1
476	во втором	1	1
477	не дает	1	1
478	большинстве случаев	6	1
479	ориентированы на	1	1
480	автор с	1	1
481	и соотношений	1	1
482	и их	1	1
483	в новом	1	1
484	всяком случае	5	1
485	вовсе не	7	1
486	высказывания и	2	1
487	содержание и	1	1
488	в состоянии	1	1
489	данного высказывания	1	1
490	авторского слова	1	1
491	друг друга	3	1
492	случае не	1	1
493	вводит в	1	1
494	как такового	3	1
495	и оценки	1	1
496	к той	1	1
497	в других	3	1
498	жанрах в	1	1
499	того что	3	1
500	не были	3	1
501	точек зрения	5	1
502	между которыми	1	1
503	романного слова	4	1
504	о своем	1	1
505	и др	14	1
506	в романе	21	1
507	между ними	2	1
508	были созданы	1	1
509	поэзии и	4	1
510	на этот	1	1
511	до конца	12	1
512	сколько в	1	1
513	его как	2	1
514	на смерть	1	1
515	на возможность	2	1
516	для романа	2	1
517	все то	1	1
518	там где	4	1
519	оценки и	1	1
520	и слово	2	1
521	ближе к	1	1
522	и глубоко	1	1
523	почву для	1	1
524	равно как	1	1
525	на фоне	7	1
526	автора с	1	1
527	в иных	1	1
528	в меру	1	1
529	этого момента	1	1
530	в особенности	8	1
531	и столь	1	1
532	по своему	2	1
533	этого типа	2	1
534	и полное	1	1
535	и там	3	1
536	и существенные	1	1
537	днем и	1	1
538	это его	1	1
539	да и	1	1
540	сам в	1	1
541	в это	1	1
542	событием самого	1	1
543	даже в	2	1
544	жанрах а	1	1
545	слова и	13	1
546	на пути	1	1
547	несобственно-прямая речь	1	1
548	автором и	2	1
549	и от	4	1
550	один из	4	1
551	говорящего и	2	1
552	о мире	1	1
553	при всем	3	1
554	но с	1	1
555	более того	3	1
556	слова но	1	1
557	живет и	1	1
558	лицо и	1	1
559	формы и	3	1
560	его не	1	1
561	на границах	1	1
562	к чужому	6	1
563	некоторого индивидуального	2	1
564	еще более	5	1
565	брань и	1	1
566	отношении не	1	1
567	ни было	2	1
568	же в	1	1
569	быть и	4	1
570	определяется его	1	1
571	два языка	1	1
572	одной из	3	1
573	слово в	10	1
574	первых двух	1	1
575	сохраняя в	1	1
576	чужому слову	4	1
577	сказать что	2	1
578	речи и	1	1
579	например и	1	1
580	высказываний на	1	1
581	одновременно и	2	1
582	бы его	2	1
583	из этого	3	1
584	занимает в	1	1
585	строится на	1	1
586	в какой	1	1
587	из романа	2	1
588	включает в	1	1
589	характера но	1	1
590	как слово	1	1
591	прямой речи	1	1
592	во всяком	7	1
