N	2gram	Tiupa_Disk_2	FransuaR
223	одной стороны	4	2
224	то ни	1	2
225	его как	1	2
226	точек зрения	1	2
227	он создал	1	2
228	не может	9	2
229	вместе с	2	2
230	из которых	1	2
231	в данном	7	2
232	а не	14	2
233	с этой	1	2
234	но это	3	2
235	все же	6	2
236	и для	2	2
237	мира и	4	2
238	на языке	2	2
239	а в	2	2
240	между ними	1	2
241	это в	2	2
242	другой стороны	2	2
243	к этому	4	2
244	от личности	1	1
245	речь идет	1	1
246	в этот	1	1
247	того же	2	1
248	о любви	2	1
249	сил и	1	1
250	идет о	2	1
251	перед лицом	2	1
252	и развитие	1	1
253	и могут	1	1
254	оно означает	1	1
255	вопрос о	1	1
256	он как	1	1
257	равно как	1	1
258	определение жанра	1	1
259	ему в	1	1
260	и со	1	1
261	целого в	1	1
262	жизни это	1	1
263	пребывания в	1	1
264	к своему	2	1
265	имел место	1	1
266	собой в	1	1
267	не нужно	2	1
268	т.п но	1	1
269	в чем	1	1
270	там и	1	1
271	как у	1	1
272	чем это	1	1
273	о смерти	1	1
274	одном и	1	1
275	присутствует в	1	1
276	по отношению	4	1
277	с совершенно	1	1
278	в новом	1	1
279	лица с	1	1
280	себя в	6	1
281	одного и	3	1
282	в одной	1	1
283	как в	8	1
284	из цикла	1	1
285	для всех	1	1
286	стороны и	2	1
287	путь в	1	1
288	пределах одной	1	1
289	в одних	1	1
290	и точность	1	1
291	да будет	1	1
292	исторических лиц	1	1
293	включает в	1	1
294	из этих	3	1
295	им в	1	1
296	речевых жанров	3	1
297	претендовать на	3	1
298	лица и	1	1
299	но на	1	1
300	жизнью и	2	1
301	по словам	2	1
302	не следует	3	1
303	в поэтике	1	1
304	состоит в	16	1
305	к одному	1	1
306	не к	2	1
307	характерное для	1	1
308	свое время	2	1
309	этого жанра	2	1
310	подобно тому	2	1
311	что ни	2	1
312	весьма существенную	2	1
313	дистанции между	1	1
314	не бывает	1	1
315	лишь в	1	1
316	на почве	2	1
317	из первых	1	1
318	и смерти	1	1
319	и романа	1	1
320	времени при	1	1
321	мира где	1	1
322	как целого	1	1
323	она была	1	1
324	хвалы или	1	1
325	можно так	1	1
326	известной степени	1	1
327	мире родного	1	1
328	если можно	1	1
329	даль и	1	1
330	место в	2	1
331	самого героя	1	1
332	в отличие	12	1
333	бы мы	1	1
334	разные формы	1	1
335	речи в	2	1
336	том же	1	1
337	но они	1	1
338	до известной	1	1
339	самого начала	1	1
340	этой амбивалентности	1	1
341	личности к	1	1
342	к жанру	2	1
343	не стремится	1	1
344	и всегда	1	1
345	на язык	1	1
346	и проклятия	1	1
347	таким путем	1	1
348	при котором	2	1
349	под названием	1	1
350	свидетельствуют о	1	1
351	звучит в	1	1
352	как будто	3	1
353	этом отношении	4	1
354	именно такой	1	1
355	уже о	1	1
356	возникает из	1	1
357	не могут	1	1
358	под пером	1	1
359	могут быть	3	1
360	к тому	1	1
361	его с	1	1
362	но одновременно	3	1
363	в полной	1	1
364	имеет место	1	1
365	замечательных людей	2	1
366	т.е в	1	1
367	и это	2	1
368	по определению	1	1
369	но при	2	1
370	здесь не	2	1
371	и служит	1	1
372	события как	1	1
373	родного дома	1	1
374	только то	1	1
375	в себя	2	1
376	с самого	1	1
377	так в	1	1
378	на свой	1	1
379	живет в	2	1
380	еще в	3	1
381	мы в	1	1
382	однако этот	1	1
383	для этого	1	1
384	как выражение	1	1
385	или иной	3	1
386	строго говоря	1	1
387	ситуации и	2	1
388	и что	1	1
389	там же	2	1
390	последних двух	2	1
391	должно было	1	1
392	от них	1	1
393	другого в	2	1
394	исторического развития	1	1
395	века и	1	1
396	и иных	1	1
397	как правило	1	1
398	подробностями и	1	1
399	характера но	1	1
400	в современной	1	1
401	быть и	1	1
402	в формах	2	1
403	правило не	1	1
404	отношений из	1	1
405	перед которым	1	1
406	целое в	1	1
407	и одновременно	2	1
408	романа и	2	1
409	традиции в	1	1
410	и так	1	1
411	до нас	1	1
412	у тебя	1	1
413	мира как	1	1
414	к которой	2	1
415	к миру	1	1
416	со своим	2	1
417	как нечто	1	1
418	и они	1	1
419	своим прошлым	1	1
420	характеристики в	1	1
421	это требует	1	1
422	к своим	2	1
423	одно из	4	1
424	в языке	2	1
425	и художественный	1	1
426	каждый из	1	1
427	отличие от	12	1
428	чтобы не	1	1
429	тем что	1	1
430	и оценки	1	1
431	которой нет	1	1
432	мир на	1	1
433	того что	1	1
434	именно в	2	1
435	и прежде	2	1
436	а с	5	1
437	или где	1	1
438	это жанр	2	1
439	превращается в	1	1
440	на этот	1	1
441	литературы нового	1	1
442	позиции в	1	1
443	не быть	1	1
444	занимает в	1	1
445	оценки и	1	1
446	мира в	3	1
447	должна была	1	1
448	почву для	1	1
449	было в	3	1
450	на фоне	1	1
451	одном лице	1	1
452	речь не	1	1
453	и мир	1	1
454	xix века	1	1
455	неожиданно и	1	1
456	тенденцию к	1	1
457	тому как	2	1
458	типа как	1	1
459	и там	1	1
460	им с	1	1
461	которые по	1	1
462	в ряду	2	1
463	в контексте	3	1
464	грани между	1	1
465	и действия	1	1
466	к другим	1	1
467	всего в	1	1
468	в книге	1	1
469	слово здесь	1	1
470	слова но	1	1
471	самого автора	1	1
472	лицо и	1	1
473	столь ярко	1	1
474	и от	1	1
475	в пределе	3	1
476	его нет	1	1
477	из ее	1	1
478	отношений с	1	1
479	еще более	1	1
480	и ни	1	1
481	уже неоднократно	1	1
482	прошлого и	1	1
483	ее в	1	1
484	же в	1	1
485	но если	1	1
486	так выразиться	1	1
487	может и	2	1
488	в период	4	1
489	свет и	1	1
490	слово в	1	1
491	не знает	3	1
492	и только	1	1
493	их с	1	1
494	почему он	1	1
495	одновременно и	1	1
496	отношению к	4	1
497	из этого	1	1
498	в свое	2	1
499	сфер в	1	1
500	жизни и	3	1
501	практики и	2	1
502	в античности	1	1
503	как на	3	1
