N	2gram	Bakhtin_sl_2	Literetu
356	для осуществления	1	1
357	только с	2	1
358	установление границ	1	1
359	все то	1	1
360	и времени	1	1
361	с легкостью	1	1
362	отличается от	2	1
363	с авторской	1	1
364	и другим	2	1
365	и говорит	1	1
366	что при	1	1
367	конца не	1	1
368	как мы	7	1
369	которой принадлежат	1	1
370	свою очередь	2	1
371	как один	1	1
372	людей в	1	1
373	и последовательной	1	1
374	с каким	1	1
375	и от	3	1
376	так в	2	1
377	исторической жизни	3	1
378	авторитарности так	1	1
379	за счет	1	1
380	с самого	1	1
381	культуры и	1	1
382	в дальнейшем	2	1
383	и иные	1	1
384	как с	2	1
385	или в	2	1
386	он говорит	1	1
387	этого чужого	1	1
388	мог бы	1	1
389	и по-своему	1	1
390	он остается	1	1
391	но может	1	1
392	никогда и	1	1
393	и здесь	2	1
394	не был	2	1
395	в состав	3	1
396	никак не	1	1
397	и что	1	1
398	можно сказать	1	1
399	в значительной	6	1
400	затем в	1	1
401	становится лишь	1	1
402	самому себе	1	1
403	не умеет	1	1
404	к нему	3	1
405	в евгении	1	1
406	и миру	1	1
407	во всех	12	1
408	борьба с	4	1
409	во всей	1	1
410	не исчерпывается	1	1
411	такими же	1	1
412	этот последний	1	1
413	и других	4	1
414	наконец в	4	1
415	в художественной	1	1
416	единого и	2	1
417	к определенному	1	1
418	используются в	2	1
419	смысловую глубину	1	1
420	точному и	1	1
421	как объект	1	1
422	в литературе	1	1
423	слов или	1	1
424	поэтому для	1	1
425	последний модус	1	1
426	все говорят	2	1
427	среди других	1	1
428	одной из	1	1
429	в какой	1	1
430	гораздо более	1	1
431	таких же	1	1
432	между этими	1	1
433	иной характер	1	1
434	со всеми	2	1
435	в новых	2	1
436	от авторитарного	1	1
437	с какой	1	1
438	со своим	9	1
439	не можем	1	1
440	решающее значение	1	1
441	в большинстве	6	1
442	наконец даже	2	1
443	борьбы с	3	1
444	в поэзии	2	1
445	оно в	1	1
446	языка как	7	1
447	в виде	2	1
448	за ним	1	1
449	слова в	13	1
450	в одном	2	1
451	не для	1	1
452	слово как	7	1
453	так как	4	1
454	не о	1	1
455	может служить	1	1
456	отношении к	4	1
457	как такового	1	1
458	перейти к	1	1
459	как прямой	1	1
460	во власти	2	1
461	особый язык	4	1
462	что и	3	1
463	до сих	2	1
464	не поддается	1	1
465	может и	2	1
466	в общественном	1	1
467	именно в	2	1
468	слишком узка	1	1
469	с той	1	1
470	себя и	4	1
471	в некоторых	3	1
472	на основании	1	1
473	и политического	1	1
474	а на	1	1
475	стремится к	3	1
476	до конца	17	1
477	более того	2	1
478	однако и	1	1
479	человек в	6	1
480	или с	1	1
481	в последующем	1	1
482	для этой	1	1
483	проникновения в	1	1
484	я говорю	1	1
485	в последней	1	1
486	эти слова	2	1
487	из форм	1	1
488	с общей	1	1
489	в особенности	3	1
490	формы не	1	1
491	к своему	9	1
492	установкой на	3	1
493	целом ряде	1	1
494	продуктивным в	1	1
495	сознания его	1	1
496	в той	4	1
497	и на	4	1
498	вокруг себя	1	1
499	ней не	1	1
500	слова все	3	1
501	евгении онегине	1	1
502	с ее	2	1
503	как например	2	1
504	к новому	3	1
505	и о	1	1
506	сих пор	2	1
507	над языком	1	1
508	только для	1	1
509	при условии	1	1
510	и единственного	2	1
511	лучшем случае	1	1
512	этом и	1	1
513	романа с	1	1
514	которые были	1	1
515	и другими	1	1
516	сознания и	1	1
517	за словом	1	1
518	в силах	1	1
519	себя самого	1	1
520	к чужому	3	1
521	от него	5	1
522	и все	5	1
523	это может	1	1
524	но зато	1	1
525	из существеннейших	2	1
526	на языке	1	1
527	миром как	1	1
528	целый ряд	1	1
529	жизни в	2	1
530	нами не	1	1
531	в лучшем	1	1
532	есть от	2	1
533	в свою	3	1
534	в романе	46	1
535	героя и	5	1
536	не знает	2	1
537	сказать что	3	1
538	только как	1	1
539	лишь тогда	2	1
540	в кругу	1	1
541	осознании и	1	1
542	лермонтова в	1	1
543	языка если	2	1
544	вместе с	2	1
545	или индивидуального	1	1
546	к этому	1	1
547	значение в	2	1
548	и особенно	2	1
549	все что	2	1
550	том числе	1	1
551	они не	2	1
