N	2gram	Trubetskoy_1	Freidism
231	ничем не	4	2
232	между собой	1	2
233	в ее	1	2
234	сильное влияние	1	2
235	на этой	1	2
236	видели что	1	2
237	как не	1	2
238	в нашей	1	2
239	тем же	1	2
240	но если	2	2
241	этом отношении	2	2
242	от всей	1	2
243	в момент	1	2
244	дело не	1	2
245	они не	1	2
246	чаще всего	1	2
247	на которой	1	2
248	от этих	1	2
249	отличие от	1	2
250	это и	1	2
251	похоже на	1	2
252	на почве	1	2
253	по учению	3	2
254	сказать и	1	2
255	эта сила	1	2
256	в отношении	6	2
257	только с	1	2
258	его все	1	2
259	ибо не	1	2
260	в отличие	1	2
261	да и	1	2
262	связано с	2	2
263	относится к	2	2
264	в глаза	1	2
265	и ввести	1	2
266	стремление к	1	2
267	а с	7	2
268	нам в	1	2
269	в первом	1	2
270	и таким	3	2
271	и даже	3	2
272	тем не	3	2
273	заметить что	1	2
274	связанный с	2	2
275	это было	1	2
276	только не	2	2
277	жизни то	1	2
278	одной стороны	7	2
279	этого периода	2	2
280	с этими	1	2
281	не существует	1	2
282	же что	1	2
283	и об	1	2
284	в одну	1	2
285	с одной	7	2
286	во всей	1	2
287	чтобы не	1	2
288	что и	6	2
289	мы видим	1	2
290	и смерти	1	2
291	в процессе	2	2
292	не совсем	1	2
293	роль в	1	2
294	их в	1	2
295	случае в	1	2
296	объясняется и	1	2
297	в своих	1	2
298	в свой	1	2
299	быть и	2	2
300	при помощи	1	2
301	все они	1	2
302	в такой	1	2
303	только для	2	2
304	и у	8	2
305	всего этого	1	2
306	и до	1	2
307	это не	1	2
308	а не	5	2
309	к его	2	2
310	к этому	3	2
311	с другой	8	2
312	что она	1	2
313	жизни по	2	2
314	что оно	4	2
315	что с	1	2
316	период развития	1	2
317	уже в	2	2
318	в виду	2	2
319	человека в	1	2
320	что мы	2	2
321	в своем	3	2
322	же самое	2	2
323	не приходится	1	2
324	том что	7	2
325	но для	1	2
326	и при	3	2
327	несколько иной	1	1
328	согласно учению	1	1
329	их при	1	1
330	одним из	2	1
331	о которых	1	1
332	может и	1	1
333	жизни а	1	1
334	эти черты	2	1
335	таким именно	1	1
336	целым рядом	1	1
337	тяжелое душевное	1	1
338	и здесь	2	1
339	по сравнению	2	1
340	сравнению с	2	1
341	что дает	1	1
342	его от	2	1
343	бы в	1	1
344	входит в	1	1
345	это мы	1	1
346	не всегда	2	1
347	действия в	1	1
348	его с	1	1
349	что они	1	1
350	нам все	1	1
351	жизни с	1	1
352	этих последних	1	1
353	найти выход	1	1
354	ко всему	2	1
355	момента этой	1	1
356	и этот	1	1
357	что когда	1	1
358	дает ему	1	1
359	полагают что	1	1
360	нет никаких	1	1
361	не был	1	1
362	из старых	1	1
363	не к	2	1
364	как по	1	1
365	всех народов	1	1
366	но при	2	1
367	крайней мере	5	1
368	как с	1	1
369	силы и	2	1
370	не похожи	1	1
371	но даже	1	1
372	части тела	1	1
373	из таких	1	1
374	по-видимому и	1	1
375	на то	2	1
376	в виде	4	1
377	ними в	1	1
378	к ее	1	1
379	не по	1	1
380	одни из	1	1
381	дает им	1	1
382	всей этой	1	1
383	врач дает	1	1
384	проникают в	1	1
385	образы не	1	1
386	это для	1	1
387	происхождение всех	1	1
388	его можно	2	1
389	и так	1	1
390	через всю	1	1
391	убеждение что	2	1
392	характер этого	1	1
393	и во	1	1
394	этим дело	1	1
395	к которому	2	1
396	но вместе	2	1
397	там где	1	1
398	совершенно ясно	1	1
399	к искусству	1	1
400	души в	1	1
401	и далее	1	1
402	можно только	2	1
403	затем в	1	1
404	т.е как	1	1
405	та же	1	1
406	психологии мы	1	1
407	так называемом	1	1
408	материи и	1	1
409	которое мы	1	1
410	следует упомянуть	1	1
411	его уже	1	1
412	эти элементы	1	1
413	не знаем	1	1
414	считать вполне	1	1
415	имеющие ничего	1	1
416	но тем	1	1
417	сил на	1	1
418	бы и	1	1
419	жизнь в	1	1
420	если он	1	1
421	в одном	3	1
422	знаем и	1	1
423	никаких нравственных	3	1
424	следует заметить	1	1
425	одно из	2	1
426	знаем о	1	1
427	до известной	1	1
428	же в	1	1
429	обмануть его	1	1
430	его к	1	1
431	находит свое	1	1
432	таково в	1	1
433	выход из	2	1
434	но когда	2	1
435	их с	1	1
436	в строгом	1	1
437	и только	4	1
438	смысле этого	1	1
439	культуры мы	1	1
440	эту эпоху	1	1
441	общем можно	1	1
442	человека все	1	1
443	связан с	2	1
444	является его	1	1
445	в широком	1	1
446	превращается в	2	1
447	этот период	2	1
448	что человек	1	1
449	похож на	2	1
450	они являются	1	1
451	из него	2	1
452	того момента	2	1
453	еще на	2	1
454	смерти и	1	1
455	то есть	4	1
456	дело с	1	1
457	в корне	1	1
458	влечениями и	1	1
459	уже с	3	1
460	в том	11	1
461	в ином	1	1
462	не так	1	1
463	психики это	1	1
464	жизни это	1	1
465	у них	3	1
466	с процессом	1	1
467	мира с	1	1
468	и сами	2	1
469	ему возможность	1	1
470	человека для	1	1
471	не с	2	1
472	на это	1	1
473	похожим на	1	1
474	и других	1	1
475	из которых	4	1
476	образом он	1	1
477	распространено убеждение	1	1
478	на все	2	1
479	мы и	1	1
480	представляется в	1	1
481	материалом для	1	1
482	совершенно особую	1	1
483	которые в	2	1
484	в пользу	2	1
485	во внимание	1	1
486	а как	1	1
487	должны признать	2	1
488	в смысле	4	1
489	пор не	1	1
490	и через	1	1
491	из этого	2	1
492	же она	1	1
493	котором они	1	1
494	тогда когда	2	1
495	в сфере	1	1
496	можно говорить	1	1
497	которое тоже	1	1
498	любви к	1	1
499	что его	1	1
500	это отличие	1	1
501	общего с	2	1
502	у всех	2	1
503	события в	1	1
504	за собой	3	1
505	являются не	1	1
506	на одном	1	1
507	души на	1	1
508	новое и	1	1
509	или по	2	1
510	еще хуже	1	1
511	можно назвать	2	1
512	природы и	1	1
513	и заставляет	2	1
514	оказывается что	3	1
515	весь мир	1	1
516	образ с	1	1
517	основана на	1	1
518	деле если	1	1
519	к сожалению	3	1
520	ничего не	1	1
521	требует от	2	1
522	социальной группе	1	1
523	и представлениями	1	1
524	к тем	1	1
525	своего отца	1	1
526	тем что	1	1
527	и охотно	1	1
528	всего что	1	1
529	так называемых	1	1
530	в слове	1	1
531	этой борьбы	1	1
532	на них	1	1
533	их и	1	1
534	в каком-либо	1	1
535	к сознанию	1	1
536	тот запас	1	1
537	в эпоху	7	1
538	этот путь	2	1
539	этой эпохи	4	1
540	это состояние	1	1
541	ему в	2	1
542	при таких	1	1
543	особенно к	2	1
544	образом в	5	1
545	которое следует	1	1
546	перейти к	1	1
547	из одного	1	1
548	друг друга	1	1
549	а у	1	1
550	со всем	1	1
551	этого слова	1	1
552	по крайней	5	1
553	ясно что	3	1
554	он в	2	1
555	же как	3	1
556	же приходится	1	1
557	значение в	1	1
558	для обеих	1	1
559	именно в	2	1
560	чтобы он	1	1
561	основные черты	1	1
562	жизни каждого	1	1
563	таких условиях	1	1
564	оно есть	1	1
565	может таким	1	1
566	в мире	5	1
567	психологии но	1	1
568	основано на	2	1
569	с собой	1	1
570	однако не	1	1
571	в результате	3	1
572	ли это	2	1
573	к нирване	2	1
574	основанная на	1	1
575	его смерти	2	1
576	из всех	3	1
577	должен был	4	1
578	в качестве	3	1
579	с новыми	1	1
580	без остатка	2	1
581	находим в	1	1
582	далеко не	4	1
583	такое же	1	1
584	целому ряду	1	1
585	на душу	1	1
586	нет ничего	1	1
587	взглянуть на	1	1
588	представление о	6	1
589	быть даже	2	1
590	в каждой	1	1
591	в которую	1	1
592	тем более	1	1
593	с самых	2	1
594	и является	2	1
595	этот второй	1	1
596	от них	2	1
597	для человеческой	1	1
598	однако в	1	1
599	всех его	1	1
600	с особым	1	1
601	против самого	1	1
602	и нет	3	1
603	своей психической	1	1
604	о том	6	1
605	а ко	1	1
606	на друга	2	1
607	отличаются от	2	1
608	то время	1	1
609	оно превращается	1	1
610	а также	2	1
611	иной раз	2	1
612	культуры на	2	1
613	а иногда	1	1
614	совсем так	1	1
615	чем в	1	1
616	не следует	1	1
617	учения о	1	1
618	в нормальной	1	1
619	целый ряд	4	1
620	таким же	1	1
621	заставляет его	1	1
622	сознание своей	3	1
623	бытия и	1	1
624	не должны	2	1
625	к своим	4	1
626	он должен	1	1
627	телом и	1	1
628	говорить не	1	1
629	и должно	1	1
630	в связь	1	1
631	и своего	1	1
632	котором он	1	1
633	что самый	1	1
634	обеих сторон	1	1
635	но эта	1	1
636	оставаясь в	1	1
637	никакой новой	1	1
638	это относится	1	1
639	до самого	1	1
640	но этим	1	1
641	благодаря этому	2	1
642	которой можно	1	1
643	и это	2	1
644	мира в	1	1
645	друг на	2	1
646	после того	1	1
647	или иной	2	1
648	на нее	3	1
649	находит себе	1	1
650	без всякого	1	1
651	имеем в	1	1
652	тела и	1	1
653	на одну	1	1
654	которых является	1	1
655	в будущем	1	1
656	личной жизни	1	1
657	и следовательно	1	1
658	имеется и	1	1
659	роли в	1	1
660	мысль о	2	1
661	известной степени	1	1
662	той или	2	1
663	участие в	1	1
664	совершенно иной	2	1
665	так называемой	2	1
666	это был	1	1
667	его существовании	1	1
668	последнее вполне	1	1
669	эта новая	1	1
670	душу и	1	1
671	вспомним что	1	1
