N	2gram	Bakhtin_Pr_2	PoTuStor
115	нам кажется	1	2
116	в самом	13	2
117	мы уже	3	2
118	мы не	1	2
119	и о	2	2
120	говорить о	1	2
121	того же	1	2
122	на них	2	2
123	между собой	1	2
124	из этих	1	2
125	но как	2	2
126	нет и	3	2
127	за пределы	5	2
128	него только	1	2
129	с этим	1	2
130	сознания при	1	2
131	и через	2	2
132	но ведь	3	2
133	современной ему	2	2
134	вообще не	1	2
135	он не	9	2
136	нашего времени	1	2
137	и по	2	2
138	то же	5	2
139	на протяжении	3	2
140	было бы	4	2
141	в жизни	3	2
142	кажется что	2	2
143	по всему	1	2
144	в них	4	2
145	всю жизнь	1	2
146	как и	14	2
147	между собою	1	2
148	потому и	1	2
149	в своей	6	2
150	почти не	1	2
151	войти в	1	2
152	можем сказать	2	2
153	не менее	2	2
154	его целом	3	2
155	в науке	2	2
156	всей их	1	2
157	чрезвычайно характерно	1	2
158	никогда не	17	2
159	только и	1	2
160	всей жизни	1	2
161	здесь же	1	2
162	понятия и	1	2
163	что на	1	2
164	в каком	1	2
165	все то	2	2
166	не могут	1	2
167	и всех	1	2
168	что оно	1	2
169	т.е в	1	2
170	существует только	1	2
171	он ищет	1	2
172	как не	5	2
173	на основе	2	2
174	в пределах	4	2
175	как с	1	2
176	для этого	3	2
177	с ним	8	2
178	находится в	2	2
179	о том	3	2
180	другими словами	2	2
181	три основных	1	2
182	что и	5	2
183	во всей	1	2
184	может иметь	1	2
185	один из	2	2
186	образов и	1	2
187	мы видим	2	2
188	что он	7	2
189	и действительно	2	2
190	и так	1	2
191	поэтому и	3	2
192	есть в	8	2
193	с нею	1	2
194	да еще	1	2
195	в начале	2	2
196	за счет	2	2
197	на этих	1	2
198	в душе	1	2
199	и других	3	2
200	для меня	2	2
201	к ним	3	2
202	при всей	1	2
203	у него	6	2
204	и т.п	6	2
205	характерно для	1	2
206	себя и	2	2
207	что не	5	2
208	а на	2	2
209	не на	4	2
210	остается и	1	2
211	в развитии	2	2
212	что мы	1	2
213	в одно	1	2
214	с помощью	1	2
215	в частности	1	2
216	так же	5	2
217	в область	1	2
218	в мир	1	2
219	к следующему	1	2
220	в свое	2	2
221	внешний мир	1	2
222	с историей	1	2
223	своей жизни	3	2
224	но это	2	2
225	и для	2	2
226	сознания и	6	2
227	но зато	1	2
228	не есть	2	2
229	из тех	1	2
230	это делает	2	2
231	все остальные	1	2
232	не знает	4	2
233	всех других	1	2
234	есть и	3	2
235	а может	3	2
236	ее в	2	2
237	к этому	4	2
238	они не	2	2
239	человека и	2	1
240	все остальное	1	1
241	личной жизни	1	1
242	он может	2	1
243	дело обстоит	1	1
244	это и	1	1
245	органическое единство	1	1
246	зрения сознания	1	1
247	свое отношение	1	1
248	смерть в	1	1
249	не имеют	1	1
250	высшей степени	1	1
251	собою в	1	1
252	в году	1	1
253	и могут	2	1
254	его не	1	1
255	со всех	1	1
256	мы имеем	2	1
257	и входит	1	1
258	что если	3	1
259	мир не	1	1
260	совершенно так	2	1
261	выходит из	1	1
262	так чтобы	2	1
263	я не	6	1
264	из того	1	1
265	конечно и	2	1
266	не совсем	2	1
267	же что	3	1
268	зависимости от	3	1
269	к физиологии	1	1
270	первого и	1	1
271	в ней	7	1
272	как один	1	1
273	не был	2	1
274	где же	1	1
275	но не	6	1
276	отказ от	1	1
277	и три	1	1
278	не входит	2	1
279	с сыном	1	1
280	него все	1	1
281	менее всего	1	1
282	вступают в	2	1
283	иногда и	1	1
284	мы сейчас	1	1
285	как со	1	1
286	в свои	1	1
287	что они	3	1
288	в центре	1	1
289	отвлечемся от	1	1
290	в особом	2	1
291	общего с	1	1
292	некоторое время	1	1
293	все же	4	1
294	в полном	1	1
295	хотя и	2	1
296	что по	1	1
297	это просто	1	1
298	всего как	1	1
299	от этого	1	1
300	психологии и	1	1
301	уже не	6	1
302	та же	1	1
303	точку зрения	5	1
304	ни один	3	1
305	сказать о	1	1
306	в нашем	2	1
307	не оставляет	3	1
308	не сделал	1	1
309	на некоторых	1	1
310	сознания с	1	1
311	как он	4	1
312	жизнь как	1	1
313	имеем в	2	1
314	человек не	1	1
315	на его	5	1
316	теории и	1	1
317	не преодолевается	1	1
318	что она	4	1
319	что было	1	1
320	быть поняты	1	1
321	по самому	1	1
322	время и	1	1
323	но именно	1	1
324	по месту	1	1
325	идеи и	4	1
326	iii но	1	1
327	идеологического творчества	2	1
328	свое время	2	1
329	и единство	1	1
330	подобно тому	2	1
331	как момент	1	1
332	мы говорили	1	1
333	последнее слово	1	1
334	человека в	5	1
335	от нее	1	1
336	для всей	1	1
337	в мире	3	1
338	не должна	3	1
339	конечно в	2	1
340	той же	1	1
341	лишь в	2	1
342	построения все	1	1
343	в единую	1	1
344	образ не	1	1
345	или наконец	3	1
346	входит в	9	1
347	это было	2	1
348	за собою	1	1
349	может стать	2	1
350	на почве	4	1
351	себе все	1	1
352	форму и	1	1
353	от остальной	1	1
354	истории и	1	1
355	мы сказали	3	1
356	ядро его	2	1
357	ведь она	1	1
358	мы считаем	2	1
359	которая была	1	1
360	для них	3	1
361	он является	1	1
362	в самую	2	1
363	несмотря на	1	1
364	уже у	1	1
365	мир в	2	1
366	рождается и	2	1
367	и того	1	1
368	одного и	2	1
369	здесь она	1	1
370	лучше всего	1	1
371	и еще	1	1
372	в ходу	1	1
373	но если	1	1
374	и другом	1	1
375	от своего	1	1
376	что есть	1	1
377	чтобы войти	1	1
378	следа не	1	1
379	к предмету	1	1
380	формы так	1	1
381	что я	1	1
382	положениям в	1	1
383	значение для	3	1
384	которые в	2	1
385	друг другу	1	1
386	оно само	1	1
387	вещей и	1	1
388	на всю	1	1
389	и почти	1	1
390	слов о	1	1
391	общего не	1	1
392	же мы	2	1
393	характер носят	1	1
394	в атмосфере	1	1
395	или что	1	1
396	а иногда	1	1
397	иной раз	1	1
398	в смысле	2	1
399	в эпоху	1	1
400	жизни человек	1	1
401	тогда когда	1	1
402	дело в	1	1
403	одна из	3	1
404	в сухом	1	1
405	в сущности	7	1
406	он пуст	1	1
407	того чтобы	1	1
408	разобранный нами	1	1
409	не имеет	3	1
410	и всегда	2	1
411	ничего не	3	1
412	они являются	1	1
413	во всем	1	1
414	мире и	1	1
415	к этим	1	1
416	связи с	1	1
417	в сознании	2	1
418	в виду	2	1
419	уже и	1	1
420	позволила бы	1	1
421	здесь их	1	1
422	мы и	3	1
423	характерен для	1	1
424	с другом	2	1
425	и со	2	1
426	от того	2	1
427	у меня	3	1
428	среди них	3	1
429	не давая	1	1
430	т.п и	1	1
431	единство с	1	1
432	его за	1	1
433	отличается от	1	1
434	должны быть	1	1
435	одну и	1	1
436	к тому	1	1
437	бы он	2	1
438	той или	3	1
439	для его	1	1
440	социальные и	1	1
441	на это	1	1
442	она не	5	1
443	ничего общего	2	1
444	он прежде	2	1
445	мы отвлечемся	1	1
446	бы по	1	1
447	своего развития	2	1
448	всем этим	2	1
449	без всякого	1	1
450	данном случае	1	1
451	только при	1	1
452	вспомним хотя	1	1
453	говорили что	1	1
454	приводит к	1	1
455	все оттенки	1	1
456	и что	2	1
457	и сам	3	1
458	что может	1	1
459	в другом	1	1
460	и ту	1	1
461	можно было	2	1
462	его жизни	2	1
463	конкретное событие	1	1
464	отсюда и	1	1
465	еще в	1	1
466	именно этот	1	1
467	его мысли	1	1
468	если бы	2	1
469	не опирается	1	1
470	из одного	2	1
471	остановимся на	2	1
472	о ней	1	1
473	о нем	6	1
474	и здесь	2	1
475	и т.д	3	1
476	но к	1	1
477	и та	1	1
478	собрать в	1	1
479	говорит об	1	1
480	как ее	2	1
481	др и	1	1
482	необходим для	1	1
483	значение имеют	1	1
484	откуда у	1	1
485	других людей	1	1
486	я лишь	1	1
487	свой метод	2	1
488	борьба с	1	1
489	на одном	1	1
490	отметить что	2	1
491	в другой	1	1
492	быть даже	2	1
493	нельзя сказать	1	1
494	деле в	1	1
495	наконец в	1	1
496	герой нашего	1	1
497	нем и	1	1
498	в свете	1	1
499	все время	3	1
500	и были	1	1
501	человека как	2	1
502	и мир	5	1
503	войдя в	2	1
504	к нему	11	1
505	самые основы	2	1
506	является обычным	1	1
507	что только	1	1
508	о двух	2	1
509	отдаленную связь	1	1
510	тот же	2	1
511	к современной	1	1
512	вся область	1	1
513	бы из	1	1
514	к их	1	1
515	их находит	1	1
516	смерти как	1	1
517	никак нельзя	1	1
518	бы ни	1	1
519	нас здесь	1	1
520	с одной	1	1
521	себя в	2	1
522	же и	1	1
523	оказывается в	1	1
524	уже в	4	1
525	и они	1	1
526	а это	1	1
527	не дает	1	1
528	плана в	1	1
529	абсолютного духа	1	1
530	его и	3	1
531	человека на	1	1
532	ведь это	1	1
533	в конце	4	1
534	вовсе не	7	1
535	с этими	1	1
536	те формы	1	1
537	как его	2	1
538	как раз	6	1
539	этом отношении	2	1
540	они становятся	1	1
541	пр как	1	1
542	даже и	2	1
543	для того	1	1
544	и старается	1	1
545	со всем	1	1
546	без всякой	1	1
547	со стороны	4	1
548	или иной	3	1
549	и сознание	2	1
550	в высшей	1	1
551	имеет и	1	1
552	с другой	1	1
553	который необходим	1	1
554	все идеологическое	1	1
555	на ее	1	1
556	и тех	1	1
557	здесь в	2	1
558	эти две	1	1
559	в каких	1	1
560	являются только	1	1
561	и прежде	2	1
562	в свою	1	1
563	и быть	1	1
564	а с	3	1
565	мы еще	1	1
566	что для	2	1
567	месте и	1	1
568	в некоторых	2	1
569	нужно искать	1	1
570	у нас	2	1
571	материал в	2	1
572	на этот	1	1
573	зависит от	1	1
574	а не	10	1
575	эту концепцию	1	1
576	с которым	1	1
577	жизнь в	1	1
578	весь его	1	1
579	не он	1	1
580	ведь именно	1	1
581	не всегда	1	1
582	художественной формы	1	1
583	оно ни	1	1
584	в момент	3	1
585	знает все	1	1
586	связь с	2	1
587	всех трех	1	1
588	и особенно	2	1
589	но особенно	1	1
590	доведены до	1	1
591	конечно есть	1	1
592	в человеке	10	1
593	влияния на	1	1
594	в данном	1	1
595	тому как	2	1
596	что же	4	1
597	быть только	2	1
598	даже с	1	1
599	у самого	1	1
600	из этой	1	1
601	друг с	2	1
602	в уже	1	1
603	том смысле	1	1
604	быть не	1	1
605	есть то	1	1
606	нужно отметить	1	1
607	развития именно	1	1
608	смерти это	2	1
609	в более	1	1
610	это уже	1	1
611	мышления в	1	1
612	пор еще	1	1
613	в самые	1	1
614	потому не	1	1
615	она может	1	1
616	и другими	2	1
617	которой можно	1	1
618	которая в	1	1
619	отношения только	1	1
620	отца с	1	1
621	довести до	1	1
622	еще более	1	1
623	и ни	1	1
624	мы должны	4	1
625	словесное выражение	1	1
626	только что	2	1
627	же в	1	1
628	но всегда	1	1
629	входить в	1	1
630	по поводу	1	1
631	здесь только	1	1
632	жизни в	2	1
633	которая позволила	1	1
634	а во	1	1
635	сознания на	1	1
636	выводы в	1	1
637	по которой	1	1
638	и жизнь	1	1
639	на своем	1	1
640	себе но	1	1
641	в своих	4	1
642	этой точки	2	1
643	зрения может	1	1
644	и эта	3	1
645	это в	1	1
646	как на	2	1
