N	2gram	Vinokur_St_3	EvropaiE
430	этого периода	1	1
431	всегда в	1	1
432	для себя	1	1
433	приходит к	1	1
434	своего развития	1	1
435	и о	1	1
436	то она	2	1
437	значительной мере	1	1
438	язык и	1	1
439	последнее время	1	1
440	их связь	1	1
441	то время	4	1
442	мнение что	1	1
443	в рамки	1	1
444	как с	1	1
445	и сам	1	1
446	этот период	1	1
447	также о	1	1
448	те же	1	1
449	одного из	2	1
450	об этом	5	1
451	к западной	1	1
452	к первому	1	1
453	является в	1	1
454	поэтому в	1	1
455	был не	1	1
456	и вообще	1	1
457	к другу	1	1
458	с ним	1	1
459	означает что	1	1
460	связанная с	1	1
461	тех кто	1	1
462	на вопрос	3	1
463	внимание на	2	1
464	его жизни	1	1
465	может не	1	1
466	времени в	1	1
467	такими же	1	1
468	не выходит	1	1
469	связь между	1	1
470	же нет	1	1
471	а у	2	1
472	оказалась в	1	1
473	являются в	1	1
474	однако с	1	1
475	эти два	1	1
476	современности и	1	1
477	того в	1	1
478	всего этого	1	1
479	в лучшем	1	1
480	но так	1	1
481	один из	2	1
482	в двух	1	1
483	именно о	1	1
484	всех этих	3	1
485	ли он	1	1
486	в угоду	1	1
487	смысле является	2	1
488	как нечто	1	1
489	что как	1	1
490	который в	1	1
491	на которые	1	1
492	и ее	2	1
493	по этому	3	1
494	с которыми	2	1
495	со своим	1	1
496	в указанном	1	1
497	конечно не	1	1
498	какова должна	1	1
499	уже не	3	1
500	уже в	3	1
501	на такой	1	1
502	то и	2	1
503	только тогда	2	1
504	в начале	4	1
505	что не	2	1
506	также от	1	1
507	от других	1	1
508	но совершенно	1	1
509	несомненно в	2	1
510	это обстоятельство	1	1
511	одно из	2	1
512	для него	3	1
513	и их	1	1
514	мы находим	2	1
515	исторического процесса	2	1
516	гораздо большей	1	1
517	на историческую	2	1
518	не о	1	1
519	как его	1	1
520	неизвестны ни	1	1
521	той исторической	1	1
522	от того	2	1
523	г д	2	1
524	тем для	1	1
525	на примере	1	1
526	или иначе	1	1
527	к которому	3	1
528	где к	1	1
529	в ряде	2	1
530	ряде случаев	2	1
531	она является	1	1
532	по большей	1	1
533	русской истории	2	1
534	одних и	1	1
535	что для	3	1
536	каком смысле	2	1
537	может жить	1	1
538	они вполне	1	1
539	не было	4	1
540	нужно понимать	1	1
541	и далее	3	1
542	с которым	3	1
543	свое собственное	1	1
544	которые по	1	1
545	было отмечено	1	1
546	что из	2	1
547	что мы	3	1
548	мы знаем	1	1
549	если не	1	1
550	в связи	3	1
551	эту эпоху	2	1
552	именно поэтому	2	1
553	связь с	4	1
554	уже о	1	1
555	нет ничего	1	1
556	то можно	1	1
557	многих случаях	1	1
558	к жизни	1	1
559	для всех	1	1
560	что за	1	1
561	это были	1	1
562	действуют в	1	1
563	только ее	1	1
564	одновременно с	1	1
565	даже с	1	1
566	приблизительно в	1	1
567	в состоянии	1	1
568	том смысле	2	1
569	должно быть	1	1
570	почти всю	1	1
571	с ее	2	1
572	этого слова	2	1
573	простор для	1	1
574	на пути	1	1
575	в формах	1	1
576	лучшем случае	1	1
577	и где	1	1
578	в мировой	3	1
579	при таком	1	1
580	только внешнюю	1	1
581	нельзя сказать	3	1
582	и среди	1	1
583	о котором	1	1
584	а к	1	1
585	в отдельных	4	1
586	особого рода	1	1
587	возникает вопрос	1	1
588	находим в	1	1
589	но это	4	1
590	бы россия	1	1
591	на осуществление	1	1
592	бы на	1	1
593	и другие	1	1
594	и годом	1	1
595	некоторая постоянно	1	1
596	понимать как	1	1
597	существует в	2	1
598	но этот	1	1
599	в последнем	2	1
600	на юге	1	1
601	в свое	1	1
602	к этой	2	1
603	вполне понятно	1	1
604	это в	4	1
605	с г	1	1
606	можно назвать	4	1
607	все что	1	1
608	гораздо более	2	1
609	смысле что	1	1
