N	2gram	Losev_Prob_2	Hudozhes
407	казались ему	1	1
408	далека от	1	1
409	видно что	1	1
410	и более	5	1
411	не могли	1	1
412	в конце	7	1
413	слов о	1	1
414	же мы	2	1
415	же такое	4	1
416	нас к	1	1
417	его внешнего	1	1
418	раз и	5	1
419	и притом	3	1
420	ничего нового	2	1
421	трудно было	1	1
422	что с	2	1
423	движении и	1	1
424	и другое	1	1
425	самого начала	2	1
426	в определении	2	1
427	не берет	1	1
428	только из	1	1
429	на себе	1	1
430	и остается	1	1
431	если для	1	1
432	же его	2	1
433	вошедшие в	1	1
434	можно судить	3	1
435	чем не	1	1
436	та или	2	1
437	например не	1	1
438	человека от	1	1
439	и всегда	1	1
440	на язык	1	1
441	настаивать на	1	1
442	это то	5	1
443	учения о	1	1
444	этих двух	1	1
445	или иная	2	1
446	и животные	1	1
447	не столь	2	1
448	в области	6	1
449	однако это	2	1
450	может показаться	1	1
451	не относятся	1	1
452	по нашему	1	1
453	в момент	1	1
454	его внутренней	1	1
455	а теперь	1	1
456	поэтому не	1	1
457	ведь даже	1	1
458	когда мы	6	1
459	есть только	8	1
460	во все	2	1
461	одно только	1	1
462	отличается от	2	1
463	числе и	2	1
464	глубокое и	1	1
465	от нее	1	1
466	бы он	1	1
467	той или	5	1
468	что остается	1	1
469	все еще	4	1
470	тот и	1	1
471	на это	2	1
472	необходимым и	1	1
473	но по	1	1
474	от друга	2	1
475	нам о	1	1
476	не существует	6	1
477	такое что	1	1
478	ни стало	1	1
479	то или	3	1
480	нет никакой	2	1
481	с самого	3	1
482	не возникает	1	1
483	в дальнейшем	1	1
484	как ее	1	1
485	нельзя сказать	1	1
486	то как	1	1
487	на нее	1	1
488	времени и	1	1
489	особенно в	1	1
490	каждого из	1	1
491	и потому-то	1	1
492	еще в	2	1
493	как ему	1	1
494	это только	3	1
495	наше внимание	1	1
496	она тоже	1	1
497	мы в	3	1
498	является в	2	1
499	он к	1	1
500	был не	1	1
501	и всякого	1	1
502	собой и	4	1
503	на что	1	1
504	в настоящее	16	1
505	по себе	8	1
506	смысле и	1	1
507	образом в	1	1
508	и здесь	4	1
509	или что-нибудь	1	1
510	настоящее время	16	1
511	на какой-нибудь	1	1
512	но мы	3	1
513	и что	13	1
514	обратим внимание	1	1
515	и который	1	1
516	времени в	1	1
517	в значительной	3	1
518	нас в	3	1
519	а во	1	1
520	заключается в	4	1
521	обыкновенный человек	1	1
522	или иначе	6	1
523	и всякая	1	1
524	этот момент	1	1
525	и хорошо	1	1
526	пор мы	2	1
527	это нужно	1	1
528	чем и	1	1
529	тотчас же	2	1
530	еще более	2	1
531	тот момент	1	1
532	которая и	2	1
533	не знаю	1	1
534	о своих	1	1
535	случае и	2	1
536	судить по	1	1
537	не несет	1	1
538	того что	12	1
539	быть и	2	1
540	по своей	1	1
541	но с	1	1
542	оно и	1	1
543	и одновременно	1	1
544	это уж	2	1
545	а если	1	1
546	но ни	1	1
547	и потому	1	1
548	и весьма	2	1
549	бы его	2	1
550	но как	6	1
551	за себя	1	1
552	важный для	1	1
553	и теперь	1	1
554	раз вполне	1	1
555	не мешает	1	1
556	это же	1	1
557	тот или	5	1
558	временем и	1	1
559	без этого	1	1
560	так что	11	1
561	для всех	2	1
562	уже в	3	1
563	преимуществу к	1	1
564	в нашей	3	1
565	не считают	2	1
566	мышления и	2	1
567	глубину и	1	1
568	будет не	1	1
569	который как	1	1
570	или даже	3	1
571	представить себе	4	1
572	ведь это	2	1
573	не для	1	1
574	так как	7	1
575	для меня	5	1
576	то время	1	1
577	не о	6	1
578	независимо от	2	1
579	людей не	1	1
580	этом отношении	1	1
581	от того	1	1
582	на том	3	1
583	легко можно	1	1
584	это движение	2	1
585	были бы	2	1
586	тоже была	1	1
587	без того	2	1
588	и даже	11	1
589	о своей	1	1
590	а именно	6	1
591	и люди	1	1
592	предметов которые	1	1
593	только по	2	1
594	что бы	1	1
595	настоящего времени	2	1
596	а на	1	1
597	это прежде	1	1
598	уже во	1	1
599	которых мы	1	1
600	до конца	1	1
601	не означает	1	1
602	имеет своей	1	1
603	а так	1	1
604	не то	2	1
605	более глубокое	1	1
606	мы пока	1	1
607	в речи	1	1
608	нечто такое	1	1
609	уже давно	5	1
610	все более	1	1
611	и она	1	1
612	одно слово	1	1
613	ни на	1	1
614	оказывается не	1	1
615	в пределах	1	1
616	чем в	1	1
617	такого рода	15	1
618	это за	2	1
619	за рамки	1	1
620	не снижает	1	1
621	в тот	1	1
622	думать о	1	1
623	точнее сказать	1	1
624	на свете	4	1
625	лежит в	1	1
626	смысл в	1	1
627	лет назад	3	1
628	слова и	4	1
629	еще раз	1	1
630	сказать не	1	1
631	этом случае	7	1
632	в условиях	2	1
633	но это	6	1
634	и таким	1	1
635	в аспекте	1	1
636	от нас	3	1
637	в с	2	1
638	для автора	1	1
639	самое главное	1	1
640	только тогда	3	1
641	мира и	1	1
642	что нет	1	1
643	то не	3	1
644	который бы	1	1
645	бы в	3	1
646	и н	1	1
647	но зато	2	1
648	мы ничего	1	1
649	сообщением о	1	1
650	и дело	1	1
651	же в	1	1
652	обстоит дело	1	1
653	не обладает	1	1
654	от ее	2	1
655	не знает	3	1
656	только как	3	1
657	другой стороны	5	1
658	совершенно не	2	1
659	где как	1	1
660	зачем же	2	1
661	но когда	1	1
662	точно так	3	1
663	из этого	2	1
664	только о	8	1
665	здесь кроется	1	1
666	среди прочих	1	1
667	в действительности	2	1
668	важно для	1	1
669	к этой	1	1
670	бы даже	1	1
671	случае если	2	1
672	в своих	3	1
673	том числе	2	1
674	это в	2	1
675	каждое слово	1	1
676	который не	1	1
677	к этому	1	1
678	можно назвать	1	1
679	в таком	11	1
